"customer_id","recency_days","frequency_completed","monetary_net","whale_flag"
"16843",42,35,19528.78,"Other"
"17139",15,25,19473.91,"Other"
"12540",19,32,19159.29,"Other"
"17340",8,18,19159.01,"Other"
"17706",3,31,19066.07,"Other"
"14194",4,36,18442.87,"Other"
"12557",15,8,18096.14,"Other"
"16746",4,42,18010.50,"Other"
"17581",0,43,17543.99,"Other"
"12357",32,2,17437.66,"Other"
"14952",45,32,17347.25,"Other"
"16652",53,16,17312.83,"Other"
"18172",14,52,17289.23,"Other"
"14607",15,20,17226.23,"Other"
"17416",29,22,17221.47,"Other"
"17377",23,78,17184.23,"Other"
"13027",113,19,17143.20,"Other"
"15523",83,16,17119.24,"Other"
"15189",0,46,17101.13,"Other"
"15078",6,52,17091.37,"Other"
"15808",305,21,17038.95,"Other"
"12433",0,10,16794.14,"Other"
"17735",1,26,16707.98,"Other"
"16019",1,27,16503.46,"Other"
"16553",162,33,16500.12,"Other"
"14961",10,22,16328.90,"Other"
"12901",8,28,16316.14,"Other"
"16656",21,30,16307.72,"Other"
"13113",0,37,16250.09,"Other"
"15358",4,42,16213.65,"Other"
"16180",99,13,16170.27,"Other"
"15125",24,24,16124.33,"Other"
"13199",3,66,15921.30,"Other"
"12980",155,21,15909.39,"Other"
"13225",2,16,15879.27,"Other"
"17716",22,24,15671.32,"Other"
"15044",18,32,15653.61,"Other"
"13564",353,36,15613.10,"Other"
"17107",32,10,15595.37,"Other"
"14769",2,17,15437.25,"Other"
"12949",30,22,15391.00,"Other"
"15768",115,34,15307.26,"Other"
"12971",3,116,15218.05,"Other"
"14849",21,43,15186.60,"Other"
"16191",2,24,15155.17,"Other"
"18092",1,18,14687.47,"Other"
"16126",28,15,14644.60,"Other"
"16873",4,12,14547.03,"Other"
"14733",8,15,14200.78,"Other"
"12472",30,19,14169.69,"Other"
"15601",10,30,14150.84,"Other"
"13488",16,23,14131.81,"Other"
"13178",25,21,13997.89,"Other"
"16713",18,32,13943.36,"Other"
"12435",79,6,13925.93,"Other"
"12647",21,35,13919.74,"Other"
"17589",59,18,13661.22,"Other"
"15382",14,12,13646.50,"Other"
"18087",143,16,13563.62,"Other"
"18223",1,26,13504.67,"Other"
"15005",15,56,13410.90,"Other"
"13629",22,19,13370.86,"Other"
"12744",55,8,13158.16,"Other"
"16558",0,38,13149.56,"Other"
"15291",25,39,13077.44,"Other"
"15093",17,23,13034.15,"Other"
"15738",18,41,13015.42,"Other"
"17133",15,12,12972.09,"Other"
"14110",3,33,12959.60,"Other"
"14049",16,13,12848.40,"Other"
"12989",2,33,12846.80,"Other"
"13969",6,35,12820.36,"Other"
"13316",36,10,12818.42,"Other"
"12714",8,12,12815.71,"Other"
"13097",32,27,12811.56,"Other"
"13952",210,14,12790.89,"Other"
"16549",9,34,12759.25,"Other"
"13090",8,23,12744.93,"Other"
"18225",2,26,12643.25,"Other"
"14299",7,27,12620.28,"Other"
"13668",2,35,12607.68,"Other"
"16923",11,32,12572.15,"Other"
"13468",1,72,12518.01,"Other"
"12451",10,8,12506.53,"Other"
"17858",5,30,12458.65,"Other"
"12583",2,27,12409.04,"Other"
"17017",2,29,12397.49,"Other"
"16000",2,3,12393.70,"Other"
"14936",8,12,12378.46,"Other"
"14040",40,35,12340.13,"Other"
"16161",1,43,12279.97,"Other"
"15144",7,29,12006.51,"Other"
"14543",3,39,11958.76,"Other"
"12476",0,18,11920.12,"Other"
"16814",13,36,11906.45,"Other"
"14735",3,55,11899.66,"Other"
"17044",8,12,11867.60,"Other"
"13458",6,16,11850.62,"Other"
"13854",8,39,11848.81,"Other"
"16258",44,15,11833.52,"Other"
"14415",0,23,11803.62,"Other"
"15194",2,28,11781.52,"Other"
"17338",16,17,11777.49,"Other"
"16523",1,28,11760.54,"Other"
"18226",38,26,11749.58,"Other"
"15465",19,32,11670.90,"Other"
"14505",16,19,11590.04,"Other"
"17364",0,27,11587.05,"Other"
"14739",1,25,11555.69,"Other"
"13050",8,34,11525.54,"Other"
"15023",2,20,11477.01,"Other"
"15218",10,22,11393.26,"Other"
"14016",153,11,11279.71,"Other"
"13418",11,31,11242.22,"Other"
"12539",21,7,11186.75,"Other"
"13576",9,28,11167.00,"Other"
"13004",11,36,11143.99,"Other"
"15874",62,21,11135.00,"Other"
"13102",0,37,11123.30,"Other"
"14426",18,17,11103.97,"Other"
"13013",0,29,11073.48,"Other"
"12437",1,38,11011.85,"Other"
"12705",14,13,10906.00,"Other"
"12481",22,14,10889.15,"Other"
"12474",16,29,10886.75,"Other"
"15555",11,36,10866.36,"Other"
"16985",16,23,10545.76,"Other"
"15032",255,8,10515.05,"Other"
"16033",5,27,10465.07,"Other"
"12567",22,15,10425.44,"Other"
"13324",31,18,10421.37,"Other"
"15290",4,26,10355.58,"Other"
"16168",10,66,10279.02,"Other"
"16984",77,9,10206.40,"Other"
"15296",43,12,10204.13,"Other"
"17160",30,17,10201.36,"Other"
"14422",0,19,10200.92,"Other"
"12683",3,20,10167.52,"Other"
"18229",11,28,10150.51,"Other"
"15719",32,31,10117.22,"Other"
"18055",6,14,10110.59,"Other"
"16327",13,16,10103.22,"Other"
"17809",15,20,10014.58,"Other"
"15547",6,26,9989.15,"Other"
"13985",3,22,9982.31,"Other"
"16182",71,9,9971.65,"Other"
"14796",0,27,9971.20,"Other"
"12431",35,25,9963.66,"Other"
"14101",73,13,9942.13,"Other"
"13680",0,12,9899.56,"Other"
"15482",15,18,9891.12,"Other"
"16131",51,12,9866.27,"Other"
"14755",9,25,9851.45,"Other"
"12668",6,9,9842.06,"Other"
"13941",21,15,9826.63,"Other"
"14828",196,13,9803.46,"Other"
"16353",3,38,9781.93,"Other"
"12758",116,7,9779.00,"Other"
"12524",8,17,9759.36,"Other"
"17306",10,21,9751.77,"Other"
"13018",15,35,9742.81,"Other"
"18260",172,23,9737.10,"Other"
"15694",0,23,9719.13,"Other"
"14329",8,15,9695.92,"Other"
"14085",1,32,9692.92,"Other"
"15805",22,30,9668.62,"Other"
"16701",8,26,9614.59,"Other"
"17049",2,19,9588.83,"Other"
"14944",29,19,9574.92,"Other"
"16782",9,38,9552.62,"Other"
"12839",2,26,9529.72,"Other"
"17315",0,41,9467.45,"Other"
"14439",319,5,9443.04,"Other"
"13999",9,29,9438.01,"Other"
"13599",0,33,9435.47,"Other"
"13735",24,13,9422.36,"Other"
"18109",1,38,9416.41,"Other"
"15727",16,15,9371.71,"Other"
"17811",3,47,9351.83,"Other"
"14045",108,16,9334.23,"Other"
"12590",189,1,9330.48,"Other"
"15981",24,21,9284.07,"Other"
"17504",205,18,9238.42,"Other"
"13267",2,36,9212.06,"Other"
"17230",263,18,9159.45,"Other"
"15249",31,18,9147.15,"Other"
"14367",7,16,9134.12,"Other"
"13162",121,16,9116.94,"Other"
"16709",84,14,9056.01,"Other"
"15939",89,15,8992.09,"Other"
"17757",0,56,8990.49,"Other"
"15150",16,13,8967.44,"Other"
"17068",11,47,8945.53,"Other"
"13327",38,19,8914.42,"Other"
"14292",7,16,8887.90,"Other"
"14060",4,30,8882.30,"Other"
"14709",14,25,8866.48,"Other"
"15903",9,12,8859.82,"Other"
"14135",1,24,8800.80,"Other"
"13555",73,13,8798.99,"Other"
"12747",1,26,8786.53,"Other"
"15867",4,31,8780.77,"Other"
"12490",4,20,8759.64,"Other"
"16532",17,5,8756.64,"Other"
"16700",8,25,8747.12,"Other"
"15260",99,25,8677.88,"Other"
"16186",22,26,8676.23,"Other"
"15570",6,25,8672.44,"Other"
"12359",7,10,8652.34,"Other"
"13263",0,38,8650.98,"Other"
"15497",17,9,8643.46,"Other"
"12957",3,13,8628.42,"Other"
"13756",1,23,8595.65,"Other"
"16550",108,18,8550.92,"Other"
"13758",11,14,8544.29,"Other"
"17576",7,41,8534.45,"Other"
"16945",21,33,8530.66,"Other"
"12798",9,4,8510.93,"Other"
"13269",0,28,8507.01,"Other"
"18139",17,6,8438.34,"Other"
"13209",29,13,8438.06,"Other"
"14286",23,7,8396.70,"Other"
"15786",43,5,8379.65,"Other"
"13069",0,38,8358.79,"Other"
"15281",58,16,8317.62,"Other"
"13448",16,12,8312.52,"Other"
"15984",2,30,8304.82,"Other"
"17686",6,9,8296.81,"Other"
"14676",30,12,8285.49,"Other"
"14057",23,22,8276.10,"Other"
"14146",8,12,8208.87,"Other"
"15034",15,14,8200.25,"Other"
"13139",15,8,8193.83,"Other"
"15998",36,16,8186.19,"Other"
"13381",20,12,8185.02,"Other"
"16722",16,22,8168.31,"Other"
"17365",12,15,8160.30,"Other"
"17396",38,13,8159.10,"Other"
"17611",3,28,8149.93,"Other"
"16672",1,20,8119.69,"Other"
"13047",45,23,8110.09,"Other"
"13715",280,17,8108.09,"Other"
"12766",3,9,8093.14,"Other"
"13426",0,22,8084.38,"Other"
"15502",15,12,8076.45,"Other"
"12637",66,12,8071.16,"Other"
"14056",0,23,8063.30,"Other"
"15955",23,22,8050.23,"Other"
"17593",3,11,8040.52,"Other"
"13869",122,10,7996.87,"Other"
"13148",28,26,7990.11,"Other"
"13174",15,11,7972.46,"Other"
"15298",1,23,7958.43,"Other"
"14525",8,17,7952.76,"Other"
"16767",30,15,7950.41,"Other"
"18041",11,38,7936.04,"Other"
"14291",1,23,7844.40,"Other"
"16303",25,7,7823.72,"Other"
"13871",22,17,7804.95,"Other"
"17409",184,10,7793.51,"Other"
"16670",16,20,7786.66,"Other"
"12867",25,13,7782.91,"Other"
"15544",8,20,7779.58,"Other"
"17730",2,20,7757.35,"Other"
"14395",1,20,7754.73,"Other"
"17739",11,18,7718.14,"Other"
"17085",122,28,7705.27,"Other"
"16592",3,28,7624.46,"Other"
"16556",66,17,7610.23,"Other"
"17426",3,13,7606.37,"Other"
"13373",60,6,7587.19,"Other"
"13137",10,16,7586.94,"Other"
"14159",19,20,7526.62,"Other"
"13141",84,17,7524.13,"Other"
"13709",3,18,7492.41,"Other"
"17091",2,19,7462.15,"Other"
"15179",17,13,7426.82,"Other"
"14030",17,20,7405.10,"Other"
"17696",37,27,7380.89,"Other"
"15046",8,25,7375.83,"Other"
"16242",7,14,7370.50,"Other"
"14175",50,8,7350.44,"Other"
"12643",127,11,7334.30,"Other"
"17238",2,32,7331.17,"Other"
"13534",1,35,7324.50,"Other"
"15622",2,17,7318.08,"Other"
"13082",125,21,7268.92,"Other"
"14282",2,25,7245.76,"Other"
"15270",15,21,7241.19,"Other"
"17602",1,14,7240.73,"Other"
"16253",66,7,7222.20,"Other"
"14092",7,24,7215.64,"Other"
"12380",21,8,7171.00,"Other"
"14841",52,14,7163.00,"Other"
"16745",86,17,7157.10,"Other"
"14243",8,17,7152.06,"Other"
"16729",35,21,7045.41,"Other"
"13451",25,11,7017.97,"Other"
"13183",7,15,7010.88,"Other"
"14145",46,7,7006.05,"Other"
"17231",11,25,6958.83,"Other"
"17690",29,20,6954.30,"Other"
"17769",12,17,6944.96,"Other"
"14800",47,17,6890.73,"Other"
"17965",37,29,6879.70,"Other"
"15950",1,10,6878.71,"Other"
"15301",50,17,6867.44,"Other"
"15129",49,23,6860.18,"Other"
"16570",8,20,6844.81,"Other"
"16187",31,15,6841.24,"Other"
"18231",191,28,6815.47,"Other"
"12830",37,6,6814.64,"Other"
"16170",50,20,6813.67,"Other"
"12841",4,40,6808.00,"Other"
"15521",35,16,6780.39,"Other"
"12720",2,29,6710.49,"Other"
"14401",3,22,6703.40,"Other"
"16497",49,23,6695.28,"Other"
"16145",8,19,6693.60,"Other"
"13993",31,19,6690.36,"Other"
"14844",63,10,6688.43,"Other"
"14688",7,28,6666.93,"Other"
"14461",147,13,6660.62,"Other"
"16265",8,12,6643.62,"Other"
"17001",0,19,6640.80,"Other"
"17700",16,14,6640.72,"Other"
"13953",6,12,6640.68,"Other"
"13983",29,21,6638.85,"Other"
"13384",30,11,6635.09,"Other"
"16401",0,23,6629.24,"Other"
"17975",14,24,6591.88,"Other"
"13552",65,22,6588.63,"Other"
"15321",48,12,6573.40,"Other"
"13831",15,18,6571.14,"Other"
"13815",21,8,6547.79,"Other"
"12836",58,15,6520.58,"Other"
"14855",118,7,6520.30,"Other"
"14221",41,17,6506.59,"Other"
"12823",74,18,6501.50,"Other"
"15980",88,7,6496.28,"Other"
"13015",52,11,6459.08,"Other"
"16655",17,13,6423.26,"Other"
"12428",25,8,6366.00,"Other"
"15750",2,18,6362.60,"Other"
"13394",1,19,6329.38,"Other"
"14227",25,15,6324.76,"Other"
"18094",81,13,6322.62,"Other"
"13883",0,14,6321.59,"Other"
"14562",3,26,6314.30,"Other"
"13654",42,11,6308.00,"Other"
"14766",7,11,6301.88,"Other"
"14702",0,29,6298.48,"Other"
"14388",8,16,6289.95,"Other"
"13590",10,18,6284.74,"Other"
"12913",4,13,6283.24,"Other"
"12749",3,9,6278.49,"Other"
"14154",238,8,6263.60,"Other"
"14004",42,11,6258.45,"Other"
"16940",51,8,6245.41,"Other"
"18245",6,20,6236.23,"Other"
"12843",65,28,6219.07,"Other"
"15674",72,12,6217.85,"Other"
"13615",312,8,6212.23,"Other"
"15673",87,9,6199.37,"Other"
"13334",81,5,6195.05,"Other"
"16938",8,9,6162.11,"Other"
"12779",20,14,6158.60,"Other"
"14113",3,16,6156.75,"Other"
"18118",10,29,6155.47,"Other"
"17669",42,10,6142.35,"Other"
"17799",21,20,6121.78,"Other"
"13136",49,13,6119.75,"Other"
"14852",57,18,6108.88,"Other"
"17419",10,18,6100.65,"Other"
"12662",0,20,6091.69,"Other"
"14390",9,13,6079.48,"Other"
"18061",21,28,6075.31,"Other"
"12406",21,5,6072.21,"Other"
"17509",57,8,6069.24,"Other"
"13317",63,19,6068.53,"Other"
"13230",3,30,6065.95,"Other"
"18178",113,11,6054.49,"Other"
"14560",6,44,6050.44,"Other"
"16954",0,20,6037.33,"Other"
"12613",30,9,6033.82,"Other"
"16103",6,22,6002.76,"Other"
"16456",98,13,6000.94,"Other"
"12497",81,3,5996.50,"Other"
"16717",8,14,5987.41,"Other"
"17625",17,8,5978.90,"Other"
"17819",71,12,5977.25,"Other"
"14530",25,16,5968.62,"Other"
"13266",10,19,5965.30,"Other"
"14918",115,9,5955.81,"Other"
"15372",136,8,5954.42,"Other"
"14257",50,9,5942.00,"Other"
"15755",0,17,5936.95,"Other"
"16156",8,20,5931.01,"Other"
"14180",10,33,5909.00,"Other"
"16710",18,22,5908.60,"Other"
"12417",2,20,5889.71,"Other"
"14440",7,13,5870.13,"Other"
"17644",0,20,5864.54,"Other"
"17873",79,18,5849.63,"Other"
"15785",29,16,5825.33,"Other"
"18065",5,28,5816.88,"Other"
"14535",58,9,5803.79,"Other"
"12712",22,21,5801.78,"Other"
"17457",126,14,5799.01,"Other"
"12429",8,8,5792.01,"Other"
"17146",105,13,5788.39,"Other"
"13658",9,9,5772.07,"Other"
"12910",22,13,5747.02,"Other"
"13771",63,9,5726.07,"Other"
"12455",72,9,5722.95,"Other"
"12626",22,9,5722.35,"Other"
"14105",84,5,5703.98,"Other"
"14534",2,26,5698.37,"Other"
"16458",2,30,5690.89,"Other"
"13870",1,15,5689.84,"Other"
"14099",15,20,5685.71,"Other"
"16279",20,9,5685.38,"Other"
"13157",48,9,5667.71,"Other"
"16409",35,12,5652.74,"Other"
"12656",16,8,5636.78,"Other"
"17491",0,17,5636.72,"Other"
"17651",11,16,5635.05,"Other"
"13722",119,10,5629.16,"Other"
"16320",171,6,5618.79,"Other"
"16003",29,10,5613.83,"Other"
"12356",22,6,5611.73,"Other"
"13901",71,15,5599.34,"Other"
"16200",3,12,5594.60,"Other"
"17672",43,6,5592.19,"Other"
"18145",12,11,5592.04,"Other"
"16011",7,29,5585.86,"Other"
"18075",22,20,5579.91,"Other"
"16735",78,14,5578.86,"Other"
"15854",3,21,5578.28,"Other"
"15228",65,6,5570.52,"Other"
"17203",35,10,5564.09,"Other"
"15299",66,9,5550.52,"Other"
"16316",63,13,5533.31,"Other"
"14112",22,13,5524.51,"Other"
"14210",90,16,5509.37,"Other"
"12500",22,18,5494.31,"Other"
"12484",34,9,5490.80,"Other"
"17092",49,11,5479.76,"Other"
"14572",2,11,5479.08,"Other"
"14907",2,16,5476.62,"Other"
"16992",10,13,5460.10,"Other"
"14189",1,16,5453.38,"Other"
"16609",14,7,5450.96,"Other"
"14732",7,19,5447.52,"Other"
"13593",107,14,5444.81,"Other"
"13769",1,20,5444.33,"Other"
"17069",27,14,5441.35,"Other"
"17685",16,12,5439.95,"Other"
"17512",28,18,5432.27,"Other"
"12664",7,11,5420.04,"Other"
"12378",129,2,5416.32,"Other"
"13115",8,10,5379.45,"Other"
"14459",154,2,5375.74,"Other"
"16607",17,25,5375.18,"Other"
"14626",8,11,5374.77,"Other"
"17719",37,15,5367.80,"Other"
"17863",58,12,5360.48,"Other"
"13362",2,7,5357.57,"Other"
"15641",104,12,5345.55,"Other"
"16008",23,15,5339.13,"Other"
"13520",58,11,5337.25,"Other"
"17584",6,6,5294.42,"Other"
"13842",58,18,5294.39,"Other"
"15628",4,17,5284.18,"Other"
"14442",1,7,5272.02,"Other"
"15514",11,18,5272.01,"Other"
"17204",168,9,5263.69,"Other"
"15394",9,11,5251.40,"Other"
"13931",85,11,5250.78,"Other"
"13975",30,12,5224.85,"Other"
"13014",2,11,5220.83,"Other"
"15152",9,14,5202.38,"Other"
"16393",1,23,5192.61,"Other"
"12615",1,8,5186.88,"Other"
"15812",106,12,5186.17,"Other"
"13763",62,3,5181.99,"Other"
"17612",52,18,5168.28,"Other"
"15527",18,23,5166.04,"Other"
"17157",7,19,5139.45,"Other"
"17838",26,13,5134.49,"Other"
"14930",108,6,5126.74,"Other"
"16308",37,7,5120.00,"Other"
"17061",73,11,5116.13,"Other"
"13107",43,9,5109.62,"Other"
"15722",35,11,5107.85,"Other"
"18198",3,17,5083.06,"Other"
"17663",25,17,5081.04,"Other"
"12633",58,7,5073.21,"Other"
"14713",8,21,5068.96,"Other"
"15796",0,17,5066.33,"Other"
"15443",1,14,5054.44,"Other"
"16153",49,11,5047.09,"Other"
"16931",4,23,5032.22,"Other"
"17861",2,18,5025.19,"Other"
"15367",56,11,5005.73,"Other"
"17084",34,3,4997.96,"Other"
"14493",6,10,4993.76,"Other"
"14546",3,11,4987.97,"Other"
"17758",18,12,4964.03,"Other"
"17469",15,17,4958.34,"Other"
"14639",51,9,4946.81,"Other"
"14209",10,15,4937.37,"Other"
"15898",0,25,4930.75,"Other"
"17346",3,26,4926.43,"Other"
"15971",17,18,4925.48,"Other"
"12347",1,8,4921.53,"Other"
"13198",9,8,4912.28,"Other"
"18144",7,19,4892.95,"Other"
"15332",365,6,4892.68,"Other"
"12727",10,10,4890.53,"Other"
"16986",29,11,4888.75,"Other"
"12688",113,1,4873.81,"Other"
"12594",37,14,4862.51,"Other"
"16686",46,16,4861.72,"Other"
"14107",51,11,4853.70,"Other"
"17449",1,13,4849.15,"Other"
"17059",29,9,4846.87,"Other"
"13562",81,8,4838.18,"Other"
"16919",155,24,4837.56,"Other"
"13044",290,11,4818.35,"Other"
"13875",53,14,4814.37,"Other"
"17802",81,10,4808.94,"Other"
"13021",3,17,4806.66,"Other"
"15379",168,8,4806.44,"Other"
"12480",27,7,4805.10,"Other"
"13495",7,10,4790.41,"Other"
"17519",16,15,4769.22,"Other"
"17213",39,13,4766.03,"Other"
"15529",22,12,4753.66,"Other"
"14081",266,10,4747.52,"Other"
"17652",24,12,4737.13,"Other"
"12955",0,11,4734.26,"Other"
"15606",56,17,4733.47,"Other"
"17082",32,6,4732.03,"Other"
"14191",1,15,4713.41,"Other"
"13988",19,8,4708.64,"Other"
"13659",196,12,4706.43,"Other"
"14825",3,24,4696.28,"Other"
"15410",83,10,4685.72,"Other"
"17829",298,5,4680.42,"Other"
"16905",4,17,4674.62,"Other"
"13329",31,8,4672.82,"Other"
"14235",9,9,4666.99,"Other"
"12362",2,10,4665.58,"Other"
"15485",29,7,4663.92,"Other"
"16904",3,20,4656.56,"Other"
"15123",6,5,4656.17,"Other"
"15187",1,15,4655.08,"Other"
"13124",89,4,4641.66,"Other"
"12625",211,4,4627.38,"Other"
"17400",125,8,4623.28,"Other"
"15484",0,6,4620.90,"Other"
"12759",51,8,4618.74,"Other"
"18097",7,11,4616.77,"Other"
"15245",133,8,4610.84,"Other"
"16326",5,24,4601.25,"Other"
"13971",8,14,4593.83,"Other"
"17402",4,22,4566.41,"Other"
"15416",64,7,4562.87,"Other"
"17508",280,8,4546.78,"Other"
"13571",12,26,4537.26,"Other"
"12700",7,4,4525.99,"Other"
"17567",6,9,4519.16,"Other"
"17442",28,15,4517.70,"Other"
"13851",95,8,4516.76,"Other"
"17314",24,17,4514.70,"Other"
"16143",2,12,4511.13,"Other"
"13527",33,12,4507.59,"Other"
"13958",371,8,4504.78,"Other"
"17613",22,14,4494.77,"Other"
"18257",38,12,4490.45,"Other"
"13510",0,11,4488.39,"Other"
"14032",1,16,4482.21,"Other"
"17596",22,13,4478.11,"Other"
"13491",51,27,4467.66,"Other"
"15271",6,24,4458.29,"Other"
"16255",16,15,4457.59,"Other"
"12916",138,7,4455.93,"Other"
"15764",80,8,4453.28,"Other"
"17220",23,21,4451.41,"Other"
"15122",84,11,4451.22,"Other"
"18069",25,11,4434.17,"Other"
"13634",32,15,4434.16,"Other"
"13435",4,9,4431.93,"Other"
"18093",92,8,4429.61,"Other"
"14625",184,11,4429.18,"Other"
"14341",44,18,4428.17,"Other"
"18064",132,11,4427.98,"Other"
"14441",0,11,4426.99,"Other"
"12562",7,9,4426.92,"Other"
"14701",10,15,4423.96,"Other"
"16546",290,5,4421.04,"Other"
"16912",22,15,4420.86,"Other"
"17138",275,7,4417.27,"Other"
"16563",53,6,4402.36,"Other"
"15203",25,15,4400.18,"Other"
"17754",0,13,4383.08,"Other"
"12708",29,18,4381.72,"Other"
"16626",0,17,4379.65,"Other"
"14514",60,9,4375.79,"Other"
"12752",80,1,4366.78,"Other"
"17188",10,13,4361.83,"Other"
"12432",42,4,4359.32,"Other"
"13297",7,7,4352.67,"Other"
"15581",155,34,4350.06,"Other"
"17050",95,10,4348.46,"Other"
"18272",2,9,4347.33,"Other"
"12600",28,20,4343.60,"Other"
"12917",127,6,4329.50,"Other"
"15240",44,12,4327.51,"Other"
"13523",32,6,4325.07,"Other"
"12928",34,12,4304.89,"Other"
"14211",52,18,4301.69,"Other"
"17937",8,7,4301.22,"Other"
"13880",20,17,4293.86,"Other"
"14334",16,12,4292.98,"Other"
"16125",366,14,4292.35,"Other"
"17191",27,15,4284.84,"Other"
"14854",77,11,4282.37,"Other"
"14307",88,10,4279.97,"Other"
"16081",55,8,4278.96,"Other"
"12449",21,5,4274.89,"Other"
"15845",17,11,4273.65,"Other"
"14466",28,13,4267.15,"Other"
"17372",40,27,4264.33,"Other"
"16283",5,8,4256.17,"Other"
"16293",8,15,4253.45,"Other"
"17930",35,13,4242.92,"Other"
"14001",45,9,4228.85,"Other"
"16712",8,13,4225.22,"Other"
"14290",10,8,4221.43,"Other"
"12395",15,15,4220.82,"Other"
"17728",3,5,4206.16,"Other"
"18079",44,5,4203.93,"Other"
"14239",42,21,4203.72,"Other"
"13911",56,20,4200.04,"Other"
"18230",8,9,4197.46,"Other"
"17412",2,16,4187.68,"Other"
"12935",1,15,4182.01,"Other"
"16072",287,4,4180.09,"Other"
"15861",11,12,4177.10,"Other"
"14868",2,12,4170.06,"Other"
"16743",28,14,4165.90,"Other"
"12757",15,9,4161.75,"Other"
"12653",148,3,4160.83,"Other"
"17673",0,13,4156.63,"Other"
"12536",7,1,4151.26,"Other"
"16209",88,9,4146.78,"Other"
"17738",18,13,4145.36,"Other"
"14482",17,12,4141.06,"Other"
"13461",38,6,4138.50,"Other"
"15002",115,9,4138.08,"Other"
"18287",42,7,4127.89,"Other"
"13450",26,13,4117.54,"Other"
"14408",10,11,4102.27,"Other"
"12454",52,4,4098.96,"Other"
"16477",63,11,4094.37,"Other"
"14566",110,4,4092.00,"Other"
"16858",365,10,4085.74,"Other"
"12444",20,5,4085.46,"Other"
"18194",63,6,4084.20,"Other"
"12627",10,6,4082.53,"Other"
"15518",63,15,4081.59,"Other"
"18077",7,18,4078.79,"Other"
"15493",32,9,4078.64,"Other"
"14913",35,8,4073.13,"Other"
"12598",9,10,4072.67,"Other"
"14740",190,11,4068.86,"Other"
"16875",63,11,4053.20,"Other"
"17682",9,11,4050.28,"Other"
"12553",7,12,4044.82,"Other"
"17083",108,9,4035.08,"Other"
"13421",39,8,4033.95,"Other"
