"customer_id","recency_days","frequency_completed","monetary_net","first_purchase_date","last_order_date","population","non_cohort_row_number"
"16794",0,15,2029.48,"2010-03-25 15:17:00","2011-12-08 17:54:00","Non-Cohort",3957
"14911",0,373,258522.43,"2009-12-01 11:41:00","2011-12-08 15:54:00","Non-Cohort",2283
"16954",0,20,6037.33,"2010-01-18 14:49:00","2011-12-09 09:46:00","Non-Cohort",4099
"15898",0,25,4930.75,"2009-12-11 16:11:00","2011-12-08 15:23:00","Non-Cohort",3167
"13026",0,9,1697.74,"2009-12-13 11:34:00","2011-12-08 16:58:00","Non-Cohort",611
"12713",0,1,794.55,"2011-12-09 12:16:00","2011-12-09 12:16:00","Non-Cohort",336
"14415",0,23,11803.62,"2009-12-16 14:08:00","2011-12-08 14:38:00","Non-Cohort",1834
"13890",0,14,2858.73,"2009-12-06 15:15:00","2011-12-08 15:36:00","Non-Cohort",1376
"13777",0,61,49228.16,"2009-12-02 09:47:00","2011-12-09 12:25:00","Non-Cohort",1275
"13521",0,3,1070.47,"2011-11-29 15:09:00","2011-12-08 13:50:00","Non-Cohort",1053
"13263",0,38,8650.98,"2010-10-22 17:07:00","2011-12-08 13:59:00","Non-Cohort",821
"13860",0,5,1240.00,"2011-09-14 09:27:00","2011-12-08 12:57:00","Non-Cohort",1348
"15208",0,6,968.02,"2010-10-12 12:17:00","2011-12-08 17:24:00","Non-Cohort",2548
"12680",0,4,790.81,"2011-08-18 15:44:00","2011-12-09 12:50:00","Non-Cohort",306
"17668",0,2,347.75,"2011-11-01 14:45:00","2011-12-08 13:25:00","Non-Cohort",4723
"13098",0,28,28658.88,"2011-01-26 13:46:00","2011-12-08 14:14:00","Non-Cohort",675
"17491",0,17,5636.72,"2010-04-28 11:57:00","2011-12-08 16:18:00","Non-Cohort",4562
"12748",0,322,46671.23,"2009-12-04 17:31:00","2011-12-09 12:20:00","Non-Cohort",367
"15344",0,3,476.58,"2011-09-26 14:48:00","2011-12-09 10:45:00","Non-Cohort",2671
"17364",0,27,11587.05,"2009-12-07 15:28:00","2011-12-09 09:00:00","Non-Cohort",4452
"13102",0,37,11123.30,"2010-05-06 13:12:00","2011-12-08 12:52:00","Non-Cohort",678
"13113",0,37,16250.09,"2010-03-28 16:13:00","2011-12-09 12:49:00","Non-Cohort",688
"14569",0,4,597.33,"2010-04-15 11:49:00","2011-12-08 14:58:00","Non-Cohort",1976
"17754",0,13,4383.08,"2009-12-11 15:52:00","2011-12-09 11:20:00","Non-Cohort",4795
"15951",0,3,974.52,"2010-11-23 18:20:00","2011-12-08 18:57:00","Non-Cohort",3211
"17581",0,43,17543.99,"2009-12-03 12:34:00","2011-12-09 12:21:00","Non-Cohort",4640
"17554",0,5,1952.45,"2011-07-14 20:01:00","2011-12-08 14:15:00","Non-Cohort",4615
"12985",0,2,1215.62,"2011-11-11 12:44:00","2011-12-09 10:46:00","Non-Cohort",575
"14606",0,184,28913.22,"2009-12-03 12:40:00","2011-12-08 19:28:00","Non-Cohort",2007
"17428",0,45,30885.06,"2009-12-01 17:28:00","2011-12-09 09:45:00","Non-Cohort",4507
"17389",0,61,54945.68,"2009-12-04 12:06:00","2011-12-09 09:38:00","Non-Cohort",4475
"16892",0,7,726.05,"2009-12-08 14:20:00","2011-12-08 13:18:00","Non-Cohort",4042
"15484",0,6,4620.90,"2009-12-05 15:18:00","2011-12-08 15:03:00","Non-Cohort",2791
"14653",0,11,3404.80,"2009-12-02 11:51:00","2011-12-08 13:45:00","Non-Cohort",2048
"17673",0,13,4156.63,"2010-03-19 12:17:00","2011-12-08 13:06:00","Non-Cohort",4728
"16358",0,5,2917.10,"2010-11-10 11:36:00","2011-12-08 15:09:00","Non-Cohort",3572
"12518",0,5,1840.89,"2011-08-21 13:18:00","2011-12-09 10:13:00","Non-Cohort",156
"12662",0,20,6091.69,"2010-04-01 09:50:00","2011-12-09 11:59:00","Non-Cohort",289
"15311",0,207,111444.36,"2009-12-01 11:21:00","2011-12-09 12:00:00","Non-Cohort",2642
"16558",0,38,13149.56,"2009-12-03 18:11:00","2011-12-09 10:20:00","Non-Cohort",3756
"13013",0,29,11073.48,"2009-12-14 10:34:00","2011-12-08 15:01:00","Non-Cohort",599
"15755",0,17,5936.95,"2009-12-04 08:24:00","2011-12-08 18:59:00","Non-Cohort",3040
"16626",0,17,4379.65,"2011-03-18 12:27:00","2011-12-09 11:56:00","Non-Cohort",3814
"16705",0,42,42653.14,"2009-12-09 13:34:00","2011-12-09 12:08:00","Non-Cohort",3880
"17924",0,8,3189.53,"2010-10-21 12:17:00","2011-12-08 19:28:00","Non-Cohort",4938
"12476",0,18,11920.12,"2010-07-26 09:04:00","2011-12-08 14:08:00","Non-Cohort",117
"13404",0,2,252.49,"2011-05-11 11:57:00","2011-12-08 15:37:00","Non-Cohort",942
"16322",0,2,326.75,"2011-11-03 14:33:00","2011-12-08 15:41:00","Non-Cohort",3539
"14621",0,9,2878.27,"2009-12-01 13:47:00","2011-12-08 16:22:00","Non-Cohort",2017
"12955",0,11,4734.26,"2011-03-17 09:03:00","2011-12-08 16:29:00","Non-Cohort",551
"18102",0,145,578408.64,"2009-12-01 09:24:00","2011-12-09 11:50:00","Non-Cohort",5081
"17405",0,3,967.22,"2011-07-12 14:17:00","2011-12-08 17:12:00","Non-Cohort",4488
"17243",0,69,20004.03,"2009-12-01 15:36:00","2011-12-08 13:26:00","Non-Cohort",4355
"13426",0,22,8084.38,"2009-12-09 15:16:00","2011-12-09 08:59:00","Non-Cohort",963
"14446",0,5,1195.48,"2010-11-18 12:08:00","2011-12-09 11:34:00","Non-Cohort",1862
"17675",0,70,37067.02,"2009-12-10 16:10:00","2011-12-08 18:03:00","Non-Cohort",4730
"15796",0,17,5066.33,"2009-12-01 12:18:00","2011-12-08 19:55:00","Non-Cohort",3077
"13510",0,11,4488.39,"2009-12-14 13:51:00","2011-12-08 13:46:00","Non-Cohort",1042
"14397",0,19,2556.68,"2011-05-10 12:25:00","2011-12-09 09:57:00","Non-Cohort",1820
"13680",0,12,9899.56,"2009-12-04 14:14:00","2011-12-08 13:47:00","Non-Cohort",1188
"17451",0,7,1648.95,"2011-08-26 11:54:00","2011-12-08 15:02:00","Non-Cohort",4528
"15883",1,2,396.48,"2011-11-06 14:50:00","2011-12-07 17:05:00","Non-Cohort",3155
"12747",1,26,8786.53,"2009-12-07 13:23:00","2011-12-07 14:34:00","Non-Cohort",366
"12437",1,38,11011.85,"2009-12-02 16:24:00","2011-12-08 11:35:00","Non-Cohort",81
"17870",1,13,2748.34,"2010-11-23 11:39:00","2011-12-07 15:07:00","Non-Cohort",4890
"16779",1,53,32522.40,"2009-12-03 13:03:00","2011-12-07 14:54:00","Non-Cohort",3946
"13870",1,15,5689.84,"2010-02-08 12:08:00","2011-12-07 13:23:00","Non-Cohort",1357
"14904",1,4,1630.49,"2010-10-08 12:48:00","2011-12-07 12:55:00","Non-Cohort",2277
"18273",1,4,357.00,"2010-04-28 12:24:00","2011-12-07 13:16:00","Non-Cohort",5243
"12523",1,23,3877.05,"2009-12-02 10:28:00","2011-12-08 11:46:00","Non-Cohort",161
"17677",1,54,34233.35,"2009-12-11 13:19:00","2011-12-08 09:56:00","Non-Cohort",4732
"12347",1,8,4921.53,"2010-10-31 14:20:00","2011-12-07 15:52:00","Non-Cohort",2
"15701",1,4,1529.00,"2011-08-21 12:36:00","2011-12-07 14:39:00","Non-Cohort",2990
"14442",1,7,5272.02,"2010-01-18 12:59:00","2011-12-08 11:53:00","Non-Cohort",1858
"16442",1,5,891.98,"2009-12-13 11:05:00","2011-12-08 11:43:00","Non-Cohort",3649
"13769",1,20,5444.33,"2009-12-16 11:59:00","2011-12-07 15:08:00","Non-Cohort",1270
"16672",1,20,8119.69,"2011-03-18 10:15:00","2011-12-07 16:29:00","Non-Cohort",3854
"14719",1,5,1571.89,"2011-04-04 14:17:00","2011-12-08 12:43:00","Non-Cohort",2111
"13436",1,1,196.89,"2011-12-08 10:33:00","2011-12-08 10:33:00","Non-Cohort",973
"15298",1,23,7958.43,"2009-12-08 17:04:00","2011-12-07 17:17:00","Non-Cohort",2629
"17631",1,7,998.49,"2009-12-09 14:15:00","2011-12-08 09:47:00","Non-Cohort",4688
"16393",1,23,5192.61,"2009-12-01 12:13:00","2011-12-07 12:51:00","Non-Cohort",3603
"16525",1,48,22919.40,"2009-12-02 13:53:00","2011-12-07 15:07:00","Non-Cohort",3724
"17856",1,4,1393.79,"2011-03-03 11:40:00","2011-12-08 09:40:00","Non-Cohort",4878
"14395",1,20,7754.73,"2010-04-18 13:12:00","2011-12-07 14:34:00","Non-Cohort",1818
"14291",1,23,7844.40,"2009-12-09 10:46:00","2011-12-08 10:26:00","Non-Cohort",1730
"15525",1,4,872.82,"2010-11-22 12:10:00","2011-12-07 15:39:00","Non-Cohort",2826
"17830",1,3,398.70,"2011-02-24 10:15:00","2011-12-08 12:28:00","Non-Cohort",4857
"12783",1,4,1295.87,"2011-09-25 15:35:00","2011-12-07 15:56:00","Non-Cohort",401
"13534",1,35,7324.50,"2010-07-07 15:00:00","2011-12-07 14:52:00","Non-Cohort",1065
"16368",1,3,621.44,"2010-09-30 11:30:00","2011-12-07 13:12:00","Non-Cohort",3582
"13468",1,72,12518.01,"2009-12-03 13:32:00","2011-12-08 10:39:00","Non-Cohort",1001
"16210",1,33,33545.52,"2009-12-02 12:54:00","2011-12-08 12:36:00","Non-Cohort",3441
"12358",1,5,3447.07,"2009-12-08 07:59:00","2011-12-08 10:26:00","Non-Cohort",12
"17590",1,3,1466.77,"2011-10-30 14:05:00","2011-12-07 12:55:00","Non-Cohort",4649
"14132",1,11,3580.13,"2011-06-09 12:04:00","2011-12-07 13:35:00","Non-Cohort",1591
"17449",1,13,4849.15,"2009-12-09 14:16:00","2011-12-07 16:56:00","Non-Cohort",4526
"15443",1,14,5054.44,"2010-03-07 12:10:00","2011-12-08 10:40:00","Non-Cohort",2756
"14698",1,5,1217.27,"2011-10-19 12:54:00","2011-12-08 12:26:00","Non-Cohort",2091
"12615",1,8,5186.88,"2009-12-01 12:09:00","2011-12-07 15:02:00","Non-Cohort",245
"14085",1,32,9692.92,"2009-12-08 13:41:00","2011-12-07 13:46:00","Non-Cohort",1547
"18109",1,38,9416.41,"2010-07-01 12:13:00","2011-12-08 11:36:00","Non-Cohort",5088
"15877",1,2,437.83,"2011-11-22 11:18:00","2011-12-08 11:57:00","Non-Cohort",3151
"12950",1,3,1843.00,"2011-11-15 13:48:00","2011-12-07 13:17:00","Non-Cohort",546
"16019",1,27,16503.46,"2009-12-14 14:12:00","2011-12-08 10:06:00","Non-Cohort",3273
"13767",1,73,33480.82,"2009-12-01 10:52:00","2011-12-07 15:00:00","Non-Cohort",1268
"16161",1,43,12279.97,"2010-02-08 11:06:00","2011-12-08 12:10:00","Non-Cohort",3397
"15237",1,4,1412.32,"2011-04-26 15:04:00","2011-12-08 09:46:00","Non-Cohort",2574
"14204",1,4,1024.83,"2009-12-02 13:26:00","2011-12-07 13:38:00","Non-Cohort",1652
"13954",1,2,378.59,"2011-09-30 10:52:00","2011-12-08 12:50:00","Non-Cohort",1429
"18210",1,7,2768.83,"2010-11-22 09:39:00","2011-12-08 11:02:00","Non-Cohort",5184
"15159",1,34,22049.40,"2010-10-04 09:31:00","2011-12-08 12:05:00","Non-Cohort",2509
"14520",1,2,270.60,"2011-02-22 09:15:00","2011-12-08 09:46:00","Non-Cohort",1930
"17097",1,9,1126.86,"2010-10-05 14:09:00","2011-12-07 17:05:00","Non-Cohort",4227
"15214",1,8,1661.44,"2011-04-11 09:46:00","2011-12-08 12:07:00","Non-Cohort",2554
"14138",1,2,965.88,"2011-10-07 09:38:00","2011-12-08 12:44:00","Non-Cohort",1595
"16523",1,28,11760.54,"2009-12-08 14:29:00","2011-12-08 09:06:00","Non-Cohort",3722
"17522",1,5,1066.15,"2011-05-05 16:31:00","2011-12-08 12:31:00","Non-Cohort",4590
"14189",1,16,5453.38,"2010-11-16 09:28:00","2011-12-07 15:55:00","Non-Cohort",1641
"16426",1,10,1863.76,"2011-03-08 15:45:00","2011-12-07 14:01:00","Non-Cohort",3634
"17266",1,5,501.72,"2010-03-09 10:42:00","2011-12-07 14:12:00","Non-Cohort",4374
"12471",1,71,33294.92,"2009-12-02 14:43:00","2011-12-07 15:43:00","Non-Cohort",112
"12569",1,32,3128.99,"2011-04-01 13:47:00","2011-12-07 16:24:00","Non-Cohort",203
"14129",1,9,2591.34,"2010-05-09 14:54:00","2011-12-08 11:02:00","Non-Cohort",1588
"15453",1,7,1371.77,"2011-06-05 12:37:00","2011-12-08 10:59:00","Non-Cohort",2765
"14739",1,25,11555.69,"2009-12-02 13:23:00","2011-12-07 14:32:00","Non-Cohort",2127
"18223",1,26,13504.67,"2009-12-04 12:20:00","2011-12-08 11:51:00","Non-Cohort",5197
"12935",1,15,4182.01,"2010-04-11 15:59:00","2011-12-07 17:25:00","Non-Cohort",531
"17434",1,7,2333.42,"2011-09-15 13:54:00","2011-12-07 13:16:00","Non-Cohort",4513
"17602",1,14,7240.73,"2010-03-30 17:25:00","2011-12-07 13:53:00","Non-Cohort",4660
"16891",1,11,1727.94,"2009-12-04 12:37:00","2011-12-08 11:15:00","Non-Cohort",4041
"14191",1,15,4713.41,"2009-12-11 10:47:00","2011-12-08 09:23:00","Non-Cohort",1643
"13924",1,6,1682.08,"2011-09-28 15:07:00","2011-12-08 09:39:00","Non-Cohort",1401
"18092",1,18,14687.47,"2009-12-04 12:37:00","2011-12-07 13:14:00","Non-Cohort",5072
"14217",1,23,3105.52,"2010-06-30 12:54:00","2011-12-08 11:53:00","Non-Cohort",1664
"13408",1,106,49751.36,"2009-12-04 09:31:00","2011-12-08 09:05:00","Non-Cohort",946
"14251",1,5,2879.70,"2011-10-13 12:46:00","2011-12-08 08:32:00","Non-Cohort",1696
"15950",1,10,6878.71,"2010-01-26 10:54:00","2011-12-08 10:34:00","Non-Cohort",3210
"15471",1,3,1292.01,"2010-06-07 12:17:00","2011-12-07 14:12:00","Non-Cohort",2780
"12621",1,35,21900.70,"2010-02-09 12:01:00","2011-12-08 11:25:00","Non-Cohort",251
"17436",1,5,521.31,"2009-12-07 12:31:00","2011-12-08 12:30:00","Non-Cohort",4514
"14032",1,16,4482.21,"2009-12-14 12:02:00","2011-12-07 15:23:00","Non-Cohort",1496
"13756",1,23,8595.65,"2009-12-15 15:18:00","2011-12-07 16:44:00","Non-Cohort",1257
"13394",1,19,6329.38,"2009-12-01 11:58:00","2011-12-08 11:36:00","Non-Cohort",933
"15520",1,1,343.50,"2011-12-08 10:58:00","2011-12-08 10:58:00","Non-Cohort",2821
"13314",1,3,593.51,"2011-09-27 10:20:00","2011-12-08 12:29:00","Non-Cohort",864
"15187",1,15,4655.08,"2011-05-11 13:49:00","2011-12-08 11:56:00","Non-Cohort",2530
"17735",1,26,16707.98,"2010-07-30 13:25:00","2011-12-07 16:47:00","Non-Cohort",4780
"14135",1,24,8800.80,"2009-12-02 08:58:00","2011-12-08 11:38:00","Non-Cohort",1593
"12558",1,1,0.00,"2011-12-02 10:41:00","2011-12-08 10:14:00","Non-Cohort",193
"14646",1,146,523202.74,"2009-12-02 16:52:00","2011-12-08 12:12:00","Non-Cohort",2042
"12462",1,2,872.01,"2011-02-09 14:44:00","2011-12-07 14:02:00","Non-Cohort",105
"17841",1,211,67275.26,"2009-12-02 15:41:00","2011-12-08 12:07:00","Non-Cohort",4867
"14708",2,5,1763.52,"2010-09-10 10:26:00","2011-12-07 08:21:00","Non-Cohort",2101
"16554",2,8,2407.17,"2009-12-15 09:42:00","2011-12-06 14:52:00","Non-Cohort",3752
"18219",2,17,3297.20,"2009-12-07 13:17:00","2011-12-07 11:43:00","Non-Cohort",5193
"12967",2,3,2472.37,"2010-11-21 11:03:00","2011-12-06 14:19:00","Non-Cohort",560
"13014",2,11,5220.83,"2010-10-03 11:35:00","2011-12-07 09:24:00","Non-Cohort",600
"17730",2,20,7757.35,"2010-04-29 11:48:00","2011-12-06 15:43:00","Non-Cohort",4776
"14794",2,10,1889.15,"2010-08-09 15:44:00","2011-12-07 10:11:00","Non-Cohort",2180
"15498",2,44,24739.06,"2009-12-16 17:27:00","2011-12-07 12:48:00","Non-Cohort",2804
"14503",2,6,3543.26,"2011-06-14 10:00:00","2011-12-06 13:30:00","Non-Cohort",1914
"14910",2,4,389.86,"2011-10-16 11:06:00","2011-12-07 10:06:00","Non-Cohort",2282
"14527",2,121,26359.18,"2009-12-02 12:06:00","2011-12-07 12:19:00","Non-Cohort",1936
"16191",2,24,15155.17,"2009-12-11 12:24:00","2011-12-07 11:26:00","Non-Cohort",3425
"12442",2,1,144.06,"2011-12-06 14:22:00","2011-12-06 14:22:00","Non-Cohort",85
"13104",2,9,1709.10,"2010-02-24 15:06:00","2011-12-06 13:10:00","Non-Cohort",680
"12826",2,12,2784.20,"2009-12-18 10:43:00","2011-12-07 10:25:00","Non-Cohort",439
"14087",2,3,786.72,"2009-12-04 15:27:00","2011-12-07 12:41:00","Non-Cohort",1549
"12583",2,27,12409.04,"2009-12-06 11:57:00","2011-12-07 08:07:00","Non-Cohort",216
"14578",2,1,168.63,"2011-12-06 17:18:00","2011-12-06 17:18:00","Non-Cohort",1983
"16569",2,5,1455.23,"2009-12-16 15:05:00","2011-12-06 15:32:00","Non-Cohort",3765
"17835",2,3,342.24,"2011-11-16 16:30:00","2011-12-07 11:48:00","Non-Cohort",4861
"13668",2,35,12607.68,"2009-12-11 14:28:00","2011-12-07 12:14:00","Non-Cohort",1178
"12820",2,11,2647.94,"2009-12-05 13:37:00","2011-12-06 15:12:00","Non-Cohort",433
"16987",2,11,2487.55,"2009-12-02 14:34:00","2011-12-06 17:26:00","Non-Cohort",4126
"13949",2,6,2427.32,"2011-09-06 11:55:00","2011-12-07 09:35:00","Non-Cohort",1424
"16313",2,2,274.15,"2011-10-21 09:04:00","2011-12-06 13:02:00","Non-Cohort",3531
"13225",2,16,15879.27,"2009-12-17 09:09:00","2011-12-06 13:29:00","Non-Cohort",790
"13089",2,203,109893.24,"2009-12-02 15:44:00","2011-12-07 09:02:00","Non-Cohort",667
"16201",2,5,2070.17,"2010-10-20 12:00:00","2011-12-06 16:02:00","Non-Cohort",3433
"12839",2,26,9529.72,"2009-12-07 09:18:00","2011-12-07 12:33:00","Non-Cohort",451
"13267",2,36,9212.06,"2009-12-07 16:56:00","2011-12-07 11:12:00","Non-Cohort",825
"12989",2,33,12846.80,"2009-12-10 13:27:00","2011-12-06 15:28:00","Non-Cohort",578
"14216",2,5,2142.39,"2010-10-21 15:07:00","2011-12-06 14:56:00","Non-Cohort",1663
"14293",2,9,2809.41,"2009-12-10 10:57:00","2011-12-06 15:17:00","Non-Cohort",1732
"16016",2,11,2053.00,"2010-11-02 13:27:00","2011-12-06 14:35:00","Non-Cohort",3270
"13882",2,5,1131.28,"2011-10-06 15:28:00","2011-12-07 11:16:00","Non-Cohort",1368
"16711",2,9,2751.48,"2009-12-02 13:22:00","2011-12-06 16:32:00","Non-Cohort",3885
"13685",2,7,3119.44,"2011-10-10 12:59:00","2011-12-07 11:41:00","Non-Cohort",1193
"15023",2,20,11477.01,"2010-02-03 15:45:00","2011-12-06 17:23:00","Non-Cohort",2381
"12912",2,5,1662.30,"2011-10-30 11:35:00","2011-12-07 08:55:00","Non-Cohort",512
"13109",2,3,1107.58,"2010-06-06 12:59:00","2011-12-07 12:38:00","Non-Cohort",684
"14673",2,7,3037.32,"2010-10-26 10:14:00","2011-12-06 14:31:00","Non-Cohort",2068
"15622",2,17,7318.08,"2010-01-07 13:24:00","2011-12-06 14:57:00","Non-Cohort",2915
"17049",2,19,9588.83,"2010-03-04 10:23:00","2011-12-07 10:48:00","Non-Cohort",4180
"17091",2,19,7462.15,"2009-12-01 13:40:00","2011-12-07 10:43:00","Non-Cohort",4221
"17705",2,11,2041.50,"2010-05-12 09:47:00","2011-12-06 13:45:00","Non-Cohort",4755
"17232",2,2,417.77,"2011-11-25 12:24:00","2011-12-07 12:21:00","Non-Cohort",4345
"15136",2,4,1282.45,"2011-09-04 16:05:00","2011-12-07 12:26:00","Non-Cohort",2489
"15195",2,1,3861.00,"2011-12-07 12:20:00","2011-12-07 12:20:00","Non-Cohort",2538
"17238",2,32,7331.17,"2009-12-01 10:59:00","2011-12-07 11:35:00","Non-Cohort",4351
"12650",2,1,242.44,"2011-12-06 16:34:00","2011-12-06 16:34:00","Non-Cohort",278
"16458",2,30,5690.89,"2010-05-26 14:38:00","2011-12-07 09:34:00","Non-Cohort",3665
"15969",2,5,1043.85,"2010-07-05 13:10:00","2011-12-07 11:06:00","Non-Cohort",3226
"14868",2,12,4170.06,"2010-10-15 14:52:00","2011-12-06 14:49:00","Non-Cohort",2243
"16000",2,3,12393.70,"2011-12-07 12:14:00","2011-12-07 12:17:00","Non-Cohort",3255
"12720",2,29,6710.49,"2010-07-21 09:46:00","2011-12-07 08:03:00","Non-Cohort",343
"12362",2,10,4665.58,"2011-02-17 10:30:00","2011-12-06 15:40:00","Non-Cohort",16
"15822",2,6,1797.71,"2009-12-06 14:34:00","2011-12-06 14:50:00","Non-Cohort",3101
"18237",2,5,987.10,"2011-07-28 13:05:00","2011-12-07 12:49:00","Non-Cohort",5211
"15568",2,3,758.29,"2011-09-27 14:37:00","2011-12-07 11:27:00","Non-Cohort",2865
"16571",2,10,4025.05,"2010-03-18 09:12:00","2011-12-06 14:07:00","Non-Cohort",3767
"17511",2,60,168504.44,"2009-12-02 10:52:00","2011-12-07 10:12:00","Non-Cohort",4579
"12417",2,20,5889.71,"2009-12-06 10:30:00","2011-12-06 14:52:00","Non-Cohort",62
"13507",2,4,2479.16,"2011-07-17 11:50:00","2011-12-06 13:13:00","Non-Cohort",1039
"12709",2,32,28708.10,"2009-12-09 13:49:00","2011-12-06 16:42:00","Non-Cohort",332
"18272",2,9,4347.33,"2010-03-04 12:53:00","2011-12-07 12:43:00","Non-Cohort",5242
"17042",2,5,1036.58,"2011-04-06 14:53:00","2011-12-07 12:26:00","Non-Cohort",4173
"18154",2,5,932.60,"2010-08-06 09:18:00","2011-12-06 16:41:00","Non-Cohort",5130
"17017",2,29,12397.49,"2009-12-03 13:22:00","2011-12-07 09:32:00","Non-Cohort",4150
"13362",2,7,5357.57,"2010-10-10 15:27:00","2011-12-06 13:57:00","Non-Cohort",908
"17412",2,16,4187.68,"2009-12-02 13:51:00","2011-12-07 11:36:00","Non-Cohort",4494
"14769",2,17,15437.25,"2009-12-16 09:17:00","2011-12-07 10:24:00","Non-Cohort",2156
"12785",2,3,883.31,"2009-12-08 13:56:00","2011-12-07 12:46:00","Non-Cohort",403
"15814",2,6,2531.84,"2010-04-15 14:31:00","2011-12-06 15:01:00","Non-Cohort",3094
"14871",2,9,1228.17,"2009-12-01 11:57:00","2011-12-06 13:42:00","Non-Cohort",2246
"17883",2,7,972.52,"2010-02-25 20:07:00","2011-12-06 17:49:00","Non-Cohort",4899
"14298",2,82,90489.31,"2009-12-11 13:49:00","2011-12-06 15:04:00","Non-Cohort",1735
"14141",2,4,879.03,"2011-08-26 14:40:00","2011-12-07 09:53:00","Non-Cohort",1598
"16076",2,10,2173.53,"2011-05-15 12:31:00","2011-12-06 14:59:00","Non-Cohort",3322
"14282",2,25,7245.76,"2010-02-15 11:22:00","2011-12-06 17:04:00","Non-Cohort",1721
