"customer_id","order_count"
"13529.0",15
"13530.0",18
"13531.0",90
"13532.0",66
"13533.0",76
"13534.0",461
"13535.0",1
"13536.0",179
"13537.0",42
"13538.0",144
"13539.0",88
"13540.0",32
"13541.0",12
"13542.0",340
"13543.0",47
"13544.0",259
"13545.0",59
"13546.0",153
"13547.0",47
"13548.0",187
"13549.0",60
"13550.0",44
"13551.0",5
"13552.0",227
"13553.0",94
"13554.0",211
"13555.0",413
"13556.0",9
"13557.0",183
"13558.0",175
"13559.0",2
"13560.0",33
"13561.0",233
"13562.0",196
"13563.0",49
"13564.0",1318
"13565.0",60
"13566.0",374
"13567.0",204
"13568.0",44
"13569.0",214
"13570.0",27
"13571.0",676
"13572.0",33
"13573.0",89
"13574.0",103
"13575.0",46
"13576.0",290
"13577.0",174
"13578.0",9
"13579.0",92
"13580.0",5
"13581.0",33
"13582.0",11
"13583.0",96
"13584.0",88
"13585.0",40
"13586.0",21
"13587.0",33
"13588.0",180
"13589.0",52
"13590.0",415
"13591.0",102
"13592.0",16
"13593.0",412
"13594.0",35
"13595.0",152
"13596.0",166
"13597.0",19
"13598.0",100
"13599.0",442
"13600.0",41
"13601.0",195
"13602.0",58
"13603.0",27
"13604.0",23
"13605.0",53
"13606.0",43
"13607.0",123
"13608.0",36
"13609.0",7
"13610.0",419
"13611.0",236
"13612.0",52
"13613.0",59
"13614.0",271
"13615.0",376
"13616.0",37
"13617.0",108
"13618.0",13
"13619.0",49
"13620.0",5
"13621.0",19
"13622.0",34
"13623.0",303
"13624.0",24
"13625.0",21
"13626.0",46
"13627.0",132
"13628.0",16
"13629.0",87
"13630.0",80
"13631.0",12
"13632.0",224
"13633.0",1
"13634.0",478
"13635.0",167
"13636.0",64
"13637.0",101
"13638.0",8
"13639.0",59
"13640.0",4
"13641.0",50
"13642.0",115
"13643.0",107
"13644.0",148
"13645.0",5
"13646.0",59
"13647.0",141
"13648.0",113
"13649.0",126
"13650.0",184
"13651.0",15
"13652.0",159
"13653.0",9
"13654.0",329
"13655.0",123
"13656.0",90
"13657.0",16
"13658.0",245
"13659.0",289
"13660.0",42
"13661.0",17
"13662.0",148
"13663.0",101
"13664.0",1
"13665.0",106
"13666.0",19
"13667.0",87
"13668.0",812
"13669.0",14
"13670.0",25
"13671.0",76
"13672.0",28
"13673.0",65
"13674.0",16
"13675.0",25
"13676.0",15
"13677.0",107
"13678.0",16
"13679.0",50
"13680.0",673
"13681.0",57
"13682.0",3
"13683.0",10
"13684.0",113
"13685.0",39
"13686.0",34
"13687.0",45
"13688.0",5
"13689.0",9
"13690.0",9
"13691.0",54
"13692.0",99
"13693.0",112
"13694.0",1558
"13695.0",96
"13696.0",25
"13697.0",12
"13698.0",40
"13699.0",40
"13700.0",247
"13701.0",10
"13702.0",5
"13703.0",73
"13704.0",135
"13705.0",84
"13706.0",38
"13707.0",155
"13708.0",51
"13709.0",418
"13710.0",15
"13711.0",103
"13712.0",33
"13713.0",82
"13714.0",30
"13715.0",540
"13716.0",21
"13717.0",127
"13718.0",12
"13719.0",251
"13720.0",43
"13721.0",42
"13722.0",190
"13723.0",59
"13724.0",42
"13725.0",118
"13726.0",42
"13727.0",85
"13728.0",164
"13729.0",44
"13730.0",43
"13731.0",38
"13732.0",33
"13733.0",30
"13734.0",30
"13735.0",683
"13736.0",568
"13737.0",30
"13738.0",92
"13739.0",6
"13740.0",95
"13741.0",35
"13742.0",323
"13743.0",42
"13744.0",72
"13745.0",59
"13746.0",9
"13747.0",6
"13748.0",59
"13749.0",2
"13750.0",77
"13751.0",9
"13752.0",95
"13753.0",80
"13754.0",21
"13755.0",343
"13756.0",350
"13757.0",8
"13758.0",315
"13759.0",25
"13760.0",120
"13761.0",122
"13762.0",42
"13763.0",53
"13764.0",376
"13765.0",17
"13766.0",17
"13767.0",841
"13768.0",43
"13769.0",297
"13770.0",48
"13771.0",217
"13772.0",577
"13773.0",19
"13774.0",22
"13775.0",63
"13776.0",8
"13777.0",434
"13778.0",45
"13779.0",27
"13780.0",100
"13781.0",58
"13782.0",245
"13783.0",10
"13784.0",45
"13785.0",30
"13786.0",126
"13787.0",94
"13788.0",1
"13789.0",18
"13790.0",45
"13791.0",17
"13792.0",23
"13793.0",7
"13794.0",9
"13795.0",29
"13796.0",22
"13797.0",80
"13798.0",914
"13799.0",116
"13800.0",73
"13801.0",23
"13802.0",457
"13803.0",79
"13804.0",169
"13805.0",13
"13806.0",10
"13807.0",34
"13808.0",76
"13809.0",25
"13810.0",36
"13811.0",14
"13812.0",36
"13813.0",153
"13814.0",81
"13815.0",361
"13816.0",33
"13817.0",24
"13818.0",5
"13819.0",104
"13820.0",93
"13821.0",210
"13822.0",96
"13823.0",166
"13824.0",104
"13825.0",40
"13826.0",12
"13827.0",93
"13828.0",15
"13829.0",2
"13830.0",13
"13831.0",191
"13832.0",58
"13833.0",45
"13834.0",21
"13835.0",73
"13836.0",33
"13837.0",19
"13838.0",472
"13839.0",7
"13840.0",40
"13841.0",1
"13842.0",358
"13843.0",18
"13844.0",20
"13845.0",9
"13846.0",84
"13847.0",19
"13848.0",11
"13849.0",221
"13850.0",94
"13851.0",141
"13852.0",13
"13853.0",24
"13854.0",187
"13855.0",77
"13856.0",62
"13857.0",129
"13858.0",11
"13859.0",36
"13860.0",77
"13861.0",23
"13862.0",163
"13863.0",74
"13864.0",1
"13865.0",30
"13866.0",7
