"customer_id","recency_days","first_transaction_date","attempt_count"
"15144",7,"2009-12-13 11:35:00","33"
"14085",1,"2009-12-08 13:41:00","33"
"16670",16,"2009-12-10 15:28:00","33"
"12569",1,"2011-04-01 13:47:00","33"
"12476",0,"2010-07-26 09:04:00","33"
"13576",9,"2009-12-08 15:12:00","32"
"18260",172,"2009-12-15 13:50:00","32"
"12747",1,"2009-12-07 13:23:00","32"
"12843",65,"2009-12-13 11:41:00","32"
"17085",122,"2009-12-06 12:16:00","32"
"13552",65,"2010-02-19 13:28:00","32"
"14702",0,"2009-12-10 20:22:00","32"
"15984",2,"2009-12-01 13:38:00","32"
"14258",8,"2009-12-04 08:36:00","32"
"14060",4,"2010-03-11 09:47:00","32"
"17238",2,"2009-12-01 10:59:00","32"
"14415",0,"2009-12-16 14:08:00","32"
"16700",8,"2009-12-02 10:51:00","31"
"12431",35,"2010-01-15 09:04:00","31"
"17848",80,"2009-12-06 13:19:00","31"
"13317",63,"2009-12-13 11:11:00","31"
"18075",22,"2010-07-29 11:47:00","31"
"13230",3,"2010-03-18 20:02:00","31"
"17612",52,"2009-12-08 18:30:00","31"
"15270",15,"2009-12-17 15:02:00","31"
"18065",5,"2009-12-09 16:00:00","31"
"17858",5,"2009-12-06 15:41:00","31"
"13013",0,"2009-12-14 10:34:00","31"
"16570",8,"2009-12-03 17:38:00","31"
"14113",3,"2009-12-07 10:44:00","31"
"15260",99,"2009-12-06 11:45:00","30"
"15611",9,"2010-01-25 14:50:00","30"
"18231",191,"2010-01-10 12:13:00","30"
"14562",3,"2010-02-07 14:10:00","30"
"15622",2,"2010-01-07 13:24:00","30"
"15251",8,"2010-01-29 12:42:00","30"
"15527",18,"2009-12-15 17:31:00","30"
"14755",9,"2009-12-03 16:51:00","30"
"12523",1,"2009-12-02 10:28:00","30"
"17372",40,"2009-12-03 18:41:00","30"
"16011",7,"2009-12-01 11:04:00","30"
"15290",4,"2010-02-24 10:15:00","30"
"13983",29,"2009-12-09 13:53:00","30"
"13269",0,"2009-12-02 11:47:00","30"
"16928",79,"2010-02-03 12:30:00","30"
"12839",2,"2009-12-07 09:18:00","30"
"12583",2,"2009-12-06 11:57:00","30"
"16186",22,"2009-12-09 15:36:00","30"
"17888",18,"2009-12-21 16:34:00","30"
"13266",10,"2009-12-17 10:52:00","30"
"16393",1,"2009-12-01 12:13:00","30"
"16458",2,"2010-05-26 14:38:00","30"
"13488",16,"2010-01-25 10:13:00","29"
"17364",0,"2009-12-07 15:28:00","29"
"13090",8,"2010-08-02 13:58:00","29"
"15898",0,"2009-12-11 16:11:00","29"
"18061",21,"2009-12-04 11:36:00","29"
"16145",8,"2010-05-04 13:31:00","29"
"12708",29,"2009-12-18 10:25:00","29"
"16550",108,"2009-12-02 11:24:00","29"
"16607",17,"2010-04-29 14:01:00","29"
"14056",0,"2011-02-28 15:19:00","29"
"15298",1,"2009-12-08 17:04:00","29"
"13769",1,"2009-12-16 11:59:00","29"
"17735",1,"2010-07-30 13:25:00","29"
"17139",15,"2010-01-11 11:31:00","29"
"17340",8,"2009-12-08 17:34:00","29"
"15694",0,"2009-12-07 15:43:00","28"
"14961",10,"2009-12-04 11:32:00","28"
"14739",1,"2009-12-02 13:23:00","28"
"12949",30,"2009-12-03 15:56:00","28"
"14590",424,"2009-12-07 14:10:00","28"
"17644",0,"2010-02-16 08:44:00","28"
"18229",11,"2009-12-03 14:42:00","28"
"14329",8,"2009-12-16 15:31:00","28"
"15547",6,"2009-12-06 13:40:00","28"
"12712",22,"2009-12-09 10:46:00","28"
"12415",23,"2010-06-30 08:30:00","28"
"15046",8,"2010-01-14 14:29:00","28"
"16919",155,"2010-08-19 15:28:00","28"
"15570",6,"2010-03-28 14:04:00","27"
"14709",14,"2009-12-05 15:26:00","27"
"14505",16,"2009-12-09 14:48:00","27"
"14426",18,"2010-03-04 14:36:00","27"
"14292",7,"2009-12-01 12:19:00","27"
"16103",6,"2010-01-08 12:08:00","27"
"14112",22,"2009-12-17 17:56:00","27"
"14092",7,"2009-12-16 16:24:00","27"
"14062",9,"2009-12-10 14:28:00","27"
"14878",12,"2010-02-21 11:14:00","27"
"13491",51,"2009-12-07 08:24:00","27"
"17346",3,"2010-04-18 12:18:00","27"
"14825",3,"2010-04-06 14:14:00","27"
"15059",40,"2009-12-06 10:57:00","27"
"17716",22,"2009-12-02 17:18:00","27"
"17969",165,"2009-12-06 13:41:00","27"
"12482",575,"2010-02-24 10:24:00","27"
"12417",2,"2009-12-06 10:30:00","27"
"15785",29,"2009-12-15 16:28:00","26"
"17975",14,"2010-08-06 11:24:00","26"
"16156",8,"2009-12-02 17:06:00","26"
"15271",6,"2010-08-05 14:57:00","26"
"14282",2,"2010-02-15 11:22:00","26"
"15981",24,"2010-03-29 10:07:00","26"
"12980",155,"2009-12-02 11:26:00","26"
"16985",16,"2009-12-10 13:34:00","26"
"13571",12,"2009-12-08 13:02:00","26"
"16729",35,"2011-04-12 14:22:00","26"
"12683",3,"2009-12-13 15:01:00","26"
"16722",16,"2009-12-03 19:23:00","26"
"17954",4,"2009-12-09 13:22:00","26"
"15544",8,"2010-01-28 14:39:00","26"
"17404",3,"2010-01-07 11:31:00","26"
"14211",52,"2009-12-09 12:48:00","26"
"14713",8,"2009-12-03 19:22:00","25"
"13178",25,"2009-12-16 14:00:00","25"
"13082",125,"2009-12-22 15:37:00","25"
"17416",29,"2009-12-14 16:29:00","25"
"17049",2,"2010-03-04 10:23:00","25"
"17402",4,"2009-12-16 17:40:00","25"
"14291",1,"2009-12-09 10:46:00","25"
"13756",1,"2009-12-15 15:18:00","25"
"13883",0,"2009-12-23 10:00:00","25"
"15218",10,"2010-01-26 10:47:00","25"
"14032",1,"2009-12-14 12:02:00","25"
"17857",2,"2010-03-08 12:09:00","25"
"14135",1,"2009-12-02 08:58:00","25"
"16326",5,"2010-01-28 13:23:00","25"
"14159",19,"2009-12-03 12:31:00","25"
"16170",50,"2010-02-18 13:50:00","25"
"14189",1,"2010-11-16 09:28:00","25"
"15955",23,"2010-02-23 16:36:00","25"
"15874",62,"2010-01-07 13:56:00","25"
"14401",3,"2009-12-14 13:22:00","25"
"14607",15,"2009-12-15 11:25:00","25"
