"customer_id","total_orders","cancelled_orders","order_level_return_rate"
"12469.0",2,0,0.0000
"12470.0",1,0,0.0000
"12471.0",129,50,0.3876
"12472.0",37,18,0.4865
"12473.0",9,4,0.4444
"12474.0",54,23,0.4259
"12475.0",2,0,0.0000
"12476.0",38,15,0.3947
"12477.0",12,3,0.2500
"12478.0",1,0,0.0000
"12479.0",3,2,0.6667
"12480.0",8,1,0.1250
"12481.0",18,3,0.1667
"12482.0",32,3,0.0938
"12483.0",27,8,0.2963
"12484.0",16,4,0.2500
"12485.0",1,0,0.0000
"12486.0",1,0,0.0000
"12487.0",2,1,0.5000
"12488.0",3,0,0.0000
"12489.0",1,0,0.0000
"12490.0",22,1,0.0455
"12491.0",1,0,0.0000
"12492.0",3,0,0.0000
"12493.0",3,1,0.3333
"12494.0",17,8,0.4706
"12495.0",2,1,0.5000
"12496.0",2,0,0.0000
"12497.0",4,1,0.2500
"12498.0",3,0,0.0000
"12499.0",1,0,0.0000
"12500.0",25,6,0.2400
"12501.0",2,1,0.5000
"12502.0",5,0,0.0000
"12503.0",2,1,0.5000
"12504.0",6,2,0.3333
"12505.0",3,2,0.6667
"12506.0",1,0,0.0000
"12507.0",5,1,0.2000
"12508.0",2,0,0.0000
"12509.0",1,0,0.0000
"12510.0",16,7,0.4375
"12511.0",2,1,0.5000
"12512.0",2,0,0.0000
"12513.0",2,1,0.5000
"12514.0",2,0,0.0000
"12515.0",1,0,0.0000
"12516.0",4,0,0.0000
"12517.0",6,1,0.1667
"12518.0",5,0,0.0000
"12519.0",3,1,0.3333
"12520.0",6,1,0.1667
"12521.0",1,0,0.0000
"12522.0",2,0,0.0000
"12523.0",30,7,0.2333
"12524.0",18,1,0.0556
"12525.0",8,5,0.6250
"12526.0",3,0,0.0000
"12527.0",5,0,0.0000
"12528.0",8,2,0.2500
"12529.0",2,1,0.5000
"12530.0",12,3,0.2500
"12531.0",3,1,0.3333
"12532.0",1,0,0.0000
"12533.0",6,4,0.6667
"12534.0",1,0,0.0000
"12535.0",2,0,0.0000
"12536.0",5,2,0.4000
"12537.0",1,0,0.0000
"12538.0",2,0,0.0000
"12539.0",8,1,0.1250
"12540.0",36,3,0.0833
"12541.0",3,0,0.0000
"12542.0",4,2,0.5000
"12543.0",1,0,0.0000
"12544.0",2,1,0.5000
"12545.0",2,0,0.0000
"12546.0",3,1,0.3333
"12547.0",3,0,0.0000
"12548.0",1,0,0.0000
"12549.0",6,0,0.0000
"12550.0",1,0,0.0000
"12551.0",1,0,0.0000
"12552.0",2,0,0.0000
"12553.0",17,5,0.2941
"12554.0",1,0,0.0000
"12555.0",1,0,0.0000
"12556.0",2,0,0.0000
"12557.0",8,0,0.0000
"12558.0",2,1,0.5000
"12559.0",3,1,0.3333
"12560.0",4,1,0.2500
"12561.0",1,0,0.0000
"12562.0",9,0,0.0000
"12563.0",1,0,0.0000
"12564.0",1,0,0.0000
"12565.0",2,1,0.5000
"12566.0",2,1,0.5000
"12567.0",17,2,0.1176
"12568.0",1,0,0.0000
"12569.0",35,3,0.0857
"12570.0",1,0,0.0000
"12571.0",2,0,0.0000
"12572.0",3,1,0.3333
"12573.0",5,0,0.0000
"12574.0",1,0,0.0000
"12575.0",2,0,0.0000
"12576.0",11,3,0.2727
"12577.0",9,1,0.1111
"12578.0",7,3,0.4286
"12579.0",3,2,0.6667
"12580.0",2,0,0.0000
"12581.0",1,0,0.0000
"12582.0",4,0,0.0000
"12583.0",31,4,0.1290
"12584.0",18,9,0.5000
"12585.0",4,2,0.5000
"12586.0",5,1,0.2000
"12587.0",1,0,0.0000
"12588.0",5,1,0.2000
"12589.0",11,3,0.2727
"12590.0",5,3,0.6000
"12591.0",3,0,0.0000
"12592.0",8,3,0.3750
"12593.0",3,0,0.0000
"12594.0",17,2,0.1176
"12595.0",1,0,0.0000
"12596.0",2,0,0.0000
"12597.0",5,1,0.2000
"12598.0",15,4,0.2667
"12599.0",13,0,0.0000
"12600.0",26,5,0.1923
"12601.0",7,1,0.1429
"12602.0",1,0,0.0000
"12603.0",1,0,0.0000
"12604.0",2,0,0.0000
"12605.0",5,1,0.2000
"12606.0",1,0,0.0000
"12607.0",2,1,0.5000
"12608.0",1,0,0.0000
"12609.0",10,1,0.1000
"12610.0",7,2,0.2857
"12611.0",1,0,0.0000
"12612.0",2,1,0.5000
"12613.0",13,3,0.2308
"12614.0",1,0,0.0000
"12615.0",11,3,0.2727
"12616.0",7,4,0.5714
"12617.0",1,0,0.0000
"12618.0",1,0,0.0000
"12619.0",14,4,0.2857
"12620.0",3,0,0.0000
"12621.0",44,9,0.2045
"12622.0",1,0,0.0000
"12623.0",9,2,0.2222
"12624.0",2,0,0.0000
"12625.0",5,1,0.2000
"12626.0",13,4,0.3077
"12627.0",7,0,0.0000
"12628.0",4,1,0.2500
"12629.0",2,0,0.0000
"12630.0",2,0,0.0000
"12631.0",7,1,0.1429
"12632.0",4,2,0.5000
"12633.0",10,3,0.3000
"12634.0",2,0,0.0000
"12635.0",4,0,0.0000
"12636.0",1,0,0.0000
"12637.0",14,2,0.1429
"12638.0",2,0,0.0000
"12639.0",3,0,0.0000
"12640.0",3,0,0.0000
"12641.0",1,0,0.0000
"12642.0",3,0,0.0000
"12643.0",14,2,0.1429
"12644.0",6,2,0.3333
"12645.0",10,2,0.2000
"12646.0",2,0,0.0000
"12647.0",45,9,0.2000
"12648.0",5,1,0.2000
"12649.0",10,2,0.2000
"12650.0",1,0,0.0000
"12651.0",5,1,0.2000
"12652.0",3,1,0.3333
"12653.0",3,0,0.0000
"12654.0",5,0,0.0000
"12655.0",1,0,0.0000
"12656.0",12,4,0.3333
"12657.0",5,1,0.2000
"12658.0",1,0,0.0000
"12659.0",1,0,0.0000
"12660.0",1,0,0.0000
"12661.0",1,0,0.0000
"12662.0",22,2,0.0909
"12663.0",3,1,0.3333
"12664.0",12,1,0.0833
"12665.0",5,2,0.4000
"12666.0",2,1,0.5000
"12667.0",1,0,0.0000
"12668.0",12,2,0.1667
"12669.0",4,1,0.2500
"12670.0",8,1,0.1250
"12671.0",1,0,0.0000
"12672.0",3,1,0.3333
"12673.0",3,0,0.0000
"12674.0",7,3,0.4286
"12675.0",4,2,0.5000
"12676.0",12,1,0.0833
"12677.0",3,1,0.3333
"12678.0",23,2,0.0870
"12679.0",9,5,0.5556
"12680.0",4,0,0.0000
"12681.0",56,11,0.1964
"12682.0",53,1,0.0189
"12683.0",27,6,0.2222
"12684.0",7,0,0.0000
"12685.0",6,0,0.0000
"12686.0",1,0,0.0000
"12687.0",2,0,0.0000
"12688.0",1,0,0.0000
"12689.0",2,0,0.0000
"12690.0",1,0,0.0000
"12691.0",7,0,0.0000
"12692.0",1,0,0.0000
"12693.0",11,4,0.3636
"12694.0",4,1,0.2500
"12695.0",7,0,0.0000
"12696.0",3,1,0.3333
"12697.0",5,2,0.4000
"12698.0",1,0,0.0000
"12699.0",1,0,0.0000
"12700.0",6,2,0.3333
"12701.0",6,0,0.0000
"12702.0",1,0,0.0000
"12703.0",7,3,0.4286
"12704.0",10,2,0.2000
"12705.0",22,8,0.3636
"12706.0",1,1,1.0000
"12707.0",1,0,0.0000
"12708.0",30,12,0.4000
"12709.0",55,21,0.3818
"12710.0",4,1,0.2500
"12711.0",2,0,0.0000
"12712.0",28,7,0.2500
"12713.0",1,0,0.0000
"12714.0",12,0,0.0000
"12715.0",1,0,0.0000
"12716.0",2,0,0.0000
"12717.0",4,1,0.2500
"12718.0",1,0,0.0000
"12719.0",3,1,0.3333
"12720.0",41,11,0.2683
"12721.0",10,2,0.2000
"12722.0",6,2,0.3333
"12723.0",5,0,0.0000
"12724.0",7,0,0.0000
"12725.0",4,0,0.0000
"12726.0",11,0,0.0000
"12727.0",12,2,0.1667
"12728.0",5,0,0.0000
"12729.0",1,0,0.0000
"12730.0",1,0,0.0000
"12731.0",19,2,0.1053
"12732.0",1,0,0.0000
"12733.0",6,2,0.3333
"12734.0",3,0,0.0000
"12735.0",2,0,0.0000
"12736.0",1,0,0.0000
"12737.0",2,0,0.0000
"12738.0",1,0,0.0000
"12739.0",4,0,0.0000
"12740.0",1,0,0.0000
"12741.0",2,0,0.0000
"12742.0",2,1,0.5000
"12743.0",2,0,0.0000
"12744.0",14,3,0.2143
"12745.0",3,0,0.0000
"12746.0",3,2,0.6667
"12747.0",32,6,0.1875
"12748.0",365,28,0.0767
"12749.0",16,7,0.4375
"12750.0",1,0,0.0000
"12751.0",1,0,0.0000
"12752.0",1,0,0.0000
"12753.0",11,5,0.4545
"12754.0",5,2,0.4000
"12755.0",22,11,0.5000
"12756.0",1,0,0.0000
"12757.0",19,6,0.3158
"12758.0",8,1,0.1250
"12759.0",8,0,0.0000
"12760.0",1,0,0.0000
"12761.0",2,0,0.0000
"12762.0",2,0,0.0000
"12763.0",2,0,0.0000
"12764.0",1,0,0.0000
"12765.0",6,0,0.0000
"12766.0",11,2,0.1818
"12767.0",1,0,0.0000
"12768.0",2,1,0.5000
"12769.0",1,0,0.0000
"12770.0",7,5,0.7143
"12771.0",2,1,0.5000
"12772.0",1,0,0.0000
"12773.0",2,1,0.5000
"12774.0",1,0,0.0000
"12775.0",8,1,0.1250
"12776.0",1,0,0.0000
"12777.0",1,0,0.0000
"12778.0",10,1,0.1000
"12779.0",21,7,0.3333
"12780.0",1,0,0.0000
"12781.0",5,3,0.6000
"12782.0",14,3,0.2143
"12783.0",8,2,0.2500
"12784.0",3,0,0.0000
"12785.0",5,2,0.4000
"12786.0",1,0,0.0000
"12787.0",5,1,0.2000
"12788.0",4,0,0.0000
"12789.0",3,0,0.0000
"12790.0",3,1,0.3333
"12791.0",8,2,0.2500
"12792.0",3,1,0.3333
"12793.0",3,0,0.0000
"12794.0",2,0,0.0000
"12795.0",1,0,0.0000
"12796.0",1,0,0.0000
"12797.0",6,4,0.6667
"12798.0",4,0,0.0000
"12799.0",1,0,0.0000
"12800.0",3,0,0.0000
"12801.0",2,1,0.5000
"12802.0",9,2,0.2222
"12803.0",1,0,0.0000
"12804.0",2,0,0.0000
"12805.0",4,0,0.0000
"12806.0",4,0,0.0000
"12807.0",3,2,0.6667
"12808.0",5,0,0.0000
"12809.0",8,5,0.6250
"12810.0",2,0,0.0000
"12811.0",5,0,0.0000
"12812.0",1,0,0.0000
"12813.0",3,0,0.0000
"12814.0",1,0,0.0000
"12815.0",2,0,0.0000
"12816.0",2,0,0.0000
"12817.0",3,0,0.0000
"12818.0",2,1,0.5000
"12819.0",1,0,0.0000
"12820.0",13,2,0.1538
"12821.0",2,0,0.0000
"12822.0",3,1,0.3333
"12823.0",18,0,0.0000
"12824.0",1,0,0.0000
"12825.0",2,0,0.0000
"12826.0",15,3,0.2000
"12827.0",3,0,0.0000
"12828.0",6,0,0.0000
"12829.0",4,1,0.2500
"12830.0",7,1,0.1429
"12831.0",3,0,0.0000
"12832.0",2,0,0.0000
"12833.0",1,0,0.0000
"12834.0",1,0,0.0000
"12835.0",49,8,0.1633
"12836.0",17,2,0.1176
"12837.0",2,0,0.0000
"12838.0",12,2,0.1667
"12839.0",31,5,0.1613
"12840.0",11,4,0.3636
"12841.0",42,2,0.0476
"12842.0",4,0,0.0000
"12843.0",34,4,0.1176
"12844.0",4,0,0.0000
"12845.0",4,0,0.0000
"12846.0",1,0,0.0000
"12847.0",2,0,0.0000
"12848.0",1,0,0.0000
"12849.0",6,0,0.0000
"12850.0",1,0,0.0000
"12851.0",2,0,0.0000
"12852.0",2,1,0.5000
"12853.0",16,5,0.3125
"12854.0",11,4,0.3636
"12855.0",4,0,0.0000
"12856.0",8,2,0.2500
"12857.0",7,1,0.1429
"12858.0",2,1,0.5000
"12859.0",1,0,0.0000
"12860.0",1,0,0.0000
"12861.0",1,0,0.0000
"12862.0",2,0,0.0000
"12863.0",7,1,0.1429
"12864.0",2,0,0.0000
"12865.0",5,1,0.2000
"12866.0",3,0,0.0000
"12867.0",16,3,0.1875
"12868.0",8,0,0.0000
"12869.0",1,0,0.0000
"12870.0",4,1,0.2500
"12871.0",3,0,0.0000
"12872.0",13,1,0.0769
"12873.0",3,0,0.0000
"12874.0",3,1,0.3333
"12875.0",5,0,0.0000
"12876.0",5,1,0.2000
"12877.0",20,0,0.0000
"12878.0",3,1,0.3333
"12879.0",4,1,0.2500
"12880.0",2,0,0.0000
"12881.0",1,0,0.0000
"12882.0",2,0,0.0000
"12883.0",4,0,0.0000
"12884.0",1,0,0.0000
"12885.0",4,1,0.2500
"12886.0",3,1,0.3333
"12887.0",1,0,0.0000
"12888.0",4,2,0.5000
"12889.0",6,2,0.3333
"12890.0",2,0,0.0000
"12891.0",12,1,0.0833
"12892.0",1,0,0.0000
"12893.0",1,0,0.0000
"12894.0",1,0,0.0000
"12895.0",3,1,0.3333
"12896.0",1,1,1.0000
"12897.0",4,0,0.0000
"12898.0",2,0,0.0000
"12899.0",1,0,0.0000
"12900.0",1,0,0.0000
"12901.0",36,8,0.2222
"12902.0",1,0,0.0000
"12903.0",1,0,0.0000
"12904.0",2,0,0.0000
"12905.0",3,1,0.3333
"12906.0",5,0,0.0000
"12907.0",3,1,0.3333
"12908.0",7,2,0.2857
"12909.0",13,5,0.3846
"12910.0",14,1,0.0714
"12911.0",1,0,0.0000
"12912.0",5,0,0.0000
"12913.0",13,0,0.0000
"12914.0",1,0,0.0000
"12915.0",8,4,0.5000
"12916.0",8,1,0.1250
"12917.0",8,2,0.2500
"12918.0",3,2,0.6667
"12919.0",8,2,0.2500
"12920.0",4,0,0.0000
"12921.0",103,29,0.2816
"12922.0",1,0,0.0000
"12923.0",3,0,0.0000
"12924.0",14,2,0.1429
"12925.0",3,0,0.0000
"12926.0",4,0,0.0000
"12927.0",1,0,0.0000
"12928.0",12,0,0.0000
"12929.0",2,1,0.5000
"12930.0",4,2,0.5000
"12931.0",71,14,0.1972
"12932.0",8,0,0.0000
"12933.0",11,3,0.2727
"12934.0",1,0,0.0000
"12935.0",19,4,0.2105
"12936.0",5,1,0.2000
"12937.0",9,0,0.0000
"12938.0",1,0,0.0000
"12939.0",20,0,0.0000
"12940.0",4,2,0.5000
"12941.0",1,0,0.0000
"12942.0",3,0,0.0000
"12943.0",4,2,0.5000
"12944.0",2,0,0.0000
"12945.0",2,0,0.0000
"12946.0",1,0,0.0000
"12947.0",11,5,0.4545
"12948.0",10,1,0.1000
"12949.0",28,6,0.2143
"12950.0",3,0,0.0000
"12951.0",20,5,0.2500
"12952.0",5,1,0.2000
"12953.0",2,0,0.0000
"12954.0",1,0,0.0000
"12955.0",14,3,0.2143
"12956.0",4,0,0.0000
"12957.0",21,8,0.3810
"12958.0",2,0,0.0000
"12959.0",2,1,0.5000
"12960.0",4,0,0.0000
"12961.0",1,0,0.0000
"12962.0",2,0,0.0000
"12963.0",14,2,0.1429
"12964.0",1,0,0.0000
"12965.0",1,0,0.0000
"12966.0",1,0,0.0000
"12967.0",5,2,0.4000
"12968.0",1,0,0.0000
"12969.0",1,0,0.0000
"12970.0",10,0,0.0000
"12971.0",120,4,0.0333
"12972.0",6,2,0.3333
"12973.0",1,0,0.0000
"12974.0",2,0,0.0000
"12975.0",8,2,0.2500
"12976.0",8,0,0.0000
"12977.0",4,0,0.0000
"12978.0",6,1,0.1667
"12979.0",2,1,0.5000
"12980.0",26,5,0.1923
"12981.0",2,0,0.0000
"12982.0",17,9,0.5294
"12983.0",1,0,0.0000
"12984.0",1,0,0.0000
"12985.0",3,1,0.3333
"12986.0",12,2,0.1667
"12987.0",6,1,0.1667
"12988.0",1,0,0.0000
"12989.0",39,6,0.1538
"12990.0",7,0,0.0000
"12991.0",3,0,0.0000
"12992.0",1,0,0.0000
"12993.0",10,2,0.2000
"12994.0",5,2,0.4000
"12995.0",2,1,0.5000
"12996.0",1,0,0.0000
"12997.0",16,8,0.5000
"12998.0",4,1,0.2500
"12999.0",3,0,0.0000
"13000.0",5,1,0.2000
"13001.0",37,4,0.1081
"13002.0",3,0,0.0000
"13003.0",3,0,0.0000
"13004.0",46,10,0.2174
"13005.0",6,2,0.3333
"13006.0",1,0,0.0000
"13007.0",1,0,0.0000
"13008.0",7,4,0.5714
"13009.0",1,0,0.0000
"13010.0",2,0,0.0000
"13011.0",1,0,0.0000
"13012.0",15,4,0.2667
"13013.0",31,2,0.0645
"13014.0",18,7,0.3889
"13015.0",14,3,0.2143
"13016.0",3,0,0.0000
"13017.0",1,0,0.0000
"13018.0",37,2,0.0541
"13019.0",8,2,0.2500
"13020.0",5,3,0.6000
"13021.0",24,7,0.2917
"13022.0",1,0,0.0000
"13023.0",3,0,0.0000
"13024.0",3,1,0.3333
"13025.0",1,0,0.0000
"13026.0",13,4,0.3077
"13027.0",23,4,0.1739
"13028.0",3,1,0.3333
"13029.0",5,0,0.0000
"13030.0",2,0,0.0000
"13031.0",5,0,0.0000
"13032.0",11,2,0.1818
"13033.0",2,0,0.0000
"13034.0",3,0,0.0000
"13035.0",4,1,0.2500
"13036.0",1,0,0.0000
"13037.0",16,4,0.2500
"13038.0",3,0,0.0000
"13039.0",4,0,0.0000
"13040.0",2,0,0.0000
"13041.0",4,0,0.0000
"13042.0",4,1,0.2500
"13043.0",2,1,0.5000
"13044.0",13,2,0.1538
"13045.0",3,0,0.0000
"13046.0",3,0,0.0000
"13047.0",42,18,0.4286
"13048.0",13,4,0.3077
"13049.0",5,1,0.2000
"13050.0",57,22,0.3860
"13051.0",2,0,0.0000
"13052.0",7,0,0.0000
"13053.0",1,0,0.0000
"13054.0",1,1,1.0000
"13055.0",6,2,0.3333
"13056.0",1,0,0.0000
"13057.0",4,1,0.2500
"13058.0",3,0,0.0000
"13059.0",12,2,0.1667
"13060.0",1,0,0.0000
"13061.0",1,0,0.0000
"13062.0",1,0,0.0000
"13063.0",1,0,0.0000
"13064.0",6,0,0.0000
"13065.0",6,1,0.1667
"13066.0",3,1,0.3333
"13067.0",3,0,0.0000
"13068.0",2,0,0.0000
"13069.0",42,4,0.0952
"13070.0",5,1,0.2000
"13071.0",1,0,0.0000
"13072.0",1,0,0.0000
"13073.0",2,0,0.0000
"13074.0",5,1,0.2000
"13075.0",1,0,0.0000
"13076.0",1,0,0.0000
"13077.0",14,3,0.2143
"13078.0",95,38,0.4000
"13079.0",6,0,0.0000
"13080.0",5,1,0.2000
"13081.0",44,16,0.3636
"13082.0",25,4,0.1600
"13083.0",3,0,0.0000
"13084.0",2,1,0.5000
"13085.0",10,2,0.2000
"13086.0",1,0,0.0000
"13087.0",1,0,0.0000
"13088.0",1,0,0.0000
"13089.0",247,44,0.1781
"13090.0",30,6,0.2000
"13091.0",6,3,0.5000
"13092.0",15,3,0.2000
"13093.0",88,33,0.3750
"13094.0",17,4,0.2353
"13095.0",1,0,0.0000
"13096.0",1,0,0.0000
"13097.0",40,12,0.3000
"13098.0",41,13,0.3171
"13099.0",1,0,0.0000
"13100.0",1,1,1.0000
"13101.0",4,0,0.0000
"13102.0",42,5,0.1190
"13103.0",3,0,0.0000
"13104.0",9,0,0.0000
"13105.0",1,0,0.0000
"13106.0",3,1,0.3333
"13107.0",15,6,0.4000
"13108.0",2,0,0.0000
"13109.0",7,4,0.5714
"13110.0",14,2,0.1429
"13111.0",1,0,0.0000
"13112.0",3,2,0.6667
"13113.0",60,23,0.3833
"13114.0",1,0,0.0000
"13115.0",23,13,0.5652
"13116.0",2,1,0.5000
"13117.0",19,1,0.0526
"13118.0",12,3,0.2500
"13119.0",1,0,0.0000
"13120.0",1,0,0.0000
"13121.0",2,1,0.5000
"13122.0",2,0,0.0000
"13123.0",2,0,0.0000
"13124.0",4,0,0.0000
"13125.0",1,0,0.0000
"13126.0",19,6,0.3158
"13127.0",1,0,0.0000
"13128.0",1,0,0.0000
"13129.0",2,0,0.0000
"13130.0",1,0,0.0000
"13131.0",8,1,0.1250
"13132.0",1,0,0.0000
"13133.0",3,0,0.0000
"13134.0",9,3,0.3333
"13135.0",2,0,0.0000
"13136.0",24,11,0.4583
"13137.0",17,1,0.0588
"13138.0",8,1,0.1250
"13139.0",9,1,0.1111
"13140.0",5,0,0.0000
"13141.0",21,4,0.1905
"13142.0",1,0,0.0000
"13143.0",2,1,0.5000
"13144.0",2,0,0.0000
"13145.0",8,1,0.1250
"13146.0",1,0,0.0000
"13147.0",4,0,0.0000
"13148.0",36,10,0.2778
"13149.0",4,0,0.0000
"13150.0",4,1,0.2500
"13151.0",5,2,0.4000
"13152.0",9,2,0.2222
"13153.0",1,0,0.0000
"13154.0",5,2,0.4000
"13155.0",6,0,0.0000
"13156.0",3,0,0.0000
"13157.0",10,1,0.1000
"13158.0",5,0,0.0000
"13159.0",5,1,0.2000
"13160.0",1,0,0.0000
"13161.0",2,0,0.0000
"13162.0",19,3,0.1579
"13163.0",2,1,0.5000
"13164.0",3,1,0.3333
"13165.0",3,0,0.0000
"13166.0",3,1,0.3333
"13167.0",5,0,0.0000
"13168.0",6,1,0.1667
"13169.0",3,0,0.0000
"13170.0",1,0,0.0000
"13171.0",5,2,0.4000
"13172.0",1,0,0.0000
"13173.0",13,2,0.1538
"13174.0",12,0,0.0000
"13175.0",4,2,0.5000
"13176.0",1,0,0.0000
"13177.0",2,0,0.0000
"13178.0",25,4,0.1600
"13179.0",1,0,0.0000
"13180.0",1,0,0.0000
"13181.0",1,0,0.0000
"13182.0",1,0,0.0000
"13183.0",18,3,0.1667
"13184.0",12,2,0.1667
"13185.0",1,0,0.0000
"13186.0",5,2,0.4000
"13187.0",5,1,0.2000
"13188.0",1,0,0.0000
"13189.0",2,0,0.0000
"13190.0",4,1,0.2500
"13191.0",1,0,0.0000
"13192.0",8,2,0.2500
"13193.0",1,0,0.0000
"13194.0",2,0,0.0000
"13195.0",1,0,0.0000
"13196.0",8,1,0.1250
"13197.0",1,0,0.0000
"13198.0",12,4,0.3333
"13199.0",69,2,0.0290
"13200.0",4,0,0.0000
"13201.0",4,0,0.0000
"13202.0",8,1,0.1250
"13203.0",11,1,0.0909
"13204.0",1,0,0.0000
"13205.0",1,0,0.0000
"13206.0",15,2,0.1333
"13207.0",4,0,0.0000
"13208.0",10,1,0.1000
"13209.0",16,3,0.1875
"13210.0",1,0,0.0000
"13211.0",12,2,0.1667
"13212.0",4,1,0.2500
"13213.0",14,3,0.2143
"13214.0",7,0,0.0000
"13215.0",1,0,0.0000
"13216.0",1,0,0.0000
"13217.0",6,2,0.3333
"13218.0",1,0,0.0000
"13219.0",1,0,0.0000
"13220.0",5,0,0.0000
"13221.0",2,0,0.0000
"13222.0",1,0,0.0000
"13223.0",6,0,0.0000
"13224.0",3,1,0.3333
"13225.0",17,1,0.0588
"13226.0",2,0,0.0000
"13227.0",1,0,0.0000
"13228.0",1,0,0.0000
"13229.0",1,0,0.0000
"13230.0",31,1,0.0323
"13231.0",1,1,1.0000
"13232.0",7,0,0.0000
"13233.0",4,0,0.0000
"13234.0",2,0,0.0000
"13235.0",2,1,0.5000
"13236.0",3,1,0.3333
"13237.0",1,0,0.0000
"13238.0",7,1,0.1429
"13239.0",6,1,0.1667
"13240.0",9,1,0.1111
"13241.0",1,0,0.0000
"13242.0",7,0,0.0000
"13243.0",5,0,0.0000
"13244.0",1,0,0.0000
"13245.0",2,0,0.0000
"13246.0",14,3,0.2143
"13247.0",4,0,0.0000
"13248.0",2,0,0.0000
"13249.0",9,0,0.0000
"13250.0",3,1,0.3333
"13251.0",1,0,0.0000
"13252.0",3,1,0.3333
"13253.0",4,0,0.0000
"13254.0",1,0,0.0000
"13255.0",4,1,0.2500
"13256.0",1,0,0.0000
"13257.0",3,2,0.6667
"13258.0",5,0,0.0000
"13259.0",9,0,0.0000
"13260.0",1,0,0.0000
"13261.0",2,0,0.0000
"13262.0",3,0,0.0000
"13263.0",39,0,0.0000
"13264.0",1,0,0.0000
"13265.0",5,0,0.0000
"13266.0",30,11,0.3667
"13267.0",50,14,0.2800
"13268.0",15,4,0.2667
"13269.0",30,2,0.0667
"13270.0",1,0,0.0000
"13271.0",2,1,0.5000
"13272.0",2,0,0.0000
"13273.0",1,0,0.0000
