"customer_id","recency_days","frequency_completed","monetary_net","spike_tier"
"12484",34,9,5490.80,"Top Decile (Spike Zone)"
"12485",528,1,708.10,"Below Top Decile"
"12486",431,1,917.28,"Below Top Decile"
"12487",730,1,259.80,"Below Top Decile"
"12488",9,3,1244.66,"Below Top Decile"
"12489",335,1,298.93,"Below Top Decile"
"12490",4,20,8759.64,"Top Decile (Spike Zone)"
"12491",38,1,424.40,"Below Top Decile"
"12492",62,3,607.21,"Below Top Decile"
"12493",165,2,362.79,"Below Top Decile"
"12494",9,9,1451.92,"Below Top Decile"
"12495",634,1,243.40,"Below Top Decile"
"12496",619,2,45.34,"Below Top Decile"
"12497",81,3,5996.50,"Top Decile (Spike Zone)"
"12498",20,3,349.70,"Below Top Decile"
"12499",559,1,357.72,"Below Top Decile"
"12500",22,18,5494.31,"Top Decile (Spike Zone)"
"12501",314,1,1945.68,"Below Top Decile"
"12502",95,5,2995.87,"Below Top Decile"
"12503",583,1,896.00,"Below Top Decile"
"12504",17,4,321.00,"Below Top Decile"
"12505",392,1,744.50,"Below Top Decile"
"12506",232,1,73.50,"Below Top Decile"
"12507",133,4,1461.31,"Below Top Decile"
"12508",25,2,397.88,"Below Top Decile"
"12509",283,1,158.50,"Below Top Decile"
"12510",142,7,2989.33,"Below Top Decile"
"12511",414,1,3065.77,"Below Top Decile"
"12512",65,2,132.18,"Below Top Decile"
"12513",84,1,532.79,"Below Top Decile"
"12514",266,2,1597.76,"Below Top Decile"
"12515",352,1,278.70,"Below Top Decile"
"12516",77,4,2288.62,"Below Top Decile"
"12517",27,4,2263.65,"Below Top Decile"
"12518",0,5,1840.89,"Below Top Decile"
"12519",63,2,595.19,"Below Top Decile"
"12520",78,5,2294.51,"Below Top Decile"
"12521",142,1,545.68,"Below Top Decile"
"12522",38,2,156.72,"Below Top Decile"
"12523",1,23,3877.05,"Below Top Decile"
"12524",8,17,9759.36,"Top Decile (Spike Zone)"
"12525",490,3,745.18,"Below Top Decile"
"12526",0,3,1172.66,"Below Top Decile"
"12527",81,5,717.51,"Below Top Decile"
"12528",8,6,1634.28,"Below Top Decile"
"12529",522,1,311.78,"Below Top Decile"
"12530",59,9,3329.86,"Below Top Decile"
"12531",14,2,1737.05,"Below Top Decile"
"12532",29,1,313.83,"Below Top Decile"
"12533",618,2,1005.99,"Below Top Decile"
"12534",130,1,981.18,"Below Top Decile"
"12535",91,2,716.35,"Below Top Decile"
"12536",7,1,4151.26,"Below Top Decile"
"12537",408,1,612.94,"Below Top Decile"
"12538",28,2,640.45,"Below Top Decile"
"12539",21,7,11186.75,"Top Decile (Spike Zone)"
"12540",19,32,19159.29,"Top Decile (Spike Zone)"
"12541",29,3,841.18,"Below Top Decile"
"12542",483,2,423.38,"Below Top Decile"
"12543",447,1,840.25,"Below Top Decile"
"12544",29,1,299.70,"Below Top Decile"
"12545",74,2,832.39,"Below Top Decile"
"12546",46,2,1001.50,"Below Top Decile"
"12547",197,3,299.58,"Below Top Decile"
"12548",165,1,67.20,"Below Top Decile"
"12549",575,5,1570.68,"Below Top Decile"
"12550",78,1,824.83,"Below Top Decile"
"12551",357,1,168.00,"Below Top Decile"
"12552",39,1,317.82,"Below Top Decile"
"12553",7,12,4044.82,"Below Top Decile"
"12554",448,1,384.50,"Below Top Decile"
"12556",49,2,599.56,"Below Top Decile"
"12557",15,8,18096.14,"Top Decile (Spike Zone)"
"12558",1,1,0.00,"Below Top Decile"
"12559",310,2,500.21,"Below Top Decile"
"12560",4,2,1885.39,"Below Top Decile"
"12561",302,1,238.85,"Below Top Decile"
"12562",7,9,4426.92,"Below Top Decile"
"12563",408,1,221.24,"Below Top Decile"
"12564",260,1,402.90,"Below Top Decile"
"12565",281,1,131.17,"Below Top Decile"
"12566",72,1,292.70,"Below Top Decile"
"12567",22,15,10425.44,"Top Decile (Spike Zone)"
"12568",644,1,52.00,"Below Top Decile"
"12569",1,32,3128.99,"Below Top Decile"
"12571",39,2,519.61,"Below Top Decile"
"12572",8,2,896.72,"Below Top Decile"
"12573",226,5,717.41,"Below Top Decile"
"12574",315,1,182.45,"Below Top Decile"
"12575",456,2,568.82,"Below Top Decile"
"12576",35,8,2003.87,"Below Top Decile"
"12577",34,8,1550.75,"Below Top Decile"
"12578",20,4,3956.45,"Below Top Decile"
"12579",72,1,374.72,"Below Top Decile"
"12580",246,2,962.90,"Below Top Decile"
"12581",39,1,179.71,"Below Top Decile"
"12582",238,4,1820.40,"Below Top Decile"
"12583",2,27,12409.04,"Top Decile (Spike Zone)"
"12584",3,9,1809.95,"Below Top Decile"
"12585",233,2,1766.81,"Below Top Decile"
"12586",16,4,2045.67,"Below Top Decile"
"12587",7,1,104.00,"Below Top Decile"
"12588",38,3,698.98,"Below Top Decile"
"12589",28,6,2752.17,"Below Top Decile"
"12590",189,1,9330.48,"Top Decile (Spike Zone)"
"12591",316,3,1114.95,"Below Top Decile"
"12592",91,4,1723.64,"Below Top Decile"
"12593",108,3,382.10,"Below Top Decile"
"12594",37,14,4862.51,"Below Top Decile"
"12595",504,1,281.02,"Below Top Decile"
"12596",50,2,450.27,"Below Top Decile"
"12597",18,4,3067.13,"Below Top Decile"
"12598",9,10,4072.67,"Below Top Decile"
"12599",28,13,2026.72,"Below Top Decile"
"12600",28,20,4343.60,"Below Top Decile"
"12601",189,6,565.76,"Below Top Decile"
"12602",58,1,153.12,"Below Top Decile"
"12603",21,1,613.20,"Below Top Decile"
"12604",78,2,236.18,"Below Top Decile"
"12605",364,3,1117.45,"Below Top Decile"
"12607",57,1,0.00,"Below Top Decile"
"12608",404,1,415.79,"Below Top Decile"
"12609",77,9,3021.86,"Below Top Decile"
"12610",22,4,1705.99,"Below Top Decile"
"12611",51,1,1193.32,"Below Top Decile"
"12612",57,1,607.59,"Below Top Decile"
"12613",30,9,6033.82,"Top Decile (Spike Zone)"
"12614",277,1,315.60,"Below Top Decile"
"12615",1,8,5186.88,"Below Top Decile"
"12616",84,3,937.35,"Below Top Decile"
"12617",28,1,352.98,"Below Top Decile"
"12618",21,1,137.31,"Below Top Decile"
"12619",15,9,3048.95,"Below Top Decile"
"12620",14,3,1303.41,"Below Top Decile"
"12621",1,35,21900.70,"Top Decile (Spike Zone)"
"12622",231,1,162.10,"Below Top Decile"
"12623",275,7,3315.84,"Below Top Decile"
"12624",105,2,569.13,"Below Top Decile"
"12625",211,4,4627.38,"Below Top Decile"
"12626",22,9,5722.35,"Top Decile (Spike Zone)"
"12627",10,6,4082.53,"Below Top Decile"
"12628",3,3,715.61,"Below Top Decile"
"12629",385,2,1198.22,"Below Top Decile"
"12630",9,2,1030.88,"Below Top Decile"
"12631",56,6,3292.27,"Below Top Decile"
"12632",520,2,684.88,"Below Top Decile"
"12633",58,7,5073.21,"Below Top Decile"
"12634",547,1,360.00,"Below Top Decile"
"12635",89,4,2624.41,"Below Top Decile"
"12637",66,12,8071.16,"Top Decile (Spike Zone)"
"12638",32,2,681.49,"Below Top Decile"
"12639",238,3,1072.37,"Below Top Decile"
"12640",23,3,994.58,"Below Top Decile"
"12641",114,1,145.90,"Below Top Decile"
"12642",24,3,905.26,"Below Top Decile"
"12643",127,11,7334.30,"Top Decile (Spike Zone)"
"12644",129,4,1797.54,"Below Top Decile"
"12645",33,8,3175.10,"Below Top Decile"
"12646",4,2,1346.97,"Below Top Decile"
"12647",21,35,13919.74,"Top Decile (Spike Zone)"
"12648",154,4,1024.00,"Below Top Decile"
"12649",106,8,2060.50,"Below Top Decile"
"12650",2,1,242.44,"Below Top Decile"
"12651",334,4,365.30,"Below Top Decile"
"12652",321,2,885.58,"Below Top Decile"
"12653",148,3,4160.83,"Below Top Decile"
"12654",10,5,529.98,"Below Top Decile"
"12655",423,1,243.35,"Below Top Decile"
"12656",16,8,5636.78,"Top Decile (Spike Zone)"
"12657",10,4,1008.06,"Below Top Decile"
"12658",18,1,632.05,"Below Top Decile"
"12659",29,1,73.68,"Below Top Decile"
"12660",10,1,227.10,"Below Top Decile"
"12661",435,1,162.00,"Below Top Decile"
"12662",0,20,6091.69,"Top Decile (Spike Zone)"
"12663",624,2,150.00,"Below Top Decile"
"12664",7,11,5420.04,"Top Decile (Spike Zone)"
"12665",324,3,247.45,"Below Top Decile"
"12666",358,1,1020.98,"Below Top Decile"
"12667",57,1,460.13,"Below Top Decile"
"12668",6,9,9842.06,"Top Decile (Spike Zone)"
"12669",150,2,1427.73,"Below Top Decile"
"12670",9,7,3426.39,"Below Top Decile"
"12671",605,1,2622.48,"Below Top Decile"
"12672",329,2,380.50,"Below Top Decile"
"12673",4,3,1140.02,"Below Top Decile"
"12674",11,4,1796.26,"Below Top Decile"
"12675",553,2,849.55,"Below Top Decile"
"12676",24,10,2333.09,"Below Top Decile"
"12677",554,2,353.30,"Below Top Decile"
"12678",41,15,32165.13,"Top Decile (Spike Zone)"
"12679",51,4,896.67,"Below Top Decile"
"12680",0,4,790.81,"Below Top Decile"
"12681",14,44,26679.24,"Top Decile (Spike Zone)"
"12682",3,51,20648.12,"Top Decile (Spike Zone)"
"12683",3,20,10167.52,"Top Decile (Spike Zone)"
"12684",7,6,2073.63,"Below Top Decile"
"12685",27,6,2575.08,"Below Top Decile"
"12686",371,1,71.14,"Below Top Decile"
"12687",480,1,1858.91,"Below Top Decile"
"12688",113,1,4873.81,"Below Top Decile"
"12689",25,2,1139.61,"Below Top Decile"
"12690",205,1,335.01,"Below Top Decile"
"12691",27,6,1044.40,"Below Top Decile"
"12692",636,1,110.95,"Below Top Decile"
"12693",120,7,1352.42,"Below Top Decile"
"12694",69,3,1659.45,"Below Top Decile"
"12695",6,7,1371.12,"Below Top Decile"
"12696",434,2,731.91,"Below Top Decile"
"12697",20,3,739.02,"Below Top Decile"
"12698",589,1,285.75,"Below Top Decile"
"12699",417,1,566.11,"Below Top Decile"
"12700",7,4,4525.99,"Below Top Decile"
"12701",79,6,2248.41,"Below Top Decile"
"12702",19,1,201.00,"Below Top Decile"
"12703",63,4,802.18,"Below Top Decile"
"12704",6,8,1740.84,"Below Top Decile"
"12705",14,13,10906.00,"Top Decile (Spike Zone)"
"12707",291,1,603.42,"Below Top Decile"
"12708",29,18,4381.72,"Below Top Decile"
"12709",2,32,28708.10,"Top Decile (Spike Zone)"
"12710",96,3,1004.57,"Below Top Decile"
"12711",611,2,1213.05,"Below Top Decile"
"12712",22,21,5801.78,"Top Decile (Spike Zone)"
"12713",0,1,794.55,"Below Top Decile"
"12714",8,12,12815.71,"Top Decile (Spike Zone)"
"12715",105,1,263.36,"Below Top Decile"
"12716",3,2,963.49,"Below Top Decile"
"12717",150,3,1058.91,"Below Top Decile"
"12718",70,1,202.25,"Below Top Decile"
"12719",4,2,536.10,"Below Top Decile"
"12720",2,29,6710.49,"Top Decile (Spike Zone)"
"12721",31,8,3555.83,"Below Top Decile"
"12722",84,4,886.33,"Below Top Decile"
"12723",3,5,707.07,"Below Top Decile"
"12724",4,7,2083.52,"Below Top Decile"
"12725",370,3,1906.76,"Below Top Decile"
"12726",27,11,3690.60,"Below Top Decile"
"12727",10,10,4890.53,"Below Top Decile"
"12728",70,5,926.17,"Below Top Decile"
"12729",113,1,417.01,"Below Top Decile"
"12730",521,1,703.25,"Below Top Decile"
"12731",23,17,25540.21,"Top Decile (Spike Zone)"
"12732",179,1,218.26,"Below Top Decile"
"12733",233,4,2325.97,"Below Top Decile"
"12734",352,3,603.65,"Below Top Decile"
"12735",314,2,689.57,"Below Top Decile"
"12736",332,1,144.00,"Below Top Decile"
"12738",371,1,137.35,"Below Top Decile"
"12739",98,2,2421.23,"Below Top Decile"
"12740",63,1,427.60,"Below Top Decile"
"12741",532,1,236.07,"Below Top Decile"
"12742",599,1,1185.02,"Below Top Decile"
"12743",133,2,540.13,"Below Top Decile"
"12744",55,8,13158.16,"Top Decile (Spike Zone)"
"12745",486,2,723.85,"Below Top Decile"
"12746",527,1,230.85,"Below Top Decile"
"12747",1,26,8786.53,"Top Decile (Spike Zone)"
"12748",0,322,46671.23,"Top Decile (Spike Zone)"
"12749",3,9,6278.49,"Top Decile (Spike Zone)"
"12750",128,1,275.88,"Below Top Decile"
"12751",444,1,268.27,"Below Top Decile"
"12752",80,1,4366.78,"Below Top Decile"
"12753",3,6,21024.01,"Top Decile (Spike Zone)"
"12754",235,3,3010.74,"Below Top Decile"
"12755",249,11,2629.50,"Below Top Decile"
"12756",86,1,112.08,"Below Top Decile"
"12757",15,9,4161.75,"Below Top Decile"
"12758",116,7,9779.00,"Top Decile (Spike Zone)"
"12759",51,8,4618.74,"Below Top Decile"
"12760",455,1,317.80,"Below Top Decile"
"12761",464,1,712.95,"Below Top Decile"
"12762",7,2,1702.52,"Below Top Decile"
"12763",137,2,494.08,"Below Top Decile"
"12764",316,1,1693.88,"Below Top Decile"
"12765",471,6,1299.58,"Below Top Decile"
"12766",3,9,8093.14,"Top Decile (Spike Zone)"
"12767",375,1,949.82,"Below Top Decile"
"12768",431,1,0.00,"Below Top Decile"
"12769",238,1,1143.60,"Below Top Decile"
"12770",210,2,2981.45,"Below Top Decile"
"12771",464,1,206.50,"Below Top Decile"
"12772",59,1,752.47,"Below Top Decile"
"12773",563,1,0.00,"Below Top Decile"
"12774",535,1,83.70,"Below Top Decile"
"12775",16,7,1516.32,"Below Top Decile"
"12776",667,1,27.50,"Below Top Decile"
"12777",457,1,519.45,"Below Top Decile"
"12778",19,9,1541.68,"Below Top Decile"
"12779",20,14,6158.60,"Top Decile (Spike Zone)"
"12780",598,1,322.40,"Below Top Decile"
"12781",21,2,671.72,"Below Top Decile"
"12782",4,11,3770.04,"Below Top Decile"
"12783",1,4,1295.87,"Below Top Decile"
"12784",14,2,1511.15,"Below Top Decile"
"12785",2,3,883.31,"Below Top Decile"
"12786",609,1,668.50,"Below Top Decile"
"12787",9,4,799.18,"Below Top Decile"
"12788",462,4,384.90,"Below Top Decile"
"12789",64,3,225.35,"Below Top Decile"
"12790",191,2,518.45,"Below Top Decile"
"12791",373,5,656.83,"Below Top Decile"
"12792",256,2,715.01,"Below Top Decile"
"12793",334,3,745.53,"Below Top Decile"
"12794",52,2,860.41,"Below Top Decile"
"12795",18,1,318.48,"Below Top Decile"
"12796",627,1,351.00,"Below Top Decile"
"12797",359,2,387.43,"Below Top Decile"
"12798",9,4,8510.93,"Top Decile (Spike Zone)"
"12799",528,1,219.35,"Below Top Decile"
"12800",469,2,500.25,"Below Top Decile"
"12801",477,1,831.87,"Below Top Decile"
"12802",183,5,2120.42,"Below Top Decile"
"12803",392,1,1017.81,"Below Top Decile"
"12804",465,2,325.37,"Below Top Decile"
"12805",381,4,1230.95,"Below Top Decile"
"12806",571,2,2558.96,"Below Top Decile"
"12807",382,1,229.95,"Below Top Decile"
"12808",36,5,748.70,"Below Top Decile"
"12809",167,3,1333.74,"Below Top Decile"
"12810",534,2,534.99,"Below Top Decile"
"12811",261,4,893.90,"Below Top Decile"
"12812",44,1,229.64,"Below Top Decile"
"12813",501,3,1621.80,"Below Top Decile"
"12814",101,1,85.92,"Below Top Decile"
"12815",147,2,863.46,"Below Top Decile"
"12816",95,2,452.20,"Below Top Decile"
"12817",280,3,570.98,"Below Top Decile"
"12818",177,1,1157.88,"Below Top Decile"
"12819",457,1,540.52,"Below Top Decile"
"12820",2,11,2647.94,"Below Top Decile"
"12821",213,2,220.80,"Below Top Decile"
"12822",70,2,918.98,"Below Top Decile"
"12823",74,18,6501.50,"Top Decile (Spike Zone)"
"12824",59,1,397.12,"Below Top Decile"
"12825",520,2,518.63,"Below Top Decile"
"12826",2,12,2784.20,"Below Top Decile"
"12827",5,3,430.15,"Below Top Decile"
"12828",2,6,1018.71,"Below Top Decile"
"12829",321,3,345.35,"Below Top Decile"
"12830",37,6,6814.64,"Top Decile (Spike Zone)"
"12831",261,3,451.11,"Below Top Decile"
"12832",31,2,383.03,"Below Top Decile"
"12833",144,1,417.38,"Below Top Decile"
"12834",282,1,312.38,"Below Top Decile"
"12835",417,41,5972.19,"Top Decile (Spike Zone)"
"12836",58,15,6520.58,"Top Decile (Spike Zone)"
"12837",172,2,662.66,"Below Top Decile"
"12838",33,10,2953.46,"Below Top Decile"
"12839",2,26,9529.72,"Top Decile (Spike Zone)"
"12840",143,7,4013.87,"Below Top Decile"
"12841",4,40,6808.00,"Top Decile (Spike Zone)"
"12842",69,4,1917.99,"Below Top Decile"
"12843",65,28,6219.07,"Top Decile (Spike Zone)"
"12844",28,4,648.60,"Below Top Decile"
"12845",266,4,354.09,"Below Top Decile"
"12847",21,2,1609.00,"Below Top Decile"
"12848",675,1,208.00,"Below Top Decile"
"12849",30,6,3015.98,"Below Top Decile"
"12850",445,1,330.00,"Below Top Decile"
"12851",96,2,280.76,"Below Top Decile"
"12852",289,1,299.75,"Below Top Decile"
"12853",107,11,3728.50,"Below Top Decile"
"12854",78,7,2899.32,"Below Top Decile"
"12855",372,4,612.84,"Below Top Decile"
"12856",7,6,2153.53,"Below Top Decile"
"12857",210,6,3684.25,"Below Top Decile"
"12858",382,1,147.27,"Below Top Decile"
"12859",458,1,575.10,"Below Top Decile"
"12860",692,1,54.22,"Below Top Decile"
"12861",619,1,68.25,"Below Top Decile"
"12862",425,2,984.62,"Below Top Decile"
"12863",51,6,2775.55,"Below Top Decile"
"12864",137,2,299.57,"Below Top Decile"
"12865",25,4,3303.31,"Below Top Decile"
"12866",282,3,1092.35,"Below Top Decile"
"12867",25,13,7782.91,"Top Decile (Spike Zone)"
"12868",185,8,2043.76,"Below Top Decile"
"12869",681,1,337.67,"Below Top Decile"
"12870",365,3,1662.05,"Below Top Decile"
"12871",83,3,744.02,"Below Top Decile"
"12872",326,12,3276.81,"Below Top Decile"
"12873",281,3,2027.30,"Below Top Decile"
"12874",384,2,858.42,"Below Top Decile"
"12875",142,5,1356.99,"Below Top Decile"
"12876",57,4,3738.59,"Below Top Decile"
"12877",3,20,2942.14,"Below Top Decile"
"12878",17,2,841.64,"Below Top Decile"
"12879",44,3,552.57,"Below Top Decile"
"12880",381,2,640.13,"Below Top Decile"
"12881",275,1,298.00,"Below Top Decile"
"12882",8,2,1463.04,"Below Top Decile"
"12883",24,4,703.47,"Below Top Decile"
"12884",87,1,309.05,"Below Top Decile"
"12885",62,3,1158.27,"Below Top Decile"
"12886",67,2,1351.09,"Below Top Decile"
"12887",383,1,222.40,"Below Top Decile"
"12888",213,2,313.77,"Below Top Decile"
"12889",380,4,365.66,"Below Top Decile"
"12890",23,2,706.02,"Below Top Decile"
"12891",185,11,819.50,"Below Top Decile"
"12892",396,1,263.38,"Below Top Decile"
"12893",30,1,176.55,"Below Top Decile"
"12894",574,1,157.35,"Below Top Decile"
"12895",41,2,347.30,"Below Top Decile"
"12897",204,4,514.25,"Below Top Decile"
"12898",463,2,296.21,"Below Top Decile"
"12899",413,1,366.40,"Below Top Decile"
"12900",421,1,340.33,"Below Top Decile"
"12901",8,28,16316.14,"Top Decile (Spike Zone)"
"12902",264,1,138.68,"Below Top Decile"
"12903",428,1,833.53,"Below Top Decile"
"12904",17,2,496.06,"Below Top Decile"
"12905",576,2,1011.82,"Below Top Decile"
"12906",11,5,2919.81,"Below Top Decile"
"12907",395,2,440.36,"Below Top Decile"
"12908",175,5,1386.00,"Below Top Decile"
"12909",39,8,3034.77,"Below Top Decile"
"12910",22,13,5747.02,"Top Decile (Spike Zone)"
"12911",551,1,1651.72,"Below Top Decile"
"12912",2,5,1662.30,"Below Top Decile"
"12913",4,13,6283.24,"Top Decile (Spike Zone)"
"12914",400,1,223.98,"Below Top Decile"
"12915",148,4,885.20,"Below Top Decile"
"12916",138,7,4455.93,"Below Top Decile"
"12917",127,6,4329.50,"Below Top Decile"
"12919",7,6,1301.44,"Below Top Decile"
"12920",16,4,486.64,"Below Top Decile"
"12921",3,74,33951.65,"Top Decile (Spike Zone)"
"12922",160,1,405.38,"Below Top Decile"
"12923",63,3,769.17,"Below Top Decile"
"12924",87,12,2415.20,"Below Top Decile"
"12925",4,3,729.33,"Below Top Decile"
"12926",410,4,1523.59,"Below Top Decile"
"12927",394,1,197.31,"Below Top Decile"
"12928",34,12,4304.89,"Below Top Decile"
"12929",121,1,105.10,"Below Top Decile"
"12930",77,2,409.90,"Below Top Decile"
"12931",21,57,71546.97,"Top Decile (Spike Zone)"
"12932",538,8,1698.56,"Below Top Decile"
"12933",23,8,1576.88,"Below Top Decile"
"12934",736,1,181.65,"Below Top Decile"
"12935",1,15,4182.01,"Below Top Decile"
"12936",16,4,1012.90,"Below Top Decile"
"12937",14,9,3097.61,"Below Top Decile"
"12938",25,1,114.14,"Below Top Decile"
"12939",63,20,25264.80,"Top Decile (Spike Zone)"
"12940",45,2,862.44,"Below Top Decile"
"12941",723,1,377.49,"Below Top Decile"
"12942",130,3,675.60,"Below Top Decile"
"12943",300,2,489.00,"Below Top Decile"
"12944",35,2,604.51,"Below Top Decile"
"12945",287,2,900.11,"Below Top Decile"
"12946",436,1,324.45,"Below Top Decile"
"12947",143,6,1407.29,"Below Top Decile"
"12948",15,9,2306.18,"Below Top Decile"
"12949",30,22,15391.00,"Top Decile (Spike Zone)"
"12950",1,3,1843.00,"Below Top Decile"
"12951",8,15,3164.42,"Below Top Decile"
"12952",5,4,1382.84,"Below Top Decile"
"12953",9,2,828.81,"Below Top Decile"
"12954",638,1,162.45,"Below Top Decile"
"12955",0,11,4734.26,"Below Top Decile"
