"customer_id","total_line_items","cancelled_line_items","line_item_return_rate"
"16062.0",185,0,0.0000
"16032.0",212,0,0.0000
"15446.0",116,2,0.0172
"13282.0",54,3,0.0556
"12961.0",40,0,0.0000
"15982.0",45,0,0.0000
"14243.0",382,11,0.0288
"15768.0",1241,3,0.0024
"14664.0",99,0,0.0000
"13257.0",9,2,0.2222
"12930.0",27,2,0.0741
"13208.0",255,1,0.0039
"12421.0",67,2,0.0299
"12346.0",48,14,0.2917
"14301.0",60,7,0.1167
"15200.0",30,0,0.0000
"17082.0",170,0,0.0000
"13273.0",16,0,0.0000
"16839.0",390,35,0.0897
"16978.0",67,0,0.0000
"16470.0",484,1,0.0021
"18194.0",30,2,0.0667
"15777.0",41,2,0.0488
"14843.0",9,0,0.0000
"13327.0",346,4,0.0116
"16277.0",23,0,0.0000
"14152.0",135,2,0.0148
"16552.0",22,0,0.0000
"13429.0",67,0,0.0000
"12878.0",49,2,0.0408
"12697.0",43,2,0.0465
"12488.0",55,0,0.0000
"15528.0",26,0,0.0000
"13260.0",8,0,0.0000
"15439.0",57,0,0.0000
"17830.0",23,0,0.0000
"13645.0",5,0,0.0000
"16335.0",367,1,0.0027
"15714.0",49,0,0.0000
"14960.0",27,0,0.0000
"14183.0",35,0,0.0000
"14966.0",160,0,0.0000
"13126.0",260,9,0.0346
"16116.0",35,1,0.0286
"12446.0",58,0,0.0000
"15885.0",122,7,0.0574
"17455.0",8,0,0.0000
"18188.0",135,2,0.0148
"16388.0",13,0,0.0000
"13862.0",163,3,0.0184
"15766.0",28,2,0.0714
"13949.0",160,0,0.0000
"13361.0",34,0,0.0000
"13194.0",10,0,0.0000
"18262.0",42,0,0.0000
"13720.0",43,0,0.0000
"13881.0",467,10,0.0214
"15677.0",72,0,0.0000
"15754.0",135,4,0.0296
"16670.0",506,21,0.0415
"12547.0",21,0,0.0000
"13081.0",2430,72,0.0296
"16040.0",128,3,0.0234
"15529.0",812,2,0.0025
"14832.0",3,2,0.6667
"18022.0",496,0,0.0000
"16143.0",244,5,0.0205
"14062.0",348,5,0.0144
"12992.0",6,0,0.0000
"17882.0",56,0,0.0000
"14563.0",115,0,0.0000
"13487.0",49,0,0.0000
"13475.0",86,0,0.0000
"16694.0",3,0,0.0000
"17722.0",224,5,0.0223
"15835.0",50,0,0.0000
"13726.0",42,0,0.0000
"13373.0",358,0,0.0000
"14922.0",50,0,0.0000
"16660.0",25,1,0.0400
"16053.0",197,3,0.0152
"13069.0",1163,47,0.0404
"15165.0",54,0,0.0000
"15277.0",26,0,0.0000
"15427.0",306,0,0.0000
"15606.0",159,14,0.0881
"12784.0",131,0,0.0000
"14162.0",25,0,0.0000
"13065.0",77,1,0.0130
"17166.0",14,2,0.1429
"17868.0",19,0,0.0000
"16209.0",67,0,0.0000
"13570.0",27,0,0.0000
"13497.0",69,2,0.0290
"14141.0",46,6,0.1304
"13534.0",461,69,0.1497
"17901.0",22,0,0.0000
"17184.0",14,0,0.0000
"16118.0",47,6,0.1277
"16987.0",267,1,0.0037
"13041.0",35,0,0.0000
"17544.0",92,0,0.0000
"15195.0",1,0,0.0000
"13739.0",6,0,0.0000
"15583.0",46,0,0.0000
"13048.0",273,5,0.0183
"17494.0",3,0,0.0000
"12402.0",71,1,0.0141
"14181.0",54,0,0.0000
"14578.0",24,0,0.0000
"16737.0",2,0,0.0000
"13873.0",61,1,0.0164
"17680.0",21,1,0.0476
"13049.0",28,2,0.0714
"16532.0",6,0,0.0000
"12565.0",10,1,0.1000
"14928.0",24,3,0.1250
"14618.0",54,3,0.0556
"15240.0",245,21,0.0857
"16637.0",72,3,0.0417
"17878.0",85,0,0.0000
"13325.0",12,0,0.0000
"15828.0",74,0,0.0000
"15707.0",214,0,0.0000
"14437.0",50,2,0.0400
"12949.0",725,10,0.0138
"12538.0",34,0,0.0000
"17036.0",12,0,0.0000
"14115.0",22,0,0.0000
"15219.0",26,0,0.0000
"12870.0",97,4,0.0412
"16089.0",50,0,0.0000
"16411.0",207,0,0.0000
"17513.0",18,0,0.0000
"15161.0",33,0,0.0000
"14989.0",18,0,0.0000
"16154.0",1,1,1.0000
"15259.0",57,0,0.0000
"12864.0",7,0,0.0000
"13577.0",174,6,0.0345
"17154.0",23,0,0.0000
"14870.0",69,4,0.0580
"16930.0",54,0,0.0000
"12376.0",13,0,0.0000
"17874.0",47,1,0.0213
"16474.0",368,8,0.0217
"14899.0",137,0,0.0000
"14277.0",468,86,0.1838
"14144.0",1,0,0.0000
"17141.0",174,0,0.0000
"15076.0",82,2,0.0244
"17778.0",10,0,0.0000
"16012.0",241,0,0.0000
"15503.0",123,0,0.0000
"14070.0",42,0,0.0000
"14017.0",14,0,0.0000
"15545.0",112,0,0.0000
"14582.0",6,0,0.0000
"15805.0",558,27,0.0484
"16935.0",73,0,0.0000
"17378.0",2,1,0.5000
"16427.0",9,0,0.0000
"17259.0",330,0,0.0000
"16256.0",30,1,0.0333
"15970.0",24,0,0.0000
"12623.0",176,2,0.0114
"14034.0",92,3,0.0326
"17213.0",298,17,0.0570
"17085.0",1005,8,0.0080
"16896.0",18,0,0.0000
"14248.0",47,0,0.0000
"15862.0",581,0,0.0000
"12550.0",57,0,0.0000
"16446.0",5,2,0.4000
"16140.0",73,2,0.0274
"14012.0",11,0,0.0000
"17414.0",21,0,0.0000
"14054.0",6,0,0.0000
"15335.0",36,0,0.0000
"13470.0",10,0,0.0000
"16312.0",10,0,0.0000
"16172.0",113,0,0.0000
"12825.0",24,0,0.0000
"12931.0",282,64,0.2270
"15167.0",313,0,0.0000
"17373.0",91,0,0.0000
"12939.0",86,0,0.0000
"18204.0",202,2,0.0099
"15005.0",2548,94,0.0369
"12860.0",17,0,0.0000
"17362.0",146,2,0.0137
"16763.0",45,1,0.0222
"17109.0",144,4,0.0278
"15804.0",274,11,0.0401
"13238.0",48,1,0.0208
"16251.0",20,0,0.0000
"16045.0",159,11,0.0692
"14695.0",95,9,0.0947
"14334.0",260,2,0.0077
"14692.0",164,1,0.0061
"15491.0",155,1,0.0065
"16669.0",162,2,0.0123
"15313.0",1,0,0.0000
"15743.0",88,0,0.0000
"13812.0",36,0,0.0000
"16969.0",42,0,0.0000
"13781.0",58,1,0.0172
"13915.0",4,2,0.5000
"14939.0",1,1,1.0000
"14938.0",76,5,0.0658
"17848.0",169,1,0.0059
"15782.0",63,2,0.0317
"16308.0",7,0,0.0000
"14180.0",312,11,0.0353
"16329.0",115,0,0.0000
"14274.0",15,0,0.0000
"12409.0",272,8,0.0294
"14255.0",4,3,0.7500
"12433.0",707,1,0.0014
"17255.0",190,0,0.0000
"15962.0",58,0,0.0000
"13571.0",676,0,0.0000
"13688.0",5,0,0.0000
"15058.0",358,1,0.0028
"14970.0",127,14,0.1102
"15869.0",35,0,0.0000
"16295.0",79,0,0.0000
"15081.0",111,2,0.0180
"17095.0",142,5,0.0352
"13825.0",40,0,0.0000
"15926.0",7,0,0.0000
"13097.0",1042,25,0.0240
"15922.0",24,2,0.0833
"14182.0",52,2,0.0385
"17960.0",37,0,0.0000
"14774.0",13,0,0.0000
"15643.0",36,3,0.0833
"14934.0",248,63,0.2540
"17056.0",8,0,0.0000
"16315.0",23,0,0.0000
"13777.0",434,43,0.0991
"13548.0",187,0,0.0000
"18001.0",140,0,0.0000
"12506.0",23,0,0.0000
"13134.0",128,7,0.0547
"18010.0",14,0,0.0000
"14645.0",54,6,0.1111
"15614.0",85,4,0.0471
"14426.0",651,47,0.0722
"13383.0",1,0,0.0000
"14547.0",367,1,0.0027
"15087.0",15,0,0.0000
"12443.0",21,0,0.0000
"12793.0",51,0,0.0000
"15193.0",19,0,0.0000
"14103.0",1,0,0.0000
"15941.0",10,4,0.4000
"17101.0",73,0,0.0000
"14201.0",57,2,0.0351
"17337.0",548,5,0.0091
"16550.0",839,26,0.0310
"15901.0",173,2,0.0116
"13461.0",66,4,0.0606
"14684.0",519,0,0.0000
"12641.0",10,0,0.0000
"14614.0",19,0,0.0000
"15399.0",50,0,0.0000
"16803.0",24,0,0.0000
"17120.0",18,0,0.0000
"14378.0",9,0,0.0000
"17277.0",69,0,0.0000
"13285.0",231,0,0.0000
"18144.0",87,0,0.0000
"17397.0",138,0,0.0000
"14230.0",33,0,0.0000
"13267.0",453,27,0.0596
"17482.0",54,0,0.0000
"14814.0",32,0,0.0000
"14000.0",52,3,0.0577
"16370.0",228,0,0.0000
"15332.0",189,0,0.0000
"15310.0",45,0,0.0000
"16031.0",100,0,0.0000
"17528.0",260,7,0.0269
"17040.0",16,0,0.0000
"17390.0",12,0,0.0000
"13160.0",4,0,0.0000
"15809.0",67,9,0.1343
"17754.0",232,4,0.0172
"12954.0",10,0,0.0000
"15551.0",153,2,0.0131
"15483.0",290,0,0.0000
"17034.0",65,6,0.0923
"16206.0",245,1,0.0041
"13565.0",60,0,0.0000
"14585.0",111,0,0.0000
"15479.0",9,0,0.0000
"17656.0",82,0,0.0000
"16734.0",53,0,0.0000
"14060.0",272,2,0.0074
"18102.0",1068,10,0.0094
"16022.0",76,0,0.0000
"14023.0",31,0,0.0000
"16976.0",2,0,0.0000
"15052.0",30,0,0.0000
"12351.0",21,0,0.0000
"13042.0",200,1,0.0050
"16005.0",515,1,0.0019
"15307.0",12,0,0.0000
"16217.0",19,4,0.2105
"17388.0",57,0,0.0000
"12480.0",245,3,0.0122
"13617.0",108,1,0.0093
"13347.0",8,0,0.0000
"13848.0",11,0,0.0000
"18007.0",51,0,0.0000
"17072.0",22,0,0.0000
"17385.0",47,0,0.0000
"13875.0",270,0,0.0000
"13986.0",13,0,0.0000
"14594.0",84,0,0.0000
"18132.0",66,0,0.0000
"14687.0",40,0,0.0000
"17499.0",73,2,0.0274
"15201.0",131,31,0.2366
"16151.0",1,1,1.0000
"13237.0",24,0,0.0000
"16069.0",25,0,0.0000
"17995.0",29,0,0.0000
"18182.0",10,0,0.0000
"16639.0",83,2,0.0241
"18077.0",377,0,0.0000
"15088.0",60,3,0.0500
"16486.0",7,0,0.0000
"17092.0",400,3,0.0075
"17732.0",143,3,0.0210
"15763.0",63,2,0.0317
"16314.0",62,0,0.0000
"15057.0",71,1,0.0141
"13377.0",81,3,0.0370
"18274.0",22,11,0.5000
"14442.0",190,7,0.0368
"13480.0",41,0,0.0000
"12766.0",459,4,0.0087
"16641.0",36,0,0.0000
"16764.0",718,12,0.0167
"15793.0",31,1,0.0323
"13364.0",20,10,0.5000
"13524.0",27,0,0.0000
"15367.0",281,2,0.0071
"17776.0",85,1,0.0118
"13421.0",275,3,0.0109
"14631.0",92,1,0.0109
"16013.0",251,31,0.1235
"14150.0",26,0,0.0000
"17746.0",40,4,0.1000
"17165.0",103,3,0.0291
"18252.0",139,1,0.0072
"13411.0",18,0,0.0000
"16208.0",253,0,0.0000
"13053.0",17,0,0.0000
"15362.0",40,0,0.0000
"16695.0",36,0,0.0000
"12650.0",20,0,0.0000
"14884.0",8,0,0.0000
"13176.0",72,0,0.0000
"15015.0",308,12,0.0390
"17355.0",37,0,0.0000
"17416.0",600,3,0.0050
"17163.0",30,0,0.0000
"15974.0",177,1,0.0056
"16893.0",135,0,0.0000
"16593.0",80,2,0.0250
"12543.0",43,0,0.0000
"17984.0",251,0,0.0000
"14941.0",7,0,0.0000
"17481.0",83,1,0.0120
"13888.0",184,0,0.0000
"14032.0",255,11,0.0431
"13337.0",90,3,0.0333
"15086.0",11,0,0.0000
"17802.0",559,19,0.0340
"17922.0",8,0,0.0000
"14304.0",99,11,0.1111
"17361.0",58,0,0.0000
"14215.0",193,1,0.0052
"15742.0",41,0,0.0000
"15586.0",39,1,0.0256
"18164.0",25,1,0.0400
"14836.0",6,0,0.0000
"16139.0",57,0,0.0000
"17548.0",53,19,0.3585
"18053.0",35,3,0.0857
"12498.0",23,0,0.0000
"17953.0",21,0,0.0000
"17625.0",703,0,0.0000
"17363.0",36,0,0.0000
"16876.0",32,0,0.0000
"13722.0",190,1,0.0053
"16036.0",140,0,0.0000
"16039.0",33,1,0.0303
"16286.0",19,2,0.1053
"18236.0",98,0,0.0000
"15105.0",151,0,0.0000
"14471.0",41,0,0.0000
"13921.0",45,1,0.0222
"14406.0",8,0,0.0000
"13305.0",206,0,0.0000
"15357.0",1,1,1.0000
"14783.0",18,1,0.0556
"17865.0",1062,44,0.0414
"17985.0",23,0,0.0000
"16851.0",20,0,0.0000
"14125.0",167,0,0.0000
"14221.0",349,2,0.0057
"12769.0",32,0,0.0000
"16990.0",2,0,0.0000
"16383.0",423,5,0.0118
"12582.0",103,0,0.0000
"13395.0",81,0,0.0000
"13592.0",16,0,0.0000
"16478.0",17,0,0.0000
"15909.0",7,0,0.0000
"16276.0",26,0,0.0000
"16726.0",270,0,0.0000
"14389.0",118,31,0.2627
"16723.0",130,0,0.0000
"18113.0",2,0,0.0000
"15009.0",182,0,0.0000
"17858.0",397,2,0.0050
"12593.0",21,0,0.0000
"14326.0",58,1,0.0172
"15663.0",9,0,0.0000
"14801.0",59,0,0.0000
"18141.0",44,2,0.0455
"18081.0",17,0,0.0000
"12937.0",217,0,0.0000
"14715.0",138,0,0.0000
"16782.0",1900,17,0.0089
"12988.0",92,0,0.0000
"15457.0",58,0,0.0000
"17168.0",21,0,0.0000
"13817.0",24,0,0.0000
"17395.0",3,0,0.0000
"17958.0",36,0,0.0000
"15914.0",13,0,0.0000
"17932.0",90,0,0.0000
"12673.0",74,0,0.0000
"17872.0",15,0,0.0000
"15972.0",145,0,0.0000
"12863.0",49,1,0.0204
"14820.0",64,0,0.0000
"13810.0",36,1,0.0278
"14371.0",4,0,0.0000
"15864.0",27,4,0.1481
"13823.0",166,3,0.0181
"15946.0",26,0,0.0000
"12716.0",69,0,0.0000
"13606.0",43,0,0.0000
"13864.0",1,0,0.0000
"14672.0",106,0,0.0000
"12361.0",29,0,0.0000
"14069.0",42,0,0.0000
"13079.0",17,0,0.0000
"14896.0",295,8,0.0271
"15033.0",513,3,0.0058
"17649.0",101,3,0.0297
"15685.0",17,0,0.0000
"14978.0",295,2,0.0068
"13212.0",143,1,0.0070
"12428.0",300,6,0.0200
"14228.0",38,0,0.0000
"14120.0",1,1,1.0000
"17324.0",153,1,0.0065
"12948.0",127,2,0.0157
"18145.0",406,1,0.0025
"13553.0",94,0,0.0000
"13807.0",34,2,0.0588
"17630.0",26,0,0.0000
"14817.0",234,4,0.0171
"17760.0",77,1,0.0130
"13893.0",21,0,0.0000
"17592.0",26,13,0.5000
"16130.0",55,0,0.0000
"16445.0",192,0,0.0000
"12986.0",142,40,0.2817
"13882.0",66,1,0.0152
"18020.0",14,2,0.1429
"13557.0",183,3,0.0164
"15979.0",22,0,0.0000
"12637.0",639,4,0.0063
"17795.0",46,0,0.0000
"15588.0",4,0,0.0000
"13164.0",12,2,0.1667
"17971.0",21,0,0.0000
"12456.0",129,4,0.0310
"12588.0",48,2,0.0417
"15163.0",29,0,0.0000
"12410.0",42,2,0.0476
"14792.0",4,2,0.5000
"16396.0",12,4,0.3333
"14717.0",12,1,0.0833
"18093.0",63,2,0.0317
"12700.0",270,2,0.0074
"15237.0",99,0,0.0000
"13768.0",43,10,0.2326
"13322.0",25,0,0.0000
"15273.0",1,0,0.0000
"14785.0",3,0,0.0000
"14758.0",136,0,0.0000
"12391.0",287,6,0.0209
"14030.0",870,4,0.0046
"18099.0",19,0,0.0000
"14681.0",20,0,0.0000
"15943.0",12,0,0.0000
"15731.0",8,0,0.0000
"18008.0",102,0,0.0000
"16774.0",136,1,0.0074
"14704.0",483,0,0.0000
"17051.0",157,0,0.0000
"12711.0",60,0,0.0000
"15391.0",13,1,0.0769
"15103.0",35,0,0.0000
"14447.0",106,0,0.0000
"17779.0",84,2,0.0238
"12844.0",103,0,0.0000
"15791.0",180,13,0.0722
"16071.0",73,0,0.0000
"15171.0",7,2,0.2857
"15078.0",812,19,0.0234
"16955.0",60,3,0.0500
"17584.0",125,1,0.0080
"15527.0",355,24,0.0676
"17815.0",13,0,0.0000
"14739.0",259,3,0.0116
"14666.0",14,0,0.0000
"14420.0",97,4,0.0412
"16491.0",88,1,0.0114
"14696.0",176,4,0.0227
"15223.0",46,12,0.2609
"12974.0",32,0,0.0000
"12718.0",19,0,0.0000
"14019.0",68,2,0.0294
"13087.0",15,0,0.0000
"15364.0",29,0,0.0000
"17497.0",7,0,0.0000
"18258.0",53,3,0.0566
"15626.0",82,2,0.0244
"13780.0",100,0,0.0000
"13458.0",497,12,0.0241
"15271.0",628,4,0.0064
"15712.0",167,1,0.0060
"13895.0",188,2,0.0106
"15134.0",85,0,0.0000
"15591.0",7,0,0.0000
"14787.0",15,0,0.0000
"16916.0",264,0,0.0000
"15600.0",74,3,0.0405
"13758.0",315,6,0.0190
"13073.0",27,0,0.0000
"14964.0",13,0,0.0000
"13463.0",1,1,1.0000
"17014.0",75,1,0.0133
"14935.0",26,0,0.0000
"13918.0",30,0,0.0000
"15925.0",12,0,0.0000
"13727.0",85,1,0.0118
"12993.0",82,6,0.0732
"15744.0",3,0,0.0000
"12861.0",4,0,0.0000
"16099.0",70,1,0.0143
"15455.0",2,0,0.0000
"15856.0",1172,11,0.0094
"16882.0",39,0,0.0000
"14576.0",2,0,0.0000
"13861.0",23,2,0.0870
"13835.0",73,2,0.0274
"12685.0",157,0,0.0000
"12596.0",27,0,0.0000
"14753.0",48,0,0.0000
"18073.0",76,3,0.0395
"16064.0",18,0,0.0000
"14093.0",105,0,0.0000
"12388.0",146,0,0.0000
"18193.0",73,3,0.0411
"13508.0",28,0,0.0000
"12501.0",160,11,0.0688
"18024.0",22,1,0.0455
"13544.0",259,1,0.0039
"12900.0",13,0,0.0000
"15562.0",34,0,0.0000
"15488.0",11,0,0.0000
"15324.0",8,0,0.0000
"13308.0",74,3,0.0405
"15152.0",308,8,0.0260
"13186.0",84,5,0.0595
"14002.0",47,0,0.0000
"14980.0",24,0,0.0000
"17433.0",93,0,0.0000
"15664.0",74,4,0.0541
"15424.0",33,0,0.0000
"14680.0",1458,166,0.1139
"17834.0",59,0,0.0000
"17321.0",295,0,0.0000
"16731.0",43,0,0.0000
"13703.0",73,36,0.4932
"14971.0",160,0,0.0000
"14045.0",43,4,0.0930
"17244.0",120,0,0.0000
"15552.0",30,0,0.0000
"15781.0",21,1,0.0476
"17935.0",66,2,0.0303
"13634.0",478,28,0.0586
"13180.0",4,0,0.0000
"17222.0",113,0,0.0000
"14238.0",13,0,0.0000
"13133.0",12,0,0.0000
"17068.0",1027,3,0.0029
"16862.0",35,0,0.0000
"17181.0",30,0,0.0000
"16928.0",342,7,0.0205
"12942.0",91,0,0.0000
"14412.0",86,2,0.0233
"15594.0",104,1,0.0096
"12975.0",118,6,0.0508
"14047.0",171,7,0.0409
"16677.0",49,2,0.0408
"17712.0",29,0,0.0000
"16556.0",500,18,0.0360
"12397.0",126,0,0.0000
"17028.0",95,0,0.0000
"17484.0",14,0,0.0000
"13649.0",126,0,0.0000
"16681.0",49,0,0.0000
"16741.0",11,0,0.0000
"17697.0",19,0,0.0000
"13874.0",73,4,0.0548
"18079.0",140,0,0.0000
"13994.0",155,0,0.0000
"13214.0",229,0,0.0000
"15020.0",28,0,0.0000
"15659.0",21,0,0.0000
"16853.0",2,2,1.0000
"17089.0",4,0,0.0000
"15599.0",83,0,0.0000
"14428.0",148,4,0.0270
"18197.0",11,2,0.1818
"15508.0",92,0,0.0000
"15104.0",71,2,0.0282
"18039.0",168,0,0.0000
"16413.0",69,0,0.0000
"14090.0",1,0,0.0000
"15944.0",38,0,0.0000
"16441.0",87,1,0.0115
"14633.0",20,0,0.0000
"16408.0",45,0,0.0000
"12771.0",16,1,0.0625
"17439.0",8,0,0.0000
"16072.0",556,0,0.0000
"15469.0",47,4,0.0851
"16954.0",207,1,0.0048
"16837.0",166,1,0.0060
"13173.0",252,2,0.0079
"17012.0",42,0,0.0000
"15428.0",44,0,0.0000
"16385.0",137,0,0.0000
"13231.0",1,1,1.0000
"17811.0",1204,22,0.0183
"13685.0",39,0,0.0000
"16814.0",805,1,0.0012
"17098.0",18,0,0.0000
"14509.0",25,0,0.0000
"15264.0",57,2,0.0351
"16203.0",78,1,0.0128
"14041.0",21,0,0.0000
"12363.0",23,0,0.0000
"13783.0",10,0,0.0000
"12645.0",163,3,0.0184
"16757.0",15,0,0.0000
"15822.0",72,7,0.0972
"16873.0",524,12,0.0229
"16961.0",55,3,0.0545
"12799.0",15,0,0.0000
"15820.0",17,0,0.0000
"16184.0",46,1,0.0217
"14700.0",170,0,0.0000
"14136.0",108,2,0.0185
"15262.0",26,0,0.0000
"14529.0",229,0,0.0000
"13779.0",27,0,0.0000
"17045.0",53,0,0.0000
"14211.0",253,13,0.0514
"14473.0",7,0,0.0000
"13016.0",47,0,0.0000
"12995.0",5,2,0.4000
"13306.0",4,0,0.0000
"14289.0",47,0,0.0000
"14921.0",78,0,0.0000
"17309.0",37,0,0.0000
"15008.0",12,0,0.0000
"15803.0",51,0,0.0000
"16115.0",428,0,0.0000
"17887.0",10,0,0.0000
"13089.0",3438,75,0.0218
"13621.0",19,0,0.0000
"14193.0",64,0,0.0000
"13996.0",33,0,0.0000
"18151.0",107,1,0.0093
"12522.0",12,0,0.0000
"12633.0",313,7,0.0224
"15725.0",32,0,0.0000
"18266.0",14,0,0.0000
"17601.0",76,0,0.0000
"16863.0",58,2,0.0345
"16889.0",218,0,0.0000
"17598.0",10,0,0.0000
"16390.0",21,0,0.0000
"17268.0",30,0,0.0000
