"customer_id","recency_days","first_transaction_date","attempt_count","is_never_converted"
"17644",0,"2010-02-16 08:44:00",28,False
"13078",0,"2009-12-01 09:06:00",95,False
"13069",0,"2010-06-14 14:27:00",42,False
"17364",0,"2009-12-07 15:28:00",29,False
"13077",0,"2009-12-11 11:17:00",14,False
"17243",0,"2009-12-01 15:36:00",80,False
"17668",0,"2011-11-01 14:45:00",2,False
"17673",0,"2010-03-19 12:17:00",15,False
"17675",0,"2009-12-10 16:10:00",89,False
"14569",0,"2010-04-15 11:49:00",4,False
"15344",0,"2011-09-26 14:48:00",5,False
"12423",0,"2010-08-31 09:31:00",11,False
"16626",0,"2011-03-18 12:27:00",20,False
"15311",0,"2009-12-01 11:21:00",269,False
"14441",0,"2010-01-18 10:40:00",18,False
"17754",0,"2009-12-11 15:52:00",16,False
"13890",0,"2009-12-06 15:15:00",22,False
"17757",0,"2010-01-13 15:56:00",60,False
"12433",0,"2010-08-20 09:23:00",10,False
"15898",0,"2009-12-11 16:11:00",29,False
"12748",0,"2009-12-04 17:31:00",343,False
"13013",0,"2009-12-14 10:34:00",31,False
"14606",0,"2009-12-03 12:40:00",250,False
"13860",0,"2011-09-14 09:27:00",6,False
"15796",0,"2009-12-01 12:18:00",21,False
"13777",0,"2009-12-02 09:47:00",72,False
"16933",0,"2009-12-09 15:03:00",16,False
"14911",0,"2009-12-01 11:41:00",466,False
"13883",0,"2009-12-23 10:00:00",25,False
"12713",0,"2011-12-09 12:16:00",1,False
"16558",0,"2009-12-03 18:11:00",47,False
"12985",0,"2011-11-11 12:44:00",3,False
"16401",0,"2010-06-02 13:13:00",38,False
"13798",0,"2009-12-08 16:21:00",124,False
"14796",0,"2009-12-14 15:06:00",39,False
"14621",0,"2009-12-01 13:47:00",16,False
"12680",0,"2011-08-18 15:44:00",4,False
"13298",0,"2011-12-08 13:11:00",1,False
"13113",0,"2010-03-28 16:13:00",59,False
"15208",0,"2010-10-12 12:17:00",7,False
"12662",0,"2010-04-01 09:50:00",22,False
"14653",0,"2009-12-02 11:51:00",11,False
"13426",0,"2009-12-09 15:16:00",23,False
"13680",0,"2009-12-04 14:14:00",13,False
"15189",0,"2010-07-18 13:37:00",58,False
"17490",0,"2010-05-19 12:40:00",13,False
"13404",0,"2011-05-11 11:57:00",2,False
"17924",0,"2010-10-21 12:17:00",14,False
"17144",0,"2011-09-16 12:50:00",2,False
"13521",0,"2011-11-29 15:09:00",3,False
"16892",0,"2009-12-08 14:20:00",9,False
"16358",0,"2010-11-10 11:36:00",6,False
"15156",0,"2011-11-06 12:41:00",3,False
"16954",0,"2010-01-18 14:49:00",21,False
"12476",0,"2010-07-26 09:04:00",33,False
"17949",0,"2009-12-02 11:07:00",128,False
"14702",0,"2009-12-10 20:22:00",32,False
"14730",0,"2011-03-08 12:49:00",8,False
"17001",0,"2010-03-25 12:41:00",19,False
"13102",0,"2010-05-06 13:12:00",42,False
"13263",0,"2010-10-22 17:07:00",38,False
"12526",0,"2011-09-06 14:19:00",3,False
"17491",0,"2010-04-28 11:57:00",18,False
"15804",0,"2011-05-25 10:12:00",19,False
"12518",0,"2011-08-21 13:18:00",5,False
"13269",0,"2009-12-02 11:47:00",30,False
"15694",0,"2009-12-07 15:43:00",28,False
"18102",0,"2009-12-01 09:24:00",147,False
"13098",0,"2011-01-26 13:46:00",41,False
"12955",0,"2011-03-17 09:03:00",14,False
"15484",0,"2009-12-05 15:18:00",7,False
"13026",0,"2009-12-13 11:34:00",12,False
"15755",0,"2009-12-04 08:24:00",20,False
"14397",0,"2011-05-10 12:25:00",23,False
"13536",0,"2011-09-25 13:30:00",7,False
"17526",0,"2009-12-17 16:18:00",16,False
"17436",1,"2009-12-07 12:31:00",7,False
"17434",1,"2011-09-15 13:54:00",9,False
"13534",1,"2010-07-07 15:00:00",60,False
"15520",1,"2011-12-08 10:58:00",1,False
"15950",1,"2010-01-26 10:54:00",13,False
"15525",1,"2010-11-22 12:10:00",5,False
"16779",1,"2009-12-03 13:03:00",62,False
"14904",1,"2010-10-08 12:48:00",4,False
"16393",1,"2009-12-01 12:13:00",30,False
"13394",1,"2009-12-01 11:58:00",23,False
"12437",1,"2009-12-02 16:24:00",45,False
"14251",1,"2011-10-13 12:46:00",5,False
"13769",1,"2009-12-16 11:59:00",29,False
"13767",1,"2009-12-01 10:52:00",96,False
"12462",1,"2011-02-09 14:44:00",4,False
"16210",1,"2009-12-02 12:54:00",35,False
"12471",1,"2009-12-02 14:43:00",120,False
"13756",1,"2009-12-15 15:18:00",25,False
"13408",1,"2009-12-04 09:31:00",127,False
"12358",1,"2009-12-08 07:59:00",5,False
"15701",1,"2011-08-21 12:36:00",4,False
"13924",1,"2011-09-28 15:07:00",11,False
"18109",1,"2010-07-01 12:13:00",45,False
"16426",1,"2011-03-08 15:45:00",10,False
"18092",1,"2009-12-04 12:37:00",20,False
"16442",1,"2009-12-13 11:05:00",5,False
"12523",1,"2009-12-02 10:28:00",30,False
"16161",1,"2010-02-08 11:06:00",56,False
"14189",1,"2010-11-16 09:28:00",25,False
"14739",1,"2009-12-02 13:23:00",28,False
"13954",1,"2011-09-30 10:52:00",3,False
"14204",1,"2009-12-02 13:26:00",4,False
"17097",1,"2010-10-05 14:09:00",10,False
"12558",1,"2011-12-02 10:41:00",2,False
"12569",1,"2011-04-01 13:47:00",33,False
"14719",1,"2011-04-04 14:17:00",6,False
"14191",1,"2009-12-11 10:47:00",17,False
"13870",1,"2010-02-08 12:08:00",18,False
"14698",1,"2011-10-19 12:54:00",5,False
"14291",1,"2009-12-09 10:46:00",25,False
"15159",1,"2010-10-04 09:31:00",38,False
"12615",1,"2009-12-01 12:09:00",11,False
"12621",1,"2010-02-09 12:01:00",44,False
"16523",1,"2009-12-08 14:29:00",39,False
"16891",1,"2009-12-04 12:37:00",11,False
"15187",1,"2011-05-11 13:49:00",17,False
"16525",1,"2009-12-02 13:53:00",54,False
"17870",1,"2010-11-23 11:39:00",14,False
"13436",1,"2011-12-08 10:33:00",1,False
"14646",1,"2009-12-02 16:52:00",153,False
"18273",1,"2010-04-28 12:24:00",4,False
"15214",1,"2011-04-11 09:46:00",8,False
"15237",1,"2011-04-26 15:04:00",4,False
"17856",1,"2011-03-03 11:40:00",6,False
"17841",1,"2009-12-02 15:41:00",287,False
"17830",1,"2011-02-24 10:15:00",3,False
"16368",1,"2010-09-30 11:30:00",3,False
"12747",1,"2009-12-07 13:23:00",32,False
"15877",1,"2011-11-22 11:18:00",3,False
"15883",1,"2011-11-06 14:50:00",2,False
"15298",1,"2009-12-08 17:04:00",29,False
"12347",1,"2010-10-31 14:20:00",8,False
"17735",1,"2010-07-30 13:25:00",29,False
"12783",1,"2011-09-25 15:35:00",4,False
"14032",1,"2009-12-14 12:02:00",25,False
"14138",1,"2011-10-07 09:38:00",2,False
"14135",1,"2009-12-02 08:58:00",25,False
"17677",1,"2009-12-11 13:19:00",90,False
"18223",1,"2009-12-04 12:20:00",51,False
"16019",1,"2009-12-14 14:12:00",35,False
"14217",1,"2010-06-30 12:54:00",33,False
"17631",1,"2009-12-09 14:15:00",7,False
"14520",1,"2011-02-22 09:15:00",2,False
"16672",1,"2011-03-18 10:15:00",22,False
"13468",1,"2009-12-03 13:32:00",86,False
"17602",1,"2010-03-30 17:25:00",18,False
"14132",1,"2011-06-09 12:04:00",12,False
"17590",1,"2011-10-30 14:05:00",3,False
"17266",1,"2010-03-09 10:42:00",5,False
"14395",1,"2010-04-18 13:12:00",24,False
"15443",1,"2010-03-07 12:10:00",16,False
"15453",1,"2011-06-05 12:37:00",7,False
"18210",1,"2010-11-22 09:39:00",7,False
"12935",1,"2010-04-11 15:59:00",19,False
"15471",1,"2010-06-07 12:17:00",3,False
"17522",1,"2011-05-05 16:31:00",5,False
"12950",1,"2011-11-15 13:48:00",3,False
"13314",1,"2011-09-27 10:20:00",4,False
"14129",1,"2010-05-09 14:54:00",9,False
"14085",1,"2009-12-08 13:41:00",33,False
"17449",1,"2009-12-09 14:16:00",14,False
"14442",1,"2010-01-18 12:59:00",12,False
"12375",2,"2011-09-02 14:23:00",3,False
"18237",2,"2011-07-28 13:05:00",5,False
"12417",2,"2009-12-06 10:30:00",27,False
"14794",2,"2010-08-09 15:44:00",13,False
"18154",2,"2010-08-06 09:18:00",5,False
"17238",2,"2009-12-01 10:59:00",32,False
"15498",2,"2009-12-16 17:27:00",48,False
"12912",2,"2011-10-30 11:35:00",5,False
"17835",2,"2011-11-16 16:30:00",3,False
"12362",2,"2011-02-17 10:30:00",13,False
"12709",2,"2009-12-09 13:49:00",53,False
"17232",2,"2011-11-25 12:24:00",2,False
"13109",2,"2010-06-06 12:59:00",7,False
"16569",2,"2009-12-16 15:05:00",5,False
"13949",2,"2011-09-06 11:55:00",6,False
"17412",2,"2009-12-02 13:51:00",19,False
"16817",2,"2010-10-04 09:06:00",18,False
"14708",2,"2010-09-10 10:26:00",6,False
"15194",2,"2009-12-03 10:37:00",39,False
"12650",2,"2011-12-06 16:34:00",1,False
"16191",2,"2009-12-11 12:24:00",39,False
"12720",2,"2010-07-21 09:46:00",39,False
"13323",2,"2011-09-16 13:23:00",5,False
"12989",2,"2009-12-10 13:27:00",39,False
"16539",2,"2010-06-25 15:24:00",10,False
"12839",2,"2009-12-07 09:18:00",30,False
"15195",2,"2011-12-07 12:20:00",1,False
"12826",2,"2009-12-18 10:43:00",14,False
"13089",2,"2009-12-02 15:44:00",247,False
"18272",2,"2010-03-04 12:53:00",11,False
"16554",2,"2009-12-15 09:42:00",18,False
"17049",2,"2010-03-04 10:23:00",25,False
"12442",2,"2011-12-06 14:22:00",1,False
"17091",2,"2009-12-01 13:40:00",23,False
"13507",2,"2011-07-17 11:50:00",4,False
"13267",2,"2009-12-07 16:56:00",50,False
"15136",2,"2011-09-04 16:05:00",5,False
"16571",2,"2010-03-18 09:12:00",17,False
"12583",2,"2009-12-06 11:57:00",30,False
"13225",2,"2009-12-17 09:09:00",17,False
"15822",2,"2009-12-06 14:34:00",8,False
"12967",2,"2010-11-21 11:03:00",5,False
"12828",2,"2011-08-01 16:16:00",6,False
"14298",2,"2009-12-11 13:49:00",84,False
"15622",2,"2010-01-07 13:24:00",30,False
"16201",2,"2010-10-20 12:00:00",6,False
"16711",2,"2009-12-02 13:22:00",10,False
"16000",2,"2011-12-07 12:14:00",3,False
"17883",2,"2010-02-25 20:07:00",8,False
"17017",2,"2009-12-03 13:22:00",40,False
"16143",2,"2009-12-10 09:44:00",16,False
"15984",2,"2009-12-01 13:38:00",32,False
"13743",2,"2011-03-25 14:46:00",8,False
"14673",2,"2010-10-26 10:14:00",7,False
"14868",2,"2010-10-15 14:52:00",13,False
"15814",2,"2010-04-15 14:31:00",8,False
"17705",2,"2010-05-12 09:47:00",12,False
"13014",2,"2010-10-03 11:35:00",18,False
"14907",2,"2009-12-08 18:35:00",23,False
"17042",2,"2011-04-06 14:53:00",5,False
"13362",2,"2010-10-10 15:27:00",10,False
"17511",2,"2009-12-02 10:52:00",84,False
"14503",2,"2011-06-14 10:00:00",6,False
"16016",2,"2010-11-02 13:27:00",14,False
"17119",2,"2011-10-11 11:03:00",3,False
"15023",2,"2010-02-03 15:45:00",23,False
"13685",2,"2011-10-10 12:59:00",7,False
"16987",2,"2009-12-02 14:34:00",12,False
"14769",2,"2009-12-16 09:17:00",21,False
"14534",2,"2010-03-15 14:16:00",38,False
"14527",2,"2009-12-02 12:06:00",140,False
"16678",2,"2011-03-02 09:24:00",15,False
"15969",2,"2010-07-05 13:10:00",6,False
"16076",2,"2011-05-15 12:31:00",11,False
"18225",2,"2009-12-04 16:51:00",34,False
"15750",2,"2009-12-01 16:26:00",24,False
"16458",2,"2010-05-26 14:38:00",30,False
"14293",2,"2009-12-10 10:57:00",10,False
"16313",2,"2011-10-21 09:04:00",2,False
"14216",2,"2010-10-21 15:07:00",6,False
"17861",2,"2009-12-10 10:33:00",22,False
"18219",2,"2009-12-07 13:17:00",19,False
"14282",2,"2010-02-15 11:22:00",26,False
"17857",2,"2010-03-08 12:09:00",25,False
"14141",2,"2011-08-26 14:40:00",6,False
"12785",2,"2009-12-08 13:56:00",5,False
"13882",2,"2011-10-06 15:28:00",6,False
"12820",2,"2009-12-05 13:37:00",13,False
"17730",2,"2010-04-29 11:48:00",23,False
"13104",2,"2010-02-24 15:06:00",9,False
"16495",2,"2011-03-08 16:38:00",3,False
"15568",2,"2011-09-27 14:37:00",3,False
"17503",2,"2011-11-01 11:12:00",2,False
"14871",2,"2009-12-01 11:57:00",9,False
"14578",2,"2011-12-06 17:18:00",1,False
"14910",2,"2011-10-16 11:06:00",7,False
"14087",2,"2009-12-04 15:27:00",5,False
"13668",2,"2009-12-11 14:28:00",47,False
"14572",2,"2010-03-28 13:47:00",15,False
"12753",3,"2010-12-12 11:44:00",11,False
"16851",3,"2011-10-19 09:48:00",3,False
"16684",3,"2009-12-07 12:56:00",64,False
"17426",3,"2010-02-17 13:39:00",17,False
"12971",3,"2009-12-15 19:04:00",119,False
"17218",3,"2010-01-25 16:12:00",18,False
"16597",3,"2011-12-05 15:44:00",1,False
"12766",3,"2010-10-28 09:29:00",11,False
"15856",3,"2009-12-03 14:02:00",58,False
"15145",3,"2011-04-05 15:20:00",4,False
"17744",3,"2010-11-24 09:34:00",7,False
"16600",3,"2009-12-18 12:59:00",16,False
"17346",3,"2010-04-18 12:18:00",27,False
"12877",3,"2010-01-18 10:23:00",20,False
"13021",3,"2009-12-05 12:02:00",24,False
"16057",3,"2009-12-10 12:38:00",17,False
"12478",3,"2011-12-06 09:56:00",1,False
"13311",3,"2011-07-12 14:26:00",2,False
"17250",3,"2011-03-23 16:45:00",2,False
"14735",3,"2009-12-04 11:32:00",58,False
"14110",3,"2009-12-01 09:50:00",35,False
"13173",3,"2009-12-10 12:52:00",13,False
"17728",3,"2010-09-12 14:58:00",7,False
"17611",3,"2009-12-01 13:29:00",34,False
"16620",3,"2009-12-01 14:35:00",6,False
"15318",3,"2011-12-06 11:30:00",1,False
"14401",3,"2009-12-14 13:22:00",25,False
"16013",3,"2009-12-08 10:24:00",91,False
"17383",3,"2010-09-12 14:54:00",2,False
"17706",3,"2010-01-19 12:13:00",43,False
"14825",3,"2010-04-06 14:14:00",27,False
"14562",3,"2010-02-07 14:10:00",30,False
"14083",3,"2009-12-18 11:34:00",11,False
"13083",3,"2010-10-10 13:38:00",3,False
"14140",3,"2011-11-08 11:20:00",3,False
"13079",3,"2010-10-18 14:15:00",6,False
"14096",3,"2011-08-30 10:49:00",17,False
"17481",3,"2011-09-07 09:57:00",5,False
"17676",3,"2010-03-30 10:49:00",12,False
"16790",3,"2011-11-02 11:23:00",8,False
"13790",3,"2011-12-05 15:48:00",1,False
"16015",3,"2011-10-21 12:56:00",4,False
"14543",3,"2009-12-01 13:47:00",49,False
"17666",3,"2010-06-30 12:03:00",5,False
"17659",3,"2010-11-18 14:20:00",17,False
"14547",3,"2011-10-16 14:35:00",9,False
"14546",3,"2009-12-06 13:10:00",20,False
"14121",3,"2011-10-11 10:39:00",6,False
"14737",3,"2010-11-04 11:29:00",4,False
"16910",3,"2011-09-09 14:14:00",8,False
"13694",3,"2009-12-04 15:26:00",158,False
"16968",3,"2011-08-24 10:51:00",2,False
"15157",3,"2009-12-10 14:44:00",7,False
"18198",3,"2011-01-07 13:39:00",21,False
"15854",3,"2009-12-10 12:08:00",21,False
"16200",3,"2009-12-02 15:04:00",13,False
"18044",3,"2010-05-28 15:31:00",19,False
"13985",3,"2010-02-09 13:56:00",24,False
"18005",3,"2011-10-23 14:40:00",2,False
"13709",3,"2010-01-11 10:40:00",22,False
"12628",3,"2011-10-06 09:28:00",4,False
"16979",3,"2010-09-15 14:30:00",12,False
"13914",3,"2011-11-03 16:28:00",3,False
"14113",3,"2009-12-07 10:44:00",31,False
"14219",3,"2010-08-03 14:42:00",3,False
"17920",3,"2009-12-06 10:37:00",56,False
"12957",3,"2009-12-11 12:01:00",21,False
"15061",3,"2009-12-01 12:18:00",137,False
"17914",3,"2011-12-06 11:58:00",1,False
"18015",3,"2011-12-05 14:49:00",1,False
"16949",3,"2011-01-27 12:11:00",7,False
"16528",3,"2011-12-06 12:45:00",1,False
"17290",3,"2009-12-13 13:28:00",8,False
"14655",3,"2010-04-22 14:29:00",11,False
"13230",3,"2010-03-18 20:02:00",31,False
"15097",3,"2010-05-05 14:22:00",5,False
"15690",3,"2011-08-31 11:40:00",2,False
"15992",3,"2010-09-12 11:52:00",3,False
"16904",3,"2010-10-24 16:03:00",20,False
"17884",3,"2009-12-04 16:22:00",23,False
"12584",3,"2011-03-04 15:15:00",18,False
"16353",3,"2009-12-07 13:55:00",41,False
"14198",3,"2010-01-05 10:07:00",13,False
"12994",3,"2011-03-16 08:31:00",5,False
"16764",3,"2011-07-19 17:17:00",18,False
"17090",3,"2010-07-19 16:02:00",15,False
"13001",3,"2009-12-03 14:43:00",37,False
"13255",3,"2010-07-15 13:20:00",4,False
"13755",3,"2011-10-07 15:45:00",10,False
"14793",3,"2010-06-22 16:54:00",3,False
"12682",3,"2009-12-01 09:28:00",52,False
"12683",3,"2009-12-13 15:01:00",26,False
"15550",3,"2009-12-03 15:15:00",14,False
"17404",3,"2010-01-07 11:31:00",26,False
"16929",3,"2011-07-07 12:39:00",7,False
"14629",3,"2011-10-23 16:13:00",3,False
"12479",3,"2011-11-28 13:26:00",3,False
"12921",3,"2009-12-01 13:43:00",103,False
"16379",3,"2011-09-22 09:33:00",5,False
"18283",3,"2010-02-19 17:16:00",22,False
"13994",3,"2011-07-14 18:28:00",6,False
"18030",3,"2011-10-28 13:55:00",3,False
"14071",3,"2011-03-20 11:33:00",9,False
"14418",3,"2011-08-23 17:18:00",3,False
"13881",3,"2010-03-04 14:41:00",51,False
"12716",3,"2011-07-29 13:28:00",2,False
"15907",3,"2011-05-13 13:01:00",3,False
"14777",3,"2010-11-01 12:50:00",4,False
"12723",3,"2011-10-05 15:52:00",5,False
"14696",3,"2010-10-14 11:43:00",10,False
"17817",3,"2010-10-13 15:07:00",7,False
"15274",3,"2011-11-21 14:17:00",2,False
"14608",3,"2009-12-06 12:34:00",11,False
"15640",3,"2009-12-14 16:36:00",34,False
"17811",3,"2010-09-20 11:24:00",60,False
"13199",3,"2009-12-05 10:11:00",68,False
"12367",3,"2011-12-05 16:48:00",1,False
"15031",3,"2009-12-08 13:38:00",16,False
"15932",3,"2011-02-23 14:50:00",11,False
"13305",3,"2010-03-10 14:49:00",16,False
"16133",3,"2010-03-31 12:21:00",78,False
"16592",3,"2009-12-18 15:57:00",34,False
"15621",3,"2011-11-18 11:49:00",6,False
"18167",3,"2011-08-26 11:40:00",5,False
"12749",3,"2010-07-06 15:05:00",16,False
"14869",3,"2009-12-16 11:43:00",9,False
"17593",3,"2009-12-04 14:35:00",15,False
"15572",4,"2010-04-14 14:38:00",10,False
"13417",4,"2010-02-08 12:39:00",7,False
"16500",4,"2010-06-14 14:54:00",10,False
"13704",4,"2011-09-12 14:40:00",10,False
"16513",4,"2011-10-27 14:56:00",4,False
"17954",4,"2009-12-09 13:22:00",26,False
"17131",4,"2011-09-25 12:42:00",5,False
"15053",4,"2011-03-03 12:06:00",3,False
"17936",4,"2011-12-04 13:32:00",1,False
"14075",4,"2010-08-26 13:42:00",5,False
"14194",4,"2009-12-10 19:18:00",54,False
"14658",4,"2011-08-14 15:42:00",2,False
"12646",4,"2011-10-21 12:52:00",2,False
"16535",4,"2010-11-19 13:01:00",2,False
"12381",4,"2011-08-12 09:57:00",4,False
"14649",4,"2010-01-20 13:10:00",11,False
"13435",4,"2010-07-27 16:56:00",11,False
"14456",4,"2011-07-20 13:06:00",13,False
"12673",4,"2010-11-03 10:46:00",3,False
"17173",4,"2011-07-31 15:26:00",9,False
"16873",4,"2010-02-09 14:17:00",17,False
"15867",4,"2009-12-14 15:16:00",35,False
"17006",4,"2010-03-05 13:33:00",8,False
"15033",4,"2011-01-14 13:28:00",11,False
"17827",4,"2010-03-28 12:20:00",7,False
"12719",4,"2011-10-05 14:50:00",3,False
"12724",4,"2010-06-22 14:00:00",7,False
"15628",4,"2009-12-13 13:39:00",21,False
"15290",4,"2010-02-24 10:15:00",30,False
"16931",4,"2010-11-07 13:24:00",23,False
"16988",4,"2010-11-25 09:22:00",2,False
"17750",4,"2011-06-28 15:44:00",9,False
"13630",4,"2011-02-27 12:49:00",11,False
"12782",4,"2010-07-08 13:31:00",14,False
"15358",4,"2009-12-07 12:19:00",55,False
"16642",4,"2010-10-20 14:22:00",5,False
"14102",4,"2011-10-26 12:46:00",8,False
"12841",4,"2010-07-08 15:38:00",42,False
"15392",4,"2010-10-04 12:50:00",8,False
"14060",4,"2010-03-11 09:47:00",32,False
"16682",4,"2011-06-05 11:02:00",5,False
"17254",4,"2010-11-03 14:00:00",3,False
"16360",4,"2011-09-12 13:50:00",8,False
"17579",4,"2010-05-10 14:28:00",5,False
"18180",4,"2011-07-20 08:59:00",6,False
"12913",4,"2009-12-01 12:18:00",13,False
"17402",4,"2009-12-16 17:40:00",25,False
"13126",4,"2010-03-02 12:24:00",19,False
"12925",4,"2010-04-26 10:32:00",3,False
"13319",4,"2009-12-06 14:46:00",78,False
"16811",4,"2011-11-22 17:19:00",2,False
"14931",4,"2011-04-13 09:32:00",4,False
"16905",4,"2009-12-10 20:04:00",20,False
"14759",4,"2011-04-21 10:55:00",3,False
"12490",4,"2009-12-01 12:52:00",21,False
"13736",4,"2009-12-06 12:07:00",12,False
"16149",4,"2010-10-06 15:54:00",3,False
"16746",4,"2009-12-04 13:00:00",46,False
"12560",4,"2011-07-19 15:55:00",3,False
"13956",4,"2011-03-13 12:51:00",5,False
"13596",5,"2011-11-27 11:57:00",2,False
"16438",5,"2011-09-18 13:31:00",5,False
"16283",5,"2010-02-28 13:50:00",12,False
"13822",5,"2011-10-30 15:55:00",2,False
"17114",5,"2011-01-09 11:39:00",10,False
"13558",5,"2011-10-02 13:01:00",4,False
"17858",5,"2009-12-06 15:41:00",31,False
"17629",5,"2010-10-14 13:35:00",11,False
"17618",5,"2010-01-24 11:03:00",13,False
"15773",5,"2010-10-26 15:27:00",2,False
"16561",5,"2011-10-11 09:53:00",2,False
"13838",5,"2010-05-09 11:40:00",10,False
"16033",5,"2010-08-11 16:44:00",36,False
"12827",5,"2011-10-26 15:44:00",3,False
"16326",5,"2010-01-28 13:23:00",25,False
"14583",5,"2010-03-28 15:16:00",8,False
"14354",5,"2011-11-09 15:36:00",2,False
"14720",5,"2011-08-05 12:06:00",3,False
"13153",5,"2011-12-04 12:14:00",1,False
"13808",5,"2011-09-04 12:07:00",5,False
"12952",5,"2011-09-22 16:37:00",5,False
"18065",5,"2009-12-09 16:00:00",31,False
"14031",6,"2009-12-03 15:35:00",54,False
"13780",6,"2010-10-28 19:51:00",3,False
"18174",6,"2010-04-15 12:17:00",2,False
"17221",6,"2010-04-11 15:34:00",5,False
"13884",6,"2010-08-26 19:57:00",14,False
"14023",6,"2011-04-03 15:50:00",2,False
"13309",6,"2010-11-12 12:10:00",6,False
"16359",6,"2010-02-16 10:39:00",20,False
"13953",6,"2009-12-11 12:58:00",12,False
"12970",6,"2009-12-04 14:19:00",10,False
"14594",6,"2010-12-01 13:54:00",2,False
"14493",6,"2010-03-08 08:33:00",14,False
"17584",6,"2010-01-25 08:17:00",7,False
"16474",6,"2011-07-17 14:51:00",11,False
"16989",6,"2011-07-12 09:11:00",6,False
"14250",6,"2011-09-11 13:44:00",3,False
"17567",6,"2010-09-24 10:48:00",11,False
"15271",6,"2010-08-05 14:57:00",26,False
"15769",6,"2009-12-11 09:58:00",49,False
"12704",6,"2011-06-23 10:20:00",8,False
"18245",6,"2010-03-08 15:26:00",23,False
"12695",6,"2010-02-12 13:22:00",7,False
"15123",6,"2010-03-16 09:49:00",5,False
"17086",6,"2011-10-07 11:22:00",6,False
"12962",6,"2011-08-18 13:38:00",2,False
"14428",6,"2011-01-18 16:39:00",7,False
"15078",6,"2009-12-04 12:03:00",63,False
"12668",6,"2010-01-31 15:45:00",11,False
"16103",6,"2010-01-08 12:08:00",27,False
"14788",6,"2010-04-22 18:16:00",3,False
"15547",6,"2009-12-06 13:40:00",28,False
"13868",6,"2011-11-01 12:45:00",2,False
"18055",6,"2010-10-22 13:27:00",15,False
"13969",6,"2010-03-25 13:15:00",39,False
"13560",6,"2011-12-02 13:11:00",1,False
"14865",6,"2009-12-01 16:05:00",4,False
"15539",6,"2011-12-02 13:36:00",1,False
"13017",6,"2011-12-02 15:53:00",1,False
"14560",6,"2009-12-02 10:15:00",46,False
"15570",6,"2010-03-28 14:04:00",27,False
"17686",6,"2010-06-24 09:49:00",9,False
"13458",6,"2010-11-16 14:01:00",24,False
"16813",7,"2011-05-19 13:28:00",10,False
"12587",7,"2011-12-02 12:47:00",1,False
"12963",7,"2010-07-08 14:45:00",13,False
"14732",7,"2009-12-09 10:48:00",24,False
"14309",7,"2010-06-07 10:24:00",12,False
"12684",7,"2011-05-10 12:55:00",6,False
"16333",7,"2011-02-03 10:50:00",22,False
"14092",7,"2009-12-16 16:24:00",27,False
"16899",7,"2010-11-07 15:00:00",8,False
"17768",7,"2009-12-02 12:26:00",8,False
"14287",7,"2011-05-25 11:41:00",4,False
"14766",7,"2010-06-06 11:11:00",14,False
