"invoice_no","stock_code","description","quantity","unit_price","customer_id","invoice_date"
"505838","15044B","BLUE PAPER PARASOL ",2,2.95,"17673.0","2010-04-26 11:25:00"
"506091","15044B","BLUE PAPER PARASOL ",3,2.95,"15402.0","2010-04-27 12:12:00"
"506435","15044B","BLUE PAPER PARASOL ",12,2.95,"12377.0","2010-04-29 15:34:00"
"506560","15044B","BLUE PAPER PARASOL ",6,2.95,"15819.0","2010-04-30 11:57:00"
"506707","15044B","BLUE PAPER PARASOL ",6,2.95,"14156.0","2010-05-02 14:49:00"
"507020","15044B","BLUE PAPER PARASOL ",1,2.95,"17345.0","2010-05-05 14:34:00"
"507034","15044B","BLUE PAPER PARASOL ",6,2.95,"13089.0","2010-05-05 15:09:00"
"507158","15044B","BLUE PAPER PARASOL ",6,2.95,"12621.0","2010-05-06 13:45:00"
"507235","15044B","BLUE PAPER PARASOL ",24,2.55,"14298.0","2010-05-07 09:04:00"
"507376","15044B","BLUE PAPER PARASOL ",1,2.95,"13979.0","2010-05-09 11:29:00"
"507693","15044B","BLUE PAPER PARASOL ",10,2.95,"14055.0","2010-05-11 10:24:00"
"508182","15044B","BLUE PAPER PARASOL ",6,2.95,"13767.0","2010-05-13 12:38:00"
"508190","15044B","BLUE PAPER PARASOL ",1,2.95,"17920.0","2010-05-13 13:13:00"
"508222","15044B","BLUE PAPER PARASOL ",6,2.95,"12540.0","2010-05-13 15:41:00"
"508864","15044B","BLUE PAPER PARASOL ",3,2.95,"17589.0","2010-05-18 16:09:00"
"509014","15044B","BLUE PAPER PARASOL ",6,2.95,"15570.0","2010-05-19 13:36:00"
"509050","15044B","BLUE PAPER PARASOL ",3,2.95,"13448.0","2010-05-20 10:56:00"
"509198","15044B","BLUE PAPER PARASOL ",12,2.95,"14156.0","2010-05-21 08:21:00"
"509206","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-05-21 09:29:00"
"509350","15044B","BLUE PAPER PARASOL ",1,2.95,"18011.0","2010-05-21 13:28:00"
"509533","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-05-24 12:01:00"
"509973","15044B","BLUE PAPER PARASOL ",6,2.95,"14938.0","2010-05-26 13:35:00"
"510228","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-05-28 09:16:00"
"510331","15044B","BLUE PAPER PARASOL ",6,2.95,"13081.0","2010-05-28 13:57:00"
"510498","15044B","BLUE PAPER PARASOL ",6,2.95,"14227.0","2010-06-01 12:42:00"
"510645","15044B","BLUE PAPER PARASOL ",6,2.95,"16565.0","2010-06-02 12:47:00"
"510777","15044B","BLUE PAPER PARASOL ",2,2.95,"13031.0","2010-06-03 14:57:00"
"510987","15044B","BLUE PAPER PARASOL ",2,2.95,"13443.0","2010-06-04 12:50:00"
"511124","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-06-07 10:58:00"
"511262","15044B","BLUE PAPER PARASOL ",1,2.95,"16655.0","2010-06-07 12:43:00"
"511308","15044B","BLUE PAPER PARASOL ",2,2.95,"14498.0","2010-06-07 16:05:00"
"511323","15044B","BLUE PAPER PARASOL ",1,2.95,"13997.0","2010-06-07 17:33:00"
"511450","15044B","BLUE PAPER PARASOL ",6,2.95,"16048.0","2010-06-08 12:36:00"
"511465","15044B","BLUE PAPER PARASOL ",500,2.55,"18008.0","2010-06-08 12:59:00"
"511656","15044B","BLUE PAPER PARASOL ",3,5.91,"","2010-06-09 14:13:00"
"511967","15044B","BLUE PAPER PARASOL ",1,2.95,"17867.0","2010-06-11 13:43:00"
"512046","15044B","BLUE PAPER PARASOL ",1,2.95,"17091.0","2010-06-11 17:18:00"
"512062","15044B","BLUE PAPER PARASOL ",12,2.95,"14465.0","2010-06-13 11:18:00"
"512112","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2010-06-13 14:40:00"
"512116","15044B","BLUE PAPER PARASOL ",1,2.95,"17231.0","2010-06-13 14:53:00"
"512312","15044B","BLUE PAPER PARASOL ",6,2.95,"14841.0","2010-06-15 08:15:00"
"512435","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-06-15 15:54:00"
"512544","15044B","BLUE PAPER PARASOL ",2,2.95,"16327.0","2010-06-16 13:20:00"
"512733","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-06-17 13:48:00"
"512938","15044B","BLUE PAPER PARASOL ",50,2.55,"14145.0","2010-06-20 13:28:00"
"513047","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2010-06-21 12:56:00"
"513056","15044B","BLUE PAPER PARASOL ",1,2.95,"13334.0","2010-06-21 13:52:00"
"513190","15044B","BLUE PAPER PARASOL ",1,2.95,"16894.0","2010-06-22 14:21:00"
"513308","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-06-23 14:49:00"
"513324","15044B","BLUE PAPER PARASOL ",2,2.95,"17345.0","2010-06-23 16:52:00"
"513615","15044B","BLUE PAPER PARASOL ",1,2.95,"15998.0","2010-06-27 12:25:00"
"513938","15044B","BLUE PAPER PARASOL ",6,2.95,"13089.0","2010-06-29 12:45:00"
"513942","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-06-29 13:12:00"
"514082","15044B","BLUE PAPER PARASOL ",100,2.55,"16684.0","2010-06-30 12:02:00"
"514280","15044B","BLUE PAPER PARASOL ",6,2.95,"13081.0","2010-07-01 11:59:00"
"514338","15044B","BLUE PAPER PARASOL ",2,5.91,"","2010-07-01 14:43:00"
"514463","15044B","BLUE PAPER PARASOL ",6,2.95,"17428.0","2010-07-02 12:45:00"
"514504","15044B","BLUE PAPER PARASOL ",2,2.95,"13782.0","2010-07-04 11:20:00"
"514729","15044B","BLUE PAPER PARASOL ",50,2.55,"15061.0","2010-07-06 09:52:00"
"514962","15044B","BLUE PAPER PARASOL ",6,2.95,"14156.0","2010-07-07 12:08:00"
"515177","15044B","BLUE PAPER PARASOL ",1,2.95,"13997.0","2010-07-08 17:51:00"
"515254","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-07-09 11:44:00"
"515353","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-07-12 10:54:00"
"515418","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2010-07-12 13:11:00"
"515591","15044B","BLUE PAPER PARASOL ",2,2.95,"13428.0","2010-07-13 13:20:00"
"515705","15044B","BLUE PAPER PARASOL ",2,2.95,"16327.0","2010-07-14 12:32:00"
"515954","15044B","BLUE PAPER PARASOL ",1,2.95,"15908.0","2010-07-15 19:21:00"
"516058","15044B","BLUE PAPER PARASOL ",12,2.95,"14430.0","2010-07-16 11:33:00"
"516263","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2010-07-19 11:59:00"
"516287","15044B","BLUE PAPER PARASOL ",6,2.95,"13081.0","2010-07-19 12:53:00"
"516465","15044B","BLUE PAPER PARASOL ",6,2.95,"13767.0","2010-07-20 14:41:00"
"516609","15044B","BLUE PAPER PARASOL ",4,2.95,"17338.0","2010-07-21 14:39:00"
"516627","15044B","BLUE PAPER PARASOL ",12,2.95,"14465.0","2010-07-22 10:06:00"
"517074","15044B","BLUE PAPER PARASOL ",1,2.95,"","2010-07-26 14:03:00"
"517354","15044B","BLUE PAPER PARASOL ",3,2.95,"15555.0","2010-07-28 14:54:00"
"517764","15044B","BLUE PAPER PARASOL ",6,2.95,"15077.0","2010-08-02 11:13:00"
"517946","15044B","BLUE PAPER PARASOL ",1,2.95,"17673.0","2010-08-03 11:32:00"
"517981","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-08-03 14:52:00"
"518360","15044B","BLUE PAPER PARASOL ",50,2.55,"15061.0","2010-08-06 16:11:00"
"518393","15044B","BLUE PAPER PARASOL ",1,2.95,"17085.0","2010-08-08 12:31:00"
"518570","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-08-10 11:49:00"
"518579","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-08-10 12:08:00"
"518981","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-08-12 16:41:00"
"519494","15044B","BLUE PAPER PARASOL ",3,2.95,"15402.0","2010-08-17 14:02:00"
"519910","15044B","BLUE PAPER PARASOL ",6,2.95,"13157.0","2010-08-22 13:46:00"
"520041","15044B","BLUE PAPER PARASOL ",6,2.95,"13081.0","2010-08-23 14:12:00"
"520061","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-08-23 15:57:00"
"520376","15044B","BLUE PAPER PARASOL ",2,2.95,"14787.0","2010-08-25 14:38:00"
"520824","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-08-31 12:30:00"
"521486","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-09-06 13:36:00"
"526638","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-10-12 13:19:00"
"526724","15044B","BLUE PAPER PARASOL ",1,2.95,"13909.0","2010-10-12 17:22:00"
"527068","15044B","BLUE PAPER PARASOL ",6,2.95,"16991.0","2010-10-14 14:08:00"
"528340","15044B","BLUE PAPER PARASOL ",2,2.95,"17673.0","2010-10-21 14:05:00"
"529133","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-10-26 14:47:00"
"529303","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2010-10-27 12:39:00"
"529720","15044B","BLUE PAPER PARASOL ",6,2.95,"12705.0","2010-10-29 13:58:00"
"530335","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2010-11-02 14:02:00"
"532798","15044B","BLUE PAPER PARASOL ",3,2.95,"17544.0","2010-11-14 14:47:00"
"533294","15044B","BLUE PAPER PARASOL ",6,2.95,"13081.0","2010-11-16 16:01:00"
"536525","15044B","BLUE PAPER PARASOL ",1,2.95,"14078.0","2010-12-01 12:54:00"
"536525","15044B","BLUE PAPER PARASOL ",1,2.95,"14078.0","2010-12-01 12:54:00"
"537405","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2010-12-06 14:51:00"
"537405","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2010-12-06 14:51:00"
"537434","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-12-06 16:57:00"
"537434","15044B","BLUE PAPER PARASOL ",1,5.91,"","2010-12-06 16:57:00"
"541491","15044B","BLUE PAPER PARASOL ",6,2.95,"12510.0","2011-01-18 14:04:00"
"542142","15044B","BLUE PAPER PARASOL ",18,2.95,"12971.0","2011-01-26 09:04:00"
"542863","15044B","BLUE PAPER PARASOL ",12,2.95,"13494.0","2011-02-01 11:58:00"
"543013","15044B","BLUE PAPER PARASOL ",1,5.79,"","2011-02-02 13:35:00"
"543389","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2011-02-08 09:56:00"
"544598","15044B","BLUE PAPER PARASOL ",1,5.79,"","2011-02-21 18:10:00"
"545186","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2011-02-28 15:05:00"
"545568","15044B","BLUE PAPER PARASOL ",1,5.79,"","2011-03-03 16:22:00"
"545582","15044B","BLUE PAPER PARASOL ",50,2.55,"13694.0","2011-03-04 09:05:00"
"546096","15044B","BLUE PAPER PARASOL ",6,2.95,"15502.0","2011-03-09 11:59:00"
"546538","15044B","BLUE PAPER PARASOL ",6,2.95,"16327.0","2011-03-14 14:51:00"
"546884","15044B","BLUE PAPER PARASOL ",1,5.79,"","2011-03-17 18:08:00"
"546980","15044B","BLUE PAPER PARASOL ",6,2.95,"13591.0","2011-03-18 12:18:00"
"548634","15044B","BLUE PAPER PARASOL ",6,2.95,"12877.0","2011-04-01 12:26:00"
"548714","15044B","BLUE PAPER PARASOL ",1,2.95,"17337.0","2011-04-03 15:07:00"
"548893","15044B","BLUE PAPER PARASOL ",1,5.79,"","2011-04-04 15:54:00"
"548896","15044B","BLUE PAPER PARASOL ",6,2.95,"13767.0","2011-04-04 16:21:00"
"549813","15044B","BLUE PAPER PARASOL ",1,2.95,"17972.0","2011-04-12 12:16:00"
"549910","15044B","BLUE PAPER PARASOL ",2,2.95,"16697.0","2011-04-12 17:12:00"
"549964","15044B","BLUE PAPER PARASOL ",6,2.95,"13122.0","2011-04-13 14:12:00"
"550471","15044B","BLUE PAPER PARASOL ",1,5.79,"","2011-04-18 13:52:00"
"550542","15044B","BLUE PAPER PARASOL ",2,5.79,"","2011-04-19 11:37:00"
"550941","15044B","BLUE PAPER PARASOL ",2,2.95,"17109.0","2011-04-21 15:46:00"
"551886","15044B","BLUE PAPER PARASOL ",6,2.95,"12569.0","2011-05-05 09:23:00"
"551995","15044B","BLUE PAPER PARASOL ",2,5.79,"","2011-05-05 15:42:00"
"552039","15044B","BLUE PAPER PARASOL ",6,2.95,"13081.0","2011-05-06 08:10:00"
"552646","15044B","BLUE PAPER PARASOL ",1,2.95,"14078.0","2011-05-10 13:26:00"
"553007","15044B","BLUE PAPER PARASOL ",12,2.95,"14000.0","2011-05-12 16:50:00"
"553034","15044B","BLUE PAPER PARASOL ",3,2.95,"17970.0","2011-05-12 20:03:00"
"553199","15044B","BLUE PAPER PARASOL ",1,2.95,"17758.0","2011-05-15 15:13:00"
"553389","15044B","BLUE PAPER PARASOL ",1,5.79,"","2011-05-16 16:37:00"
"553490","15044B","BLUE PAPER PARASOL ",6,2.95,"13309.0","2011-05-17 12:44:00"
"553676","15044B","BLUE PAPER PARASOL ",6,2.95,"16553.0","2011-05-18 12:57:00"
"553733","15044B","BLUE PAPER PARASOL ",6,2.95,"14735.0","2011-05-19 08:29:00"
"553860","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2011-05-19 13:57:00"
"554087","15044B","BLUE PAPER PARASOL ",50,2.55,"13946.0","2011-05-22 12:03:00"
"554112","15044B","BLUE PAPER PARASOL ",1,2.95,"17611.0","2011-05-22 14:44:00"
"554135","15044B","BLUE PAPER PARASOL ",6,2.95,"12877.0","2011-05-23 09:58:00"
"554494","15044B","BLUE PAPER PARASOL ",2,2.95,"16327.0","2011-05-24 14:00:00"
"C554905","15044B","BLUE PAPER PARASOL ",-1,2.95,"14191.0","2011-05-27 11:17:00"
"554937","15044B","BLUE PAPER PARASOL ",2,2.95,"15402.0","2011-05-27 13:32:00"
"555722","15044B","BLUE PAPER PARASOL ",1,5.79,"","2011-06-06 16:06:00"
"555924","15044B","BLUE PAPER PARASOL ",1,5.79,"","2011-06-07 17:12:00"
"556012","15044B","",-27,0.00,"","2011-06-08 11:45:00"
"556114","15044B","BLUE PAPER PARASOL ",6,2.95,"12569.0","2011-06-09 09:36:00"
"556282","15044B","BLUE PAPER PARASOL ",6,2.95,"15679.0","2011-06-10 08:24:00"
"556914","15044B","BLUE PAPER PARASOL ",9,2.95,"12877.0","2011-06-15 13:34:00"
"557066","15044B","BLUE PAPER PARASOL ",6,2.95,"17463.0","2011-06-16 15:10:00"
"557267","15044B","BLUE PAPER PARASOL ",1,2.95,"16805.0","2011-06-19 11:23:00"
"557787","15044B","BLUE PAPER PARASOL ",1,2.95,"15041.0","2011-06-22 16:16:00"
"558159","15044B","BLUE PAPER PARASOL ",3,2.95,"16904.0","2011-06-27 11:50:00"
"558200","15044B","BLUE PAPER PARASOL ",2,2.95,"15976.0","2011-06-27 13:00:00"
"558558","15044B","BLUE PAPER PARASOL ",1,2.95,"17841.0","2011-06-30 13:17:00"
"558872","15044B","BLUE PAPER PARASOL ",5,2.95,"17464.0","2011-07-04 13:19:00"
"559639","15044B","BLUE PAPER PARASOL ",8,2.95,"13767.0","2011-07-11 12:23:00"
"560035","15044B","BLUE PAPER PARASOL ",6,2.95,"17706.0","2011-07-14 13:41:00"
"560892","15044B","BLUE PAPER PARASOL ",6,2.95,"13089.0","2011-07-21 17:08:00"
"567477","15044B","BLUE PAPER PARASOL ",3,2.95,"16327.0","2011-09-20 13:20:00"
"568712","15044B","BLUE PAPER PARASOL ",3,2.95,"17841.0","2011-09-28 15:50:00"
