"invoice_no","invoice_date","stock_code","description","quantity","unit_price","line_total"
"490308","2009-12-04 14:52:00","21098","CHRISTMAS TOILET ROLL",2,1.25,2.50
"490308","2009-12-04 14:52:00","21231","SWEETHEART CERAMIC TRINKET BOX",10,1.25,12.50
"490308","2009-12-04 14:52:00","21232","STRAWBERRY CERAMIC TRINKET BOX",20,1.25,25.00
"490308","2009-12-04 14:52:00","21524","SPOTTY  HOME SWEET HOME DOORMAT",3,6.75,20.25
"490308","2009-12-04 14:52:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",1,7.95,7.95
"490308","2009-12-04 14:52:00","21531","RETRO SPOT SUGAR JAM BOWL",1,2.55,2.55
"490308","2009-12-04 14:52:00","21535","RETRO SPOT SMALL MILK JUG",1,2.55,2.55
"490308","2009-12-04 14:52:00","22054","MINI CAKE STAND HANGING HEARTS",5,1.65,8.25
"490308","2009-12-04 14:52:00","22055","MINI CAKE STAND  HANGING STRAWBERY",10,1.65,16.50
"490308","2009-12-04 14:52:00","22061","LARGE CAKE STAND  HANGING STRAWBERY",4,9.95,39.80
"490308","2009-12-04 14:52:00","22196","SMALL HEART MEASURING SPOONS",10,0.85,8.50
"490308","2009-12-04 14:52:00","37448","CERAMIC CAKE DESIGN SPOTTED MUG",6,1.49,8.94
"490308","2009-12-04 14:52:00","48111","DOOR MAT 3 SMILEY CATS",3,6.75,20.25
"490308","2009-12-04 14:52:00","48188","DOOR MAT WELCOME PUPPIES",1,6.75,6.75
"C491469","2009-12-11 12:02:00","20679","EDWARDIAN PARASOL RED",-1,5.95,-5.95
"C491469","2009-12-11 12:02:00","21232","STRAWBERRY CERAMIC TRINKET BOX",-2,1.25,-2.50
"491498","2009-12-11 12:17:00","20727","LUNCH BAG  BLACK SKULL.",2,1.65,3.30
"491498","2009-12-11 12:17:00","21041","RED SPOTTY OVEN GLOVE DOUBLE",5,2.95,14.75
"491498","2009-12-11 12:17:00","21157","RED SPOTTY WASHBAG",12,2.10,25.20
"491498","2009-12-11 12:17:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",1,7.95,7.95
"491498","2009-12-11 12:17:00","21531","RETRO SPOT SUGAR JAM BOWL",1,2.55,2.55
"491498","2009-12-11 12:17:00","22067","CHOC TRUFFLE GOLD TRINKET POT ",6,1.65,9.90
"491498","2009-12-11 12:17:00","22111","SCOTTIE DOG HOT WATER BOTTLE",2,4.95,9.90
"491498","2009-12-11 12:17:00","15056BL","EDWARDIAN PARASOL BLACK",1,5.95,5.95
"491498","2009-12-11 12:17:00","37503","TEA TIME CAKE STAND IN GIFT BOX",2,10.75,21.50
"491498","2009-12-11 12:17:00","48111","DOOR MAT 3 SMILEY CATS",2,6.75,13.50
"491498","2009-12-11 12:17:00","72741","GRAND CHOCOLATECANDLE",9,1.45,13.05
"491498","2009-12-11 12:17:00","72756","FAIRY CAKE CANDLES",18,1.49,26.82
"491498","2009-12-11 12:17:00","84562A","PINK/WHITE RIBBED MELAMINE JUG",1,7.95,7.95
"491498","2009-12-11 12:17:00","85014B","RED/WHITE DOTS RUFFLED UMBRELLA",4,5.95,23.80
"491498","2009-12-11 12:17:00","85099B","JUMBO BAG RED WHITE SPOTTY ",5,1.95,9.75
"491498","2009-12-11 12:17:00","37448","CERAMIC CAKE DESIGN SPOTTED MUG",3,1.49,4.47
"491498","2009-12-11 12:17:00","20726","LUNCH BAG WOODLAND",2,1.65,3.30
"491811","2009-12-14 13:22:00","21929","JUMBO BAG PINK VINTAGE PAISLEY",3,1.95,5.85
"491811","2009-12-14 13:22:00","15056N","EDWARDIAN PARASOL NATURAL",1,5.95,5.95
"491811","2009-12-14 13:22:00","15056P","EDWARDIAN PARASOL PINK",1,5.95,5.95
"491811","2009-12-14 13:22:00","20713","JUMBO BAG OWLS",3,1.95,5.85
"491811","2009-12-14 13:22:00","20723","STRAWBERRY CHARLOTTE BAG",1,0.85,0.85
"491811","2009-12-14 13:22:00","20725","LUNCH BAG RED SPOTTY",2,1.65,3.30
"491811","2009-12-14 13:22:00","20726","LUNCH BAG WOODLAND",2,1.65,3.30
"491811","2009-12-14 13:22:00","20727","LUNCH BAG  BLACK SKULL.",2,1.65,3.30
"491811","2009-12-14 13:22:00","20728","LUNCH BAG CARS BLUE",2,1.65,3.30
"491811","2009-12-14 13:22:00","20753","RETRO PINK SPOT WASHING UP GLOVES",5,2.10,10.50
"491811","2009-12-14 13:22:00","20754","RETRO RED SPOTTY WASHING UP GLOVES",5,2.10,10.50
"491811","2009-12-14 13:22:00","21041","RED SPOTTY OVEN GLOVE DOUBLE",3,2.95,8.85
"491811","2009-12-14 13:22:00","21232","STRAWBERRY CERAMIC TRINKET BOX",20,1.25,25.00
"491811","2009-12-14 13:22:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",1,7.95,7.95
"491811","2009-12-14 13:22:00","22054","MINI CAKE STAND HANGING HEARTS",10,1.65,16.50
"491811","2009-12-14 13:22:00","22055","MINI CAKE STAND  HANGING STRAWBERY",10,1.65,16.50
"491811","2009-12-14 13:22:00","22111","SCOTTIE DOG HOT WATER BOTTLE",4,4.95,19.80
"491811","2009-12-14 13:22:00","22195","LARGE HEART MEASURING SPOONS",10,1.65,16.50
"491811","2009-12-14 13:22:00","22196","SMALL HEART MEASURING SPOONS",10,0.85,8.50
"491811","2009-12-14 13:22:00","37503","TEA TIME CAKE STAND IN GIFT BOX",3,10.75,32.25
"491811","2009-12-14 13:22:00","48111","DOOR MAT 3 SMILEY CATS",2,6.75,13.50
"491811","2009-12-14 13:22:00","48185","DOOR MAT FAIRY CAKE",2,6.75,13.50
"491811","2009-12-14 13:22:00","48188","DOOR MAT WELCOME PUPPIES",2,6.75,13.50
"491811","2009-12-14 13:22:00","84032A","CHARLIE+LOLA PINK HOT WATER BOTTLE",2,2.95,5.90
"491811","2009-12-14 13:22:00","84032B","CHARLIE + LOLA RED HOT WATER BOTTLE",2,2.95,5.90
"491811","2009-12-14 13:22:00","84519B","CARROT CHARLIE+LOLA COASTER SET",2,2.95,5.90
"491811","2009-12-14 13:22:00","85099B","JUMBO BAG RED WHITE SPOTTY ",3,1.95,5.85
"491811","2009-12-14 13:22:00","85099B","JUMBO BAG RED WHITE SPOTTY ",8,1.95,15.60
"493398","2009-12-23 14:19:00","84510A","SET OF 4 ENGLISH ROSE COASTERS",4,1.25,5.00
"493398","2009-12-23 14:19:00","22278","OVERNIGHT BAG VINTAGE ROSE PAISLEY",1,4.95,4.95
"493398","2009-12-23 14:19:00","21157","RED SPOTTY WASHBAG",2,2.10,4.20
"493398","2009-12-23 14:19:00","47580","TEA TIME DES TEA COSY",3,2.55,7.65
"493398","2009-12-23 14:19:00","48129","DOOR MAT TOPIARY",1,6.75,6.75
"493398","2009-12-23 14:19:00","48185","DOOR MAT FAIRY CAKE",2,6.75,13.50
"493398","2009-12-23 14:19:00","84032A","CHARLIE+LOLA PINK HOT WATER BOTTLE",2,2.95,5.90
"493398","2009-12-23 14:19:00","84509A","ENGLISH ROSE PLACEMATS",2,3.75,7.50
"493398","2009-12-23 14:19:00","20914","SET/5 RED SPOTTY LID GLASS BOWLS",1,2.95,2.95
"493398","2009-12-23 14:19:00","20981","12 PENCILS TALL TUBE WOODLAND",10,0.85,8.50
"493717","2010-01-05 17:19:00","21524","SPOTTY  HOME SWEET HOME DOORMAT",2,6.75,13.50
"493717","2010-01-05 17:19:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",2,7.95,15.90
"493717","2010-01-05 17:19:00","21535","RETRO SPOT SMALL MILK JUG",3,2.55,7.65
"493717","2010-01-05 17:19:00","21556","CERAMIC STRAWBERRY MONEY BOX",1,2.55,2.55
"493717","2010-01-05 17:19:00","21929","JUMBO BAG PINK VINTAGE PAISLEY",2,1.95,3.90
"493717","2010-01-05 17:19:00","21931","JUMBO STORAGE BAG SUKI",3,1.95,5.85
"493717","2010-01-05 17:19:00","22058","CERAMIC LOVE HEARTS DESIGN MUG",2,1.49,2.98
"493717","2010-01-05 17:19:00","37448","CERAMIC CAKE DESIGN SPOTTED MUG",14,1.49,20.86
"493717","2010-01-05 17:19:00","47580","TEA TIME DES TEA COSY",5,2.55,12.75
"493717","2010-01-05 17:19:00","48111","DOOR MAT 3 SMILEY CATS",3,6.75,20.25
"493717","2010-01-05 17:19:00","48185","DOOR MAT FAIRY CAKE",5,6.75,33.75
"493717","2010-01-05 17:19:00","48194","DOORMAT HEARTS",1,6.75,6.75
"493717","2010-01-05 17:19:00","48197","DOOR MAT BIRD ON THE WIRE",5,6.75,33.75
"493717","2010-01-05 17:19:00","72756","FAIRY CAKE CANDLES",9,1.49,13.41
"493717","2010-01-05 17:19:00","79190D","RETRO PLASTIC DAISY TRAY",1,0.42,0.42
"493717","2010-01-05 17:19:00","84032A","CHARLIE+LOLA PINK HOT WATER BOTTLE",1,2.95,2.95
"493717","2010-01-05 17:19:00","84032B","CHARLIE + LOLA RED HOT WATER BOTTLE",1,2.95,2.95
"493717","2010-01-05 17:19:00","84313A","PINK TV TRAY TABLE ",1,4.25,4.25
"493717","2010-01-05 17:19:00","85099C","JUMBO  BAG BAROQUE BLACK WHITE",10,1.95,19.50
"493717","2010-01-05 17:19:00","22054","MINI CAKE STAND HANGING HEARTS",4,1.65,6.60
"493717","2010-01-05 17:19:00","17003","BROCADE RING PURSE ",2,0.21,0.42
"493717","2010-01-05 17:19:00","20754","RETRO RED SPOTTY WASHING UP GLOVES",2,2.10,4.20
"493717","2010-01-05 17:19:00","20913","SET/5 BLUE SPOTTY LID GLASS BOWLS",1,2.95,2.95
"493717","2010-01-05 17:19:00","20914","SET/5 RED SPOTTY LID GLASS BOWLS",1,2.95,2.95
"493717","2010-01-05 17:19:00","20981","12 PENCILS TALL TUBE WOODLAND",5,0.85,4.25
"493717","2010-01-05 17:19:00","20990","SPRING FLOWER CHOPSTICKS SET/5",2,1.95,3.90
"493717","2010-01-05 17:19:00","21041","RED SPOTTY OVEN GLOVE DOUBLE",5,2.95,14.75
"493717","2010-01-05 17:19:00","21157","RED SPOTTY WASHBAG",10,2.10,21.00
"493717","2010-01-05 17:19:00","21524","SPOTTY  HOME SWEET HOME DOORMAT",1,6.75,6.75
"494079","2010-01-11 12:19:00","20914","SET/5 RED SPOTTY LID GLASS BOWLS",2,2.95,5.90
"494079","2010-01-11 12:19:00","21041","RED SPOTTY OVEN GLOVE DOUBLE",10,2.95,29.50
"494079","2010-01-11 12:19:00","21232","STRAWBERRY CERAMIC TRINKET BOX",15,1.25,18.75
"494079","2010-01-11 12:19:00","21485","RED SPOT HEART HOT WATER BOTTLE",1,4.95,4.95
"494079","2010-01-11 12:19:00","21899","KEY FOB , GARAGE DESIGN",2,0.65,1.30
"494079","2010-01-11 12:19:00","21900","KEY FOB , SHED",1,0.65,0.65
"494079","2010-01-11 12:19:00","21980","PACK OF 12 RED SPOTTY TISSUES ",1,0.29,0.29
"494079","2010-01-11 12:19:00","21983","PACK OF 12 BLUE PAISLEY TISSUES ",1,0.29,0.29
"494079","2010-01-11 12:19:00","21984","PACK OF 12 PINK PAISLEY TISSUES ",1,0.29,0.29
"494079","2010-01-11 12:19:00","21986","PACK OF 12 PINK SPOT TISSUES ",1,0.29,0.29
"494079","2010-01-11 12:19:00","22111","SCOTTIE DOG HOT WATER BOTTLE",1,4.95,4.95
"494079","2010-01-11 12:19:00","22136","LOVE HEART SOCK HANGER",4,1.65,6.60
"494079","2010-01-11 12:19:00","22195","LARGE HEART MEASURING SPOONS",2,1.65,3.30
"494079","2010-01-11 12:19:00","37448","CERAMIC CAKE DESIGN SPOTTED MUG",20,1.49,29.80
"494079","2010-01-11 12:19:00","84032A","CHARLIE+LOLA PINK HOT WATER BOTTLE",1,2.95,2.95
"494079","2010-01-11 12:19:00","84032B","CHARLIE + LOLA RED HOT WATER BOTTLE",1,2.95,2.95
"494079","2010-01-11 12:19:00","84509A","ENGLISH ROSE PLACEMATS",3,3.75,11.25
"494079","2010-01-11 12:19:00","84562A","PINK/WHITE RIBBED MELAMINE JUG",2,7.95,15.90
"494079","2010-01-11 12:19:00","85099C","JUMBO  BAG BAROQUE BLACK WHITE",4,1.95,7.80
"494079","2010-01-11 12:19:00","20754","RETRO RED SPOTTY WASHING UP GLOVES",1,2.10,2.10
"494079","2010-01-11 12:19:00","20753","RETRO PINK SPOT WASHING UP GLOVES",1,0.50,0.50
"C496016","2010-01-28 13:16:00","21232","STRAWBERRY CERAMIC TRINKET BOX",-2,1.25,-2.50
"C496016","2010-01-28 13:16:00","21844","RETRO SPOT MUG",-1,2.95,-2.95
"496019","2010-01-28 13:34:00","20685","RED SPOTTY COIR DOORMAT",3,6.75,20.25
"496019","2010-01-28 13:34:00","20671","BLUE TEATIME PRINT BOWL ",2,1.25,2.50
"496019","2010-01-28 13:34:00","20723","STRAWBERRY CHARLOTTE BAG",2,0.85,1.70
"496019","2010-01-28 13:34:00","20914","SET/5 RED SPOTTY LID GLASS BOWLS",1,2.95,2.95
"496019","2010-01-28 13:34:00","21216","SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1,4.95,4.95
"496019","2010-01-28 13:34:00","21218","RED SPOTTY BISCUIT TIN",2,3.75,7.50
"496019","2010-01-28 13:34:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",1,7.95,7.95
"496019","2010-01-28 13:34:00","21531","RETRO SPOT SUGAR JAM BOWL",1,2.55,2.55
"496019","2010-01-28 13:34:00","21535","RETRO SPOT SMALL MILK JUG",1,2.55,2.55
"496019","2010-01-28 13:34:00","22136","LOVE HEART SOCK HANGER",3,1.65,4.95
"496019","2010-01-28 13:34:00","47580","TEA TIME DES TEA COSY",3,2.55,7.65
"496019","2010-01-28 13:34:00","48111","DOOR MAT 3 SMILEY CATS",1,6.75,6.75
"496019","2010-01-28 13:34:00","84519B","CARROT CHARLIE+LOLA COASTER SET",1,2.95,2.95
"496020","2010-01-28 13:44:00","85007","SET OF 3 VINTAGE TEA TIME BOXES",8,4.65,37.20
"496022","2010-01-28 13:51:00","84849B","FAIRY SOAP SOAP HOLDER",2,1.69,3.38
"497031","2010-02-05 13:38:00","21531","RETRO SPOT SUGAR JAM BOWL",1,2.55,2.55
"497031","2010-02-05 13:38:00","21535","RETRO SPOT SMALL MILK JUG",1,2.55,2.55
"497031","2010-02-05 13:38:00","21929","JUMBO BAG PINK VINTAGE PAISLEY",2,1.95,3.90
"497031","2010-02-05 13:38:00","21949","SET OF 6 STRAWBERRY CHOPSTICKS",18,1.25,22.50
"497031","2010-02-05 13:38:00","48197","DOOR MAT BIRD ON THE WIRE",1,7.49,7.49
"497031","2010-02-05 13:38:00","84378","SET OF 3 HEART COOKIE CUTTERS",24,1.25,30.00
"497031","2010-02-05 13:38:00","84849B","FAIRY SOAP SOAP HOLDER",1,1.69,1.69
"497031","2010-02-05 13:38:00","85099C","JUMBO  BAG BAROQUE BLACK WHITE",2,1.95,3.90
"497031","2010-02-05 13:38:00","21232","STRAWBERRY CERAMIC TRINKET BOX",10,1.25,12.50
"497031","2010-02-05 13:38:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",1,7.95,7.95
"497031","2010-02-05 13:38:00","20676","RED SPOTTY BOWL",4,1.25,5.00
"497031","2010-02-05 13:38:00","20914","SET/5 RED SPOTTY LID GLASS BOWLS",1,2.95,2.95
"497031","2010-02-05 13:38:00","20723","STRAWBERRY CHARLOTTE BAG",2,0.85,1.70
"497031","2010-02-05 13:38:00","21216","SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1,4.95,4.95
"497031","2010-02-05 13:38:00","21218","RED SPOTTY BISCUIT TIN",1,3.75,3.75
"497620","2010-02-11 12:23:00","21535","RETRO SPOT SMALL MILK JUG",2,2.55,5.10
"497620","2010-02-11 12:23:00","22195","LARGE HEART MEASURING SPOONS",5,1.65,8.25
"497620","2010-02-11 12:23:00","22196","SMALL HEART MEASURING SPOONS",10,0.85,8.50
"497620","2010-02-11 12:23:00","48185","DOOR MAT FAIRY CAKE",1,7.49,7.49
"497620","2010-02-11 12:23:00","20981","12 PENCILS TALL TUBE WOODLAND",5,0.85,4.25
"497620","2010-02-11 12:23:00","21218","RED SPOTTY BISCUIT TIN",1,3.75,3.75
"497620","2010-02-11 12:23:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",2,7.95,15.90
"497620","2010-02-11 12:23:00","21531","RETRO SPOT SUGAR JAM BOWL",4,2.55,10.20
"497620","2010-02-11 12:23:00","85099C","JUMBO  BAG BAROQUE BLACK WHITE",2,1.95,3.90
"498018","2010-02-15 16:45:00","85007","SET OF 3 VINTAGE TEA TIME BOXES",3,4.65,13.95
"498018","2010-02-15 16:45:00","20685","DOOR MAT RED SPOT",4,7.49,29.96
"498018","2010-02-15 16:45:00","20725","LUNCH BAG RED SPOTTY",1,1.65,1.65
"498018","2010-02-15 16:45:00","20914","SET/5 RED SPOTTY LID GLASS BOWLS",2,2.95,5.90
"498018","2010-02-15 16:45:00","21035","SET/2 RED SPOTTY TEA TOWELS ",4,2.95,11.80
"498018","2010-02-15 16:45:00","21041","RED SPOTTY OVEN GLOVE DOUBLE",4,2.95,11.80
"498018","2010-02-15 16:45:00","21157","RED SPOTTY WASHBAG",4,2.10,8.40
"498018","2010-02-15 16:45:00","21218","RED SPOTTY BISCUIT TIN",4,3.75,15.00
"498018","2010-02-15 16:45:00","21232","STRAWBERRY CERAMIC TRINKET BOX",6,1.25,7.50
"498018","2010-02-15 16:45:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",1,7.95,7.95
"498018","2010-02-15 16:45:00","21531","RETRO SPOT SUGAR JAM BOWL",1,2.55,2.55
"498018","2010-02-15 16:45:00","21535","RETRO SPOT SMALL MILK JUG",1,2.55,2.55
"498018","2010-02-15 16:45:00","21985","PACK OF 12 HEARTS DESIGN TISSUES ",24,0.29,6.96
"498018","2010-02-15 16:45:00","48111","DOOR MAT 3 SMILEY CATS",1,7.49,7.49
"498018","2010-02-15 16:45:00","48129","DOOR MAT TOPIARY",1,7.49,7.49
"498018","2010-02-15 16:45:00","48138","DOOR MAT UNION FLAG",1,7.49,7.49
"498018","2010-02-15 16:45:00","48185","DOOR MAT FAIRY CAKE",5,7.49,37.45
"498018","2010-02-15 16:45:00","48194","DOOR MAT HEARTS",4,7.49,29.96
"498018","2010-02-15 16:45:00","48197","DOOR MAT BIRD ON THE WIRE",1,7.49,7.49
"498018","2010-02-15 16:45:00","85014A","BLACK/BLUE DOTS RUFFLED UMBRELLA",1,5.95,5.95
"498018","2010-02-15 16:45:00","85014B","RED/WHITE DOTS RUFFLED UMBRELLA",1,5.95,5.95
"498018","2010-02-15 16:45:00","85099C","JUMBO  BAG BAROQUE BLACK WHITE",2,1.95,3.90
"498997","2010-02-24 11:51:00","20676","RED SPOTTY BOWL",4,1.25,5.00
"498997","2010-02-24 11:51:00","21232","STRAWBERRY CERAMIC TRINKET BOX",15,1.25,18.75
"498997","2010-02-24 11:51:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",1,7.95,7.95
"498997","2010-02-24 11:51:00","21531","RETRO SPOT SUGAR JAM BOWL",3,2.55,7.65
"498997","2010-02-24 11:51:00","21535","RETRO SPOT SMALL MILK JUG",6,2.55,15.30
"498997","2010-02-24 11:51:00","21929","JUMBO BAG PINK VINTAGE PAISLEY",1,1.95,1.95
"498997","2010-02-24 11:51:00","21985","PACK OF 12 HEARTS DESIGN TISSUES ",12,0.29,3.48
"498997","2010-02-24 11:51:00","22348","TEA BAG PLATE RED SPOTTY ",10,0.85,8.50
"498997","2010-02-24 11:51:00","22386","JUMBO BAG PINK WITH WHITE SPOTS",2,1.95,3.90
"498997","2010-02-24 11:51:00","37502","TEA TIME MUG IN GIFT BOX",2,2.95,5.90
"498997","2010-02-24 11:51:00","48111","DOOR MAT 3 SMILEY CATS",2,7.49,14.98
"498997","2010-02-24 11:51:00","48185","DOOR MAT FAIRY CAKE",6,7.49,44.94
"498997","2010-02-24 11:51:00","84509A","SET OF 4 ENGLISH ROSE PLACEMATS",1,3.75,3.75
"498997","2010-02-24 11:51:00","84510A","SET OF 4 ENGLISH ROSE COASTERS",1,1.25,1.25
"498997","2010-02-24 11:51:00","84519A","TOMATO CHARLIE+LOLA COASTER SET",1,2.95,2.95
"498997","2010-02-24 11:51:00","85099B","JUMBO BAG RED WHITE SPOTTY ",1,1.95,1.95
"498997","2010-02-24 11:51:00","85099C","JUMBO  BAG BAROQUE BLACK WHITE",4,1.95,7.80
"498997","2010-02-24 11:51:00","20685","DOOR MAT RED SPOT",10,6.35,63.50
"498997","2010-02-24 11:51:00","20981","12 PENCILS TALL TUBE WOODLAND",24,0.85,20.40
"499177","2010-02-25 10:21:00","20914","SET/5 RED SPOTTY LID GLASS BOWLS",4,2.95,11.80
"499177","2010-02-25 10:21:00","21218","RED SPOTTY BISCUIT TIN",1,3.75,3.75
"C499943","2010-03-03 12:31:00","22054","MINI CAKE STAND HANGING HEARTS",-1,1.65,-1.65
"499962","2010-03-03 13:04:00","20914","SET/5 RED SPOTTY LID GLASS BOWLS",4,2.95,11.80
"499962","2010-03-03 13:04:00","20685","DOOR MAT RED SPOT",5,7.49,37.45
"499962","2010-03-03 13:04:00","20754","RETRO RED SPOTTY WASHING UP GLOVES",4,2.10,8.40
"499962","2010-03-03 13:04:00","21041","RED SPOTTY OVEN GLOVE DOUBLE",5,2.95,14.75
"499962","2010-03-03 13:04:00","21157","RED SPOTTY WASHBAG",5,2.10,10.50
"499962","2010-03-03 13:04:00","21216","SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1,4.95,4.95
"499962","2010-03-03 13:04:00","21218","RED SPOTTY BISCUIT TIN",1,3.75,3.75
"499962","2010-03-03 13:04:00","21232","STRAWBERRY CERAMIC TRINKET BOX",15,1.25,18.75
"499962","2010-03-03 13:04:00","21524","DOOR MAT SPOTTY HOME SWEET HOME",1,7.49,7.49
"499962","2010-03-03 13:04:00","21531","RETRO SPOT SUGAR JAM BOWL",3,2.55,7.65
"499962","2010-03-03 13:04:00","21535","RETRO SPOT SMALL MILK JUG",5,2.55,12.75
"499962","2010-03-03 13:04:00","21789","KIDS RAIN MAC PINK",10,0.85,8.50
"499962","2010-03-03 13:04:00","22348","TEA BAG PLATE RED SPOTTY ",8,0.85,6.80
"499962","2010-03-03 13:04:00","48185","DOOR MAT FAIRY CAKE",5,7.49,37.45
"499962","2010-03-03 13:04:00","48194","DOOR MAT HEARTS",2,7.49,14.98
"499962","2010-03-03 13:04:00","84519A","TOMATO CHARLIE+LOLA COASTER SET",1,2.95,2.95
"C501435","2010-03-16 13:17:00","22058","CERAMIC LOVE HEARTS DESIGN MUG",-1,1.49,-1.49
"501442","2010-03-16 13:47:00","21900","KEY FOB , SHED",4,0.65,2.60
"501442","2010-03-16 13:47:00","21041","RED SPOTTY OVEN GLOVE DOUBLE",10,2.95,29.50
"501442","2010-03-16 13:47:00","21058","PARTY INVITES WOODLAND",24,0.85,20.40
"501442","2010-03-16 13:47:00","21157","RED SPOTTY WASHBAG",15,2.10,31.50
"501442","2010-03-16 13:47:00","21232","STRAWBERRY CERAMIC TRINKET BOX",2,1.25,2.50
"501442","2010-03-16 13:47:00","21485","RED SPOT HEART HOT WATER BOTTLE",1,4.95,4.95
"501442","2010-03-16 13:47:00","21524","DOOR MAT SPOTTY HOME SWEET HOME",5,7.49,37.45
"501442","2010-03-16 13:47:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",6,7.95,47.70
"501442","2010-03-16 13:47:00","21531","RETRO SPOT SUGAR JAM BOWL",7,2.55,17.85
"501442","2010-03-16 13:47:00","21535","RETRO SPOT SMALL MILK JUG",3,2.55,7.65
"501442","2010-03-16 13:47:00","21535","RETRO SPOT SMALL MILK JUG",7,2.55,17.85
"501442","2010-03-16 13:47:00","21784","SHOE SHINE BOX ",1,9.95,9.95
"501442","2010-03-16 13:47:00","20914","SET/5 RED SPOTTY LID GLASS BOWLS",10,2.95,29.50
"501442","2010-03-16 13:47:00","21982","PACK OF 12 SUKI TISSUES ",12,0.29,3.48
"501442","2010-03-16 13:47:00","37503","TEA TIME CAKE STAND IN GIFT BOX",1,10.75,10.75
"501442","2010-03-16 13:47:00","48111","DOOR MAT 3 SMILEY CATS",2,7.49,14.98
