"invoice_no","invoice_date","stock_code","description","quantity","unit_price","line_total"
"490312","2009-12-04 15:16:00","85024C","PINK SMALL JEWELLED PHOTOFRAME",2,1.65,3.30
"490312","2009-12-04 15:16:00","85136B","BLUE SHARK HELICOPTER",1,7.95,7.95
"490312","2009-12-04 15:16:00","85136C","RED SHARK HELICOPTER",1,7.95,7.95
"491831","2009-12-14 14:33:00","11001","ASSTD DESIGN RACING CAR PEN",4,1.69,6.76
"491831","2009-12-14 14:33:00","15056BL","EDWARDIAN PARASOL BLACK",1,5.95,5.95
"491831","2009-12-14 14:33:00","20753","RETRO PINK SPOT WASHING UP GLOVES",1,2.10,2.10
"491831","2009-12-14 14:33:00","21108","FAIRY CAKE FLANNEL ASSORTED COLOUR",1,2.55,2.55
"491831","2009-12-14 14:33:00","21156","RED SPOTTY CHILDS APRON",1,1.95,1.95
"491831","2009-12-14 14:33:00","21288","STRIPEY CHOCOLATE NESTING BOXES",1,2.95,2.95
"491831","2009-12-14 14:33:00","21289","LARGE STRIPES CHOCOLATE GIFT BAG",10,1.25,12.50
"491831","2009-12-14 14:33:00","21291","SMALL SPOTTY CHOCOLATE GIFT BAG ",5,0.85,4.25
"491831","2009-12-14 14:33:00","21348","PINK SPOTS CHOCOLATE NESTING BOXES ",1,2.95,2.95
"491831","2009-12-14 14:33:00","21638","ASSORTED TUTTI FRUTTI NOTEBOOK",1,2.10,2.10
"491831","2009-12-14 14:33:00","21638","ASSORTED TUTTI FRUTTI NOTEBOOK",2,2.10,4.20
"491831","2009-12-14 14:33:00","21642","ASSORTED TUTTI FRUTTI PEN",3,0.85,2.55
"491831","2009-12-14 14:33:00","21647","ASSORTED TUTTI FRUTTI LARGE PURSE",1,2.10,2.10
"491831","2009-12-14 14:33:00","21703","BAG 125g SWIRLY MARBLES",4,0.42,1.68
"491831","2009-12-14 14:33:00","21826","EIGHT PIECE DINOSAUR SET",1,1.25,1.25
"491831","2009-12-14 14:33:00","21870","I CAN ONLY PLEASE ONE PERSON MUG",1,1.25,1.25
"491831","2009-12-14 14:33:00","22070","SMALL RETRO SPOT MUG IN BOX  RED",3,3.75,11.25
"491831","2009-12-14 14:33:00","22071","SMALL RETRO SPOT MUG IN BOX  WHITE",3,3.75,11.25
"491831","2009-12-14 14:33:00","22114","HOT WATER BOTTLE TEA AND SYMPATHY",1,3.95,3.95
"491831","2009-12-14 14:33:00","22132","RED LOVE HEART SHAPE CUP",1,0.85,0.85
"491831","2009-12-14 14:33:00","22138","BAKING SET 9 PIECE RETROSPOT ",1,4.95,4.95
"491831","2009-12-14 14:33:00","22139","RETRO SPOT TEA SET CERAMIC 11 PC ",2,4.95,9.90
"491831","2009-12-14 14:33:00","22333","RETRO SPORT PARTY BAG + STICKER SET",2,1.65,3.30
"491831","2009-12-14 14:33:00","70006","LOVE HEART POCKET WARMER",1,1.65,1.65
"491831","2009-12-14 14:33:00","72739B","WHITE CHOCOLATE SCENT CANDLE",1,1.25,1.25
"491831","2009-12-14 14:33:00","84396","6 HOOK JEWELLERY STAND BLACK DRESS",1,8.49,8.49
"491831","2009-12-14 14:33:00","85084","HOLLY TOP CHRISTMAS STOCKING",1,0.85,0.85
"491831","2009-12-14 14:33:00","85104","SILVER GLASS T-LIGHT SET",1,2.95,2.95
"491831","2009-12-14 14:33:00","85114B","IVORY ENCHANTED FOREST PLACEMAT",6,1.65,9.90
"491831","2009-12-14 14:33:00","85222","ASSORTED COLOUR SILK COSMETIC PURSE",2,2.10,4.20
"491831","2009-12-14 14:33:00","90090","PINK CRYSTAL HEART PHONE CHARM",2,0.85,1.70
"491831","2009-12-14 14:33:00","90129A","PINK GLASS TASSLE BAG CHARM ",1,2.95,2.95
"491831","2009-12-14 14:33:00","90214L","LETTER L BLING KEY RING",1,1.25,1.25
"492534","2009-12-17 13:07:00","16239","BALLERINA HEART DECORATION.",1,2.95,2.95
"492534","2009-12-17 13:07:00","18098A","PINK PORCELAIN B'FLY OIL BURNER",1,2.95,2.95
"492534","2009-12-17 13:07:00","20665","RED SPOTTY PURSE ",1,2.95,2.95
"492534","2009-12-17 13:07:00","20725","LUNCH BAG RED SPOTTY",1,1.65,1.65
"492534","2009-12-17 13:07:00","20767","BLUE PAISLEY JOURNAL ",1,2.55,2.55
"492534","2009-12-17 13:07:00","20960","WATERMELON BATH SPONGE",1,1.25,1.25
"492534","2009-12-17 13:07:00","21490","SET OF THREE 50'S GIFT WRAPS ",1,1.95,1.95
"492534","2009-12-17 13:07:00","21872","GLAMOROUS  MUG",1,1.25,1.25
"492534","2009-12-17 13:07:00","21873","IF YOU CAN'T STAND THE HEAT MUG",1,1.25,1.25
"492534","2009-12-17 13:07:00","21874","GIN AND TONIC MUG",1,1.25,1.25
"492534","2009-12-17 13:07:00","21877","HOME SWEET HOME MUG",1,1.25,1.25
"492534","2009-12-17 13:07:00","21908","CHOCOLATE THIS WAY METAL SIGN",1,2.10,2.10
"492534","2009-12-17 13:07:00","22042","CHRISTMAS CARD SINGING ANGEL",12,0.42,5.04
"492534","2009-12-17 13:07:00","22058","CERAMIC LOVE HEARTS DESIGN MUG",1,1.49,1.49
"492534","2009-12-17 13:07:00","22112","CHOCOLATE HOT WATER BOTTLE",1,4.95,4.95
"492534","2009-12-17 13:07:00","22311","OFFICE MUG WARMER BLACK+SILVER ",1,4.95,4.95
"492534","2009-12-17 13:07:00","35981C","WHITE SNOW SCANDINAVIAN STOCKING ",1,0.38,0.38
"492534","2009-12-17 13:07:00","37343","SPOTS DESIGN MUG W PINK INSIDE",1,1.65,1.65
"492534","2009-12-17 13:07:00","37352","BIRD IN TREE MUG ",1,1.25,1.25
"492534","2009-12-17 13:07:00","70006","LOVE HEART POCKET WARMER",1,1.65,1.65
"492534","2009-12-17 13:07:00","70007","HI TEC ALPINE HAND WARMER",1,1.65,1.65
"492534","2009-12-17 13:07:00","71406C","BLACK ORANGE SQUEEZER",1,0.42,0.42
"492534","2009-12-17 13:07:00","72814","SET/3 CHRISTMAS BRIAR CANDLES",1,3.75,3.75
"492534","2009-12-17 13:07:00","84378","SET OF 3 HEART COOKIE CUTTERS",1,1.25,1.25
"492534","2009-12-17 13:07:00","84997D","PINK 3 PIECE MINI DOTS CUTLERY SET",1,3.75,3.75
"492534","2009-12-17 13:07:00","85174","S/4 CACTI CANDLES",1,4.95,4.95
"492534","2009-12-17 13:07:00","90003B","ROSE COLOUR PAIR HEART HAIR SLIDES",1,3.75,3.75
"492534","2009-12-17 13:07:00","90027D","GLASS BEAD HOOP EARRINGS AMETHYST",1,2.95,2.95
"492534","2009-12-17 13:07:00","90081A","LILY BROOCH AMETHYST COLOUR",1,4.95,4.95
"492534","2009-12-17 13:07:00","90206A","GOLD DIAMANTE STAR BROOCH",1,4.95,4.95
"492687","2009-12-17 18:41:00","21108","FAIRY CAKE FLANNEL ASSORTED COLOUR",1,2.55,2.55
"492687","2009-12-17 18:41:00","21289","LARGE STRIPES CHOCOLATE GIFT BAG",3,1.25,3.75
"492687","2009-12-17 18:41:00","21291","SMALL SPOTTY CHOCOLATE GIFT BAG ",1,0.85,0.85
"492687","2009-12-17 18:41:00","21563","RED HEART SHAPE LOVE BUCKET ",1,2.95,2.95
"492824","2009-12-20 15:00:00","72008","FROSTED BOX 9 WHITE T-LIGHT CANDLES",1,0.42,0.42
"492824","2009-12-20 15:00:00","85104","SILVER GLASS T-LIGHT SET",1,2.95,2.95
"492975","2009-12-21 15:36:00","20686","DOLLY MIXTURE CHILDREN'S UMBRELLA",3,3.25,9.75
"492975","2009-12-21 15:36:00","20978","36 PENCILS TUBE SKULLS",1,1.25,1.25
"492975","2009-12-21 15:36:00","21225","POCKET MIRROR BUTTERFLY ",1,1.25,1.25
"492975","2009-12-21 15:36:00","21479","WHITE SKULL HOT WATER BOTTLE ",1,3.75,3.75
"492975","2009-12-21 15:36:00","47591C","BLUE FAIRY CAKE CHILD'S APRON",3,1.95,5.85
"492975","2009-12-21 15:36:00","84031A","CHARLIE+LOLA RED HOT WATER BOTTLE ",3,4.65,13.95
"492975","2009-12-21 15:36:00","85014D","PINK/BROWN DOTS RUFFLED UMBRELLA",1,5.95,5.95
"492975","2009-12-21 15:36:00","85034B","3 WHITE CHOC MORRIS BOXED CANDLES",1,4.25,4.25
"492975","2009-12-21 15:36:00","85035B","CHOCOLATE 3 WICK MORRIS BOX CANDLE",1,4.25,4.25
"493076","2009-12-22 09:49:00","21333","CLASSIC WHITE FRAME",4,2.95,11.80
"493076","2009-12-22 09:49:00","21524","SPOTTY  HOME SWEET HOME DOORMAT",1,6.75,6.75
"493076","2009-12-22 09:49:00","22173","METAL 4 HOOK HANGER FRENCH CHATEAU",2,2.95,5.90
"493200","2009-12-22 13:22:00","17129D","CLEAR COLOUR GLASS GEMS IN BAG",3,0.85,2.55
"493200","2009-12-22 13:22:00","20676","RED SPOTTY BOWL",4,1.25,5.00
"493200","2009-12-22 13:22:00","21067","VINTAGE RED TEATIME MUG",1,1.25,1.25
"493200","2009-12-22 13:22:00","21080","SET/20 RED SPOTTY PAPER NAPKINS ",3,0.85,2.55
"493200","2009-12-22 13:22:00","21094","SET/6 RED SPOTTY PAPER PLATES",5,0.85,4.25
"493200","2009-12-22 13:22:00","21238","RED SPOTTY CUP",2,0.85,1.70
"493200","2009-12-22 13:22:00","21242","RED SPOTTY PLATE ",4,1.69,6.76
"493200","2009-12-22 13:22:00","21246","RED SPOTTY BIG BOWL",2,4.95,9.90
"493200","2009-12-22 13:22:00","21333","CLASSIC WHITE FRAME",4,2.95,11.80
"493200","2009-12-22 13:22:00","22306","SILVER MUG BONE CHINA TREE OF LIFE",1,5.95,5.95
"493200","2009-12-22 13:22:00","22315","200 RED + WHITE BENDY STRAWS",1,1.25,1.25
"493200","2009-12-22 13:22:00","84564","6 SEGMENT COLOURED SNACK BOWL ",1,7.95,7.95
"493200","2009-12-22 13:22:00","84951A","S/4 PISTACHIO LOVEBIRD COASTERS",2,2.55,5.10
"493302","2009-12-22 15:39:00","15060B","FAIRY CAKE DESIGN UMBRELLA",1,3.75,3.75
"493302","2009-12-22 15:39:00","20723","STRAWBERRY CHARLOTTE BAG",1,0.85,0.85
"493302","2009-12-22 15:39:00","35967","FOLK ART METAL STAR T-LIGHT HOLDER",1,0.38,0.38
"493302","2009-12-22 15:39:00","35968","FOLK ART METAL HEART T-LIGHT HOLDER",1,0.38,0.38
"493302","2009-12-22 15:39:00","72807B","SET/3 OCEAN SCENT CANDLE JEWEL BOX",1,4.25,4.25
"493302","2009-12-22 15:39:00","85014A","BLACK/BLUE DOTS RUFFLED UMBRELLA",1,5.95,5.95
"493302","2009-12-22 15:39:00","85014D","PINK/BROWN DOTS RUFFLED UMBRELLA",1,5.95,5.95
"493304","2009-12-22 15:42:00","20754","RETRO RED SPOTTY WASHING UP GLOVES",1,2.10,2.10
"493304","2009-12-22 15:42:00","21870","I CAN ONLY PLEASE ONE PERSON MUG",1,1.25,1.25
"493304","2009-12-22 15:42:00","84032B","CHARLIE + LOLA RED HOT WATER BOTTLE",1,2.95,2.95
"493304","2009-12-22 15:42:00","84255B","ORANGE COCKTAIL GLASS LAMP",1,2.10,2.10
"493304","2009-12-22 15:42:00","84427B","BLACK GLASS TV DOUBLE P/FRAME 15X10",1,4.25,4.25
"493304","2009-12-22 15:42:00","84899E","YELLOW + BROWN BEAR FELT PURSE KIT",1,1.25,1.25
"493304","2009-12-22 15:42:00","90043","COPPER AND BRASS BAG CHARM",1,4.95,4.95
"493304","2009-12-22 15:42:00","90165B","WHITE ROSEBUD  PEARL EARRINGS",1,2.55,2.55
"493376","2009-12-23 12:18:00","21491","SET OF THREE VINTAGE GIFT WRAPS",1,1.95,1.95
"494164","2010-01-12 09:24:00","21335","LIBRARY LAMP",1,21.95,21.95
"494164","2010-01-12 09:24:00","84899E","YELLOW + BROWN BEAR FELT PURSE KIT",2,1.25,2.50
"494230","2010-01-12 14:08:00","21252","SET OF MEADOW  FLOWER STICKERS",2,2.95,5.90
"494230","2010-01-12 14:08:00","21527","RETRO SPOT TRADITIONAL TEAPOT ",1,7.95,7.95
"494230","2010-01-12 14:08:00","37449","CERAMIC CAKE STAND + HANGING CAKES",1,9.95,9.95
"494230","2010-01-12 14:08:00","47591D","PINK FAIRY CAKE CHILD'S APRON",1,1.95,1.95
"494230","2010-01-12 14:08:00","48138","DOOR MAT UNION FLAG",1,6.75,6.75
"495524","2010-01-25 14:30:00","21609","SET 12 LAVENDER  BOTANICAL T-LIGHTS",1,2.95,2.95
"495524","2010-01-25 14:30:00","85034B","3 WHITE CHOC MORRIS BOXED CANDLES",2,4.25,8.50
"495524","2010-01-25 14:30:00","85035B","CHOCOLATE 3 WICK MORRIS BOX CANDLE",2,4.25,8.50
"497106","2010-02-05 15:16:00","21335","LIBRARY LAMP",1,21.95,21.95
"497106","2010-02-05 15:16:00","84247G","DECOUPAGE,GREETING CARD,",36,0.42,15.12
"497605","2010-02-11 11:24:00","22372","AIRLINE BAG VINTAGE WORLD CHAMPION ",1,6.35,6.35
"497607","2010-02-11 11:39:00","22372","AIRLINE BAG VINTAGE WORLD CHAMPION ",1,6.35,6.35
"497610","2010-02-11 11:45:00","22372","AIRLINE BAG VINTAGE WORLD CHAMPION ",1,6.35,6.35
"C497611","2010-02-11 11:47:00","22372","AIRLINE BAG VINTAGE WORLD CHAMPION ",-2,6.35,-12.70
"498341","2010-02-18 11:12:00","21889","WOODEN BOX OF DOMINOES",1,1.25,1.25
"498543","2010-02-19 14:44:00","21076","SET/20 COLLAGE PAPER NAPKIN ",1,0.85,0.85
"498543","2010-02-19 14:44:00","72800C","S/4 PINK DINNER CANDLE SILVER FLOCK",1,2.55,2.55
"498543","2010-02-19 14:44:00","85040A","S/4 PINK FLOWER CANDLES IN BOWL",1,1.65,1.65
"499859","2010-03-02 17:05:00","20615","BLUE SPOTTY PASSPORT COVER",1,2.10,2.10
"499859","2010-03-02 17:05:00","20616","CHERRY BLOSSOM PASSPORT COVER",1,2.10,2.10
"499859","2010-03-02 17:05:00","20665","RED SPOTTY PURSE ",1,2.95,2.95
"500285","2010-03-05 15:07:00","21638","ASSORTED TUTTI FRUTTI NOTEBOOK",2,2.10,4.20
"500285","2010-03-05 15:07:00","21643","ASSORTED TUTTI FRUTTI MIRROR",2,1.25,2.50
"500285","2010-03-05 15:07:00","21647","ASSORTED TUTTI FRUTTI LARGE PURSE",2,2.10,4.20
"500285","2010-03-05 15:07:00","21832","CHOCOLATE CALCULATOR",2,1.65,3.30
"500285","2010-03-05 15:07:00","21846","PINK DIAMANTE PEN IN GIFT BOX",1,4.95,4.95
"500285","2010-03-05 15:07:00","21851","LILAC DIAMANTE PEN IN GIFT BOX",1,4.95,4.95
"500285","2010-03-05 15:07:00","90090","PINK CRYSTAL HEART PHONE CHARM",2,0.85,1.70
"500285","2010-03-05 15:07:00","90129A","PINK GLASS TASSLE BAG CHARM ",1,2.95,2.95
"500285","2010-03-05 15:07:00","90129E","PURPLE GLASS TASSLE BAG CHARM",1,2.95,2.95
"500285","2010-03-05 15:07:00","90202A","PURPLE ENAMEL FLOWER HAIR TIE",1,2.95,2.95
"500285","2010-03-05 15:07:00","90202D","PINK ENAMEL FLOWER HAIR TIE",1,2.95,2.95
"500285","2010-03-05 15:07:00","90214J","LETTER J BLING KEY RING",1,1.25,1.25
"500285","2010-03-05 15:07:00","90214P","LETTER P BLING KEY RING",1,1.25,1.25
"500361","2010-03-07 15:56:00","20828","GLITTER BUTTERFLY CLIPS",1,2.55,2.55
"500361","2010-03-07 15:56:00","21770","OPEN CLOSED METAL SIGN",1,4.95,4.95
"500536","2010-03-08 14:27:00","22467","GUMBALL COAT RACK",1,2.55,2.55
"500661","2010-03-09 11:50:00","22091","EMPIRE TISSUE BOX",1,1.25,1.25
"500661","2010-03-09 11:50:00","22275","WEEKEND BAG VINTAGE ROSE PAISLEY",1,8.50,8.50
"500661","2010-03-09 11:50:00","82587","TEXRIO TOMATOES CANDLE+CUP",1,1.25,1.25
"500661","2010-03-09 11:50:00","84595B","LARGE TRIFLE DESIGN L BLUE BOWL",1,3.75,3.75
"500661","2010-03-09 11:50:00","84596I","WRAP SWEETS LIGHT PINK SMALL BOWL",1,1.25,1.25
"502274","2010-03-23 15:56:00","22441","GROW YOUR OWN BASIL IN ENAMEL MUG",1,2.10,2.10
"502274","2010-03-23 15:56:00","22442","GROW YOUR OWN FLOWERS SET OF 3",1,7.95,7.95
"503584","2010-04-01 16:55:00","21336","GOLD WASHBAG",1,2.95,2.95
"503584","2010-04-01 16:55:00","21504","SKULLS GREETING CARD",1,0.42,0.42
"503584","2010-04-01 16:55:00","22021","BLUE FELT EASTER EGG BASKET",1,1.65,1.65
"503584","2010-04-01 16:55:00","22444","GROW YOUR OWN PLANT IN A CAN ",2,1.25,2.50
"503584","2010-04-01 16:55:00","22451","SILK PURSE RUSSIAN DOLL RED",2,3.35,6.70
"503584","2010-04-01 16:55:00","22557","PLASTERS IN TIN VINTAGE PAISLEY ",1,1.65,1.65
"503584","2010-04-01 16:55:00","22582","PACK OF 6 SWEETIE GIFT BOXES",1,2.55,2.55
"503584","2010-04-01 16:55:00","22583","PACK OF 6 HANDBAG GIFT BOXES",1,2.55,2.55
"503905","2010-04-08 12:23:00","21080","SET/20 RED SPOTTY PAPER NAPKINS ",2,0.85,1.70
"503905","2010-04-08 12:23:00","21110","LARGE CAKE TOWEL PINK SPOTS",1,6.75,6.75
"503905","2010-04-08 12:23:00","22275","WEEKEND BAG VINTAGE ROSE PAISLEY",1,8.50,8.50
"503905","2010-04-08 12:23:00","22276","WASH BAG VINTAGE ROSE PAISLEY",1,2.55,2.55
"503905","2010-04-08 12:23:00","22277","COSMETIC BAG VINTAGE ROSE PAISLEY",1,2.10,2.10
"504546","2010-04-14 12:26:00","85099B","RED RETROSPOT JUMBO BAG ",7,1.95,13.65
"504560","2010-04-14 13:57:00","22275","WEEKEND BAG VINTAGE ROSE PAISLEY",2,8.50,17.00
"504647","2010-04-15 14:45:00","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",12,2.10,25.20
"505512","2010-04-22 14:55:00","84581","DOG TOY WITH PINK CROCHET SKIRT",1,3.75,3.75
"505512","2010-04-22 14:55:00","84899F","YELLOW PURPLE DAISY FELT PURSE KIT",1,1.25,1.25
"505512","2010-04-22 14:55:00","84902","PINK KNITTED COW STUFFED TOY",1,3.75,3.75
"506859","2010-05-04 14:40:00","20727","LUNCH BAG  BLACK SKULL.",1,1.65,1.65
"507040","2010-05-05 16:23:00","21218","RED SPOTTY BISCUIT TIN",4,3.75,15.00
"508793","2010-05-18 12:31:00","20674","GREEN SPOTTY BOWL",3,1.25,3.75
"508793","2010-05-18 12:31:00","21381","MINI WOODEN HAPPY BIRTHDAY GARLAND",1,1.69,1.69
"508793","2010-05-18 12:31:00","21718","RED METAL BEACH SPADE ",2,1.25,2.50
"508793","2010-05-18 12:31:00","22090","PAPER BUNTING RETRO SPOTS",1,2.95,2.95
"508793","2010-05-18 12:31:00","22147","FELTCRAFT BUTTERFLY HEARTS",15,1.45,21.75
"508793","2010-05-18 12:31:00","22434","BALLOON PUMP WITH 10 BALLOONS",1,1.95,1.95
"508793","2010-05-18 12:31:00","47590B","PINK HAPPY BIRTHDAY BUNTING",1,5.45,5.45
"508802","2010-05-18 12:50:00","21114","LAVENDER SCENTED FABRIC HEART",5,1.25,6.25
"509707","2010-05-25 12:15:00","21058","PARTY INVITES WOODLAND",2,0.85,1.70
"510441","2010-05-30 14:50:00","20674","GREEN SPOTTY BOWL",3,1.25,3.75
"510441","2010-05-30 14:50:00","20675","BLUE SPOTTY BOWL",2,1.25,2.50
"510441","2010-05-30 14:50:00","20677","PINK SPOTTY BOWL",3,1.25,3.75
"510441","2010-05-30 14:50:00","21034","REX CASH+CARRY JUMBO SHOPPER",1,0.95,0.95
"510441","2010-05-30 14:50:00","21239","PINK  SPOTTY CUP",2,0.85,1.70
"510441","2010-05-30 14:50:00","21240","BLUE  SPOTTY CUP",2,0.85,1.70
"510441","2010-05-30 14:50:00","21241","GREEN SPOTTY CUP",2,0.85,1.70
"510441","2010-05-30 14:50:00","21243","PINK  SPOTTY PLATE ",3,1.69,5.07
"510441","2010-05-30 14:50:00","21244","BLUE  SPOTTY PLATE ",2,1.69,3.38
"510441","2010-05-30 14:50:00","21245","GREEN  SPOTTY PLATE ",3,1.69,5.07
"510441","2010-05-30 14:50:00","21380","WOODEN HAPPY BIRTHDAY GARLAND",1,2.95,2.95
"510441","2010-05-30 14:50:00","21381","MINI WOODEN HAPPY BIRTHDAY GARLAND",1,1.69,1.69
"510441","2010-05-30 14:50:00","22090","PAPER BUNTING RETRO SPOTS",1,2.95,2.95
"510441","2010-05-30 14:50:00","22494","EMERGENCY FIRST AID TIN ",1,1.25,1.25
"510441","2010-05-30 14:50:00","47599A","PINK PARTY BAGS",1,2.10,2.10
"510441","2010-05-30 14:50:00","85014A","BLACK/BLUE DOTS RUFFLED UMBRELLA",1,5.95,5.95
"510673","2010-06-02 16:01:00","20717","STRAWBERRY SHOPPER BAG",1,1.25,1.25
"510673","2010-06-02 16:01:00","22136","LOVE HEART SOCK HANGER",1,1.65,1.65
"510673","2010-06-02 16:01:00","45008C","DECORATIVE NET CANOPY CREAM",1,8.95,8.95
"510673","2010-06-02 16:01:00","84791","GINGHAM HEART DECORATION",2,2.95,5.90
"511998","2010-06-11 15:37:00","84016","FLAG OF ST GEORGE CAR FLAG",2,0.42,0.84
"511998","2010-06-11 15:37:00","84033","FLAG OF ST GEORGE ",1,1.65,1.65
