"invoice_no","invoice_date","stock_code","description","quantity","unit_price","line_total"
"498778","2010-02-23 10:48:00","21888","BINGO SET",12,3.75,45.00
"498778","2010-02-23 10:48:00","21912","VINTAGE SNAKES & LADDERS",12,3.75,45.00
"498778","2010-02-23 10:48:00","21913","VINTAGE SEASIDE JIGSAW PUZZLES",12,3.75,45.00
"498778","2010-02-23 10:48:00","21924","BLUE/CREAM STRIPE FRINGE HAMMOCK",12,6.95,83.40
"498778","2010-02-23 10:48:00","71459","HANGING JAM JAR T-LIGHT HOLDER",96,0.72,69.12
"498778","2010-02-23 10:48:00","84795D","SEASIDE STRIPE HAMMOCK",12,6.95,83.40
"498778","2010-02-23 10:48:00","85123A","WHITE HANGING HEART T-LIGHT HOLDER",64,2.55,163.20
"498779","2010-02-23 10:49:00","21164","HOME SWEET HOME METAL SIGN ",12,2.95,35.40
"498779","2010-02-23 10:49:00","21165","BEWARE OF THE CAT METAL SIGN ",12,1.69,20.28
"498779","2010-02-23 10:49:00","21174","POTTERING IN THE SHED METAL SIGN",12,1.95,23.40
"498779","2010-02-23 10:49:00","21179","NO JUNK MAIL METAL SIGN",12,1.25,15.00
"498779","2010-02-23 10:49:00","21181","PLEASE ONE PERSON METAL SIGN",12,2.10,25.20
"498779","2010-02-23 10:49:00","21733","RED HANGING HEART T-LIGHT HOLDER",18,2.95,53.10
"498779","2010-02-23 10:49:00","21770","OPEN CLOSED METAL SIGN",8,4.95,39.60
"498779","2010-02-23 10:49:00","21908","CHOCOLATE THIS WAY METAL SIGN",12,2.10,25.20
"498779","2010-02-23 10:49:00","46000S","POLYESTER FILLER PAD 40x40cm",60,1.45,87.00
"498779","2010-02-23 10:49:00","85123A","WHITE HANGING HEART T-LIGHT HOLDER",32,2.55,81.60
"504587","2010-04-15 10:12:00","20969","RED FLORAL FELTCRAFT SHOULDER BAG",12,3.75,45.00
"504587","2010-04-15 10:12:00","20970","PINK FLORAL FELTCRAFT SHOULDER BAG",12,3.75,45.00
"504587","2010-04-15 10:12:00","21174","POTTERING IN THE SHED METAL SIGN",48,1.65,79.20
"504587","2010-04-15 10:12:00","21175","GIN + TONIC DIET METAL SIGN",24,2.10,50.40
"504587","2010-04-15 10:12:00","21181","PLEASE ONE PERSON METAL SIGN",36,2.10,75.60
"504587","2010-04-15 10:12:00","21231","SWEETHEART CERAMIC TRINKET BOX",72,1.06,76.32
"504587","2010-04-15 10:12:00","21232","STRAWBERRY CERAMIC TRINKET BOX",72,1.06,76.32
"504587","2010-04-15 10:12:00","21333","CLASSIC WHITE FRAME",12,2.95,35.40
"504587","2010-04-15 10:12:00","21876","POTTERING MUG",24,1.25,30.00
"504587","2010-04-15 10:12:00","21877","HOME SWEET HOME MUG",24,1.25,30.00
"504587","2010-04-15 10:12:00","21888","BINGO SET",12,3.75,45.00
"504587","2010-04-15 10:12:00","21907","I'M ON HOLIDAY METAL SIGN",24,2.10,50.40
"504587","2010-04-15 10:12:00","21908","CHOCOLATE THIS WAY METAL SIGN",24,2.10,50.40
"504587","2010-04-15 10:12:00","22055","MINI CAKE STAND  HANGING STRAWBERY",32,1.45,46.40
"504587","2010-04-15 10:12:00","22063","CERAMIC BOWL WITH STRAWBERRY DESIGN",36,2.55,91.80
"504587","2010-04-15 10:12:00","22295","HEART FILIGREE DOVE LARGE",24,1.65,39.60
"504587","2010-04-15 10:12:00","22379","RECYCLING BAG RETROSPOT ",20,2.10,42.00
"504587","2010-04-15 10:12:00","22480","RED TEA TOWEL CLASSIC DESIGN",12,1.25,15.00
"504587","2010-04-15 10:12:00","22482","BLUE TEA TOWEL CLASSIC DESIGN",12,1.25,15.00
"504587","2010-04-15 10:12:00","22569","FELTCRAFT CUSHION BUTTERFLY",12,3.75,45.00
"504587","2010-04-15 10:12:00","22570","FELTCRAFT CUSHION RABBIT",12,3.75,45.00
"504587","2010-04-15 10:12:00","37446","MINI CAKE STAND WITH HANGING CAKES",32,1.25,40.00
"504587","2010-04-15 10:12:00","37449","CERAMIC CAKE STAND + HANGING CAKES",8,8.50,68.00
"504587","2010-04-15 10:12:00","37450","CERAMIC CAKE BOWL + HANGING CAKES",18,2.55,45.90
"504587","2010-04-15 10:12:00","71459","HANGING JAM JAR T-LIGHT HOLDER",96,0.72,69.12
"504587","2010-04-15 10:12:00","82552","WASHROOM METAL SIGN",24,1.25,30.00
"504587","2010-04-15 10:12:00","84406B","CREAM CUPID HEARTS COAT HANGER",8,3.25,26.00
"504587","2010-04-15 10:12:00","84755","COLOUR GLASS T-LIGHT HOLDER HANGING",64,0.65,41.60
"504587","2010-04-15 10:12:00","85123A","WHITE HANGING HEART T-LIGHT HOLDER",64,2.55,163.20
"504587","2010-04-15 10:12:00","85152","HAND OVER THE CHOCOLATE   SIGN ",24,2.10,50.40
"504850","2010-04-18 10:13:00","21925","UNION STRIPE CUSHION COVER ",40,1.06,42.40
"504850","2010-04-18 10:13:00","21926","RED/CREAM STRIPE CUSHION COVER ",40,1.06,42.40
"504850","2010-04-18 10:13:00","21927","BLUE/CREAM STRIPE CUSHION COVER ",40,1.06,42.40
"508622","2010-05-17 13:47:00","21713","CITRONELLA CANDLE FLOWERPOT",48,0.85,40.80
"508622","2010-05-17 13:47:00","21925","UNION STRIPE CUSHION COVER ",24,1.25,30.00
"508622","2010-05-17 13:47:00","84684","BEACH HUT PHOTO FRAME",48,0.85,40.80
"508622","2010-05-17 13:47:00","84685","BEACH HUT KEY CABINET",16,1.25,20.00
"508622","2010-05-17 13:47:00","84686","BEACH HUT MIRROR",16,1.65,26.40
"508622","2010-05-17 13:47:00","84689","S/2 BEACH HUT TREASURE CHESTS",12,1.65,19.80
"508622","2010-05-17 13:47:00","85123A","WHITE HANGING HEART T-LIGHT HOLDER",64,2.55,163.20
"508623","2010-05-17 13:49:00","22427","ENAMEL FLOWER JUG CREAM",12,5.45,65.40
"508623","2010-05-17 13:49:00","85068","CREAM SWEETHEART SHELF + HOOKS",6,6.95,41.70
"511480","2010-06-08 13:43:00","21165","BEWARE OF THE CAT METAL SIGN ",24,1.69,40.56
"511480","2010-06-08 13:43:00","21174","POTTERING IN THE SHED METAL SIGN",24,1.95,46.80
"511480","2010-06-08 13:43:00","21473","SWEETHEART CREAM STEEL TABLE RECT",2,19.95,39.90
"511480","2010-06-08 13:43:00","21474","SWEETHEART CREAM STEEL FOLDIN BENCH",2,19.95,39.90
"511480","2010-06-08 13:43:00","21907","I'M ON HOLIDAY METAL SIGN",24,2.10,50.40
"511480","2010-06-08 13:43:00","21908","CHOCOLATE THIS WAY METAL SIGN",24,2.10,50.40
"511480","2010-06-08 13:43:00","21922","UNION STRIPE WITH FRINGE  HAMMOCK",12,6.95,83.40
"511480","2010-06-08 13:43:00","21924","BLUE/CREAM STRIPE FRINGE HAMMOCK",12,6.95,83.40
"511480","2010-06-08 13:43:00","46000R","POLYESTER FILLER PAD 45x30cm",24,1.45,34.80
"511480","2010-06-08 13:43:00","71459","HANGING JAM JAR T-LIGHT HOLDER",96,0.72,69.12
"511480","2010-06-08 13:43:00","85123A","WHITE HANGING HEART T-LIGHT HOLDER",64,2.55,163.20
"514346","2010-07-01 15:29:00","21164","HOME SWEET HOME METAL SIGN ",18,2.95,53.10
"514346","2010-07-01 15:29:00","21165","BEWARE OF THE CAT METAL SIGN ",24,1.69,40.56
"514346","2010-07-01 15:29:00","21174","POTTERING IN THE SHED METAL SIGN",24,1.95,46.80
"514346","2010-07-01 15:29:00","21907","I'M ON HOLIDAY METAL SIGN",24,2.10,50.40
"514346","2010-07-01 15:29:00","21908","CHOCOLATE THIS WAY METAL SIGN",24,2.10,50.40
"514346","2010-07-01 15:29:00","21911","GARDEN METAL SIGN ",24,1.65,39.60
"514346","2010-07-01 15:29:00","71459","HANGING JAM JAR T-LIGHT HOLDER",96,0.72,69.12
"514346","2010-07-01 15:29:00","85123A","WHITE HANGING HEART T-LIGHT HOLDER",64,2.55,163.20
"523768","2010-09-24 10:29:00","21668","RED STRIPE CERAMIC DRAWER KNOB",24,1.25,30.00
"523768","2010-09-24 10:29:00","21669","BLUE STRIPE CERAMIC DRAWER KNOB",24,1.25,30.00
"523768","2010-09-24 10:29:00","21670","BLUE SPOT CERAMIC DRAWER KNOB",24,1.25,30.00
"523768","2010-09-24 10:29:00","21671","RED SPOT CERAMIC DRAWER KNOB",24,1.25,30.00
"523768","2010-09-24 10:29:00","21672","WHITE SPOT RED CERAMIC DRAWER KNOB",24,1.25,30.00
"523768","2010-09-24 10:29:00","21673","WHITE SPOT BLUE CERAMIC DRAWER KNOB",24,1.25,30.00
"523768","2010-09-24 10:29:00","22078","RIBBON REEL LACE DESIGN ",20,2.10,42.00
"523768","2010-09-24 10:29:00","22079","RIBBON REEL HEARTS DESIGN ",20,1.65,33.00
"523768","2010-09-24 10:29:00","22080","RIBBON REEL SPOTS DESIGN ",20,1.65,33.00
"523768","2010-09-24 10:29:00","22081","RIBBON REEL FLORA + FAUNA ",20,1.65,33.00
"523768","2010-09-24 10:29:00","22082","RIBBON REEL STRIPES DESIGN ",20,1.65,33.00
"523768","2010-09-24 10:29:00","22169","FAMILY ALBUM WHITE PICTURE FRAME",8,7.65,61.20
"523768","2010-09-24 10:29:00","22171","3 HOOK PHOTO SHELF ANTIQUE WHITE",12,7.65,91.80
"523768","2010-09-24 10:29:00","22173","METAL 4 HOOK HANGER FRENCH CHATEAU",8,2.95,23.60
"523768","2010-09-24 10:29:00","22178","VICTORIAN GLASS HANGING T-LIGHT",24,1.25,30.00
"523768","2010-09-24 10:29:00","22186","RED STAR CARD HOLDER",48,2.55,122.40
"523768","2010-09-24 10:29:00","22187","GREEN CHRISTMAS TREE CARD HOLDER",24,3.75,90.00
"523768","2010-09-24 10:29:00","22464","HANGING METAL HEART LANTERN",48,1.45,69.60
"523768","2010-09-24 10:29:00","22533","MAGIC DRAWING SLATE BAKE A CAKE ",24,0.42,10.08
"523768","2010-09-24 10:29:00","22534","MAGIC DRAWING SLATE SPACEBOY ",24,0.42,10.08
"523768","2010-09-24 10:29:00","22535","MAGIC DRAWING SLATE BUNNIES ",24,0.42,10.08
"523768","2010-09-24 10:29:00","22538","MINI JIGSAW GO TO THE FAIR",24,0.42,10.08
"523768","2010-09-24 10:29:00","22539","MINI JIGSAW DOLLY GIRL",48,0.42,20.16
"523768","2010-09-24 10:29:00","22543","MINI JIGSAW BAKE A CAKE ",24,0.42,10.08
"523768","2010-09-24 10:29:00","22544","MINI JIGSAW SPACEBOY",48,0.42,20.16
"523768","2010-09-24 10:29:00","22546","MINI JIGSAW PURDEY",24,0.42,10.08
"523768","2010-09-24 10:29:00","22584","PACK OF 6 PANNETONE GIFT BOXES",48,2.55,122.40
"523768","2010-09-24 10:29:00","22585","PACK OF 6 BIRDY GIFT TAGS",144,1.06,152.64
"523768","2010-09-24 10:29:00","22588","CARD HOLDER GINGHAM HEART",18,2.55,45.90
"523768","2010-09-24 10:29:00","22589","CARDHOLDER GINGHAM STAR",18,2.55,45.90
"523768","2010-09-24 10:29:00","22666","RECIPE BOX PANTRY YELLOW DESIGN",24,2.55,61.20
"523768","2010-09-24 10:29:00","22731","3D STICKERS CHRISTMAS STAMPS",60,1.25,75.00
"523768","2010-09-24 10:29:00","22732","3D STICKERS VINTAGE CHRISTMAS",60,1.25,75.00
"523768","2010-09-24 10:29:00","22733","3D STICKERS TRADITIONAL CHRISTMAS ",60,1.25,75.00
"523768","2010-09-24 10:29:00","22739","RIBBON REEL, XMAS SOCK/BAUBLE",60,1.65,99.00
"523768","2010-09-24 10:29:00","22909","SET OF 20 VINTAGE CHRISTMAS NAPKINS",40,0.85,34.00
"523768","2010-09-24 10:29:00","22952","72 CAKE CASES VINTAGE CHRISTMAS",120,0.42,50.40
"523768","2010-09-24 10:29:00","35400","WOODEN BOX ADVENT CALENDAR ",16,7.95,127.20
"523768","2010-09-24 10:29:00","82482","WOODEN PICTURE FRAME WHITE FINISH",36,2.10,75.60
"523768","2010-09-24 10:29:00","82494L","WOODEN FRAME ANTIQUE WHITE ",24,2.55,61.20
"523768","2010-09-24 10:29:00","84378","SET OF 3 HEART COOKIE CUTTERS",18,1.25,22.50
"523768","2010-09-24 10:29:00","84380","SET OF 3 BUTTERFLY COOKIE CUTTERS",18,1.25,22.50
"523768","2010-09-24 10:29:00","84946","ANTIQUE SILVER TEA GLASS ETCHED",24,1.25,30.00
"523768","2010-09-24 10:29:00","84947","ANTIQUE SILVER TEA GLASS ENGRAVED",36,1.25,45.00
"523768","2010-09-24 10:29:00","85099B","JUMBO BAG RED RETROSPOT",100,1.65,165.00
"523768","2010-09-24 10:29:00","85123A","WHITE HANGING HEART T-LIGHT HOLDER",96,2.55,244.80
"529512","2010-10-28 14:50:00","21733","RED HANGING HEART T-LIGHT HOLDER",64,2.55,163.20
"529512","2010-10-28 14:50:00","35400","WOODEN BOX ADVENT CALENDAR ",32,7.95,254.40
"529512","2010-10-28 14:50:00","46000R","POLYESTER FILLER PAD 45x30cm",15,1.45,21.75
"529512","2010-10-28 14:50:00","85123A","WHITE HANGING HEART T-LIGHT HOLDER",32,2.55,81.60
"529513","2010-10-28 14:51:00","22771","CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",24,1.25,30.00
"529513","2010-10-28 14:51:00","22772","PINK DRAWER KNOB ACRYLIC EDWARDIAN",24,1.25,30.00
"529513","2010-10-28 14:51:00","22773","GREEN DRAWER KNOB ACRYLIC EDWARDIAN",24,1.25,30.00
"529513","2010-10-28 14:51:00","22774","RED DRAWER KNOB ACRYLIC EDWARDIAN",24,1.25,30.00
"529513","2010-10-28 14:51:00","22775","PURPLE DRAWERKNOB ACRYLIC EDWARDIAN",24,1.25,30.00
"529513","2010-10-28 14:51:00","22789","T-LIGHT HOLDER SWEETHEART HANGING",36,1.65,59.40
"529513","2010-10-28 14:51:00","22805","BLUE DRAWER KNOB ACRYLIC EDWARDIAN",24,1.25,30.00
"529513","2010-10-28 14:51:00","22823","CHEST NATURAL WOOD 20 DRAWERS",1,125.00,125.00
"534222","2010-11-22 08:09:00","21333","CLASSIC WHITE FRAME",16,2.95,47.20
"534222","2010-11-22 08:09:00","21733","RED HANGING HEART T-LIGHT HOLDER",32,2.55,81.60
"534222","2010-11-22 08:09:00","22169","FAMILY ALBUM WHITE PICTURE FRAME",8,7.65,61.20
"534222","2010-11-22 08:09:00","22768","FAMILY PHOTO FRAME CORNICE",16,8.50,136.00
"534222","2010-11-22 08:09:00","82494L","WOODEN FRAME ANTIQUE WHITE ",24,2.55,61.20
"534222","2010-11-22 08:09:00","84946","ANTIQUE SILVER TEA GLASS ETCHED",36,1.25,45.00
"534222","2010-11-22 08:09:00","85099B","JUMBO BAG RED RETROSPOT",100,1.65,165.00
"534222","2010-11-22 08:09:00","85123A","WHITE HANGING HEART T-LIGHT HOLDER",96,2.55,244.80
"534375","2010-11-22 12:26:00","22822","CREAM WALL PLANTER HEART SHAPED",16,4.95,79.20
"534375","2010-11-22 12:26:00","22832","SWEETHEART WIRE WALL TIDY",8,9.95,79.60
"534375","2010-11-22 12:26:00","22912","YELLOW COAT RACK PARIS FASHION",12,4.95,59.40
"534375","2010-11-22 12:26:00","22914","BLUE COAT RACK PARIS FASHION",12,4.95,59.40
"534375","2010-11-22 12:26:00","22925","BLUE GIANT GARDEN THERMOMETER",16,5.95,95.20
"534375","2010-11-22 12:26:00","22926","IVORY GIANT GARDEN THERMOMETER",36,4.95,178.20
"534375","2010-11-22 12:26:00","22965","3 TRADITIONAL COOKIE CUTTERS  SET",18,2.10,37.80
"534375","2010-11-22 12:26:00","22969","HOMEMADE JAM SCENTED CANDLES",60,1.25,75.00
