"customer_id","monetary_net"
"15502",8076.45
"12637",8071.16
"14056",8063.30
"15955",8050.23
"17593",8040.52
"13869",7996.87
"13148",7990.11
"13174",7972.46
"15298",7958.43
"14525",7952.76
"16767",7950.41
"18041",7936.04
"14291",7844.40
"16303",7823.72
"13871",7804.95
"17409",7793.51
"16670",7786.66
"12867",7782.91
"15544",7779.58
"17730",7757.35
"14395",7754.73
"17739",7718.14
"17085",7705.27
"16592",7624.46
"16556",7610.23
"17426",7606.37
"13373",7587.19
"13137",7586.94
"14159",7526.62
"13141",7524.13
"13709",7492.41
"17091",7462.15
"15179",7426.82
"14030",7405.10
"17696",7380.89
"15046",7375.83
"16242",7370.50
"14175",7350.44
"12643",7334.30
"17238",7331.17
"13534",7324.50
"15622",7318.08
"13082",7268.92
"14282",7245.76
"15270",7241.19
"17602",7240.73
"16253",7222.20
"14092",7215.64
"12380",7171.00
"14841",7163.00
"16745",7157.10
"14243",7152.06
"16729",7045.41
"13451",7017.97
"13183",7010.88
"14145",7006.05
"17231",6958.83
"17690",6954.30
"17769",6944.96
"14800",6890.73
"17965",6879.70
"15950",6878.71
"15301",6867.44
"15129",6860.18
"16570",6844.81
"16187",6841.24
"18231",6815.47
"12830",6814.64
"16170",6813.67
"12841",6808.00
"15413",6798.72
"14028",6786.00
"15521",6780.39
"12720",6710.49
"14401",6703.40
"16497",6695.28
"16145",6693.60
"13993",6690.36
"14844",6688.43
"14688",6666.93
"14461",6660.62
"16265",6643.62
"17001",6640.80
"17700",6640.72
"13953",6640.68
"13983",6638.85
"13384",6635.09
"16401",6629.24
"17975",6591.88
"13552",6588.63
"15321",6573.40
"13831",6571.14
"13815",6547.79
"12836",6520.58
"14855",6520.30
"14221",6506.59
"12823",6501.50
"15980",6496.28
"13015",6459.08
"16655",6423.26
"12428",6366.00
"15750",6362.60
"13394",6329.38
"14227",6324.76
"18094",6322.62
"13883",6321.59
"14562",6314.30
"13654",6308.00
"14766",6301.88
"14702",6298.48
"14388",6289.95
"13590",6284.74
"12913",6283.24
"12749",6278.49
"14154",6263.60
"14004",6258.45
"16940",6245.41
"18245",6236.23
"12843",6219.07
"15674",6217.85
"13615",6212.23
"15673",6199.37
"13334",6195.05
"16938",6162.11
"12779",6158.60
"14113",6156.75
"18118",6155.47
"17669",6142.35
"17799",6121.78
"13136",6119.75
"13935",6116.92
"14852",6108.88
"17419",6100.65
"12662",6091.69
"14390",6079.48
"18061",6075.31
"12406",6072.21
"17509",6069.24
"13317",6068.53
"13230",6065.95
"18178",6054.49
"14560",6050.44
"16954",6037.33
"12613",6033.82
"16103",6002.76
"16456",6000.94
"12497",5996.50
"16717",5987.41
"17625",5978.90
"17819",5977.25
"12835",5972.19
"14530",5968.62
"13266",5965.30
"14918",5955.81
"15372",5954.42
"14257",5942.00
"15755",5936.95
"16156",5931.01
"14180",5909.00
"16710",5908.60
"12417",5889.71
"14440",5870.13
"17644",5864.54
"17873",5849.63
"15785",5825.33
"18065",5816.88
"14535",5803.79
"12712",5801.78
"17457",5799.01
"12429",5792.01
"17146",5788.39
"13658",5772.07
"12910",5747.02
"13771",5726.07
"12455",5722.95
"12626",5722.35
"14105",5703.98
"14534",5698.37
"16458",5690.89
"13870",5689.84
"14099",5685.71
"16279",5685.38
"13157",5667.71
"16409",5652.74
"12656",5636.78
"17491",5636.72
"17651",5635.05
"13722",5629.16
"16320",5618.79
"16003",5613.83
"12356",5611.73
"13901",5599.34
"16200",5594.60
"17672",5592.19
"18145",5592.04
"16011",5585.86
"18075",5579.91
"16735",5578.86
"15854",5578.28
"15228",5570.52
"17203",5564.09
"15299",5550.52
"16316",5533.31
"14112",5524.51
"14210",5509.37
"12500",5494.31
"12484",5490.80
"17092",5479.76
"14572",5479.08
"14907",5476.62
"16992",5460.10
"14189",5453.38
"16609",5450.96
"14732",5447.52
"13593",5444.81
"13769",5444.33
"17069",5441.35
"17685",5439.95
"17512",5432.27
"12664",5420.04
"12378",5416.32
"14249",5400.46
"13115",5379.45
"14459",5375.74
"16607",5375.18
"14626",5374.77
"17719",5367.80
"17863",5360.48
"13362",5357.57
"15641",5345.55
"16008",5339.13
"13520",5337.25
"17584",5294.42
"13842",5294.39
"15628",5284.18
"14442",5272.02
"15514",5272.01
"17204",5263.69
"15394",5251.40
"13931",5250.78
"13975",5224.85
"13014",5220.83
"15152",5202.38
"16393",5192.61
"12615",5186.88
"15812",5186.17
"13763",5181.99
"17612",5168.28
"15527",5166.04
"17157",5139.45
"17838",5134.49
"14930",5126.74
"16308",5120.00
"17061",5116.13
"13107",5109.62
"15722",5107.85
"18198",5083.06
"17663",5081.04
"12633",5073.21
"14713",5068.96
"15796",5066.33
"15443",5054.44
"16153",5047.09
"16931",5032.22
"17861",5025.19
"15367",5005.73
"17084",4997.96
"14493",4993.76
"14546",4987.97
"17758",4964.03
"17469",4958.34
"14639",4946.81
"14209",4937.37
"15898",4930.75
"17346",4926.43
"15971",4925.48
"12347",4921.53
"13198",4912.28
"18144",4892.95
"15332",4892.68
"12727",4890.53
"16986",4888.75
"12688",4873.81
"12594",4862.51
"16686",4861.72
"14107",4853.70
"17449",4849.15
"17059",4846.87
"13562",4838.18
"16919",4837.56
"13044",4818.35
"13875",4814.37
"17802",4808.94
"13021",4806.66
"15379",4806.44
"12480",4805.10
"13495",4790.41
"17519",4769.22
"17213",4766.03
"15529",4753.66
"14081",4747.52
"17652",4737.13
"12955",4734.26
"15606",4733.47
"17082",4732.03
"14191",4713.41
"13988",4708.64
"13659",4706.43
"14825",4696.28
"15410",4685.72
"17829",4680.42
"16905",4674.62
"13329",4672.82
"14235",4666.99
"12362",4665.58
"15485",4663.92
"16904",4656.56
"15123",4656.17
"15187",4655.08
"13124",4641.66
"12625",4627.38
"17400",4623.28
"15484",4620.90
"12759",4618.74
"18097",4616.77
"15245",4610.84
"16326",4601.25
"13971",4593.83
"17402",4566.41
"15416",4562.87
"17508",4546.78
"13571",4537.26
"12700",4525.99
"17567",4519.16
"17442",4517.70
"13851",4516.76
"17314",4514.70
"17308",4511.76
"16143",4511.13
"13527",4507.59
"13958",4504.78
"17613",4494.77
"18257",4490.45
"13510",4488.39
"14032",4482.21
"17596",4478.11
"13491",4467.66
"15271",4458.29
"16255",4457.59
"12916",4455.93
"15764",4453.28
"17220",4451.41
"15122",4451.22
"18069",4434.17
"13634",4434.16
"13435",4431.93
"18093",4429.61
"14625",4429.18
"14341",4428.17
"18064",4427.98
"14441",4426.99
"12562",4426.92
"14701",4423.96
"16546",4421.04
"16912",4420.86
"17138",4417.27
"16563",4402.36
"15203",4400.18
"17754",4383.08
"12708",4381.72
"16626",4379.65
"14514",4375.79
"14648",4374.74
"12752",4366.78
"17188",4361.83
"12432",4359.32
"13297",4352.67
"15581",4350.06
"17050",4348.46
"18272",4347.33
"12600",4343.60
"12917",4329.50
"15240",4327.51
"13523",4325.07
"12928",4304.89
"14211",4301.69
"17937",4301.22
"13880",4293.86
"14334",4292.98
"16125",4292.35
"17191",4284.84
"14854",4282.37
"14307",4279.97
"16081",4278.96
"12449",4274.89
"15845",4273.65
"14466",4267.15
"17372",4264.33
"16283",4256.17
"16118",4255.43
"16293",4253.45
"17930",4242.92
"14685",4241.16
"14001",4228.85
"16712",4225.22
"14290",4221.43
"12395",4220.82
"17728",4206.16
"18079",4203.93
"14239",4203.72
"13911",4200.04
"18230",4197.46
"17412",4187.68
"12935",4182.01
"16072",4180.09
"15861",4177.10
"14868",4170.06
"16743",4165.90
"12757",4161.75
"12653",4160.83
"16749",4157.88
"15633",4156.91
"17673",4156.63
"12536",4151.26
"16209",4146.78
"17738",4145.36
"14482",4141.06
"13461",4138.50
"15002",4138.08
"18287",4127.89
"13450",4117.54
"14408",4102.27
"12454",4098.96
"16477",4094.37
"14566",4092.00
"16858",4085.74
"12444",4085.46
"18194",4084.20
"12627",4082.53
"15518",4081.59
"18077",4078.79
"15493",4078.64
"14913",4073.13
"12598",4072.67
"14740",4068.86
"16875",4053.20
"17682",4050.28
"12553",4044.82
"17083",4035.08
"13421",4033.95
"15050",4032.27
"16571",4025.05
"12840",4013.87
"16098",4010.70
"12483",4007.93
"13048",4000.08
"16241",3989.81
"15665",3987.07
"15782",3985.65
"15680",3985.59
"17618",3976.34
"14025",3969.10
"16732",3966.79
"15572",3965.20
"14277",3959.82
"12370",3956.56
"12578",3956.45
"14547",3953.95
"14824",3952.51
"18259",3941.90
"13982",3927.49
"14465",3925.85
"13542",3924.09
"13895",3923.62
"16771",3921.10
"16455",3917.92
"15752",3916.46
"15051",3911.91
"15819",3911.28
"12388",3901.11
"14498",3900.83
"15571",3892.35
"17218",3889.39
"17667",3883.80
"14047",3881.11
"12523",3877.05
"17406",3874.00
"16218",3872.30
"15195",3861.00
"12408",3859.64
"16440",3856.97
"16791",3852.31
"15067",3850.13
"15804",3848.55
"18073",3846.74
"17646",3843.16
"13037",3842.55
"16841",3841.16
"15708",3840.73
"14655",3836.73
"13995",3836.26
"13213",3834.62
"14532",3833.03
"16341",3832.29
"17287",3810.61
"14878",3807.10
"15421",3805.34
"13481",3803.09
"16636",3802.04
"13357",3795.01
"15365",3791.98
"12782",3770.04
"16150",3761.27
"17553",3757.60
"17173",3755.65
"17293",3750.63
"16128",3748.40
"14309",3747.96
"12876",3738.59
"15696",3732.12
"17071",3730.96
"17211",3728.80
"12853",3728.50
"14364",3717.35
"15370",3713.51
"15288",3706.53
"15494",3702.60
"14540",3699.74
"17954",3697.19
"16240",3693.81
"14515",3693.70
"12726",3690.60
"12857",3684.25
"14565",3683.87
"13126",3679.03
"16928",3678.43
"15704",3663.86
"12349",3654.54
"15532",3653.35
"14744",3648.63
"15255",3647.37
"16466",3642.09
"12422",3639.35
"13632",3632.36
"16748",3632.29
"14649",3630.04
"17096",3629.58
"14770",3624.89
"13305",3616.41
"13446",3613.27
"15834",3613.04
"12360",3612.89
"16053",3606.14
"18242",3605.21
"14593",3602.31
"16094",3599.16
"16503",3597.89
"14970",3593.40
"15480",3592.25
"15569",3583.45
"14132",3580.13
"14857",3578.93
"17063",3576.88
"13750",3563.60
"15024",3559.39
"16444",3558.63
"12721",3555.83
"14737",3554.17
"15079",3546.75
"14503",3543.26
"15791",3541.79
"17528",3540.10
"14817",3539.21
"17659",3536.33
"17019",3526.29
"17848",3525.71
"13505",3522.88
"16336",3517.69
"15858",3509.91
"18044",3502.66
"15505",3497.14
"17311",3490.66
"16950",3482.59
"15306",3480.98
"16983",3479.48
"17722",3476.82
"16325",3470.90
"15712",3467.46
"17526",3450.04
"12358",3447.07
"14640",3446.33
"14837",3445.82
"13734",3445.34
"13536",3444.39
"13849",3443.80
"16208",3440.45
"16395",3438.66
"15974",3429.55
"12670",3426.39
"17597",3425.29
"17913",3425.09
"17876",3424.02
"13313",3423.27
"16281",3416.52
"15222",3415.66
"16347",3415.56
"13437",3408.06
"14653",3404.80
"15114",3400.12
"15059",3394.45
"17723",3378.40
"17307",3378.31
"13135",3371.45
"17725",3371.13
"13707",3365.86
"13285",3364.59
"16719",3363.87
"13425",3362.73
"16271",3361.87
"13823",3358.55
"15058",3354.73
"18168",3352.30
"16360",3349.57
"12371",3347.38
"13577",3346.62
"15369",3346.43
"15265",3345.64
"15811",3345.25
"14882",3345.05
"17422",3341.65
"15113",3339.12
"14776",3339.02
"12530",3329.86
"15676",3324.09
"15351",3320.50
"13929",3318.10
"16818",3317.97
"12623",3315.84
"15065",3304.71
"12865",3303.31
"18219",3297.20
"15953",3295.49
"13031",3292.84
"12631",3292.27
"12424",3289.78
"16539",3289.66
"13431",3289.24
"17768",3287.78
"17183",3286.91
"14285",3284.42
"13979",3284.23
"13131",3279.77
"16351",3279.13
"12872",3276.81
"14409",3276.09
"13824",3273.36
"15978",3272.62
"17931",3270.91
"13291",3270.79
"12377",3266.32
"13214",3264.23
"14608",3263.44
"18188",3263.19
"13611",3259.43
"17774",3259.39
"15827",3247.09
"16612",3243.48
"14898",3242.60
"13246",3242.00
"15356",3239.57
"15140",3239.44
"14215",3238.53
"14669",3216.78
"14451",3215.50
"16107",3204.16
"15625",3203.25
"16057",3202.07
"12468",3192.55
"13868",3192.54
"15380",3192.10
"17924",3189.53
"16045",3187.03
"14533",3185.12
"15057",3184.56
"16515",3179.06
"12645",3175.10
"14315",3168.72
"16837",3167.73
"16101",3167.42
"17679",3166.56
"16041",3166.40
"12951",3164.42
"12963",3162.59
"13804",3161.12
"16365",3156.94
"12976",3156.38
"17353",3155.55
"15632",3147.31
"14306",3141.50
"15095",3135.74
"17354",3133.96
"16918",3131.31
"12569",3128.99
"15199",3122.40
"13685",3119.44
"13052",3118.48
"14963",3117.72
"13786",3112.99
"15983",3110.37
"17640",3107.59
"13268",3105.66
"14217",3105.52
"14507",3104.80
"13538",3103.13
"13397",3103.07
"14897",3100.74
"13650",3098.50
"12937",3097.61
"15105",3094.91
"15491",3090.85
"14312",3090.29
"13464",3083.89
"13772",3080.52
"13742",3079.27
"16584",3077.97
"14978",3076.39
"14700",3076.06
"17929",3073.60
"12469",3070.54
"17147",3069.15
"12597",3067.13
"12511",3065.77
"16400",3059.85
"13196",3059.64
"14044",3057.00
"16059",3053.57
"16007",3053.06
"12619",3048.95
"15823",3047.76
"14673",3037.32
"15538",3036.10
"12909",3034.77
"13647",3033.78
"15241",3032.31
"17621",3029.32
"16678",3025.24
"13692",3022.95
"12609",3021.86
"13631",3021.77
"16933",3017.65
"12849",3015.98
"13848",3015.00
"17145",3014.64
"15916",3014.04
"12754",3010.74
"16560",3010.73
"15614",3008.86
"16718",3006.08
"15754",3001.86
"14038",3000.93
"14456",3000.80
"17702",2999.94
"14161",2996.93
"12502",2995.87
"14344",2993.05
"12510",2989.33
"17090",2986.64
"15687",2981.50
"12770",2981.45
"13557",2980.08
"16012",2978.59
"15027",2974.04
"14064",2967.57
"14506",2960.25
"18241",2954.09
"13485",2953.92
"12838",2953.46
"16120",2952.51
"13253",2951.11
"14226",2950.38
"13635",2948.22
"17692",2947.04
"15967",2943.60
"15182",2942.75
"12877",2942.14
"15757",2940.36
"14544",2938.53
"16416",2937.88
"12906",2919.81
"16358",2917.10
"15312",2916.49
"14867",2910.41
"14524",2909.86
"17655",2909.18
"13764",2908.67
"16736",2904.51
"15602",2902.16
"17588",2901.65
"16067",2900.01
"12854",2899.32
"13784",2897.18
"13110",2896.17
"15392",2891.82
"17242",2889.28
"14916",2888.21
"15373",2881.74
"14251",2879.70
"14621",2878.27
"16633",2878.15
"18170",2878.00
"14005",2874.72
"14590",2871.04
"14758",2864.97
"16062",2863.45
"16467",2862.40
"13890",2858.73
"15043",2855.32
"13728",2855.17
"14875",2850.50
"17961",2850.29
"14935",2849.83
"16755",2846.13
"13501",2840.26
"15611",2837.37
"16229",2835.36
"16383",2828.94
"17228",2820.03
"17032",2816.69
"16225",2813.81
"15031",2813.73
"17386",2812.77
"14293",2809.41
"14711",2809.02
"13477",2806.12
"15797",2806.08
"13205",2803.20
"13330",2796.10
"14035",2790.50
"13032",2790.00
"16979",2787.09
"17530",2786.15
"12826",2784.20
"13719",2782.10
"17790",2779.41
"12863",2775.55
"17031",2773.85
"15235",2772.76
"15353",2772.57
"13695",2770.73
"18210",2768.83
"14233",2766.96
"15817",2766.40
"15563",2764.67
"16407",2761.65
"16871",2761.49
"16772",2760.10
"15965",2758.19
"12589",2752.17
"16711",2751.48
"14869",2750.70
"16764",2749.95
"17870",2748.34
"13963",2748.32
"17552",2744.63
"14121",2740.30
"16775",2739.24
"15329",2737.18
"17241",2736.64
"15389",2733.80
"14903",2729.18
"15993",2728.22
"16335",2726.52
"15810",2724.80
"16190",2723.55
"14125",2720.63
"15841",2716.50
"13077",2716.15
"13736",2701.27
"12391",2699.24
"18173",2696.36
"16232",2692.02
"16086",2685.65
"17388",2675.37
"12374",2669.22
"15910",2661.17
"16434",2658.99
"18283",2658.95
"16369",2654.48
"17884",2649.47
"17744",2649.14
"12820",2647.94
"15671",2635.49
"13819",2631.10
"16618",2630.64
"13203",2630.55
"12755",2629.50
"16276",2629.39
"17470",2626.47
"14404",2625.13
"12635",2624.41
"12671",2622.48
"15596",2621.27
"14262",2618.23
"17115",2616.29
"17720",2613.06
"15985",2610.28
"15142",2608.97
"13422",2601.55
"15157",2597.88
"13644",2597.52
"13211",2596.32
"17490",2595.01
"14163",2594.62
"17043",2593.65
"14129",2591.34
"15062",2585.62
"15826",2583.13
"13012",2581.28
"12685",2575.08
"16206",2572.17
"13700",2569.72
"14431",2567.10
"17002",2565.60
"14756",2563.46
"12982",2562.12
"12806",2558.96
"16036",2556.84
"14397",2556.68
"15660",2554.84
"12456",2553.89
"16115",2553.80
"17284",2547.70
"18179",2547.55
"12473",2545.27
"13192",2544.53
"14548",2541.29
"15033",2538.23
"13862",2534.04
"17465",2533.64
"15814",2531.84
"16889",2526.65
"14790",2526.62
"17317",2524.02
"17095",2520.75
"14564",2519.32
"15434",2517.11
"17463",2515.26
"13344",2511.69
"16104",2511.21
"16499",2509.64
"15862",2507.14
"17101",2507.05
"13471",2501.84
"17594",2497.88
"15747",2497.86
"12978",2496.07
"14541",2491.38
"17262",2488.76
"15227",2488.49
"16987",2487.55
"15117",2484.32
"15716",2482.74
"13414",2482.24
"15681",2480.20
"13507",2479.16
"12967",2472.37
"14934",2471.07
"14745",2471.06
"14229",2468.99
"17288",2468.43
"16202",2467.04
"12438",2466.85
"17164",2466.40
"14696",2465.30
"17131",2463.17
"15932",2461.85
"14842",2456.80
"13623",2456.73
"14421",2456.62
"14659",2456.53
"13588",2449.53
"17320",2444.85
"15906",2442.44
"15111",2442.37
"15623",2437.05
"17505",2435.48
"17348",2430.99
"13949",2427.32
"17629",2425.52
"15077",2423.88
"15021",2422.35
"13134",2422.28
"12739",2421.23
"15089",2420.84
"13878",2416.90
"12924",2415.20
"18171",2414.51
"16470",2411.90
"13473",2410.98
"17676",2409.73
"16833",2409.04
"16554",2407.17
"14195",2401.40
"15341",2401.02
"16817",2392.85
"17444",2389.10
"15366",2389.08
"12412",2389.03
"14414",2387.48
"16105",2386.19
"13151",2385.66
"14256",2384.14
"16040",2383.70
"15793",2382.92
"16359",2379.40
"12393",2376.75
"16638",2375.88
"13173",2370.97
"17827",2369.42
"16147",2367.02
"17623",2365.77
"15860",2358.80
"17634",2358.59
"15073",2357.04
"17921",2354.21
"14810",2354.03
"16083",2351.42
"14496",2341.54
"13118",2334.10
"17434",2333.42
"12676",2333.09
"13614",2332.74
"16005",2332.62
"16676",2328.50
"17591",2328.37
"15489",2327.36
"12733",2325.97
"17004",2324.36
"16085",2318.91
"14346",2315.75
"16628",2313.09
"14295",2309.06
"17282",2308.54
"13813",2308.42
"14502",2307.14
"12948",2306.18
"15946",2304.18
"18095",2303.09
"13908",2297.05
"13704",2295.31
"14555",2294.88
"12520",2294.51
"16496",2293.47
"15549",2292.91
"13055",2292.51
"12423",2291.19
"13085",2289.58
"14938",2289.43
"17047",2289.23
"12516",2288.62
"17313",2288.13
"17018",2287.70
"14481",2284.69
"14554",2279.49
"14808",2277.80
"18051",2275.98
"13994",2274.14
"13371",2271.46
"13280",2267.83
"12517",2263.65
"16531",2263.58
"15734",2263.30
"13652",2262.05
"13655",2261.66
"13059",2261.22
"15015",2255.27
"17193",2254.60
"13117",2253.96
"17414",2249.52
"14432",2248.50
"17894",2248.44
"12701",2248.41
"16174",2246.75
"15865",2241.42
"15629",2240.90
"13814",2239.07
"16551",2237.12
"16823",2236.14
"16883",2236.11
"17969",2235.54
"14449",2230.96
"18215",2223.99
"16350",2222.49
"13627",2217.55
"16812",2216.80
"17075",2216.28
"17180",2216.12
"12397",2214.90
"17994",2213.58
"14748",2208.89
"17648",2208.42
"14177",2204.74
"14462",2204.69
"14467",2203.24
"14321",2198.58
"14006",2196.67
"15934",2190.66
"14212",2190.14
"18177",2189.07
"14597",2184.63
"14834",2184.21
"16042",2183.10
"15476",2180.28
"16317",2179.76
"13338",2173.62
"16076",2173.53
"13410",2172.51
"14665",2172.33
"16108",2171.93
"13662",2166.63
"13762",2165.76
"17550",2165.54
"14595",2164.45
"13365",2164.32
"15944",2164.24
"17905",2159.07
"14205",2156.30
"17822",2154.08
"12856",2153.53
"16275",2151.11
"16966",2148.97
"13224",2147.85
"16004",2146.39
"17368",2145.39
"17272",2144.53
"13320",2144.45
"17732",2144.17
"14216",2142.39
"16177",2141.61
"15426",2138.86
"17029",2137.30
"15638",2137.20
"17305",2135.46
"16379",2131.90
"16520",2131.68
"18116",2130.89
"16485",2130.19
"12802",2120.42
"16134",2119.99
"14410",2119.08
"14472",2118.72
"14360",2118.03
"13152",2114.98
"14691",2114.33
"14573",2113.42
"13643",2112.17
"13407",2111.89
"16493",2110.12
"13517",2109.07
"13755",2101.39
"15815",2100.60
"17742",2098.48
"14407",2096.08
"17159",2095.44
"13753",2094.57
"16600",2093.56
"14469",2093.46
"14399",2093.21
"13265",2092.66
"17113",2092.16
"15456",2091.52
"16054",2090.68
"15151",2085.61
"12724",2083.52
"14499",2083.44
"13591",2081.19
"13455",2080.88
"14644",2077.47
"18026",2074.07
"12684",2073.63
"13610",2070.71
"16201",2070.17
"13478",2068.03
"18009",2065.48
"12997",2065.11
"16807",2064.88
"17585",2064.71
"13748",2064.35
"16726",2063.88
"14443",2063.65
"16934",2062.89
"12649",2060.50
"15252",2053.06
"16016",2053.00
"17086",2050.08
"17666",2047.80
"12586",2045.67
"16996",2044.16
"14232",2043.93
"12868",2043.76
"17705",2041.50
"18258",2040.97
"13799",2039.82
"14988",2038.65
"16214",2038.25
"16331",2037.70
"16795",2035.21
