"customer_id","orders_used_in_calc","avg_days_between_orders"
"15214",7,34.0
"17477",1,34.0
"12584",8,34.0
"14634",3,34.0
"12804",1,34.0
"14410",10,34.0
"12630",1,34.0
"12610",3,34.0
"16644",1,34.0
"14961",21,34.0
"17285",1,34.0
"13822",1,34.0
"14852",17,34.1
"14239",20,34.1
"14390",12,34.2
"17001",18,34.2
"17404",20,34.3
"13178",20,34.3
"13426",21,34.3
"15278",3,34.3
"16342",3,34.3
"12364",3,34.3
"15618",3,34.3
"17644",19,34.3
"15249",17,34.4
"15533",2,34.5
"13983",20,34.5
"17525",2,34.5
"15568",2,34.5
"14503",5,34.6
"12712",20,34.6
"15544",19,34.8
"14944",18,34.8
"16725",12,34.9
"13842",17,34.9
"15023",19,34.9
"13200",3,35.0
"13442",2,35.0
"15270",20,35.0
"15114",11,35.0
"13159",3,35.0
"17822",4,35.0
"13857",5,35.0
"13117",17,35.0
"17503",1,35.0
"16322",1,35.0
"17287",20,35.1
"13629",18,35.2
"12823",17,35.2
"17049",18,35.2
"16316",12,35.2
"16817",12,35.3
"13475",3,35.3
"14221",16,35.3
"14283",3,35.3
"15033",9,35.4
"13314",2,35.5
"15972",4,35.5
"12877",19,35.6
"15701",3,35.7
"16444",16,35.7
"13506",4,35.8
"14713",20,35.8
"15373",16,35.8
"15854",20,35.8
"16180",12,35.8
"16954",19,35.8
"16265",11,35.9
"16675",1,36.0
"16801",3,36.0
"12754",2,36.0
"17132",1,36.0
"17668",1,36.0
"13695",15,36.1
"14867",15,36.2
"15606",16,36.2
"12483",18,36.2
"13031",4,36.3
"17491",16,36.3
"17554",4,36.3
"13317",18,36.3
"14937",2,36.5
"15344",2,36.5
"16306",6,36.5
"17800",8,36.6
"16550",17,36.6
"13725",7,36.6
"12428",7,36.6
"15632",7,36.6
"12600",19,36.6
"17799",19,36.6
"12872",11,36.7
"17340",17,36.9
"14030",19,36.9
"15661",7,36.9
"18168",15,36.9
"12629",1,37.0
"16696",3,37.0
"12680",3,37.0
"17777",2,37.0
"14071",7,37.0
"13759",1,37.0
"17692",11,37.0
"14099",19,37.1
"14607",19,37.1
"16670",19,37.1
"17634",8,37.1
"12553",11,37.2
"16546",4,37.3
"14159",19,37.3
"13567",3,37.3
"12444",4,37.3
"13456",5,37.4
"13327",18,37.4
"15622",16,37.4
"12626",8,37.5
"14387",2,37.5
"14868",11,37.5
"17873",17,37.5
"17809",19,37.5
"13769",19,37.5
"12683",19,37.6
"16467",6,37.7
"13214",6,37.7
"13575",4,37.8
"12472",18,37.8
"16652",15,37.8
"12500",17,37.8
"12417",19,37.9
"16156",19,37.9
"14659",8,37.9
"17890",1,38.0
"15399",2,38.0
"18030",1,38.0
"14615",4,38.0
"17288",10,38.0
"14558",2,38.0
"17524",2,38.0
"14358",1,38.0
"14883",5,38.0
"18205",1,38.0
"13486",2,38.0
"13232",6,38.0
"16706",2,38.0
"15796",16,38.1
"17884",19,38.1
"13993",18,38.1
"15059",18,38.1
"12490",19,38.2
"16966",6,38.2
"14352",3,38.3
"17663",16,38.3
"18232",3,38.3
"13952",13,38.4
"14426",16,38.4
"17338",16,38.4
"13492",2,38.5
"14260",2,38.5
"14048",2,38.5
"16926",4,38.5
"14587",8,38.6
"12731",16,38.6
"16877",5,38.6
"15173",6,38.8
"14948",5,38.8
"14004",10,38.9
"17460",15,38.9
"14045",15,38.9
"17203",9,39.0
"15876",1,39.0
"17126",8,39.0
"16858",9,39.0
"13933",1,39.0
"17612",17,39.0
"15378",1,39.0
"14730",7,39.1
"17419",17,39.1
"13266",18,39.1
"16609",6,39.2
"14505",18,39.2
"16199",6,39.2
"18144",18,39.2
"16155",4,39.3
"14210",15,39.3
"16016",10,39.4
"14211",17,39.4
"14907",15,39.5
"17218",17,39.5
"14732",18,39.6
"14422",18,39.6
"17091",18,39.6
"14399",7,39.6
"16767",14,39.6
"15687",8,39.6
"17164",6,39.7
"17954",18,39.8
"13141",16,39.8
"15222",10,39.8
"15267",4,39.8
"14414",7,40.0
"14876",1,40.0
"13791",1,40.0
"13816",1,40.0
"13432",1,40.0
"12889",3,40.0
"13051",1,40.0
"17157",18,40.0
"17931",13,40.1
"12708",17,40.2
"18239",5,40.2
"13044",10,40.3
"15932",7,40.3
"13928",3,40.3
"13394",18,40.4
"16975",2,40.5
"14341",17,40.5
"12605",2,40.5
"13162",15,40.5
"13709",17,40.5
"13059",9,40.6
"12684",5,40.6
"14482",11,40.7
"17512",17,40.8
"12524",16,40.9
"12755",10,40.9
"12888",1,41.0
"16974",1,41.0
"14486",1,41.0
"18167",2,41.0
"15974",6,41.0
"14250",2,41.0
"17425",1,41.0
"12642",2,41.0
"13407",2,41.0
"13659",11,41.0
"17723",6,41.0
"13250",1,41.0
"17265",1,41.0
"16314",2,41.0
"17639",5,41.0
"15829",1,41.0
"14751",1,41.0
"16556",16,41.1
"13593",13,41.1
"12395",14,41.2
"15681",13,41.2
"18037",14,41.2
"14292",15,41.2
"15003",5,41.2
"12383",4,41.3
"15309",3,41.3
"16531",10,41.4
"13831",17,41.4
"15671",6,41.5
"15058",15,41.5
"16477",10,41.6
"16331",5,41.6
"15971",17,41.6
"15580",7,41.6
"17090",12,41.6
"14734",3,41.7
"17769",16,41.7
"13940",3,41.7
"17580",4,41.8
"13014",10,41.8
"13305",15,41.9
"15514",17,42.0
"16258",14,42.0
"14407",4,42.0
"14275",5,42.0
"16431",2,42.0
"16428",2,42.0
"15205",1,42.0
"16957",1,42.0
"15953",17,42.0
"17825",3,42.0
"13533",2,42.0
"18077",17,42.1
"17739",17,42.1
"15482",17,42.1
"14744",13,42.2
"13743",6,42.2
"17861",17,42.3
"12464",7,42.3
"13590",17,42.4
"12601",5,42.4
"16034",5,42.4
"13827",2,42.5
"14850",6,42.5
"16503",10,42.5
"16234",2,42.5
"16102",2,42.5
"15108",2,42.5
"18092",17,42.6
"15750",17,42.7
"15034",13,42.7
"15860",16,42.7
"16983",10,42.8
"12935",14,42.8
"12637",11,42.8
"16008",14,42.8
"16633",5,42.8
"14573",12,42.8
"12705",12,42.8
"16027",14,42.9
"16466",14,42.9
"12432",3,43.0
"13920",3,43.0
"14629",1,43.0
"12663",1,43.0
"18005",1,43.0
"13964",1,43.0
"14693",6,43.0
"16674",1,43.0
"12572",1,43.0
"13561",10,43.0
"16456",12,43.0
"16091",1,43.0
"12439",1,43.0
"14151",1,43.0
"14245",1,43.0
"15523",15,43.1
"16743",13,43.1
"13871",16,43.1
"14692",11,43.2
"16359",15,43.2
"13065",4,43.3
"12651",3,43.3
"15150",12,43.4
"17160",16,43.5
"17209",2,43.5
"14525",16,43.6
"14530",15,43.7
"17469",16,43.8
"14901",11,43.8
"15521",15,43.9
"16218",12,43.9
"15021",11,43.9
"12646",1,44.0
"14091",1,44.0
"17314",16,44.0
"13186",2,44.0
"12895",1,44.0
"17967",1,44.0
"12632",1,44.0
"16794",14,44.1
"16225",14,44.1
"17442",14,44.1
"12352",8,44.1
"14828",12,44.2
"13183",14,44.2
"13524",4,44.3
"13693",8,44.3
"14769",16,44.5
"15771",2,44.5
"12481",13,44.5
"13856",10,44.5
"15628",16,44.6
"16806",3,44.7
"14388",15,44.7
"14370",5,44.8
"16905",16,44.8
"14461",12,44.8
"15304",8,44.8
"15134",9,44.8
"13901",14,44.9
"15755",16,44.9
"12794",1,45.0
"17293",16,45.0
"14019",2,45.0
"14519",1,45.0
"15643",2,45.0
"14740",10,45.0
"15763",1,45.0
"14465",10,45.0
"15591",2,45.0
"15088",1,45.0
"15607",8,45.1
"13021",16,45.1
"14101",12,45.1
"12599",12,45.1
"16059",11,45.2
"14312",10,45.2
"15220",5,45.2
"14882",13,45.2
"16686",15,45.2
"13720",3,45.3
"15038",8,45.3
"13039",3,45.3
"14691",4,45.3
"16682",4,45.3
"13681",3,45.3
"18219",16,45.3
"17646",11,45.4
"13443",5,45.4
"16918",15,45.5
"12567",14,45.5
"14556",2,45.5
"13728",15,45.5
"12591",2,45.5
"16266",13,45.6
"12947",5,45.6
"14227",14,45.7
"16009",3,45.7
"15785",15,45.8
"13152",6,45.8
"17470",10,45.8
"17629",9,45.8
"12963",11,45.8
"15660",14,45.8
"14532",10,45.8
"13862",8,45.9
"17453",1,46.0
"15492",1,46.0
"16421",2,46.0
"16313",1,46.0
"15624",3,46.0
"15638",5,46.0
"17229",1,46.0
"14069",1,46.0
"16249",4,46.0
"16217",1,46.0
"13041",3,46.0
"17968",3,46.0
"17457",13,46.1
"15351",9,46.1
"17204",8,46.1
"12928",11,46.2
"15998",15,46.2
"15081",11,46.2
"13630",6,46.2
"16750",4,46.3
"12594",13,46.3
"13201",3,46.3
"12678",14,46.4
"15518",14,46.4
"14963",11,46.5
"16060",2,46.5
"13384",10,46.5
"12526",2,46.5
"14064",14,46.6
"17114",7,46.6
"17602",13,46.8
"16202",8,46.8
"14177",12,46.9
"16327",15,46.9
"17146",12,46.9
"12891",10,46.9
"17365",14,46.9
"17473",1,47.0
"17484",1,47.0
"17507",1,47.0
"12943",1,47.0
"18183",1,47.0
"13634",14,47.0
"17814",1,47.0
"13507",3,47.0
"16255",14,47.1
"14081",9,47.2
"15727",14,47.2
"16370",3,47.3
"14745",11,47.3
"13870",14,47.3
"16544",3,47.3
"18025",5,47.4
"15906",9,47.4
"17726",6,47.5
"13225",15,47.5
"13450",12,47.5
"14430",2,47.5
"15708",8,47.6
"14701",14,47.7
"14209",14,47.7
"16242",13,47.7
"14032",15,47.7
"13648",7,47.7
"12643",10,47.8
"15429",1,48.0
"14515",11,48.0
"16996",8,48.0
"17610",4,48.0
"13457",1,48.0
"16437",1,48.0
"15602",15,48.0
"17714",4,48.0
"12836",14,48.0
"15258",1,48.0
"14113",15,48.1
"16005",9,48.2
"17145",3,48.3
"12520",4,48.3
"16827",4,48.3
"17539",2,48.5
"15749",2,48.5
"17412",15,48.5
"16098",13,48.5
"15346",2,48.5
"14267",2,48.5
"18081",2,48.5
"15910",14,48.6
"15502",11,48.6
