"customer_id","monetary_gross","monetary_net","cancelled_value"
"13735",9762.77,9422.36,340.41
"16321",604.55,265.50,339.05
"14292",9226.25,8887.90,338.35
"12980",16245.78,15909.39,336.39
"13090",13091.74,12759.93,331.81
"16607",5706.87,5375.18,331.69
"14735",12240.16,11909.71,330.45
"14562",6638.15,6308.00,330.15
"14051",21770.98,21441.48,329.50
"12409",23419.29,23090.47,328.82
"13047",8428.53,8100.09,328.44
"14175",7678.88,7350.44,328.44
"13703",425.56,99.50,326.06
"15538",3358.40,3036.10,322.30
"15097",908.35,587.05,321.30
"12365",641.38,320.69,320.69
"17567",4838.08,4519.16,318.92
"16359",2697.75,2379.40,318.35
"12406",6390.36,6072.21,318.15
"13418",11559.66,11242.22,317.44
"15201",1842.95,1525.90,317.05
"12681",29834.76,29518.24,316.52
"12567",11767.48,11451.44,316.04
"12779",6474.11,6158.60,315.51
"17406",4186.95,3874.00,312.95
"14112",5834.59,5524.51,310.08
"15935",416.86,108.04,308.82
"14290",4516.56,4208.93,307.63
"13762",2472.48,2165.76,306.72
"15473",2046.00,1740.00,306.00
"16701",9916.73,9614.59,302.14
"14967",1982.61,1680.52,302.09
"15223",1417.95,1117.10,300.85
"15911",1700.24,1399.45,300.79
"17050",4648.59,4348.46,300.13
"18214",1780.34,1480.99,299.35
"15031",3102.94,2803.73,299.21
"13468",12793.28,12494.38,298.90
"17696",7679.59,7380.89,298.70
"13394",6621.70,6323.88,297.82
"14685",4536.64,4241.16,295.48
"16252",295.09,0.00,295.09
"18227",388.75,93.75,295.00
"14878",4076.50,3783.48,293.02
"14931",1257.68,964.68,293.00
"14064",3260.24,2967.57,292.67
"17671",2009.16,1720.53,288.63
"12437",12683.40,12394.85,288.55
"15039",39141.48,38853.04,288.44
"16779",32809.03,32522.40,286.63
"17873",6265.33,5979.01,286.32
"17716",15956.97,15671.32,285.65
"14105",5988.83,5703.98,284.85
"13316",12940.82,12656.18,284.64
"14505",11879.08,11596.04,283.04
"14952",17629.35,17347.25,282.10
"14533",3466.37,3185.12,281.25
"12791",863.51,585.15,278.36
"12683",11633.70,11355.52,278.18
"16714",1497.33,1222.24,275.09
"16859",1932.41,1657.74,274.67
"15810",2999.04,2724.80,274.24
"12483",5097.18,4823.47,273.71
"13446",3881.89,3608.86,273.03
"12770",3246.45,2975.95,270.50
"12558",269.96,0.00,269.96
"14205",2414.20,2146.58,267.62
"16544",376.70,110.30,266.40
"16156",6188.18,5923.39,264.79
"14430",1220.90,956.40,264.50
"16104",2774.46,2511.21,263.25
"16993",1950.95,1688.15,262.80
"13287",781.59,519.67,261.92
"12414",952.41,692.41,260.00
"17095",2572.25,2312.59,259.66
"13672",419.92,162.07,257.85
"14267",1516.24,1259.19,257.05
"13102",11380.10,11123.30,256.80
"16550",8813.58,8556.82,256.76
"15171",1289.50,1034.50,255.00
"15602",3137.96,2883.42,254.54
"13658",6025.50,5772.07,253.43
"17422",3594.76,3341.65,253.11
"17504",9490.17,9238.42,251.75
"16027",2048.36,1799.84,248.52
"16045",3434.93,3187.03,247.90
"18072",247.44,0.00,247.44
"15181",1200.20,953.40,246.80
"13473",2657.76,2410.98,246.78
"17548",731.26,486.48,244.78
"15694",9978.48,9734.13,244.35
"12613",6817.37,6573.82,243.55
"16670",8030.15,7786.66,243.49
"12843",6583.36,6340.56,242.80
"15950",7120.91,6878.71,242.20
"14441",4611.69,4370.09,241.60
"12647",16955.55,16713.99,241.56
"17204",5504.69,5263.69,241.00
"16150",4002.17,3761.27,240.90
"15194",12021.53,11781.52,240.01
"13526",1182.00,942.60,239.40
"17612",5394.86,5156.14,238.72
"16652",17550.39,17312.83,237.56
"16167",1386.12,1149.87,236.25
"14195",2615.60,2381.24,234.36
"17396",8409.60,8177.10,232.50
"13267",9429.81,9197.66,232.15
"12626",6620.48,6388.35,232.13
"17188",4592.93,4361.83,231.10
"17230",9388.49,9159.45,229.04
"15046",7623.79,7394.78,229.01
"15251",20324.54,20095.60,228.94
"13520",6606.00,6377.25,228.75
"14194",18670.59,18442.87,227.72
"12666",1248.42,1020.98,227.44
"15281",8543.57,8317.62,225.95
"16571",4248.74,4025.05,223.69
"15329",2958.83,2735.18,223.65
"13098",28882.44,28658.88,223.56
"15550",2211.05,1987.85,223.20
"13811",814.50,591.75,222.75
"13338",2445.62,2223.62,222.00
"15027",3195.60,2974.04,221.56
"12359",8873.39,8652.34,221.05
"14849",15407.61,15186.60,221.01
"17460",2157.97,1937.10,220.87
"16401",6849.15,6628.99,220.16
"17828",1820.09,1599.97,220.12
"13965",996.61,777.66,218.95
"13094",2209.44,1990.98,218.46
"12533",1367.89,1149.99,217.90
"13883",6560.02,6342.74,217.28
"18133",931.50,715.50,216.00
"15885",1951.82,1737.57,214.25
"17113",2305.59,2092.16,213.43
"12720",7787.28,7574.49,212.79
"15358",16425.86,16213.65,212.21
"16316",5744.91,5533.31,211.60
"18260",9947.26,9737.10,210.16
"13523",4534.57,4325.07,209.50
"14180",6117.50,5909.00,208.50
"12705",11762.10,11554.00,208.10
"15973",680.62,472.57,208.05
"16858",4292.59,4085.74,206.85
"14667",20395.34,20188.79,206.55
"13958",4709.23,4504.78,204.45
"18075",5783.29,5579.91,203.38
"14640",3649.36,3446.33,203.03
"15373",3084.54,2881.74,202.80
"16720",758.74,556.69,202.05
"17681",731.20,529.60,201.60
"14882",3546.65,3345.05,201.60
"12712",6723.03,6521.78,201.25
"14304",1725.01,1523.81,201.20
"13941",10027.18,9826.63,200.55
"14154",6460.70,6263.60,197.10
"14546",5184.84,4987.97,196.87
"12947",1603.99,1407.29,196.70
"14796",10169.33,9972.76,196.57
"12621",24311.20,24114.70,196.50
"12708",5117.66,4921.72,195.94
"17190",1726.57,1531.57,195.00
"15339",1821.02,1627.27,193.75
"14217",3298.59,3105.52,193.07
"14866",20746.54,20554.09,192.45
"14329",9887.62,9695.92,191.70
"13815",7475.74,7285.79,189.95
"13650",3288.00,3098.50,189.50
"16103",6191.71,6002.76,188.95
"14040",12523.81,12336.08,187.73
"13027",17239.20,17052.00,187.20
"14149",446.62,259.43,187.19
"17152",2016.50,1830.50,186.00
"17457",5984.81,5799.01,185.80
"16210",33750.97,33565.52,185.45
"15078",17286.73,17101.37,185.36
"15861",4369.20,4185.40,183.80
"16592",7807.91,7624.46,183.45
"12982",2744.81,2562.12,182.69
"13314",775.94,593.51,182.43
"16940",6427.66,6245.41,182.25
"13057",709.59,528.24,181.35
"16875",4234.53,4053.20,181.33
"17243",20203.58,20022.93,180.65
"17539",1176.84,997.34,179.50
"15633",4335.96,4156.91,179.05
"12853",3907.50,3728.50,179.00
"13659",4884.68,4706.43,178.25
"18172",17467.24,17289.23,178.01
"13136",6274.56,6097.90,176.66
"14415",11980.09,11803.62,176.47
"12615",5740.98,5564.88,176.10
"13929",3494.10,3318.10,176.00
"18274",175.92,0.00,175.92
"15873",313.92,138.24,175.68
"14199",1091.70,916.50,175.20
"16812",2392.00,2216.80,175.20
"14049",13023.40,12848.40,175.00
"15101",1477.94,1303.49,174.45
"15941",405.00,230.60,174.40
"14460",1093.50,919.60,173.90
"14276",2102.68,1929.32,173.36
"14727",463.73,291.13,172.60
"16713",14115.56,13943.36,172.20
"14850",1770.96,1599.76,171.20
"17576",8711.95,8540.80,171.15
"13725",1980.56,1809.81,170.75
"15326",1700.52,1529.82,170.70
"14644",2247.72,2077.47,170.25
"15113",3509.43,3339.51,169.92
"13266",6135.04,5965.30,169.74
"14062",25585.65,25416.28,169.37
"14000",2046.34,1877.59,168.75
"12768",168.69,0.00,168.69
"15158",606.02,437.66,168.36
"16817",2560.70,2392.85,167.85
"17611",8337.53,8170.93,166.60
"15864",2180.76,2014.22,166.54
"14482",4306.72,4141.06,165.66
"17490",2750.50,2585.06,165.44
"16841",4006.06,3841.16,164.90
"17644",6028.60,5864.54,164.06
"16729",7205.33,7041.69,163.64
"14598",384.04,221.97,162.07
"17811",9519.80,9358.53,161.27
"13014",5381.08,5220.83,160.25
"13711",1792.26,1632.61,159.65
"15580",1375.39,1216.15,159.24
"13162",9275.49,9116.94,158.55
"14535",5973.23,5815.13,158.10
"17617",385.19,227.14,158.05
"14010",445.15,288.10,157.05
"16485",2287.19,2130.19,157.00
"13924",1838.85,1682.08,156.77
"15796",5171.63,5015.75,155.88
"16523",11916.33,11760.54,155.79
"16984",10350.53,10195.15,155.38
"14916",3042.95,2888.21,154.74
"16558",13304.11,13149.56,154.55
"13758",8698.13,8544.29,153.84
"15144",12160.31,12006.51,153.80
"15658",2117.27,1964.14,153.13
"13969",12973.46,12820.36,153.10
"17324",2171.07,2018.07,153.00
"18024",389.78,236.78,153.00
"14634",2124.46,1971.82,152.64
"15845",4426.28,4273.65,152.63
"12433",16794.14,16641.74,152.40
"12523",4352.35,4201.05,151.30
"17408",316.09,164.89,151.20
"14409",3427.29,3276.09,151.20
"12841",6958.20,6808.00,150.20
"18220",1921.76,1771.70,150.06
"15874",11284.76,11135.00,149.76
"15696",3881.22,3732.12,149.10
"15834",3764.39,3615.54,148.85
"14380",48.96,-99.73,148.69
"17592",148.30,0.00,148.30
"13478",2215.78,2068.03,147.75
"12540",22254.49,22107.29,147.20
"16233",1818.31,1671.31,147.00
"15485",4810.92,4663.92,147.00
"17621",3175.12,3029.32,145.80
"13476",2061.47,1915.77,145.70
"17115",2761.49,2616.29,145.20
"17589",13837.94,13692.89,145.05
"15953",3440.34,3295.49,144.85
"16719",3513.62,3368.87,144.75
"15785",5969.93,5825.33,144.60
"16661",932.76,788.31,144.45
"12481",12185.51,12041.15,144.36
"17702",3144.04,2999.94,144.10
"12839",9669.12,9525.22,143.90
"16033",10608.81,10465.07,143.74
"13107",5253.07,5109.62,143.45
"16394",1555.34,1412.06,143.28
"13577",3489.28,3346.62,142.66
"14320",1346.75,1204.12,142.63
"15808",17180.25,17038.95,141.30
"18018",297.99,156.69,141.30
"15290",10496.28,10355.58,140.70
"15523",17259.19,17119.24,139.95
"14034",648.89,509.09,139.80
"15240",4459.98,4320.45,139.53
"18109",9555.71,9416.41,139.30
"15611",2997.28,2858.37,138.91
"12431",10432.22,10293.66,138.56
"12525",973.73,835.18,138.55
"15614",3147.36,3008.86,138.50
"13327",9134.48,8996.03,138.45
"15722",5234.00,5095.95,138.05
"15632",3285.31,3147.31,138.00
"14233",2904.27,2766.96,137.31
"17802",4946.22,4808.94,137.28
"15321",6709.73,6573.40,136.33
"13329",4808.77,4672.82,135.95
"12949",15526.70,15391.00,135.70
"13889",1991.23,1855.73,135.50
"14906",68.44,-66.98,135.42
"17609",1887.90,1752.55,135.35
"15222",3550.91,3415.66,135.25
"17011",671.70,536.70,135.00
"13364",134.96,0.00,134.96
"15728",544.60,409.80,134.80
"14733",14335.15,14200.78,134.37
"15621",1293.03,1158.77,134.26
"16886",134.00,0.00,134.00
"17085",7847.67,7713.67,134.00
"16325",3597.50,3463.84,133.66
"15066",893.59,760.59,133.00
"13092",2140.28,2007.33,132.95
"13407",2244.70,2111.89,132.81
"12467",132.80,0.00,132.80
"13455",2212.99,2080.88,132.11
"13141",7656.08,7524.13,131.95
"14071",1437.57,1306.16,131.41
"17931",3402.24,3270.91,131.33
"15916",3145.24,3014.04,131.20
"13946",1876.23,1745.43,130.80
"17147",3199.95,3069.15,130.80
"17652",4867.72,4737.13,130.59
"15607",1708.97,1578.57,130.40
"18226",11878.88,11748.58,130.30
"16080",602.56,472.90,129.66
"12494",1815.27,1685.92,129.35
"14437",873.34,744.44,128.90
"12597",3811.22,3683.13,128.09
"15638",2265.20,2137.20,128.00
"14475",1151.15,1025.12,126.03
"14285",3284.42,3158.64,125.78
"17799",6246.93,6121.78,125.15
"14229",2594.04,2468.99,125.05
"16466",3767.09,3642.09,125.00
"16949",1286.27,1161.27,125.00
"16971",357.21,232.21,125.00
"12773",124.25,0.00,124.25
"12758",9903.24,9779.00,124.24
"12451",12669.88,12546.53,123.35
"14898",3365.95,3242.60,123.35
"17965",7006.65,6883.45,123.20
"14590",2993.37,2871.04,122.33
"14621",3000.57,2878.27,122.30
"15786",8501.62,8379.65,121.97
"14755",9972.55,9851.45,121.10
"16118",4376.25,4255.43,120.82
"13015",6579.78,6459.08,120.70
"17345",1586.63,1466.33,120.30
"14530",6088.87,5968.62,120.25
"13623",2533.06,2412.93,120.13
"14081",4867.57,4747.52,120.05
"16326",4721.25,4601.25,120.00
"14609",1486.20,1366.20,120.00
"12704",2340.84,2220.84,120.00
"16928",3897.53,3777.88,119.65
"14502",2429.83,2310.18,119.65
"12598",4534.09,4414.67,119.42
"16689",422.60,303.26,119.34
"15640",23494.31,23375.09,119.22
"12781",826.74,707.72,119.02
"15296",10323.03,10204.13,118.90
"15249",9266.00,9147.15,118.85
"17969",2354.29,2235.54,118.75
"13415",784.17,665.42,118.75
"18247",839.73,721.43,118.30
"13768",875.97,758.07,117.90
"12427",825.80,708.37,117.43
"16658",690.83,573.48,117.35
"16711",2868.48,2751.48,117.00
"14030",7521.80,7405.10,116.70
"17061",5232.23,5116.13,116.10
"17857",27347.04,27231.34,115.70
"15433",533.30,417.87,115.43
"13115",5494.70,5379.45,115.25
"15518",4189.99,4074.83,115.16
"13983",6753.89,6638.85,115.04
"12703",1006.53,892.18,114.35
"15505",3610.96,3497.14,113.82
"15323",434.60,320.90,113.70
"17602",7354.43,7240.73,113.70
"17065",194.70,82.35,112.35
"13963",2860.57,2748.32,112.25
"12747",8898.48,8786.53,111.95
"14507",3216.74,3104.80,111.94
"14440",5982.03,5870.13,111.90
"13503",1859.24,1747.39,111.85
"16145",6805.44,6693.60,111.84
"15676",3435.76,3324.09,111.67
"14525",8026.54,7915.71,110.83
"13505",4393.63,4282.88,110.75
"14930",5236.73,5126.74,109.99
"14944",9784.67,9674.92,109.75
"13246",3351.75,3242.00,109.75
"15351",3430.22,3320.50,109.72
"17658",595.42,485.88,109.54
"18062",1632.67,1523.37,109.30
"16258",11942.52,11833.52,109.00
"17411",1425.38,1316.53,108.85
"12417",6797.41,6688.71,108.70
"13458",11959.27,11850.62,108.65
"17769",7053.38,6944.96,108.42
"16166",435.83,327.48,108.35
"12623",3747.84,3639.84,108.00
"18286",1296.43,1188.43,108.00
"16924",829.89,722.64,107.25
"15187",4777.18,4670.08,107.10
"15596",2727.72,2621.27,106.45
"17145",3120.91,3014.64,106.27
"16604",432.45,326.25,106.20
"12975",2100.09,1993.99,106.10
"17338",11889.33,11783.33,106.00
"17231",7064.80,6958.83,105.97
"16177",2247.31,2141.61,105.70
"16362",922.16,816.96,105.20
"16393",5297.77,5192.61,105.16
"15985",2715.28,2610.28,105.00
"17954",3804.38,3699.74,104.64
"16303",7928.27,7823.72,104.55
"14191",4817.66,4713.41,104.25
"14231",1235.62,1131.97,103.65
"17213",4869.40,4766.03,103.37
"18257",4600.15,4496.80,103.35
"14586",237.36,134.16,103.20
"12644",1918.49,1815.54,102.95
"12477",20276.37,20173.64,102.73
"15814",2634.44,2531.84,102.60
"17442",4620.30,4517.70,102.60
"12583",13591.58,13489.04,102.54
"12731",25775.71,25673.21,102.50
"15045",735.66,633.66,102.00
"13829",102.00,0.00,102.00
"16767",8056.76,7954.76,102.00
"14885",1598.12,1496.12,102.00
"17610",1511.94,1410.29,101.65
"17975",6696.33,6595.18,101.15
"16360",3450.41,3349.57,100.84
"14211",4402.29,4301.69,100.60
"17570",100.00,0.00,100.00
"18136",1631.36,1531.71,99.65
"14404",2724.13,2625.13,99.00
"16908",252.59,153.59,99.00
"14896",1826.00,1727.30,98.70
"15736",1767.12,1668.67,98.45
"14388",6388.20,6289.95,98.25
"12733",2424.87,2326.82,98.05
"13692",3114.40,3016.45,97.95
"13397",3191.87,3094.11,97.76
"16168",10360.67,10263.28,97.39
"17900",112.20,15.00,97.20
"13304",1217.99,1120.79,97.20
"13206",8308.19,8211.00,97.19
"14593",3665.53,3568.69,96.84
"16094",3695.56,3599.16,96.40
"16218",3968.67,3872.30,96.37
"16678",3109.99,3013.83,96.16
"16153",5133.49,5037.51,95.98
"15059",3491.20,3395.25,95.95
"13126",3774.81,3679.03,95.78
"13854",11944.56,11848.81,95.75
"15173",1494.60,1399.26,95.34
"14442",5367.02,5272.02,95.00
"17663",5175.83,5081.04,94.79
"15981",9362.77,9268.07,94.70
"17044",11962.30,11867.60,94.70
"13641",1016.47,921.82,94.65
"14493",5087.86,4993.76,94.10
"14367",9227.82,9134.12,93.70
"18230",4291.06,4197.46,93.60
"14293",2903.01,2809.41,93.60
"17090",3080.18,2986.64,93.54
"12722",997.63,904.33,93.30
"17469",5051.25,4958.34,92.91
"17139",19566.76,19473.91,92.85
"13555",8891.84,8798.99,92.85
"16791",3957.63,3865.06,92.57
"14401",6795.90,6703.40,92.50
"16283",4350.32,4257.87,92.45
"15489",2419.61,2327.36,92.25
"14740",4161.06,4068.86,92.20
"12782",4618.24,4526.04,92.20
"13324",10513.47,10421.37,92.10
"17315",9599.58,9507.53,92.05
"15615",21373.97,21282.07,91.90
"16131",9957.42,9866.27,91.15
"12440",859.20,768.15,91.05
"13676",243.90,153.15,90.75
"13426",8167.38,8076.76,90.62
"17464",907.14,816.54,90.60
"15750",6452.99,6362.60,90.39
"14056",8152.71,8062.46,90.25
"12915",975.10,885.20,89.90
"15260",8767.73,8677.88,89.85
"14322",474.10,384.30,89.80
"13851",4606.46,4516.76,89.70
"13360",1553.65,1464.10,89.55
"18163",728.84,639.34,89.50
"13979",3379.93,3290.53,89.40
"15535",1044.37,955.12,89.25
"15015",2354.97,2265.77,89.20
"15867",8923.30,8834.20,89.10
"14025",4057.90,3969.10,88.80
"12963",3235.79,3146.99,88.80
"18245",6324.98,6236.23,88.75
"16176",2052.69,1964.04,88.65
"14648",4466.65,4378.00,88.65
"17528",3628.50,3540.10,88.40
"15984",8393.02,8304.82,88.20
"12600",4967.42,4879.29,88.13
"16639",1747.98,1659.85,88.13
