"stock_code","order_return_rate_pct","line_item_return_rate_pct"
"21003",0.0,0.0
"21004",0.0,0.0
"21007",0.0,0.0
"21008",0.0,0.0
"21009",2.9,2.3
"21010",1.2,1.0
"21011",0.8,0.7
"21012",0.7,0.4
"21014",0.5,0.4
"21015",0.5,0.4
"21016",1.2,1.0
"21017",0.0,0.0
"21018",0.0,0.0
"21025",0.0,0.0
"21026",0.0,0.0
"21027",0.0,0.0
"21028",0.0,0.0
"21030",0.0,0.0
"21031",2.5,3.6
"21032",2.0,1.4
"21033",0.3,0.2
"21034",0.5,0.4
"21035",0.5,0.4
"21036",0.0,0.0
"21038",1.9,1.8
"21039",1.7,1.5
"21040",0.0,0.0
"21041",1.1,0.8
"21042",2.4,2.1
"21043",0.7,0.5
"21051",0.8,0.6
"21053",100.0,100.0
"21054",0.5,0.5
"21055",0.9,0.7
"21056",2.0,1.9
"21058",0.4,0.3
"21059",1.3,1.2
"21060",0.0,0.0
"21061",0.6,0.5
"21062",0.0,0.0
"21063",0.4,0.4
"21064",1.7,1.2
"21065",1.7,1.6
"21066",0.8,0.7
"21067",1.8,1.4
"21068",2.1,1.6
"21069",1.4,1.0
"21070",0.9,0.7
"21071",0.8,0.6
"21076",1.1,0.9
"21077",0.0,0.0
"21078",0.1,0.2
"21080",0.5,0.4
"21081",0.0,0.0
"21082",1.2,0.9
"21084",0.4,0.3
"21085",0.0,0.0
"21086",0.5,0.4
"21087",0.0,0.0
"21088",1.4,1.2
"21089",0.0,0.0
"21090",1.1,0.7
"21091",0.0,0.0
"21092",6.5,4.8
"21094",0.5,0.4
"21095",0.0,0.0
"21096",0.7,0.5
"21097",0.0,0.0
"21098",1.0,0.7
"21099",8.3,7.3
"21100",1.4,1.3
"21102",4.8,6.7
"21106",0.0,0.0
"21107",0.0,0.0
"21108",0.6,0.5
"21109",0.4,0.3
"21110",0.9,0.7
"21111",0.9,0.7
"21112",1.6,1.2
"21114",1.0,0.9
"21115",0.2,0.2
"21116",0.2,0.1
"21117",0.0,0.0
"21118",0.0,0.0
"21119",0.0,0.0
"21120",0.0,0.0
"21121",1.0,1.0
"21122",0.5,0.4
"21123",0.8,0.6
"21124",0.5,0.4
"21125",1.6,1.3
"21126",0.7,0.5
"21127",2.0,1.6
"21128",0.0,0.0
"21129",3.2,2.5
"21130",2.0,1.6
"21131",0.0,0.0
"21132",0.0,0.0
"21133",0.0,0.0
"21134",0.0,0.0
"21135",1.4,1.5
"21136",0.5,0.5
"21137",1.1,0.9
"21143",2.7,2.2
"21144",1.6,1.3
"21145",3.9,3.3
"21146",1.7,1.5
"21147",0.8,0.5
"21153",1.4,1.3
"21154",0.7,0.5
"21155",2.5,2.0
"21156",1.7,1.6
"21157",0.6,0.4
"21158",1.0,0.8
"21159",1.2,1.0
"21160",4.9,4.3
"21161",1.4,1.5
"21162",0.7,0.6
"21163",1.2,1.0
"21164",0.7,0.6
"21165",0.6,0.5
"21166",1.2,1.0
"21167",0.9,0.6
"21169",1.2,1.0
"21171",0.0,0.0
"21172",0.7,0.6
"21173",1.3,1.0
"21174",0.3,0.2
"21175",0.7,0.6
"21179",0.2,0.2
"21181",0.9,0.8
"21185",6.4,5.5
"21186",0.3,0.2
"21187",0.0,0.0
"21188",1.5,1.2
"21189",0.0,0.0
"21190",1.8,1.4
"21191",0.0,0.0
"21192",0.5,0.3
"21193",0.0,0.0
"21194",3.1,2.2
"21195",0.0,0.0
"21196",0.0,0.0
"21197",2.2,1.6
"21198",2.5,1.9
"21199",0.7,0.5
"21200",0.8,0.6
"21201",0.8,0.7
"21202",4.3,3.8
"21203",1.4,1.1
"21204",1.0,0.7
"21205",2.7,2.6
"21206",1.7,1.4
"21207",1.4,1.1
"21208",4.0,2.9
"21209",4.9,3.6
"21210",0.9,0.7
"21211",0.4,0.3
"21212",0.8,0.8
"21213",0.2,0.2
"21214",0.5,0.4
"21215",0.3,0.2
"21216",2.1,1.5
"21217",3.0,2.6
"21218",2.9,2.2
"21219",0.6,0.4
"21220",0.0,0.0
"21221",0.0,0.0
"21222",0.0,0.0
"21223",0.0,0.0
"21224",1.0,0.9
"21225",0.0,0.0
"21226",0.0,0.0
"21228",0.0,0.0
"21231",4.6,3.9
"21232",7.0,5.8
"21238",2.4,1.9
"21239",1.2,0.9
"21240",0.9,0.7
"21241",0.4,0.3
"21242",0.9,0.7
"21243",0.4,0.3
"21244",1.8,1.5
"21245",0.3,0.3
"21246",1.9,1.4
"21247",0.0,0.0
"21248",1.9,1.6
"21249",1.1,0.9
"21250",0.0,0.0
"21251",0.0,0.0
"21252",0.0,0.0
"21253",0.0,0.0
"21254",100.0,100.0
"21255",2.0,1.4
"21256",0.0,0.0
"21257",2.7,2.1
"21258",7.4,5.6
"21259",2.5,2.3
"21260",1.3,1.1
"21261",0.0,0.0
"21262",3.6,2.7
"21263",1.8,1.4
"21264",2.9,2.5
"21265",8.1,7.0
"21266",0.0,0.0
"21267",0.0,0.0
"21268",0.0,0.0
"21269",0.0,0.0
"21270",0.0,0.0
"21272",1.2,1.1
"21274",0.9,0.8
"21275",12.7,11.4
"21276",9.4,9.1
"21277",7.7,6.7
"21278",2.5,1.8
"21279",5.6,3.9
"21280",1.4,1.1
"21281",1.5,1.0
"21282",1.4,1.3
"21283",1.2,1.0
"21284",2.1,1.6
"21285",2.9,2.3
"21286",1.0,0.7
"21287",0.0,0.0
"21288",0.9,0.6
"21289",1.9,1.4
"21290",0.0,0.0
"21291",3.2,2.7
"21292",1.1,1.0
"21293",1.2,0.8
"21294",0.0,0.0
"21298",26.3,26.3
"21299",8.1,7.1
"21300",14.3,13.3
"21303",11.8,10.5
"21304",0.0,0.0
"21306",2.9,2.5
"21307",1.4,1.1
"21308",14.3,10.0
"21309",16.7,16.7
"21310",20.0,16.7
"21311",2.1,1.7
"21312",10.0,8.1
"21313",3.5,2.5
"21314",5.8,4.5
"21315",100.0,100.0
"21316",4.1,4.8
"21317",3.9,3.4
"21318",11.4,9.8
"21319",5.7,4.5
"21320",12.3,9.2
"21321",14.3,11.5
"21322",0.0,0.0
"21323",1.2,0.9
"21324",1.7,1.3
"21326",1.7,1.4
"21327",0.0,0.0
"21328",0.0,0.0
"21329",0.4,0.3
"21330",0.5,0.4
"21331",6.3,5.3
"21332",9.1,7.9
"21333",4.3,4.6
"21335",12.5,10.5
"21336",4.4,3.1
"21337",0.0,0.0
"21338",0.0,0.0
"21339",0.0,0.0
"21340",3.2,3.2
"21341",0.0,0.0
"21343",25.0,25.0
"21344",7.1,6.7
"21346",100.0,100.0
"21347",0.0,0.0
"21348",3.6,3.2
"21349",1.2,0.9
"21350",2.3,2.2
"21351",2.7,2.2
"21352",2.5,1.7
"21353",0.0,0.0
"21354",0.0,0.0
"21355",0.9,1.0
"21356",0.3,0.2
"21357",0.5,0.4
"21358",0.4,0.3
"21359",5.2,4.7
"21360",1.0,0.9
"21361",4.3,3.9
"21363",2.2,1.9
"21364",1.2,1.0
"21365",0.0,0.0
"21366",0.0,0.0
"21367",0.0,0.0
"21368",0.0,0.0
"21369",0.0,0.0
"21370",0.0,0.0
"21371",0.0,0.0
"21372",0.0,0.0
"21373",1.6,1.5
"21374",0.0,0.0
"21375",0.0,0.0
"21376",0.0,0.0
"21377",1.0,0.6
"21378",0.0,0.0
"21379",0.0,0.0
"21380",0.9,0.8
"21381",1.1,0.9
"21382",0.7,0.5
"21383",1.5,1.3
"21384",0.0,0.0
"21385",0.4,0.3
"21386",0.0,0.0
"21387",0.0,0.0
"21388",0.0,0.0
"21389",2.2,1.8
"21390",0.7,0.7
"21391",0.6,0.4
"21392",4.0,3.2
"21393",4.4,3.9
"21394",2.6,2.3
"21395",3.4,3.0
"21396",1.3,1.0
"21397",0.5,0.4
"21398",0.8,0.6
"21399",3.3,3.4
"21400",1.1,0.8
"21401",0.0,0.0
"21402",0.7,0.5
"21403",0.0,0.0
"21406",0.0,0.0
"21407",0.4,0.3
"21408",1.2,0.9
"21409",0.0,0.0
"21410",0.7,0.5
"21411",0.5,0.4
"21412",2.9,2.0
"21413",0.0,0.0
"21414",2.7,1.9
"21415",0.0,0.0
"21416",0.0,0.0
"21417",1.7,1.1
"21418",1.5,1.0
"21419",0.0,0.0
"21420",0.0,0.0
"21421",0.9,0.8
"21422",1.3,1.1
"21424",5.9,3.8
"21425",7.8,5.7
"21426",9.2,6.3
"21427",6.3,4.6
"21428",1.9,1.6
"21429",1.9,1.5
"21430",2.6,2.0
"21431",0.7,0.6
"21432",3.7,3.5
"21437",1.8,1.6
"21438",2.7,2.4
"21439",0.4,0.3
"21440",1.0,1.0
"21441",0.0,0.0
"21442",0.0,0.0
"21443",3.7,3.0
"21444",2.7,1.9
"21445",1.4,1.1
"21446",0.0,0.0
"21447",0.3,0.2
"21448",0.0,0.0
"21450",20.0,16.7
"21452",4.4,3.7
"21454",0.5,0.6
"21455",1.2,0.7
"21456",1.5,1.2
"21457",0.0,0.0
"21458",0.0,0.0
"21459",10.2,8.9
"21460",6.9,5.6
"21461",11.5,10.0
"21462",3.4,3.1
"21463",7.9,7.3
"21464",4.4,4.3
"21465",0.5,0.5
"21466",0.0,0.0
"21467",1.9,1.7
"21468",1.4,1.2
"21469",1.4,1.2
"21470",1.2,1.1
"21471",0.9,0.7
"21472",0.0,0.0
"21473",3.2,3.1
"21474",5.1,5.0
"21475",50.0,50.0
"21476",2.3,2.0
"21477",15.1,13.1
"21478",1.1,1.8
"21479",0.9,0.7
"21480",1.7,1.3
"21481",1.4,1.1
"21482",0.5,0.4
"21484",0.5,0.4
"21485",0.9,0.8
"21486",0.3,0.2
"21488",0.0,0.0
"21489",0.0,0.0
"21490",5.2,3.9
"21491",2.0,1.8
"21493",0.0,0.0
"21494",0.4,0.3
"21495",0.3,0.3
"21496",50.0,50.0
"21497",0.0,0.0
"21498",0.4,0.4
"21499",0.4,0.4
"21500",0.0,0.0
"21503",1.5,1.5
"21504",0.3,0.3
"21506",0.6,0.5
"21507",0.3,0.3
"21508",0.2,0.1
"21509",0.3,0.3
"21511",0.0,0.0
"21518",0.0,0.0
"21519",0.5,0.4
"21520",0.9,0.7
"21523",0.4,0.3
"21524",0.3,0.3
"21525",33.3,33.3
"21527",12.1,10.9
"21528",8.2,7.1
"21529",3.2,2.6
"21530",5.8,4.8
"21531",2.6,2.2
"21532",8.1,6.9
"21533",3.2,2.9
"21534",5.8,5.1
"21535",4.1,3.6
"21536",10.3,9.2
"21537",4.8,4.2
"21538",3.8,3.3
"21539",6.4,5.4
"21540",10.2,8.8
"21541",1.5,1.5
"21542",3.1,3.3
"21543",0.0,0.0
"21544",0.6,0.6
"21545",2.4,1.9
"21547",0.8,0.7
"21548",3.6,2.8
"21549",5.6,4.8
"21550",1.5,1.3
"21551",0.0,0.0
"21552",5.4,4.9
"21553",2.5,1.9
"21554",8.3,7.4
"21555",0.7,0.5
"21556",1.3,1.2
"21557",0.3,0.2
"21558",1.2,0.9
"21559",1.5,1.3
"21560",0.0,0.0
"21561",0.6,0.5
"21562",0.0,0.0
"21563",2.4,2.1
"21564",2.3,2.3
"21576",1.4,1.1
"21577",1.1,0.8
"21578",0.8,0.6
"21579",3.5,2.7
"21580",0.6,0.4
"21581",1.0,0.7
"21582",0.0,0.0
"21584",0.8,0.8
"21585",0.0,0.0
"21586",1.7,1.6
"21587",0.4,0.4
"21588",1.0,1.0
"21589",1.1,1.1
"21590",0.7,0.7
"21591",0.5,0.5
"21592",0.2,0.2
"21593",1.1,1.0
"21594",0.0,0.0
"21595",0.0,0.0
"21596",0.0,0.0
"21609",0.0,0.0
"21610",0.0,0.0
"21611",1.3,1.2
"21612",0.9,0.8
"21613",0.0,0.0
"21614",1.5,1.4
"21615",0.0,0.0
"21616",0.0,0.0
"21617",0.0,0.0
"21618",0.0,0.0
"21619",0.0,0.0
"21620",0.4,0.4
"21621",0.8,0.7
"21622",2.6,2.3
"21623",2.4,2.3
"21624",0.7,0.7
"21625",0.0,0.0
"21626",5.6,4.6
"21627",1.7,1.1
"21628",3.3,2.2
"21629",0.9,0.6
"21630",4.0,2.7
"21631",0.0,0.0
"21632",1.9,1.3
"21633",2.7,1.8
"21634",6.8,5.3
"21635",2.3,2.1
"21636",1.0,0.9
"21637",1.1,0.7
"21638",0.7,0.6
"21639",11.8,10.5
"21640",0.0,0.0
"21641",0.0,0.0
"21642",5.6,4.4
"21643",1.4,1.0
"21644",2.1,1.8
"21645",2.2,1.9
"21647",2.0,1.6
"21648",3.3,2.3
"21649",6.5,5.4
"21650",1.0,0.7
"21651",0.0,0.0
"21652",3.7,3.3
"21653",1.8,1.6
"21654",0.0,0.0
"21655",6.3,5.3
"21656",0.7,0.5
"21657",2.5,2.0
"21658",9.3,7.1
"21659",5.7,5.0
"21661",3.9,3.3
"21662",3.6,2.9
"21663",17.9,15.2
"21664",4.3,3.6
"21665",0.0,0.0
"21666",2.3,1.9
"21667",6.9,6.1
"21668",1.4,1.1
"21669",1.6,1.3
"21670",1.0,0.8
"21671",2.7,2.2
"21672",1.0,0.8
"21673",1.0,0.8
"21674",0.0,0.0
"21675",0.4,0.3
"21676",0.0,0.0
"21677",1.1,0.8
"21678",0.0,0.0
"21679",1.3,1.0
"21680",0.4,0.3
"21681",2.5,2.3
"21682",1.3,1.2
"21683",0.7,0.6
"21684",1.9,1.6
"21685",33.3,33.3
"21686",5.7,5.1
"21687",1.0,0.8
"21688",0.7,0.6
"21689",0.0,0.0
"21690",0.0,0.0
"21691",0.0,0.0
"21692",0.9,0.8
"21693",0.0,0.0
"21694",0.0,0.0
"21695",1.0,0.8
"21696",2.7,2.5
"21697",0.0,0.0
"21698",0.0,0.0
"21699",0.0,0.0
"21700",1.1,0.8
"21701",50.0,33.3
"21702",0.0,0.0
"21703",1.6,1.4
"21704",1.2,1.0
"21705",2.2,1.8
"21706",1.9,1.5
"21707",0.0,0.0
"21708",1.5,1.2
"21709",0.0,0.0
"21710",1.8,2.2
"21711",0.0,0.0
"21713",4.6,4.1
"21714",2.1,1.5
"21715",0.4,0.3
"21716",0.4,0.3
"21717",1.1,1.4
"21718",1.1,0.8
"21719",0.0,0.0
"21720",0.9,0.7
"21721",0.7,0.5
"21722",2.5,1.7
"21723",0.0,0.0
"21724",0.6,0.4
"21725",0.6,0.4
"21726",0.6,0.5
"21728",4.8,4.3
"21729",0.0,0.0
"21730",6.4,5.9
"21731",1.5,1.2
"21732",3.3,3.1
"21733",1.9,1.8
"21734",9.4,6.3
"21735",12.3,10.4
"21736",3.4,2.8
"21737",0.0,0.0
"21738",0.8,0.6
"21739",0.6,0.4
"21740",0.0,0.0
"21741",0.5,0.4
"21742",0.0,0.0
"21743",2.7,2.1
"21744",0.5,0.3
"21745",0.6,0.6
"21746",1.8,1.6
"21747",1.9,1.6
"21749",2.7,2.4
"21750",1.6,1.4
"21752",13.6,11.5
"21754",1.0,0.9
"21755",0.8,0.7
"21756",0.5,0.5
"21757",0.0,0.0
"21758",0.0,0.0
"21759",0.0,0.0
"21760",12.5,10.5
"21761",3.8,3.7
"21763",10.5,10.5
"21764",7.7,7.1
"21765",1.4,1.1
"21766",100.0,100.0
"21767",0.0,0.0
"21768",1.2,1.4
"21769",7.5,7.4
"21770",0.6,0.5
"21772",0.0,0.0
"21773",1.0,0.6
"21774",0.3,0.2
"21775",0.7,0.4
"21777",2.4,2.3
"21779",12.0,12.0
"21780",0.0,0.0
"21781",5.0,4.3
"21784",2.7,2.2
"21785",0.0,0.0
"21786",0.4,0.3
"21787",0.6,0.5
"21788",2.8,2.4
"21789",2.2,1.9
"21790",0.6,0.6
"21791",0.8,0.6
"21792",4.1,4.5
"21793",0.0,0.0
"21794",2.7,2.4
"21795",1.2,1.2
"21796",0.0,0.0
"21801",0.4,0.2
"21802",0.3,0.2
"21803",0.0,0.0
"21804",0.7,0.6
"21805",0.0,0.0
"21806",0.0,0.0
"21807",1.1,0.9
"21808",2.7,2.3
"21809",0.0,0.0
"21810",0.6,0.4
"21811",0.3,0.2
"21812",1.9,1.4
"21813",2.1,1.4
"21814",0.0,0.0
"21815",2.1,2.4
"21816",2.0,3.2
"21817",0.0,0.0
"21818",0.0,0.0
"21819",0.0,0.0
"21820",1.6,1.3
"21821",1.3,1.0
"21822",2.1,1.5
"21823",0.5,0.4
"21824",0.5,0.4
"21825",1.3,1.1
"21826",2.8,2.6
"21827",0.7,0.6
"21828",0.0,0.0
"21829",1.2,0.9
"21830",1.5,1.3
"21832",1.1,1.1
"21833",2.2,1.8
"21836",1.0,0.8
"21837",1.1,0.9
"21838",0.0,0.0
"21839",1.2,1.2
"21841",0.8,0.7
"21842",0.0,0.0
