"invoice_no","stock_code","description","quantity","unit_price","customer_id","invoice_date"
"533528","PADS","PADS TO MATCH ALL CUSHIONS",1,0.00,"15750.0","2010-11-17 15:08:00"
"533822","22846","BREAD BIN DINER STYLE RED ",1,0.00,"12647.0","2010-11-19 09:40:00"
"533822","22845","VINTAGE CREAM CAT FOOD CONTAINER",1,0.00,"12647.0","2010-11-19 09:40:00"
"537197","22841","ROUND CAKE TIN VINTAGE GREEN",1,0.00,"12647.0","2010-12-05 14:02:00"
"537197","22841","ROUND CAKE TIN VINTAGE GREEN",1,0.00,"12647.0","2010-12-05 14:02:00"
"539263","22580","ADVENT CALENDAR GINGHAM SACK",4,0.00,"16560.0","2010-12-16 14:36:00"
"539722","22423","REGENCY CAKESTAND 3 TIER",10,0.00,"14911.0","2010-12-21 13:45:00"
"540372","22090","PAPER BUNTING RETROSPOT",24,0.00,"13081.0","2011-01-06 16:41:00"
"540372","22553","PLASTERS IN TIN SKULLS",24,0.00,"13081.0","2011-01-06 16:41:00"
"541109","22168","ORGANISER WOOD ANTIQUE WHITE ",1,0.00,"15107.0","2011-01-13 15:10:00"
"543599","84535B","FAIRY CAKES NOTEBOOK A6 SIZE",16,0.00,"17560.0","2011-02-10 13:08:00"
"547417","22062","CERAMIC BOWL WITH LOVE HEART DESIGN",36,0.00,"13239.0","2011-03-23 10:25:00"
"548318","22055","MINI CAKE STAND  HANGING STRAWBERY",5,0.00,"13113.0","2011-03-30 12:45:00"
"548871","22162","HEART GARLAND RUSTIC PADDED",2,0.00,"14410.0","2011-04-04 14:42:00"
"550188","22636","CHILDS BREAKFAST SET CIRCUS PARADE",1,0.00,"12457.0","2011-04-14 18:57:00"
"550193","PADS","PADS TO MATCH ALL CUSHIONS",1,0.00,"13952.0","2011-04-15 09:27:00"
"553000","47566","PARTY BUNTING",4,0.00,"17667.0","2011-05-12 15:21:00"
"554037","22619","SET OF 6 SOLDIER SKITTLES",80,0.00,"12415.0","2011-05-20 14:13:00"
"561226","PADS","PADS TO MATCH ALL CUSHIONS",1,0.00,"15618.0","2011-07-26 10:13:00"
"561284","22167"," OVAL WALL MIRROR DIAMANTE ",1,0.00,"16818.0","2011-07-26 12:24:00"
"561669","22960","JAM MAKING SET WITH JARS",11,0.00,"12507.0","2011-07-28 17:09:00"
"561916","M","Manual",1,0.00,"15581.0","2011-08-01 11:44:00"
"562973","23157","SET OF 6 NATIVITY MAGNETS ",240,0.00,"14911.0","2011-08-11 11:42:00"
"564651","23270","SET OF 2 CERAMIC PAINTED HEARTS ",96,0.00,"14646.0","2011-08-26 14:19:00"
"564651","23268","SET OF 2 CERAMIC CHRISTMAS REINDEER",192,0.00,"14646.0","2011-08-26 14:19:00"
"564651","22955","36 FOIL STAR CAKE CASES ",144,0.00,"14646.0","2011-08-26 14:19:00"
"564651","21786","POLKADOT RAIN HAT ",144,0.00,"14646.0","2011-08-26 14:19:00"
"568158","PADS","PADS TO MATCH ALL CUSHIONS",1,0.00,"16133.0","2011-09-25 12:22:00"
"568200","PADS","PADS TO MATCH ALL CUSHIONS",1,0.00,"16198.0","2011-09-25 14:58:00"
"568375","BANK CHARGES","Bank Charges",1,0.00,"13405.0","2011-09-26 17:01:00"
"568384","M","Manual",1,0.00,"12748.0","2011-09-27 09:46:00"
"569716","22778","GLASS CLOCHE SMALL",2,0.00,"15804.0","2011-10-06 08:17:00"
"571035","M","Manual",1,0.00,"12446.0","2011-10-13 12:50:00"
"572893","21208","PASTEL COLOUR HONEYCOMB FAN",5,0.00,"18059.0","2011-10-26 14:36:00"
"574138","23234","BISCUIT TIN VINTAGE CHRISTMAS",216,0.00,"12415.0","2011-11-03 11:26:00"
"574175","22065","CHRISTMAS PUDDING TRINKET POT ",12,0.00,"14110.0","2011-11-03 11:47:00"
"574252","M","Manual",1,0.00,"12437.0","2011-11-03 13:24:00"
"574469","22385","JUMBO BAG SPACEBOY DESIGN",12,0.00,"12431.0","2011-11-04 11:55:00"
"574879","22625","RED KITCHEN SCALES",2,0.00,"13014.0","2011-11-07 13:22:00"
"574920","22899","CHILDREN'S APRON DOLLY GIRL ",1,0.00,"13985.0","2011-11-07 16:34:00"
"574920","23480","MINI LIGHTS WOODLAND MUSHROOMS",1,0.00,"13985.0","2011-11-07 16:34:00"
"575579","22437","SET OF 9 BLACK SKULL BALLOONS",20,0.00,"13081.0","2011-11-10 11:49:00"
"575579","22089","PAPER BUNTING VINTAGE PAISLEY",24,0.00,"13081.0","2011-11-10 11:49:00"
"577129","22464","HANGING METAL HEART LANTERN",4,0.00,"15602.0","2011-11-17 19:52:00"
"577168","M","Manual",1,0.00,"12603.0","2011-11-18 10:42:00"
"577314","23407","SET OF 2 TRAYS HOME SWEET HOME",2,0.00,"12444.0","2011-11-18 13:23:00"
"577696","M","Manual",1,0.00,"16406.0","2011-11-21 11:57:00"
"578841","84826","ASSTD DESIGN 3D PAPER STICKERS",12540,0.00,"13256.0","2011-11-25 15:57:00"
