"customer_id","recency_days","frequency_completed","first_transaction_date","last_transaction_date","active_span_days","conversion_status"
"15701",1,4,"2011-08-21 12:36:00","2011-12-07 14:39:00",108,"Converted"
"13924",1,6,"2011-09-28 15:07:00","2011-12-08 09:39:00",71,"Converted"
"18109",1,38,"2010-07-01 12:13:00","2011-12-08 11:36:00",525,"Converted"
"16426",1,10,"2011-03-08 15:45:00","2011-12-07 14:01:00",274,"Converted"
"18092",1,18,"2009-12-04 12:37:00","2011-12-07 13:14:00",733,"Converted"
"16442",1,5,"2009-12-13 11:05:00","2011-12-08 11:43:00",725,"Converted"
"12523",1,23,"2009-12-02 10:28:00","2011-12-08 11:46:00",736,"Converted"
"16161",1,43,"2010-02-08 11:06:00","2011-12-08 12:10:00",668,"Converted"
"14189",1,16,"2010-11-16 09:28:00","2011-12-07 15:55:00",386,"Converted"
"14739",1,25,"2009-12-02 13:23:00","2011-12-07 14:32:00",735,"Converted"
"13954",1,2,"2011-09-30 10:52:00","2011-12-08 12:50:00",69,"Converted"
"14204",1,4,"2009-12-02 13:26:00","2011-12-07 13:38:00",735,"Converted"
"17097",1,9,"2010-10-05 14:09:00","2011-12-07 17:05:00",428,"Converted"
"12558",1,1,"2011-12-02 10:41:00","2011-12-08 10:14:00",6,"Converted"
"12569",1,32,"2011-04-01 13:47:00","2011-12-07 16:24:00",250,"Converted"
"14719",1,5,"2011-04-04 14:17:00","2011-12-08 12:43:00",248,"Converted"
"14191",1,15,"2009-12-11 10:47:00","2011-12-08 09:23:00",727,"Converted"
"13870",1,15,"2010-02-08 12:08:00","2011-12-07 13:23:00",667,"Converted"
"14698",1,5,"2011-10-19 12:54:00","2011-12-08 12:26:00",50,"Converted"
"14291",1,23,"2009-12-09 10:46:00","2011-12-08 10:26:00",729,"Converted"
"15159",1,34,"2010-10-04 09:31:00","2011-12-08 12:05:00",430,"Converted"
"12615",1,8,"2009-12-01 12:09:00","2011-12-07 15:02:00",736,"Converted"
"12621",1,35,"2010-02-09 12:01:00","2011-12-08 11:25:00",667,"Converted"
"16523",1,28,"2009-12-08 14:29:00","2011-12-08 09:06:00",730,"Converted"
"16891",1,11,"2009-12-04 12:37:00","2011-12-08 11:15:00",734,"Converted"
"15187",1,15,"2011-05-11 13:49:00","2011-12-08 11:56:00",211,"Converted"
"16525",1,48,"2009-12-02 13:53:00","2011-12-07 15:07:00",735,"Converted"
"17870",1,13,"2010-11-23 11:39:00","2011-12-07 15:07:00",379,"Converted"
"13436",1,1,"2011-12-08 10:33:00","2011-12-08 10:33:00",0,"Converted"
"14646",1,146,"2009-12-02 16:52:00","2011-12-08 12:12:00",736,"Converted"
"18273",1,4,"2010-04-28 12:24:00","2011-12-07 13:16:00",588,"Converted"
"15214",1,8,"2011-04-11 09:46:00","2011-12-08 12:07:00",241,"Converted"
"15237",1,4,"2011-04-26 15:04:00","2011-12-08 09:46:00",226,"Converted"
"17856",1,4,"2011-03-03 11:40:00","2011-12-08 09:40:00",280,"Converted"
"17841",1,211,"2009-12-02 15:41:00","2011-12-08 12:07:00",736,"Converted"
"17830",1,3,"2011-02-24 10:15:00","2011-12-08 12:28:00",287,"Converted"
"16368",1,3,"2010-09-30 11:30:00","2011-12-07 13:12:00",433,"Converted"
"12747",1,26,"2009-12-07 13:23:00","2011-12-07 14:34:00",730,"Converted"
"15877",1,2,"2011-11-22 11:18:00","2011-12-08 11:57:00",16,"Converted"
"15883",1,2,"2011-11-06 14:50:00","2011-12-07 17:05:00",31,"Converted"
"15298",1,23,"2009-12-08 17:04:00","2011-12-07 17:17:00",729,"Converted"
"12347",1,8,"2010-10-31 14:20:00","2011-12-07 15:52:00",402,"Converted"
"17735",1,26,"2010-07-30 13:25:00","2011-12-07 16:47:00",495,"Converted"
"12783",1,4,"2011-09-25 15:35:00","2011-12-07 15:56:00",73,"Converted"
"14032",1,16,"2009-12-14 12:02:00","2011-12-07 15:23:00",723,"Converted"
"14138",1,2,"2011-10-07 09:38:00","2011-12-08 12:44:00",62,"Converted"
"14135",1,24,"2009-12-02 08:58:00","2011-12-08 11:38:00",736,"Converted"
"17677",1,54,"2009-12-11 13:19:00","2011-12-08 09:56:00",727,"Converted"
"18223",1,26,"2009-12-04 12:20:00","2011-12-08 11:51:00",734,"Converted"
"16019",1,27,"2009-12-14 14:12:00","2011-12-08 10:06:00",724,"Converted"
"14217",1,23,"2010-06-30 12:54:00","2011-12-08 11:53:00",526,"Converted"
"17631",1,7,"2009-12-09 14:15:00","2011-12-08 09:47:00",729,"Converted"
"14520",1,2,"2011-02-22 09:15:00","2011-12-08 09:46:00",289,"Converted"
"16672",1,20,"2011-03-18 10:15:00","2011-12-07 16:29:00",264,"Converted"
"13468",1,72,"2009-12-03 13:32:00","2011-12-08 10:39:00",735,"Converted"
"17602",1,14,"2010-03-30 17:25:00","2011-12-07 13:53:00",617,"Converted"
"14132",1,11,"2011-06-09 12:04:00","2011-12-07 13:35:00",181,"Converted"
"17590",1,3,"2011-10-30 14:05:00","2011-12-07 12:55:00",38,"Converted"
"17266",1,5,"2010-03-09 10:42:00","2011-12-07 14:12:00",638,"Converted"
"14395",1,20,"2010-04-18 13:12:00","2011-12-07 14:34:00",598,"Converted"
"15443",1,14,"2010-03-07 12:10:00","2011-12-08 10:40:00",641,"Converted"
"15453",1,7,"2011-06-05 12:37:00","2011-12-08 10:59:00",186,"Converted"
"18210",1,7,"2010-11-22 09:39:00","2011-12-08 11:02:00",381,"Converted"
"12935",1,15,"2010-04-11 15:59:00","2011-12-07 17:25:00",605,"Converted"
"15471",1,3,"2010-06-07 12:17:00","2011-12-07 14:12:00",548,"Converted"
"17522",1,5,"2011-05-05 16:31:00","2011-12-08 12:31:00",217,"Converted"
"12950",1,3,"2011-11-15 13:48:00","2011-12-07 13:17:00",22,"Converted"
"13314",1,3,"2011-09-27 10:20:00","2011-12-08 12:29:00",72,"Converted"
"14129",1,9,"2010-05-09 14:54:00","2011-12-08 11:02:00",578,"Converted"
"14085",1,32,"2009-12-08 13:41:00","2011-12-07 13:46:00",729,"Converted"
"17449",1,13,"2009-12-09 14:16:00","2011-12-07 16:56:00",728,"Converted"
"14442",1,7,"2010-01-18 12:59:00","2011-12-08 11:53:00",689,"Converted"
"12375",2,2,"2011-09-02 14:23:00","2011-12-07 11:27:00",96,"Converted"
"18237",2,5,"2011-07-28 13:05:00","2011-12-07 12:49:00",132,"Converted"
"12417",2,20,"2009-12-06 10:30:00","2011-12-06 14:52:00",730,"Converted"
"14794",2,10,"2010-08-09 15:44:00","2011-12-07 10:11:00",485,"Converted"
"18154",2,5,"2010-08-06 09:18:00","2011-12-06 16:41:00",487,"Converted"
"17238",2,32,"2009-12-01 10:59:00","2011-12-07 11:35:00",736,"Converted"
"15498",2,44,"2009-12-16 17:27:00","2011-12-07 12:48:00",721,"Converted"
"12912",2,5,"2011-10-30 11:35:00","2011-12-07 08:55:00",38,"Converted"
"17835",2,3,"2011-11-16 16:30:00","2011-12-07 11:48:00",21,"Converted"
"12362",2,10,"2011-02-17 10:30:00","2011-12-06 15:40:00",292,"Converted"
"12709",2,32,"2009-12-09 13:49:00","2011-12-06 16:42:00",727,"Converted"
"17232",2,2,"2011-11-25 12:24:00","2011-12-07 12:21:00",12,"Converted"
"13109",2,3,"2010-06-06 12:59:00","2011-12-07 12:38:00",549,"Converted"
"16569",2,5,"2009-12-16 15:05:00","2011-12-06 15:32:00",720,"Converted"
"13949",2,6,"2011-09-06 11:55:00","2011-12-07 09:35:00",92,"Converted"
"17412",2,16,"2009-12-02 13:51:00","2011-12-07 11:36:00",735,"Converted"
"16817",2,13,"2010-10-04 09:06:00","2011-12-07 11:03:00",429,"Converted"
"14708",2,5,"2010-09-10 10:26:00","2011-12-07 08:21:00",453,"Converted"
"15194",2,28,"2009-12-03 10:37:00","2011-12-06 15:10:00",733,"Converted"
"12650",2,1,"2011-12-06 16:34:00","2011-12-06 16:34:00",0,"Converted"
"16191",2,24,"2009-12-11 12:24:00","2011-12-07 11:26:00",726,"Converted"
"12720",2,29,"2010-07-21 09:46:00","2011-12-07 08:03:00",504,"Converted"
"13323",2,5,"2011-09-16 13:23:00","2011-12-06 17:12:00",81,"Converted"
"12989",2,33,"2009-12-10 13:27:00","2011-12-06 15:28:00",726,"Converted"
"16539",2,10,"2010-06-25 15:24:00","2011-12-07 08:41:00",530,"Converted"
"12839",2,26,"2009-12-07 09:18:00","2011-12-07 12:33:00",730,"Converted"
"15195",2,1,"2011-12-07 12:20:00","2011-12-07 12:20:00",0,"Converted"
"12826",2,12,"2009-12-18 10:43:00","2011-12-07 10:25:00",719,"Converted"
"13089",2,203,"2009-12-02 15:44:00","2011-12-07 09:02:00",735,"Converted"
"18272",2,9,"2010-03-04 12:53:00","2011-12-07 12:43:00",643,"Converted"
"16554",2,8,"2009-12-15 09:42:00","2011-12-06 14:52:00",721,"Converted"
"17049",2,19,"2010-03-04 10:23:00","2011-12-07 10:48:00",643,"Converted"
"12442",2,1,"2011-12-06 14:22:00","2011-12-06 14:22:00",0,"Converted"
"17091",2,19,"2009-12-01 13:40:00","2011-12-07 10:43:00",736,"Converted"
"13507",2,4,"2011-07-17 11:50:00","2011-12-06 13:13:00",142,"Converted"
"13267",2,36,"2009-12-07 16:56:00","2011-12-07 11:12:00",730,"Converted"
"15136",2,4,"2011-09-04 16:05:00","2011-12-07 12:26:00",94,"Converted"
"16571",2,10,"2010-03-18 09:12:00","2011-12-06 14:07:00",628,"Converted"
"12583",2,27,"2009-12-06 11:57:00","2011-12-07 08:07:00",731,"Converted"
"13225",2,16,"2009-12-17 09:09:00","2011-12-06 13:29:00",719,"Converted"
"15822",2,6,"2009-12-06 14:34:00","2011-12-06 14:50:00",730,"Converted"
"12967",2,3,"2010-11-21 11:03:00","2011-12-06 14:19:00",380,"Converted"
"12828",2,6,"2011-08-01 16:16:00","2011-12-07 08:45:00",128,"Converted"
"14298",2,82,"2009-12-11 13:49:00","2011-12-06 15:04:00",725,"Converted"
"15622",2,17,"2010-01-07 13:24:00","2011-12-06 14:57:00",698,"Converted"
"16201",2,5,"2010-10-20 12:00:00","2011-12-06 16:02:00",412,"Converted"
"16711",2,9,"2009-12-02 13:22:00","2011-12-06 16:32:00",734,"Converted"
"16000",2,3,"2011-12-07 12:14:00","2011-12-07 12:17:00",0,"Converted"
"17883",2,7,"2010-02-25 20:07:00","2011-12-06 17:49:00",649,"Converted"
"17017",2,29,"2009-12-03 13:22:00","2011-12-07 09:32:00",734,"Converted"
"16143",2,12,"2009-12-10 09:44:00","2011-12-06 14:13:00",726,"Converted"
"15984",2,30,"2009-12-01 13:38:00","2011-12-07 12:16:00",736,"Converted"
"13743",2,7,"2011-03-25 14:46:00","2011-12-07 10:09:00",257,"Converted"
"14673",2,7,"2010-10-26 10:14:00","2011-12-06 14:31:00",406,"Converted"
"14868",2,12,"2010-10-15 14:52:00","2011-12-06 14:49:00",417,"Converted"
"15814",2,6,"2010-04-15 14:31:00","2011-12-06 15:01:00",600,"Converted"
"17705",2,11,"2010-05-12 09:47:00","2011-12-06 13:45:00",573,"Converted"
"13014",2,11,"2010-10-03 11:35:00","2011-12-07 09:24:00",430,"Converted"
"14907",2,16,"2009-12-08 18:35:00","2011-12-06 14:14:00",728,"Converted"
"17042",2,5,"2011-04-06 14:53:00","2011-12-07 12:26:00",245,"Converted"
"13362",2,7,"2010-10-10 15:27:00","2011-12-06 13:57:00",422,"Converted"
"17511",2,60,"2009-12-02 10:52:00","2011-12-07 10:12:00",735,"Converted"
"14503",2,6,"2011-06-14 10:00:00","2011-12-06 13:30:00",175,"Converted"
"16016",2,11,"2010-11-02 13:27:00","2011-12-06 14:35:00",399,"Converted"
"17119",2,2,"2011-10-11 11:03:00","2011-12-06 14:40:00",56,"Converted"
"15023",2,20,"2010-02-03 15:45:00","2011-12-06 17:23:00",671,"Converted"
"13685",2,7,"2011-10-10 12:59:00","2011-12-07 11:41:00",58,"Converted"
"16987",2,11,"2009-12-02 14:34:00","2011-12-06 17:26:00",734,"Converted"
"14769",2,17,"2009-12-16 09:17:00","2011-12-07 10:24:00",721,"Converted"
"14534",2,26,"2010-03-15 14:16:00","2011-12-07 12:19:00",632,"Converted"
"14527",2,121,"2009-12-02 12:06:00","2011-12-07 12:19:00",735,"Converted"
"16678",2,12,"2011-03-02 09:24:00","2011-12-07 12:17:00",280,"Converted"
"15969",2,5,"2010-07-05 13:10:00","2011-12-07 11:06:00",520,"Converted"
"16076",2,10,"2011-05-15 12:31:00","2011-12-06 14:59:00",205,"Converted"
"18225",2,26,"2009-12-04 16:51:00","2011-12-06 13:27:00",732,"Converted"
"15750",2,18,"2009-12-01 16:26:00","2011-12-07 12:34:00",736,"Converted"
"16458",2,30,"2010-05-26 14:38:00","2011-12-07 09:34:00",560,"Converted"
"14293",2,9,"2009-12-10 10:57:00","2011-12-06 15:17:00",726,"Converted"
"16313",2,2,"2011-10-21 09:04:00","2011-12-06 13:02:00",46,"Converted"
"14216",2,5,"2010-10-21 15:07:00","2011-12-06 14:56:00",411,"Converted"
"17861",2,18,"2009-12-10 10:33:00","2011-12-06 16:21:00",726,"Converted"
"18219",2,17,"2009-12-07 13:17:00","2011-12-07 11:43:00",730,"Converted"
"14282",2,25,"2010-02-15 11:22:00","2011-12-06 17:04:00",659,"Converted"
"17857",2,23,"2010-03-08 12:09:00","2011-12-06 13:41:00",638,"Converted"
"14141",2,4,"2011-08-26 14:40:00","2011-12-07 09:53:00",103,"Converted"
"12785",2,3,"2009-12-08 13:56:00","2011-12-07 12:46:00",729,"Converted"
"13882",2,5,"2011-10-06 15:28:00","2011-12-07 11:16:00",62,"Converted"
"12820",2,11,"2009-12-05 13:37:00","2011-12-06 15:12:00",731,"Converted"
"17730",2,20,"2010-04-29 11:48:00","2011-12-06 15:43:00",586,"Converted"
"13104",2,9,"2010-02-24 15:06:00","2011-12-06 13:10:00",650,"Converted"
"16495",2,3,"2011-03-08 16:38:00","2011-12-06 13:20:00",273,"Converted"
"15568",2,3,"2011-09-27 14:37:00","2011-12-07 11:27:00",71,"Converted"
"17503",2,2,"2011-11-01 11:12:00","2011-12-07 09:18:00",36,"Converted"
"14871",2,9,"2009-12-01 11:57:00","2011-12-06 13:42:00",735,"Converted"
"14578",2,1,"2011-12-06 17:18:00","2011-12-06 17:18:00",0,"Converted"
"14910",2,4,"2011-10-16 11:06:00","2011-12-07 10:06:00",52,"Converted"
"14087",2,3,"2009-12-04 15:27:00","2011-12-07 12:41:00",733,"Converted"
"13668",2,35,"2009-12-11 14:28:00","2011-12-07 12:14:00",726,"Converted"
"14572",2,11,"2010-03-28 13:47:00","2011-12-06 14:40:00",618,"Converted"
"12753",3,6,"2010-12-12 11:44:00","2011-12-06 11:40:00",359,"Converted"
"16851",3,3,"2011-10-19 09:48:00","2011-12-05 13:32:00",47,"Converted"
"16684",3,55,"2009-12-07 12:56:00","2011-12-05 14:06:00",728,"Converted"
"17426",3,13,"2010-02-17 13:39:00","2011-12-05 16:12:00",656,"Converted"
