"invoice_no","stock_code","description","quantity","unit_price","customer_id","invoice_date"
"493246","79165","",1,0.00,"","2009-12-22 13:49:00"
"493250","84811A","",1,0.00,"","2009-12-22 13:50:00"
"493248","84255A","",1,0.00,"","2009-12-22 13:50:00"
"493247","72483","",2,0.00,"","2009-12-22 13:50:00"
"493249","16195","",1,0.00,"","2009-12-22 13:50:00"
"493251","47567","",1,0.00,"","2009-12-22 13:50:00"
"493252","20683","",1,0.00,"","2009-12-22 13:51:00"
"493254","72487","",1,0.00,"","2009-12-22 13:51:00"
"493253","71028A","",1,0.00,"","2009-12-22 13:51:00"
"493255","37484","",1,0.00,"","2009-12-22 13:52:00"
"493256","37468","",1,0.00,"","2009-12-22 13:52:00"
"493268","DCGS0066N","",1,0.00,"","2009-12-22 15:07:00"
"493272","20737","",1,0.00,"","2009-12-22 15:08:00"
"493270","20721","",1,0.00,"","2009-12-22 15:08:00"
"493274","84899A","",1,0.00,"","2009-12-22 15:09:00"
"493275","84928","",1,0.00,"","2009-12-22 15:10:00"
"493277","84972L","",1,0.00,"","2009-12-22 15:10:00"
"493280","47347A","",2,0.00,"","2009-12-22 15:11:00"
"493279","72803B","",3,0.00,"","2009-12-22 15:11:00"
"493278","72785A","",2,0.00,"","2009-12-22 15:11:00"
"493284","48172","",1,0.00,"","2009-12-22 15:12:00"
"493282","85098A","",1,0.00,"","2009-12-22 15:12:00"
"493285","79309A","",1,0.00,"","2009-12-22 15:12:00"
"493281","84927C","",2,0.00,"","2009-12-22 15:12:00"
"493286","72778","",1,0.00,"","2009-12-22 15:13:00"
"493289","DCGS0066N","",1,0.00,"","2009-12-22 15:13:00"
"493291","84945","",1,0.00,"","2009-12-22 15:13:00"
"493292","84757","",1,0.00,"","2009-12-22 15:14:00"
"493293","21560","",3,0.00,"","2009-12-22 15:15:00"
"493294","TEST002","",1,0.00,"","2009-12-22 15:15:00"
"493295","35945","",1,0.00,"","2009-12-22 15:16:00"
"493296","35598C","",1,0.00,"","2009-12-22 15:16:00"
"493298","90121A","",1,0.00,"","2009-12-22 15:17:00"
"493299","85184A","",1,0.00,"","2009-12-22 15:17:00"
"493297","85018C","",3,0.00,"","2009-12-22 15:17:00"
"493343","37492C","",23,0.00,"","2009-12-23 10:04:00"
"493508","20887","",9,0.00,"","2010-01-04 15:08:00"
"493510","40046C","",7,0.00,"","2010-01-04 15:08:00"
"493509","21558","",7,0.00,"","2010-01-04 15:08:00"
"493512","37509","",3,0.00,"","2010-01-04 15:09:00"
"493513","47009","",3,0.00,"","2010-01-04 15:09:00"
"493511","84753A","",89,0.00,"","2010-01-04 15:09:00"
"493514","20911","",2,0.00,"","2010-01-04 15:09:00"
"493517","84029D","",2,0.00,"","2010-01-04 15:11:00"
"493515","20940","",2,0.00,"","2010-01-04 15:11:00"
"493516","35990","",2,0.00,"","2010-01-04 15:11:00"
"493518","84671A","",2,0.00,"","2010-01-04 15:12:00"
"493519","90004A","",2,0.00,"","2010-01-04 15:12:00"
"493520","90121B","",6,0.00,"","2010-01-04 15:12:00"
"493521","20870","",1,0.00,"","2010-01-04 15:12:00"
"493524","21479","",1,0.00,"","2010-01-04 15:13:00"
"493522","20973","",1,0.00,"","2010-01-04 15:13:00"
"493523","21353","",1,0.00,"","2010-01-04 15:13:00"
"493525","22141","",1,0.00,"","2010-01-04 15:13:00"
"493526","22213","",1,0.00,"","2010-01-04 15:14:00"
"493527","35980C","",200,0.00,"","2010-01-04 15:15:00"
"493529","84855","",1,0.00,"","2010-01-04 15:16:00"
"493530","84877C","",1,0.00,"","2010-01-04 15:16:00"
"493528","62097A","",4,0.00,"","2010-01-04 15:16:00"
"493531","85064","",1,0.00,"","2010-01-04 15:17:00"
"493532","85232C","",1,0.00,"","2010-01-04 15:17:00"
"493533","90082C","",3,0.00,"","2010-01-04 15:18:00"
"493534","90091","",1,0.00,"","2010-01-04 15:19:00"
"493697","21981","",100,0.00,"","2010-01-05 13:41:00"
"493837","17129D","",120,0.00,"","2010-01-07 13:49:00"
"494034","17129D","",900,0.00,"","2010-01-11 11:09:00"
"494159","84347","",19,0.00,"","2010-01-11 16:32:00"
"494232","84347","",14,0.00,"","2010-01-12 14:16:00"
"494255","84925D","",214,0.00,"","2010-01-12 16:44:00"
"494274","20714","",20,0.00,"","2010-01-13 10:05:00"
"494374","20913","",7,0.00,"","2010-01-13 16:37:00"
"494373","21477","",12,0.00,"","2010-01-13 16:37:00"
"494376","20968","",1,0.00,"","2010-01-13 16:38:00"
"494375","72045D","",2,0.00,"","2010-01-13 16:38:00"
"494380","gift_0001_30","",5,0.00,"","2010-01-13 17:39:00"
"494565","16206B","",96,0.00,"","2010-01-15 10:58:00"
"494610","21731","",144,0.00,"","2010-01-15 13:12:00"
"494813","84029D","",48,0.00,"","2010-01-18 18:11:00"
"494923","79321","",22,0.00,"","2010-01-20 10:10:00"
"494924","79321","",1,0.00,"","2010-01-20 10:11:00"
"495081","21478","",1,0.00,"","2010-01-21 09:40:00"
"495083","20913","",1,0.00,"","2010-01-21 10:12:00"
"495082","22144","",1,0.00,"","2010-01-21 10:12:00"
"495089","84795E","",2,0.00,"","2010-01-21 10:48:00"
"495303","84933C","",4,0.00,"","2010-01-22 13:43:00"
"495330","84494B","",18,0.00,"","2010-01-22 16:01:00"
"495334","85070","",3,0.00,"","2010-01-22 16:47:00"
"495335","84723","",7,0.00,"","2010-01-22 17:10:00"
"495588","72739B","",164,0.00,"","2010-01-26 10:22:00"
"495590","47562","",80,0.00,"","2010-01-26 10:24:00"
"495592","46000P","",10,0.00,"","2010-01-26 10:26:00"
"495593","72789","",80,0.00,"","2010-01-26 10:29:00"
"495596","21554","",3,0.00,"","2010-01-26 10:30:00"
"495597","18096C","",2,0.00,"","2010-01-26 10:30:00"
"495598","20791","",2,0.00,"","2010-01-26 10:30:00"
"495595","21478","",219,0.00,"","2010-01-26 10:30:00"
"495600","21340","",2,0.00,"","2010-01-26 10:31:00"
"495599","21322","",2,0.00,"","2010-01-26 10:31:00"
"495601","21893","",5,0.00,"","2010-01-26 10:31:00"
"495602","21914","",2,0.00,"","2010-01-26 10:31:00"
"495606","18097B","",1,0.00,"","2010-01-26 10:32:00"
"495604","84288B","",5,0.00,"","2010-01-26 10:32:00"
"495603","72796A","",2,0.00,"","2010-01-26 10:32:00"
"495607","21252","",1,0.00,"","2010-01-26 10:32:00"
"495608","21363","",1,0.00,"","2010-01-26 10:33:00"
"495611","21551","",1,0.00,"","2010-01-26 10:37:00"
"495610","21409","",1,0.00,"","2010-01-26 10:37:00"
"495612","21779","",1,0.00,"","2010-01-26 10:39:00"
"495613","37446","",1,0.00,"","2010-01-26 10:40:00"
"495614","72785A","",20,0.00,"","2010-01-26 10:40:00"
"495615","84030B","",1,0.00,"","2010-01-26 10:41:00"
"495616","84255A","",1,0.00,"","2010-01-26 10:41:00"
"495617","84921","",35,0.00,"","2010-01-26 10:41:00"
"495621","85166A","",1,0.00,"","2010-01-26 10:44:00"
"495619","85023A","",2,0.00,"","2010-01-26 10:44:00"
"495620","85043","",1,0.00,"","2010-01-26 10:44:00"
"495623","85232C","",1,0.00,"","2010-01-26 10:44:00"
"495618","84945","",1,0.00,"","2010-01-26 10:44:00"
"495704","72803B","",30,0.00,"","2010-01-26 13:00:00"
"495857","18097B","",5,0.00,"","2010-01-27 10:56:00"
"495860","16254","",70,0.00,"","2010-01-27 10:57:00"
"495893","35822B","",21,0.00,"","2010-01-27 12:22:00"
"496076","84596I","",72,0.00,"","2010-01-28 17:47:00"
"496078","46775A","",1,0.00,"","2010-01-28 17:49:00"
"496077","46307","",52,0.00,"","2010-01-28 17:49:00"
"496080","84251C","",260,0.00,"","2010-01-28 17:53:00"
"496082","84292B","",3,0.00,"","2010-01-28 17:54:00"
"496169","22657","",60,0.00,"","2010-01-29 11:51:00"
"496246","84803B","",18,0.00,"","2010-01-29 15:45:00"
"496248","gift_0001_40","",3,0.00,"","2010-01-29 16:17:00"
"496249","gift_0001_50","",3,0.00,"","2010-01-29 16:17:00"
"496250","gift_0001_60","",3,0.00,"","2010-01-29 16:17:00"
"496251","gift_0001_70","",2,0.00,"","2010-01-29 16:17:00"
"496253","22016","",1,0.00,"","2010-01-29 16:18:00"
"496252","gift_0001_90","",2,0.00,"","2010-01-29 16:18:00"
"496479","84227","",70,0.00,"","2010-02-01 16:23:00"
"496489","22139","",1,0.00,"","2010-02-01 17:17:00"
"496622","21551","",1,0.00,"","2010-02-03 09:16:00"
"496620","21479","",2,0.00,"","2010-02-03 09:16:00"
"496632","16207A","",10,0.00,"","2010-02-03 11:06:00"
"496633","84925A","",15,0.00,"","2010-02-03 11:06:00"
"496634","20736","",7,0.00,"","2010-02-03 11:07:00"
"496635","21967","",2,0.00,"","2010-02-03 11:07:00"
"496638","51012C","",12,0.00,"","2010-02-03 11:08:00"
"496637","72785B","",1,0.00,"","2010-02-03 11:08:00"
"496636","90121B","",1,0.00,"","2010-02-03 11:08:00"
"496640","85018C","",3,0.00,"","2010-02-03 11:14:00"
"496680","84450A","",4,0.00,"","2010-02-03 12:58:00"
"496682","22139","",1,0.00,"","2010-02-03 13:01:00"
"496719","85023A","",2,0.00,"","2010-02-03 14:02:00"
"496729","44091A","",23,0.00,"","2010-02-03 14:24:00"
"496733","82011E","",1,0.00,"","2010-02-03 14:25:00"
"496783","22169","",2,0.00,"","2010-02-03 16:02:00"
"496888","79303A","",1,0.00,"","2010-02-04 14:16:00"
"496891","84798C","",2,0.00,"","2010-02-04 14:17:00"
"496942","84425A","",9,0.00,"","2010-02-04 17:22:00"
"496970","21338","",3,0.00,"","2010-02-04 19:46:00"
"497011","84081","",2,0.00,"","2010-02-05 12:36:00"
"497012","84705C","",8,0.00,"","2010-02-05 12:37:00"
"497101","16168S","",29,0.00,"","2010-02-05 15:05:00"
"497169","84926B","",15,0.00,"","2010-02-05 17:23:00"
"497192","21098","",32,0.00,"","2010-02-05 17:48:00"
"497355","21489","",1,0.00,"","2010-02-08 17:00:00"
"497685","22058","",2,0.00,"","2010-02-11 15:02:00"
"497686","37451","",1,0.00,"","2010-02-11 15:03:00"
"497687","84830","",4,0.00,"","2010-02-11 15:04:00"
"497689","90082C","",1,0.00,"","2010-02-11 15:05:00"
"497688","84030B","",1,0.00,"","2010-02-11 15:05:00"
"497700","84251J","",56,0.00,"","2010-02-11 16:18:00"
"497717","20804","",6,0.00,"","2010-02-11 18:08:00"
"497725","10124A","",76,0.00,"","2010-02-11 18:13:00"
"497729","72796B","",4,0.00,"","2010-02-11 18:14:00"
"497815","22058","",192,0.00,"","2010-02-12 14:52:00"
"497848","20698","",60,0.00,"","2010-02-12 16:43:00"
"497853","37477C","",20,0.00,"","2010-02-12 16:46:00"
"497855","85097B","",17,0.00,"","2010-02-12 16:47:00"
"497866","72799A","",19,0.00,"","2010-02-12 16:54:00"
"497865","21729","",171,0.00,"","2010-02-12 16:54:00"
"497945","47503F","",270,0.00,"","2010-02-15 11:55:00"
"498024","20747","",128,0.00,"","2010-02-15 17:15:00"
"498058","84845C","",30,0.00,"","2010-02-16 12:12:00"
"498059","84845D","",3,0.00,"","2010-02-16 12:12:00"
"498064","20899","",3,0.00,"","2010-02-16 12:16:00"
"498068","37462E","",115,0.00,"","2010-02-16 12:18:00"
"498080","77079","",30,0.00,"","2010-02-16 12:22:00"
"498079","37488A","",10,0.00,"","2010-02-16 12:22:00"
"498088","44217M","",1,0.00,"","2010-02-16 12:26:00"
"498087","79321","",1,0.00,"","2010-02-16 12:26:00"
"498393","22432","",4200,0.00,"","2010-02-18 15:09:00"
"498620","85114C","",60,0.00,"","2010-02-22 10:37:00"
"498623","82553","",1,0.00,"","2010-02-22 10:38:00"
"498621","22197","",5,0.00,"","2010-02-22 10:38:00"
"498624","21477","",1,0.00,"","2010-02-22 10:39:00"
"498727","46000P","",5,0.00,"","2010-02-22 15:39:00"
"498747","16044","",96,0.00,"","2010-02-22 16:41:00"
"498748","21984","",23,0.00,"","2010-02-22 16:42:00"
"498749","84288B","",22,0.00,"","2010-02-22 16:42:00"
"498750","90002A","",7,0.00,"","2010-02-22 16:43:00"
"498751","35001B","",7,0.00,"","2010-02-22 16:43:00"
"498752","21309","",1,0.00,"","2010-02-22 16:43:00"
"498753","84464","",3,0.00,"","2010-02-22 16:43:00"
"498754","21256","",2,0.00,"","2010-02-22 16:44:00"
"498755","20672","",1,0.00,"","2010-02-22 16:44:00"
"498865","16207B","",5,0.00,"","2010-02-23 12:25:00"
"498875","15056P","",25,0.00,"","2010-02-23 12:28:00"
"498881","15056BL","",90,0.00,"","2010-02-23 12:52:00"
"498940","72728","",347,0.00,"","2010-02-24 10:58:00"
"498941","21387","",28,0.00,"","2010-02-24 11:00:00"
"498942","37485","",1,0.00,"","2010-02-24 11:00:00"
"499134","21095","",140,0.00,"","2010-02-24 16:30:00"
"499241","21387","",16,0.00,"","2010-02-25 13:24:00"
"499407","72732","",2472,0.00,"","2010-02-26 14:58:00"
"499409","72759","",524,0.00,"","2010-02-26 14:59:00"
"499522","37410","",36,0.00,"","2010-03-01 10:16:00"
"499609","20849","",20,0.00,"","2010-03-01 12:38:00"
"499612","20776","",7,0.00,"","2010-03-01 12:39:00"
"499614","20774","",30,0.00,"","2010-03-01 12:39:00"
"499613","20775","",60,0.00,"","2010-03-01 12:39:00"
"499616","20731","",46,0.00,"","2010-03-01 12:40:00"
"499618","21553","",24,0.00,"","2010-03-01 12:42:00"
"499661","22295","",2,0.00,"","2010-03-01 15:16:00"
"499662","90111","",1,0.00,"","2010-03-01 15:18:00"
"499667","84227","",43,0.00,"","2010-03-01 15:53:00"
"499666","21396","",288,0.00,"","2010-03-01 15:53:00"
"499670","21623","",1,0.00,"","2010-03-01 15:55:00"
"499669","21340","",1,0.00,"","2010-03-01 15:55:00"
"499671","22139","",1,0.00,"","2010-03-01 15:55:00"
"499668","71477","",3,0.00,"","2010-03-01 15:55:00"
"499673","84706A","",1,0.00,"","2010-03-01 15:56:00"
"499672","84520D","",1,0.00,"","2010-03-01 15:56:00"
"499755","72750C","",8,0.00,"","2010-03-02 12:09:00"
"499807","21340","",4,0.00,"","2010-03-02 15:48:00"
"499806","84947","",24,0.00,"","2010-03-02 15:48:00"
"499839","22657","",5,0.00,"","2010-03-02 16:17:00"
"499840","84219","",7,0.00,"","2010-03-02 16:18:00"
"499844","20952","",40,0.00,"","2010-03-02 16:19:00"
"499860","84997A","",1,0.00,"","2010-03-02 17:09:00"
"499865","84030B","",2,0.00,"","2010-03-02 17:10:00"
"499863","21984","",1,0.00,"","2010-03-02 17:10:00"
"499861","79321","",1,0.00,"","2010-03-02 17:10:00"
"500007","82613A","",156,0.00,"","2010-03-04 09:51:00"
"500027","72045D","",15,0.00,"","2010-03-04 11:20:00"
"500028","82585","",5,0.00,"","2010-03-04 11:22:00"
"500112","21477","",2,0.00,"","2010-03-04 12:45:00"
"500290","35096A","",54,0.00,"","2010-03-05 15:43:00"
"500497","21914","",24,0.00,"","2010-03-08 13:16:00"
"500499","21967","",3,0.00,"","2010-03-08 13:18:00"
"500543","37502","",129,0.00,"","2010-03-08 15:31:00"
"500548","79321","",1,0.00,"","2010-03-08 15:32:00"
"500545","84427B","",11,0.00,"","2010-03-08 15:32:00"
"500547","72484","",5,0.00,"","2010-03-08 15:32:00"
"500544","84427B","",2,0.00,"","2010-03-08 15:32:00"
"500550","90111","",1,0.00,"","2010-03-08 15:33:00"
"500549","85185F","",1,0.00,"","2010-03-08 15:33:00"
"500552","85049C","",1,0.00,"","2010-03-08 15:33:00"
"500553","20672","",1,0.00,"","2010-03-08 15:33:00"
"500554","22174","",12,0.00,"","2010-03-08 15:34:00"
"500556","21984","",2,0.00,"","2010-03-08 15:34:00"
"500555","90084","",2,0.00,"","2010-03-08 15:34:00"
"500557","84030B","",2,0.00,"","2010-03-08 15:35:00"
"500558","84030C","",5,0.00,"","2010-03-08 15:35:00"
"500559","22125","",2,0.00,"","2010-03-08 15:35:00"
"500560","72796A","",2,0.00,"","2010-03-08 15:35:00"
"500680","84803B","",58,0.00,"","2010-03-09 12:30:00"
"500684","84925D","",192,0.00,"","2010-03-09 12:33:00"
"500693","37502","",216,0.00,"","2010-03-09 12:36:00"
"500735","47503F","",2,0.00,"","2010-03-09 16:32:00"
"500897","22139","",1,0.00,"","2010-03-11 08:57:00"
"500927","21984","",6,0.00,"","2010-03-11 11:43:00"
"501012","21623","",36,0.00,"","2010-03-11 15:40:00"
"501026","22364","",100,0.00,"","2010-03-11 16:24:00"
"501024","22362","",100,0.00,"","2010-03-11 16:24:00"
"501032","22125","",31,0.00,"","2010-03-11 18:11:00"
"501112","35970","",11,0.00,"","2010-03-12 13:46:00"
"501113","84855","",24,0.00,"","2010-03-12 14:01:00"
"501115","20688","",420,0.00,"","2010-03-12 14:05:00"
"501116","20689","",39,0.00,"","2010-03-12 14:06:00"
"501162","20989","",1,0.00,"","2010-03-15 09:32:00"
"501163","84767","",1,0.00,"","2010-03-15 09:33:00"
"501165","84437A","",47,0.00,"","2010-03-15 09:41:00"
"501183","21255","",44,0.00,"","2010-03-15 11:41:00"
"501286","16161P","",30,0.00,"","2010-03-15 14:56:00"
"501287","85053","",4,0.00,"","2010-03-15 15:05:00"
"501309","16244A","",7,0.00,"","2010-03-16 09:03:00"
"501527","35001B","",6,0.00,"","2010-03-17 12:30:00"
"501561","37509","",36,0.00,"","2010-03-17 16:57:00"
"501833","84402D","",4,0.00,"","2010-03-19 16:44:00"
"501838","20804","",1,0.00,"","2010-03-19 17:11:00"
"501842","20989","",2,0.00,"","2010-03-19 17:13:00"
"501843","79413","",1,0.00,"","2010-03-19 17:13:00"
"501933","84219","",1,0.00,"","2010-03-22 11:32:00"
"501932","21752","",1,0.00,"","2010-03-22 11:32:00"
"501946","79303D","",15,0.00,"","2010-03-22 11:54:00"
"502364","84469","",18,0.00,"","2010-03-24 11:20:00"
"502647","84984B","",71,0.00,"","2010-03-25 16:48:00"
"502782","17109A","",61,0.00,"","2010-03-26 14:41:00"
"503500","85196","",11,0.00,"","2010-04-01 12:30:00"
"503501","85206B","",20,0.00,"","2010-04-01 12:30:00"
"503519","21384","",100,0.00,"","2010-04-01 13:07:00"
"503524","48195","",6,0.00,"","2010-04-01 13:11:00"
"503530","35978","",48,0.00,"","2010-04-01 13:14:00"
"503552","85014D","",1,0.00,"","2010-04-01 15:16:00"
"503553","22146","",74,0.00,"","2010-04-01 15:18:00"
"503555","84447","",5,0.00,"","2010-04-01 15:19:00"
"503556","37326","",2,0.00,"","2010-04-01 15:19:00"
"503558","72750C","",2,0.00,"","2010-04-01 15:20:00"
"503557","21385","",15,0.00,"","2010-04-01 15:20:00"
"503559","84925A","",1,0.00,"","2010-04-01 15:21:00"
"503560","84814A","",1,0.00,"","2010-04-01 15:21:00"
"503561","84750A","",3,0.00,"","2010-04-01 15:21:00"
"503563","84746","",2,0.00,"","2010-04-01 15:22:00"
"503564","85167A","",2,0.00,"","2010-04-01 15:22:00"
"503562","84219","",1,0.00,"","2010-04-01 15:22:00"
"503566","21173","",1,0.00,"","2010-04-01 15:23:00"
"503565","22290","",1,0.00,"","2010-04-01 15:23:00"
"503596","84467","",11,0.00,"","2010-04-06 09:21:00"
"503727","21321","",5,0.00,"","2010-04-06 16:48:00"
"503818","21193","",1,0.00,"","2010-04-07 14:47:00"
"503843","84914A","",8,0.00,"","2010-04-07 17:21:00"
"504446","22719","",1800,0.00,"","2010-04-13 14:39:00"
"504453","22528","",4800,0.00,"","2010-04-13 15:34:00"
"504456","22558","",4800,0.00,"","2010-04-13 15:35:00"
"504476","84875D","",128,0.00,"","2010-04-14 09:51:00"
"505069","47503A","",2651,0.00,"","2010-04-19 17:02:00"
"505071","84467","",38,0.00,"","2010-04-19 17:14:00"
"505072","22180","",11,0.00,"","2010-04-19 17:14:00"
"505074","22429","",1,0.00,"","2010-04-19 17:15:00"
"505073","20685","",3,0.00,"","2010-04-19 17:15:00"
"505217","37501","",327,0.00,"","2010-04-21 10:24:00"
"505218","84247H","",16,0.00,"","2010-04-21 10:26:00"
"505219","21255","",3,0.00,"","2010-04-21 10:26:00"
"505221","21663","",2,0.00,"","2010-04-21 10:27:00"
"505220","47504G","",25,0.00,"","2010-04-21 10:27:00"
"505222","21321","",1,0.00,"","2010-04-21 10:27:00"
"505225","90197D","",1,0.00,"","2010-04-21 10:28:00"
