"invoice_no","stock_code","description","quantity","unit_price","customer_id","invoice_date"
"494166","22263","FELT EGG COSY LADYBIRD ",1,1.66,"","2010-01-12 09:47:00"
"494166","22271","FELTCRAFT DOLL ROSIE",2,5.91,"","2010-01-12 09:47:00"
"494166","22272","FELTCRAFT DOLL MARIA",3,5.91,"","2010-01-12 09:47:00"
"494166","22273","FELTCRAFT DOLL MOLLY",3,5.91,"","2010-01-12 09:47:00"
"494166","22274","FELTCRAFT DOLL EMILY",4,5.91,"","2010-01-12 09:47:00"
"494166","22294","HEART FILIGREE DOVE  SMALL",2,2.51,"","2010-01-12 09:47:00"
"494166","22297","HEART IVORY TRELLIS SMALL",2,2.51,"","2010-01-12 09:47:00"
"494166","22299","PIG KEYRING WITH LIGHT & SOUND ",2,2.51,"","2010-01-12 09:47:00"
"494166","22324","BLUE POLKADOT KIDS BAG",2,3.36,"","2010-01-12 09:47:00"
"494166","22325","MOBILE VINTAGE HEARTS ",3,3.36,"","2010-01-12 09:47:00"
"494166","22331","WOODLAND PARTY BAG + STICKER SET",1,3.36,"","2010-01-12 09:47:00"
"494166","22333","RETRO SPORT PARTY BAG + STICKER SET",1,3.36,"","2010-01-12 09:47:00"
"494166","22353","LUNCHBOX WITH CUTLERY FAIRY CAKES ",1,5.06,"","2010-01-12 09:47:00"
"494166","35001W","HAND OPEN SHAPE DECO.WHITE",2,4.21,"","2010-01-12 09:47:00"
"494166","35004B","SET OF 3 BLACK FLYING DUCKS",2,5.91,"","2010-01-12 09:47:00"
"494166","35004P","SET OF 3 PINK FLYING DUCKS",2,5.91,"","2010-01-12 09:47:00"
"494166","35961","FOLKART ZINC HEART CHRISTMAS DEC",3,1.66,"","2010-01-12 09:47:00"
"494166","37495","FAIRY CAKE BIRTHDAY CANDLE SET",1,7.62,"","2010-01-12 09:47:00"
"494166","46775A","BUBBLE GUM CHUNKY KNITTED THROW ",3,11.02,"","2010-01-12 09:47:00"
"494166","46775D","SUNSET COLOUR CHUNKY KNITTED THROW",1,11.02,"","2010-01-12 09:47:00"
"494166","46775E","CANDY POP CHUNKY KNITTED THROW ",2,11.02,"","2010-01-12 09:47:00"
"494166","46776C","WOVEN FROST CUSHION COVER",5,4.21,"","2010-01-12 09:47:00"
"494166","46776E","WOVEN CANDY CUSHION COVER ",2,4.21,"","2010-01-12 09:47:00"
"494166","47566","PARTY BUNTING",3,8.47,"","2010-01-12 09:47:00"
"494166","47566B","TEA TIME PARTY BUNTING",1,8.47,"","2010-01-12 09:47:00"
"494166","47594B","SCOTTIES DESIGN WASHBAG",1,4.21,"","2010-01-12 09:47:00"
"494166","48111","DOOR MAT 3 SMILEY CATS",1,13.57,"","2010-01-12 09:47:00"
"494166","48187","DOOR MAT NEW ENGLAND",1,13.57,"","2010-01-12 09:47:00"
"494166","70006","LOVE HEART POCKET WARMER",1,1.66,"","2010-01-12 09:47:00"
"494166","71053","WHITE METAL LANTERN",1,8.47,"","2010-01-12 09:47:00"
"494166","71459","HANGING JAM JAR T-LIGHT HOLDER",2,6.77,"","2010-01-12 09:47:00"
"494166","72799F","IVORY PILLAR CANDLE GOLD FLOCK",2,5.91,"","2010-01-12 09:47:00"
"494166","79066K","RETRO MOD TRAY",1,1.66,"","2010-01-12 09:47:00"
"494166","79191C","RETRO PLASTIC ELEPHANT TRAY",2,1.66,"","2010-01-12 09:47:00"
"494166","79320"," FLAMINGO LIGHTS",1,11.02,"","2010-01-12 09:47:00"
"494166","79321","CHILLI LIGHTS",1,10.17,"","2010-01-12 09:47:00"
"494166","79323W"," WHITE CHERRY LIGHTS",1,13.57,"","2010-01-12 09:47:00"
"494166","81952B","ROUND BLUE CLOCK W/SUCKER",3,1.66,"","2010-01-12 09:47:00"
"494166","81952V","ROUND PURPLE CLOCK W/SUCKER",2,1.66,"","2010-01-12 09:47:00"
"494166","82076","BEECH WOOD PHOTO FRAME ",1,3.36,"","2010-01-12 09:47:00"
"494166","82483","WOOD 2 DRAWER CABINET WHITE FINISH",1,12.72,"","2010-01-12 09:47:00"
"494166","82551","LAUNDRY 15C METAL SIGN",1,2.51,"","2010-01-12 09:47:00"
"494166","82567","AIRLINE LOUNGE,METAL SIGN",4,1.66,"","2010-01-12 09:47:00"
"494166","82583","HOT BATHS METAL SIGN",1,4.21,"","2010-01-12 09:47:00"
"494166","82605","OLD DOC.RUSSEL METAL SIGN",1,1.66,"","2010-01-12 09:47:00"
"494166","84029E","RED WOOLLY HOTTIE WHITE HEART.",1,7.62,"","2010-01-12 09:47:00"
"494166","84031B","CHARLIE LOLA BLUE HOT WATER BOTTLE ",1,4.21,"","2010-01-12 09:47:00"
"494166","84032A","CHARLIE+LOLA PINK HOT WATER BOTTLE",2,2.51,"","2010-01-12 09:47:00"
"494166","84380","SET OF 3 BUTTERFLY COOKIE CUTTERS",1,2.51,"","2010-01-12 09:47:00"
"494166","84520B","PACK 20 ENGLISH ROSE PAPER NAPKINS",6,1.66,"","2010-01-12 09:47:00"
"494166","84578","ELEPHANT TOY WITH BLUE T-SHIRT",1,4.21,"","2010-01-12 09:47:00"
"494166","84596B","SMALL DOLLY MIX DESIGN ORANGE BOWL",3,1.66,"","2010-01-12 09:47:00"
"494166","84596E","SMALL LICORICE DES PINK BOWL",3,1.66,"","2010-01-12 09:47:00"
"494166","84596F","SMALL MARSHMALLOWS PINK BOWL",2,1.66,"","2010-01-12 09:47:00"
"494166","84596G","SMALL CHOCOLATES PINK BOWL",1,1.66,"","2010-01-12 09:47:00"
"494166","84596J","MIXED NUTS LIGHT GREEN BOWL",2,1.66,"","2010-01-12 09:47:00"
"494166","84596K","JELLY BABIES YELLOW SMALL BOWL",3,1.66,"","2010-01-12 09:47:00"
"494166","84596L","BISCUITS SMALL BOWL LIGHT BLUE",2,1.66,"","2010-01-12 09:47:00"
"494166","84661A","WHITE SQUARE TABLE CLOCK",1,5.06,"","2010-01-12 09:47:00"
"494166","84682","CLASSICAL ROSE DISH",1,5.91,"","2010-01-12 09:47:00"
"494166","84836","ZINC METAL HEART DECORATION",4,2.51,"","2010-01-12 09:47:00"
"494166","84839","SWEETHEART KEY CABINET",1,12.72,"","2010-01-12 09:47:00"
"494166","84843","WHITE SOAP RACK WITH 2 BOTTLES",1,11.87,"","2010-01-12 09:47:00"
"494166","84946","ANTIQUE SILVER TEA GLASS ETCHED",5,2.51,"","2010-01-12 09:47:00"
"494166","84951A","S/4 PISTACHIO LOVEBIRD COASTERS",2,1.66,"","2010-01-12 09:47:00"
"494166","84952A","CLEAR LOVE BIRD T-LIGHT HOLDER",4,2.51,"","2010-01-12 09:47:00"
"494166","84952C","MIRROR LOVE BIRD T-LIGHT HOLDER",2,2.51,"","2010-01-12 09:47:00"
"494166","84968B","S/16 VINTAGE IVORY CUTLERY",6,11.02,"","2010-01-12 09:47:00"
"494166","20714","POSY SHOPPER BAG",4,0.85,"","2010-01-12 09:47:00"
"494166","20726","LUNCH BAG WOODLAND",1,4.21,"","2010-01-12 09:47:00"
"494166","20757","RED DAISY POCKET BOOK ",2,0.64,"","2010-01-12 09:47:00"
"494166","20766","GARDEN PATH SKETCHBOOK",1,3.36,"","2010-01-12 09:47:00"
"494166","20718","RED SPOTTY SHOPPER BAG",2,2.51,"","2010-01-12 09:47:00"
"494166","21884","CAKES AND BOWS GIFT  TAPE",1,1.66,"","2010-01-12 09:47:00"
"494166","21889","WOODEN BOX OF DOMINOES",1,2.51,"","2010-01-12 09:47:00"
"494166","21905","MORE BUTTER METAL SIGN ",1,1.66,"","2010-01-12 09:47:00"
"494166","21908","CHOCOLATE THIS WAY METAL SIGN",1,4.21,"","2010-01-12 09:47:00"
"494166","21911","GARDEN METAL SIGN ",2,3.36,"","2010-01-12 09:47:00"
"494166","21931","JUMBO STORAGE BAG SUKI",1,4.21,"","2010-01-12 09:47:00"
"494166","21942","SKULLS DESIGN FLANNEL",3,0.85,"","2010-01-12 09:47:00"
"494166","21945","STRAWBERRIES  DESIGN FLANNEL ",3,0.85,"","2010-01-12 09:47:00"
"494166","21949","SET OF 6 STRAWBERRY CHOPSTICKS",1,2.51,"","2010-01-12 09:47:00"
"494166","21974","SET OF 36 PAISLEY FLOWER DOILIES",3,2.98,"","2010-01-12 09:47:00"
"494166","21975","PACK OF 60 DINOSAUR CAKE CASES",3,1.28,"","2010-01-12 09:47:00"
"494166","21977","PACK OF 60 PINK PAISLEY CAKE CASES",2,1.28,"","2010-01-12 09:47:00"
"494166","21990","MODERN FLORAL STATIONERY SET",4,2.51,"","2010-01-12 09:47:00"
"494166","21991","BOHEMIAN COLLAGE STATIONERY SET",1,2.51,"","2010-01-12 09:47:00"
"494166","21676","FLOWERS  STICKERS",1,0.81,"","2010-01-12 09:47:00"
"494166","20729","RED SPOTTY CANDY BAG",8,0.85,"","2010-01-12 09:47:00"
"494166","20730","STRAWBERRY CANDY BAG",11,0.85,"","2010-01-12 09:47:00"
"494166","21314","SMALL GLASS HEART TRINKET POT",1,4.21,"","2010-01-12 09:47:00"
"494166","21336","GOLD WASHBAG",4,5.91,"","2010-01-12 09:47:00"
"494166","21357","TOAST ITS - DINOSAUR",1,2.51,"","2010-01-12 09:47:00"
"494166","21364","PEACE SMALL WOOD LETTERS",1,13.57,"","2010-01-12 09:47:00"
"494166","21379"," CAMPHOR WOOD PORTOBELLO MUSHROOM",1,2.51,"","2010-01-12 09:47:00"
"494166","15036","ASSORTED COLOURS SILK FAN",2,1.28,"","2010-01-12 09:47:00"
"494166","16207B","PINK HEART RED HANDBAG",1,2.51,"","2010-01-12 09:47:00"
"494166","16225","RATTLE SNAKE EGGS",3,1.28,"","2010-01-12 09:47:00"
"494166","18097C","WHITE TALL PORCELAIN T-LIGHT HOLDER",7,2.51,"","2010-01-12 09:47:00"
"494166","18098C","PORCELAIN BUTTERFLY OIL BURNER",2,2.51,"","2010-01-12 09:47:00"
"494166","20615","BLUE SPOTTY PASSPORT COVER",1,1.66,"","2010-01-12 09:47:00"
"494166","20616","CHERRY BLOSSOM PASSPORT COVER",2,1.66,"","2010-01-12 09:47:00"
"494166","20619","TROPICAL PASSPORT COVER ",2,1.66,"","2010-01-12 09:47:00"
"494166","20652","BLUE SPOTTY LUGGAGE TAG ",1,0.85,"","2010-01-12 09:47:00"
"494166","20653","CHERRY BLOSSOM LUGGAGE TAG",2,0.85,"","2010-01-12 09:47:00"
"494166","20657","TROPICAL LUGGAGE TAG",2,0.85,"","2010-01-12 09:47:00"
"494166","20685","RED SPOTTY COIR DOORMAT",1,13.57,"","2010-01-12 09:47:00"
"494166","20695","FLORAL BLUE MONSTER",1,3.36,"","2010-01-12 09:47:00"
"494166","20700","GREEN CAT FLORAL CUSHION COVER ",1,4.21,"","2010-01-12 09:47:00"
"494166","20701","PINK CAT FLORAL CUSHION COVER ",3,4.21,"","2010-01-12 09:47:00"
"494166","20704","MR ROBOT SOFT TOY",1,5.91,"","2010-01-12 09:47:00"
"494166","20712","JUMBO BAG WOODLAND ANIMALS",1,4.21,"","2010-01-12 09:47:00"
"494166","20713","JUMBO BAG OWLS",1,4.21,"","2010-01-12 09:47:00"
"494166","20725","LUNCH BAG RED SPOTTY",2,4.21,"","2010-01-12 09:47:00"
"494166","20755","BLUE PAISLEY POCKET BOOK",3,0.64,"","2010-01-12 09:47:00"
"494166","20760","GARDEN PATH POCKET BOOK",3,0.64,"","2010-01-12 09:47:00"
"494166","20782","CAMOUFLAGE EAR MUFF HEADPHONES",1,4.21,"","2010-01-12 09:47:00"
"494166","20866","BLUE ROSE FABRIC MIRROR",4,0.85,"","2010-01-12 09:47:00"
"494166","20867","PINK ROSE FABRIC MIRROR",3,0.85,"","2010-01-12 09:47:00"
"494166","20891","LARGE GLASS ROSE SCENTED CANDLE ",1,16.13,"","2010-01-12 09:47:00"
"494166","20967","GREY FLORAL FELTCRAFT SHOULDER BAG",1,7.62,"","2010-01-12 09:47:00"
"494166","20968","GREEN FLORAL FELTCRAFT SHOULDER BAG",2,7.62,"","2010-01-12 09:47:00"
"494166","20969","RED FLORAL FELTCRAFT SHOULDER BAG",1,7.62,"","2010-01-12 09:47:00"
"494166","21033","JUMBO BAG CHARLIE AND LOLA TOYS",13,3.36,"","2010-01-12 09:47:00"
"494166","21080","SET/20 RED SPOTTY PAPER NAPKINS ",1,1.66,"","2010-01-12 09:47:00"
"494166","21100","CHARLIE AND LOLA CHARLOTTE BAG",3,1.66,"","2010-01-12 09:47:00"
"494166","21165","BEWARE OF THE CAT METAL SIGN ",1,4.21,"","2010-01-12 09:47:00"
"494166","21179","NO JUNK MAIL METAL SIGN",1,1.66,"","2010-01-12 09:47:00"
"494166","21677","HEARTS  STICKERS",2,0.81,"","2010-01-12 09:47:00"
"494166","21688","SILVER PLATE CANDLE BOWL SMALL",1,5.91,"","2010-01-12 09:47:00"
"494166","21723","ALPHABET HEARTS STICKER SHEET",2,1.66,"","2010-01-12 09:47:00"
"494166","21726","MULTI HEARTS  STICKERS",1,1.66,"","2010-01-12 09:47:00"
"494166","21731","RED TOADSTOOL LED NIGHT LIGHT",1,3.36,"","2010-01-12 09:47:00"
"494166","21733","RED HANGING HEART T-LIGHT HOLDER",1,5.91,"","2010-01-12 09:47:00"
"494166","21754","HOME BUILDING BLOCK WORD",1,11.87,"","2010-01-12 09:47:00"
"494166","21755","LOVE BUILDING BLOCK WORD",1,11.87,"","2010-01-12 09:47:00"
"494166","21768","WALL MOUNTED VINTAGE ORGANISER",1,29.74,"","2010-01-12 09:47:00"
"494166","21775","DECORATIVE FLORE BATHROOM BOTTLE",1,2.51,"","2010-01-12 09:47:00"
"494166","21837","CROSS STITCH ALPHABET CUSHION COVER",1,14.43,"","2010-01-12 09:47:00"
"494166","21846","PINK DIAMANTE PEN IN GIFT BOX",1,2.51,"","2010-01-12 09:47:00"
"494166","21864","UNION JACK FLAG PASSPORT COVER ",1,4.21,"","2010-01-12 09:47:00"
"494166","21865","PINK UNION JACK  PASSPORT COVER ",1,4.21,"","2010-01-12 09:47:00"
"494166","20776","ABSTRACT CIRCLES NOTEBOOK",1,1.66,"","2010-01-12 09:47:00"
"494166","21383","PACK OF 12 STICKY BUNNIES",1,1.66,"","2010-01-12 09:47:00"
"494166","21384","IVORY HANGING DECORATION  BUTTERFLY",1,1.66,"","2010-01-12 09:47:00"
"494166","21385","IVORY HANGING DECORATION  HEART",1,1.66,"","2010-01-12 09:47:00"
"494166","21411","GINGHAM HEART  DOORSTOP RED",1,8.47,"","2010-01-12 09:47:00"
"494166","21486","PINK HEART DOTS HOT WATER BOTTLE",1,4.21,"","2010-01-12 09:47:00"
"494166","21494","ROTATING LEAVES T-LIGHT HOLDER",14,1.66,"","2010-01-12 09:47:00"
"494166","21509","COWBOYS AND INDIANS BIRTHDAY CARD ",1,0.84,"","2010-01-12 09:47:00"
"494166","21523","FANCY FONT HOME SWEET HOME DOORMAT",1,13.57,"","2010-01-12 09:47:00"
"494166","21533","RETRO SPOT LARGE MILK JUG",1,10.17,"","2010-01-12 09:47:00"
"494166","21577","SAVE THE PLANET COTTON TOTE BAG",4,2.51,"","2010-01-12 09:47:00"
"494166","21578","WOODLAND DESIGN  COTTON TOTE BAG",5,2.51,"","2010-01-12 09:47:00"
"494166","21580","RABBIT  DESIGN  COTTON TOTE BAG",3,2.51,"","2010-01-12 09:47:00"
"494166","21644","ASSORTED TUTTI FRUTTI HEART BOX",1,2.51,"","2010-01-12 09:47:00"
"494166","21647","ASSORTED TUTTI FRUTTI LARGE PURSE",1,4.21,"","2010-01-12 09:47:00"
"494166","21648","ASSORTED TUTTI FRUTTI SMALL PURSE",1,2.51,"","2010-01-12 09:47:00"
"494166","21651","HANGING GLASS ETCHED TEALIGHT",1,3.36,"","2010-01-12 09:47:00"
"494166","21992","VINTAGE PAISLEY STATIONERY SET",3,2.51,"","2010-01-12 09:47:00"
"494166","21993","FLORAL FOLK STATIONERY SET",3,2.51,"","2010-01-12 09:47:00"
"494166","22135","LADLE LOVE HEART PINK",13,0.85,"","2010-01-12 09:48:00"
"494166","22143","CHRISTMAS CRAFT HEART DECORATIONS",1,4.21,"","2010-01-12 09:48:00"
"494166","22149","FELTCRAFT 6 FLOWER FRIENDS",1,4.21,"","2010-01-12 09:48:00"
"494166","22161","HEART DECORATION RUSTIC HANGING ",1,1.66,"","2010-01-12 09:48:00"
"494166","22171","3 HOOK PHOTO SHELF ANTIQUE WHITE",1,16.98,"","2010-01-12 09:48:00"
"494166","90013A","MIDNIGHT BLUE VINTAGE EARRINGS",1,3.81,"","2010-01-12 09:48:00"
"494166","90013C","GREEN VINTAGE EARRINGS ",1,4.24,"","2010-01-12 09:48:00"
"494166","90014A","SILVER/MOP ORBIT NECKLACE",1,10.62,"","2010-01-12 09:48:00"
"494166","90039B","FIRE POLISHED GLASS BRACELET MONTAN",1,3.81,"","2010-01-12 09:48:00"
"494166","90042A","FRESHWATER PEARL BRACELET GOLD",1,2.54,"","2010-01-12 09:48:00"
"494166","90059D","DIAMANTE HAIR GRIP PACK/2 PERIDOT",1,1.69,"","2010-01-12 09:48:00"
"494166","90062","CARNIVAL BRACELET",1,12.75,"","2010-01-12 09:48:00"
"494166","90070","RUBY GLASS CLUSTER BRACELET",1,6.37,"","2010-01-12 09:48:00"
"494166","90072","RUBY DROP CHANDELIER EARRINGS",1,4.24,"","2010-01-12 09:48:00"
"494166","22054","MINI CAKE STAND HANGING HEARTS",2,3.36,"","2010-01-12 09:48:00"
"494166","22055","MINI CAKE STAND  HANGING STRAWBERY",2,3.36,"","2010-01-12 09:48:00"
"494166","22078","RIBBON REEL LACE DESIGN ",1,3.96,"","2010-01-12 09:48:00"
"494166","22079","RIBBON REEL HEARTS DESIGN ",1,3.36,"","2010-01-12 09:48:00"
"494166","22080","RIBBON REEL SPOTS DESIGN ",1,3.36,"","2010-01-12 09:48:00"
"494166","22084","PAPER CHAIN KIT EMPIRE",1,5.91,"","2010-01-12 09:48:00"
"494166","22110","BIRD HOUSE HOT WATER BOTTLE",2,3.36,"","2010-01-12 09:48:00"
"494166","22116","METAL SIGN HIS DINNER IS SERVED",1,2.51,"","2010-01-12 09:48:00"
"494166","22120","WELCOME  WOODEN BLOCK LETTERS",1,20.38,"","2010-01-12 09:48:00"
"494166","22132","RED LOVE HEART SHAPE CUP",2,1.66,"","2010-01-12 09:48:00"
"494166","22134","LADLE LOVE HEART RED ",1,0.85,"","2010-01-12 09:48:00"
"494166","90098","NECKLACE+BRACELET PINK BUTTERFLY",1,1.66,"","2010-01-12 09:48:00"
"494166","90161D","ANT COPPER PINK BOUDICCA BRACELET",1,5.09,"","2010-01-12 09:48:00"
"494166","90177A","CLASSIC DIAMANTE EARRINGS JET",1,2.96,"","2010-01-12 09:48:00"
"494166","DOT","DOTCOM POSTAGE",1,291.71,"","2010-01-12 09:48:00"
"494166","20724","RED SPOTTY CHARLOTTE BAG",1,1.66,"","2010-01-12 09:48:00"
"494166","20752","RETRO BLUE SPOTTY WASHING UP GLOVES",3,2.51,"","2010-01-12 09:48:00"
"494166","20759","CHRYSANTHEMUM POCKET BOOK ",2,0.64,"","2010-01-12 09:48:00"
"494166","20781","GOLD EAR MUFF HEADPHONES",1,4.21,"","2010-01-12 09:48:00"
"494166","22029","SPACE BOY BIRTHDAY CARD",1,0.84,"","2010-01-12 09:48:00"
"499967","21524","DOOR MAT SPOTTY HOME SWEET HOME",10,6.35,"16636.0","2010-03-03 14:06:00"
"499967","48185","DOOR MAT FAIRY CAKE",10,6.35,"16636.0","2010-03-03 14:06:00"
"499967","20723","STRAWBERRY CHARLOTTE BAG",20,0.85,"16636.0","2010-03-03 14:06:00"
"499967","20724","RED SPOTTY CHARLOTTE BAG",20,0.85,"16636.0","2010-03-03 14:06:00"
"499967","20725","LUNCH BAG RED SPOTTY",20,1.65,"16636.0","2010-03-03 14:06:00"
"499967","21937","STRAWBERRY   PICNIC BAG",15,2.95,"16636.0","2010-03-03 14:06:00"
"499967","85099F","JUMBO BAG STRAWBERRY",20,1.95,"16636.0","2010-03-03 14:06:00"
"499967","85099B","JUMBO BAG RED WHITE SPOTTY ",20,1.95,"16636.0","2010-03-03 14:06:00"
"499967","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",10,1.95,"16636.0","2010-03-03 14:06:00"
"499967","20717","STRAWBERRY SHOPPER BAG",20,1.25,"16636.0","2010-03-03 14:06:00"
"499967","21929","JUMBO BAG PINK VINTAGE PAISLEY",20,1.95,"16636.0","2010-03-03 14:06:00"
"499967","21977","PACK OF 60 PINK PAISLEY CAKE CASES",48,0.55,"16636.0","2010-03-03 14:06:00"
"499967","22083","PAPER CHAIN KIT RETRO SPOT",40,2.55,"16636.0","2010-03-03 14:06:00"
"499967","22063","CERAMIC BOWL WITH STRAWBERRY DESIGN",36,2.55,"16636.0","2010-03-03 14:06:00"
"499967","84991","60 TEATIME FAIRY CAKE CASES",120,0.42,"16636.0","2010-03-03 14:06:00"
"499967","21212","PACK OF 72 RETRO SPOT CAKE CASES",24,0.55,"16636.0","2010-03-03 14:06:00"
"499967","47570B","TEA TIME TABLE CLOTH",2,10.65,"16636.0","2010-03-03 14:06:00"
"499967","37449","CERAMIC CAKE STAND + HANGING CAKES",8,8.50,"16636.0","2010-03-03 14:06:00"
"499967","47580","TEA TIME DES TEA COSY",10,2.55,"16636.0","2010-03-03 14:06:00"
"499967","84987","SET OF 36 TEATIME PAPER DOILIES",24,1.45,"16636.0","2010-03-03 14:06:00"
"499967","22348","TEA BAG PLATE RED SPOTTY ",12,0.85,"16636.0","2010-03-03 14:06:00"
"499967","20914","SET/5 RED SPOTTY LID GLASS BOWLS",32,2.55,"16636.0","2010-03-03 14:06:00"
"499967","21218","RED SPOTTY BISCUIT TIN",24,3.25,"16636.0","2010-03-03 14:06:00"
"499967","21786","RAIN HAT WITH RED SPOTS",24,0.42,"16636.0","2010-03-03 14:06:00"
"499967","22354","RETRO SPOT PADDED SEAT CUSHION",10,3.75,"16636.0","2010-03-03 14:06:00"
"499967","20972","PINK CREAM FELT CRAFT TRINKET BOX ",12,1.25,"16636.0","2010-03-03 14:06:00"
"499967","22241","GARLAND WOODEN HAPPY EASTER",24,1.25,"16636.0","2010-03-03 14:06:00"
"499967","85196","EASTER BUNNIES ON A STICK",36,0.55,"16636.0","2010-03-03 14:06:00"
"499967","85197","SET OF 12 MINI BUNNIES IN A BUCKET",48,1.69,"16636.0","2010-03-03 14:07:00"
"499967","46000S","POLYESTER FILLER PAD 40x40cm",52,1.45,"16636.0","2010-03-03 14:07:00"
"499967","21731","RED TOADSTOOL LED NIGHT LIGHT",24,1.65,"16636.0","2010-03-03 14:07:00"
"500353","22136","LOVE HEART SOCK HANGER",12,1.65,"12668.0","2010-03-07 15:24:00"
"500353","21154","RED SPOTTY OVEN GLOVE ",10,1.25,"12668.0","2010-03-07 15:24:00"
"500353","22073","RETRO SPOT STORAGE JAR",4,3.75,"12668.0","2010-03-07 15:24:00"
"500353","20754","RETRO RED SPOTTY WASHING UP GLOVES",6,2.10,"12668.0","2010-03-07 15:24:00"
"500353","79072","TEATIME CAKE TIN WITH HANDLE",2,9.95,"12668.0","2010-03-07 15:24:00"
"500353","21217","RED SPOTTY ROUND CAKE TINS",3,9.95,"12668.0","2010-03-07 15:24:00"
