"stock_code","order_return_rate_pct","line_item_return_rate_pct"
"16212",0.0,0.0
"16215",0.0,0.0
"16216",2.2,3.3
"16218",0.0,0.0
"16219",0.8,0.8
"16225",0.0,0.0
"16235",1.3,1.3
"16236",0.4,0.4
"16237",0.5,0.5
"16238",0.0,0.0
"16239",0.0,0.0
"16243B",0.0,0.0
"16244A",0.0,0.0
"16244B",0.0,0.0
"16245A",0.0,0.0
"16248B",0.0,0.0
"16254",0.0,0.0
"16256B",0.0,0.0
"16256C",9.1,9.1
"16258A",1.0,1.0
"16258B",0.0,0.0
"16259",6.8,6.8
"17001",8.0,8.0
"17003",1.3,1.3
"17007B",0.0,0.0
"17011A",0.0,0.0
"17011B",0.0,0.0
"17011C",0.0,0.0
"17011D",0.0,0.0
"17011E",0.0,0.0
"17011F",0.0,0.0
"17012A",0.0,0.0
"17012B",0.0,0.0
"17012C",0.0,0.0
"17012D",0.0,0.0
"17012E",0.0,0.0
"17012F",0.0,0.0
"17013B",0.0,0.0
"17013C",33.3,33.3
"17013D",3.1,3.1
"17013F",0.0,0.0
"17014A",0.0,0.0
"17014C",0.0,0.0
"17014D",0.0,0.0
"17014E",0.0,0.0
"17014F",0.0,0.0
"17021",3.8,3.5
"17027A",0.0,0.0
"17028J",0.0,0.0
"17033",1.4,1.4
"17038",0.0,0.0
"17039",0.0,0.0
"17061",0.0,0.0
"17084A",0.0,0.0
"17084G",0.0,0.0
"17084J",0.0,0.0
"17084N",0.0,0.0
"17084P",0.0,0.0
"17084R",0.0,0.0
"17090A",0.0,0.0
"17090D",0.0,0.0
"17091A",0.0,0.0
"17091B",0.0,0.0
"17091F",0.0,0.0
"17091J",0.0,0.0
"17096",0.0,0.0
"17107D",1.1,1.1
"17108D",0.0,0.0
"17109A",0.0,0.0
"17109B",0.0,0.0
"17109C",6.3,6.3
"17109D",2.5,2.4
"17129C",0.0,0.0
"17129D",0.0,0.0
"17129F",1.4,1.3
"17136A",0.0,0.0
"17164B",1.2,1.2
"17164D",0.0,0.0
"17165B",3.4,3.2
"17165D",3.3,3.1
"17174",0.0,0.0
"17178",0.0,0.0
"17181",0.0,0.0
"17191A",0.0,0.0
"18007",1.4,1.3
"18010",0.0,0.0
"18094C",1.0,1.0
"18096C",7.1,7.1
"18097A",0.0,0.0
"18097B",0.0,0.0
"18097C",0.9,0.9
"18098A",0.0,0.0
"18098B",0.0,0.0
"18098C",0.3,0.3
"20615",0.0,0.0
"20616",0.0,0.0
"20617",0.0,0.0
"20618",0.0,0.0
"20619",0.0,0.0
"20620",0.0,0.0
"20621",0.0,0.0
"20622",0.0,0.0
"20652",0.0,0.0
"20653",0.0,0.0
"20654",0.0,0.0
"20655",0.0,0.0
"20657",0.0,0.0
"20658",0.8,0.8
"20659",0.0,0.0
"20660",0.0,0.0
"20661",3.1,3.1
"20662",2.0,2.0
"20663",4.3,4.3
"20664",0.0,0.0
"20665",1.4,1.4
"20666",2.1,2.1
"20667",0.0,0.0
"20668",0.5,0.5
"20669",0.0,0.0
"20670",5.9,5.9
"20671",0.0,0.0
"20672",0.0,0.0
"20673",0.0,0.0
"20674",0.6,0.6
"20675",1.3,1.3
"20676",1.3,1.3
"20677",0.4,0.4
"20678",0.0,0.0
"20679",1.2,1.2
"20680",0.0,0.0
"20681",4.2,4.2
"20682",3.1,3.1
"20683",0.0,0.0
"20684",2.8,2.7
"20685",0.7,0.7
"20686",3.6,3.6
"20688",0.0,0.0
"20689",2.4,2.4
"20692",1.4,1.4
"20693",5.3,5.3
"20694",1.8,1.8
"20695",3.2,3.2
"20696",0.0,0.0
"20697",0.0,0.0
"20698",0.0,0.0
"20699",0.0,0.0
"20700",1.9,1.9
"20701",0.0,0.0
"20702",2.4,2.4
"20703",8.2,8.2
"20704",1.2,1.2
"20705",1.9,1.9
"20707",1.5,1.5
"20711",1.1,1.1
"20712",1.3,1.2
"20713",0.9,0.9
"20714",0.0,0.0
"20715",50.0,50.0
"20716",0.8,0.8
"20717",0.7,0.6
"20718",0.7,0.7
"20719",1.1,1.1
"20721",0.0,0.0
"20723",1.6,1.6
"20724",1.7,1.7
"20725",2.5,2.5
"20726",1.9,1.9
"20727",1.9,1.8
"20728",2.0,2.0
"20729",2.4,2.4
"20730",1.9,1.9
"20731",1.4,1.4
"20733",0.3,0.3
"20734",0.8,0.8
"20735",0.0,0.0
"20736",0.0,0.0
"20737",0.0,0.0
"20738",0.0,0.0
"20739",0.0,0.0
"20747",2.7,2.7
"20748",0.0,0.0
"20749",1.3,1.3
"20750",1.0,1.0
"20751",0.6,0.6
"20752",0.8,0.8
"20753",1.8,1.8
"20754",0.7,0.7
"20755",0.0,0.0
"20756",0.0,0.0
"20757",0.0,0.0
"20758",1.0,1.0
"20759",0.0,0.0
"20760",0.0,0.0
"20761",0.7,0.7
"20762",0.7,0.7
"20763",1.3,1.3
"20764",0.5,0.5
"20765",1.4,1.3
"20766",0.6,0.6
"20767",1.1,1.1
"20768",0.0,0.0
"20769",0.0,0.0
"20770",1.0,1.0
"20771",0.7,0.7
"20772",1.8,1.8
"20773",0.8,0.8
"20774",0.8,0.8
"20775",0.0,0.0
"20776",0.0,0.0
"20777",1.2,1.2
"20778",2.2,2.2
"20779",100.0,100.0
"20780",1.0,1.0
"20781",4.7,4.7
"20782",2.2,2.2
"20783",6.7,6.7
"20784",2.5,2.5
"20785",2.6,2.6
"20786",5.7,5.6
"20787",0.0,0.0
"20791",50.0,50.0
"20793",4.3,4.3
"20794",7.7,7.5
"20795",9.4,9.4
"20796",0.0,0.0
"20798",15.2,15.7
"20799",6.9,6.9
"20800",0.0,0.0
"20801",1.8,1.7
"20802",3.3,3.3
"20803",3.4,3.4
"20804",1.6,1.6
"20812",0.0,0.0
"20814",7.1,13.3
"20816",12.5,12.5
"20818",0.0,0.0
"20819",0.0,0.0
"20820",0.0,0.0
"20821",10.3,10.3
"20822",50.0,50.0
"20823",5.0,5.0
"20825",11.1,11.1
"20826",0.0,0.0
"20827",0.0,0.0
"20828",0.8,0.8
"20829",2.8,2.8
"20830",4.6,4.5
"20831",1.3,1.2
"20832",1.9,1.9
"20833",16.7,16.7
"20835",0.0,0.0
"20836",8.3,8.3
"20837",0.0,0.0
"20838",1.6,1.6
"20839",0.0,0.0
"20840",3.1,3.1
"20845",0.0,0.0
"20846",0.0,0.0
"20847",3.6,3.6
"20848",0.0,0.0
"20849",0.0,0.0
"20850",0.0,0.0
"20851",3.4,3.3
"20852",0.0,0.0
"20854",1.8,1.8
"20855",2.1,2.1
"20856",1.6,1.6
"20857",2.7,2.5
"20858",0.0,0.0
"20860",0.0,0.0
"20861",0.0,0.0
"20862",2.6,2.6
"20863",2.0,2.0
"20864",3.3,3.2
"20865",5.7,5.7
"20866",0.5,0.5
"20867",0.0,0.0
"20868",0.0,0.0
"20869",0.0,0.0
"20870",12.5,12.5
"20871",1.6,1.5
"20877",0.0,0.0
"20878",0.0,0.0
"20879",8.3,8.3
"20881",0.0,0.0
"20882",0.0,0.0
"20884",0.0,0.0
"20885",50.0,50.0
"20886",0.3,0.3
"20887",0.0,0.0
"20888",0.0,0.0
"20889",0.0,0.0
"20890",0.0,0.0
"20891",0.0,0.0
"20892",15.6,15.6
"20893",4.9,4.7
"20894",3.7,3.6
"20895",0.0,0.0
"20896",0.0,0.0
"20897",2.6,2.6
"20898",1.9,1.8
"20899",0.0,0.0
"20901",1.5,1.5
"20902",0.0,0.0
"20903",1.1,1.1
"20905",0.0,0.0
"20906",0.0,0.0
"20910",0.0,0.0
"20913",0.0,0.0
"20914",4.0,3.9
"20931",5.4,5.4
"20932",6.9,6.9
"20933",0.0,0.0
"20934",9.8,9.6
"20935",2.1,2.1
"20936",3.8,3.8
"20939",0.0,0.0
"20940",8.3,8.3
"20941",3.9,3.8
"20942",20.0,20.0
"20943",1.4,1.4
"20950",0.0,0.0
"20952",7.7,7.7
"20953",0.0,0.0
"20954",0.0,0.0
"20956",1.7,1.6
"20957",6.3,6.3
"20958",0.0,0.0
"20960",0.0,0.0
"20961",0.4,0.4
"20963",0.2,0.2
"20964",0.0,0.0
"20966",0.2,0.2
"20967",1.0,1.0
"20968",0.0,0.0
"20969",0.3,0.3
"20970",0.3,0.3
"20971",1.0,1.0
"20972",0.7,0.7
"20973",0.6,0.6
"20974",0.7,0.7
"20975",1.3,1.3
"20976",0.0,0.0
"20977",1.0,1.0
"20978",0.4,0.4
"20979",3.7,3.7
"20980",1.7,1.7
"20981",1.3,1.3
"20982",1.0,1.0
"20983",0.8,0.8
"20984",1.2,1.2
"20985",2.0,2.0
"20986",0.0,0.0
"20987",0.0,0.0
"20988",0.0,0.0
"20989",1.7,1.7
"20990",1.0,0.9
"20991",0.0,0.0
"20992",0.0,0.0
"20993",0.0,0.0
"20994",0.0,0.0
"20996",0.3,0.3
"20997",0.0,0.0
"20998",0.0,0.0
"21000",0.0,0.0
"21001",0.0,0.0
"21002",0.0,0.0
"21003",0.0,0.0
"21004",0.0,0.0
"21007",0.0,0.0
"21008",0.0,0.0
"21009",2.9,2.8
"21010",1.2,1.2
"21011",0.8,0.8
"21012",0.7,0.7
"21014",0.5,0.5
"21015",0.5,0.5
"21016",1.2,1.1
"21017",0.0,0.0
"21018",0.0,0.0
"21025",0.0,0.0
"21026",0.0,0.0
"21027",0.0,0.0
"21028",0.0,0.0
"21030",0.0,0.0
"21031",2.5,2.5
"21032",2.0,2.0
"21033",0.3,0.3
"21034",0.5,0.4
"21035",0.5,0.5
"21036",0.0,0.0
"21038",1.9,1.9
"21039",1.7,1.7
"21040",0.0,0.0
"21041",1.1,1.1
"21042",2.4,2.4
"21043",0.7,0.7
"21051",0.8,0.8
"21053",100.0,100.0
"21054",0.5,0.5
"21055",0.9,0.9
"21056",2.0,2.0
"21058",0.4,0.4
"21059",1.3,1.3
"21060",0.0,0.0
"21061",0.6,0.6
"21062",0.0,0.0
"21063",0.4,0.4
"21064",1.7,1.7
"21065",1.7,1.6
"21066",0.8,0.8
"21067",1.8,1.8
"21068",2.1,2.1
"21069",1.4,1.4
"21070",0.9,0.9
"21071",0.8,0.8
"21076",1.1,1.1
"21077",0.0,0.0
"21078",0.1,0.1
"21080",0.5,0.5
"21081",0.0,0.0
"21082",1.2,1.2
"21084",0.4,0.4
"21085",0.0,0.0
"21086",0.5,0.5
"21087",0.0,0.0
"21088",1.4,1.4
"21089",0.0,0.0
"21090",1.1,1.1
"21091",0.0,0.0
"21092",6.5,6.5
"21094",0.5,0.5
"21095",0.0,0.0
"21096",0.7,0.7
"21097",0.0,0.0
"21098",1.0,1.0
"21099",8.3,8.1
"21100",1.4,1.4
"21102",4.8,4.8
"21106",0.0,0.0
"21107",0.0,0.0
"21108",0.6,0.6
"21109",0.4,0.4
"21110",0.9,0.9
"21111",0.9,0.9
"21112",1.6,1.6
"21114",1.0,1.0
"21115",0.2,0.2
"21116",0.2,0.2
"21117",0.0,0.0
"21118",0.0,0.0
"21119",0.0,0.0
"21120",0.0,0.0
"21121",1.0,1.0
"21122",0.5,0.5
"21123",0.8,0.8
"21124",0.5,0.5
"21125",1.6,1.6
"21126",0.7,0.7
"21127",2.0,2.0
"21128",0.0,0.0
"21129",3.2,3.2
"21130",2.0,2.0
"21131",0.0,0.0
"21132",0.0,0.0
"21133",0.0,0.0
"21134",0.0,0.0
"21135",1.4,1.4
"21136",0.5,0.5
"21137",1.1,1.1
"21143",2.7,2.6
"21144",1.6,1.6
"21145",3.9,3.9
"21146",1.7,1.7
"21147",0.8,0.8
"21153",1.4,1.4
"21154",0.7,0.6
"21155",2.5,2.5
"21156",1.7,1.7
"21157",0.6,0.6
"21158",1.0,0.9
"21159",1.2,1.2
"21160",4.9,4.9
"21161",1.4,1.4
"21162",0.7,0.7
"21163",1.2,1.1
"21164",0.7,0.7
"21165",0.6,0.6
"21166",1.2,1.2
"21167",0.9,0.9
"21169",1.2,1.1
"21171",0.0,0.0
"21172",0.7,0.7
"21173",1.3,1.3
"21174",0.3,0.3
"21175",0.7,0.7
"21179",0.2,0.2
"21181",0.9,0.9
"21185",6.4,6.4
"21186",0.3,0.3
"21187",0.0,0.0
"21188",1.5,1.5
"21189",0.0,0.0
"21190",1.8,1.7
"21191",0.0,0.0
"21192",0.5,0.4
"21193",0.0,0.0
"21194",3.1,3.0
"21195",0.0,0.0
"21196",0.0,0.0
"21197",2.2,2.1
"21198",2.5,2.5
"21199",0.7,0.7
"21200",0.8,0.8
"21201",0.8,0.8
"21202",4.3,4.3
"21203",1.4,1.3
"21204",1.0,1.0
"21205",2.7,3.2
"21206",1.7,1.6
"21207",1.4,1.4
"21208",4.0,3.9
"21209",4.9,4.9
"21210",0.9,0.9
"21211",0.4,0.4
"21212",0.8,0.9
"21213",0.2,0.2
"21214",0.5,0.5
"21215",0.3,0.3
"21216",2.1,2.1
"21217",3.0,3.0
"21218",2.9,2.9
"21219",0.6,0.6
"21220",0.0,0.0
"21221",0.0,0.0
"21222",0.0,0.0
"21223",0.0,0.0
"21224",1.0,0.9
"21225",0.0,0.0
"21226",0.0,0.0
"21228",0.0,0.0
"21231",4.6,4.6
"21232",7.0,7.0
"21238",2.4,2.4
"21239",1.2,1.2
"21240",0.9,0.9
"21241",0.4,0.4
"21242",0.9,0.9
"21243",0.4,0.4
"21244",1.8,1.8
"21245",0.3,0.3
"21246",1.9,1.9
"21247",0.0,0.0
"21248",1.9,1.9
"21249",1.1,1.1
"21250",0.0,0.0
"21251",0.0,0.0
"21252",0.0,0.0
"21253",0.0,0.0
"21254",100.0,100.0
"21255",2.0,2.0
"21256",0.0,0.0
"21257",2.7,2.7
"21258",7.4,7.4
"21259",2.5,2.5
"21260",1.3,1.3
"21261",0.0,0.0
"21262",3.6,3.6
"21263",1.8,1.7
"21264",2.9,2.9
"21265",8.1,8.1
"21266",0.0,0.0
"21267",0.0,0.0
"21268",0.0,0.0
"21269",0.0,0.0
"21270",0.0,0.0
"21272",1.2,1.4
"21274",0.9,0.9
"21275",12.7,12.7
"21276",9.4,9.4
"21277",7.7,7.7
"21278",2.5,2.5
"21279",5.6,5.6
"21280",1.4,1.4
"21281",1.5,1.5
"21282",1.4,1.4
"21283",1.2,1.2
"21284",2.1,2.1
"21285",2.9,2.9
"21286",1.0,1.0
"21287",0.0,0.0
"21288",0.9,0.9
"21289",1.9,1.9
"21290",0.0,0.0
"21291",3.2,3.2
"21292",1.1,1.1
"21293",1.2,1.1
"21294",0.0,0.0
"21298",26.3,26.3
"21299",8.1,8.1
"21300",14.3,14.3
"21303",11.8,11.8
"21304",0.0,0.0
"21306",2.9,2.9
"21307",1.4,1.4
"21308",14.3,14.3
"21309",16.7,16.7
"21310",20.0,20.0
"21311",2.1,2.1
"21312",10.0,10.0
"21313",3.5,3.5
"21314",5.8,6.0
"21315",100.0,100.0
"21316",4.1,4.1
"21317",3.9,3.8
"21318",11.4,11.3
"21319",5.7,5.7
"21320",12.3,12.1
"21321",14.3,14.3
"21322",0.0,0.0
"21323",1.2,1.2
"21324",1.7,1.7
"21326",1.7,1.7
"21327",0.0,0.0
"21328",0.0,0.0
"21329",0.4,0.4
"21330",0.5,0.5
"21331",6.3,6.3
"21332",9.1,9.1
"21333",4.3,4.3
"21335",12.5,12.5
"21336",4.4,4.4
"21337",0.0,0.0
"21338",0.0,0.0
"21339",0.0,0.0
"21340",3.2,3.2
"21341",0.0,0.0
"21343",25.0,25.0
"21344",7.1,7.1
"21346",100.0,100.0
"21347",0.0,0.0
"21348",3.6,3.6
"21349",1.2,1.1
"21350",2.3,2.2
"21351",2.7,2.7
"21352",2.5,2.5
"21353",0.0,0.0
"21354",0.0,0.0
"21355",0.9,0.9
"21356",0.3,0.3
"21357",0.5,0.5
"21358",0.4,0.4
"21359",5.2,5.1
"21360",1.0,1.0
"21361",4.3,4.3
"21363",2.2,2.2
"21364",1.2,1.2
"21365",0.0,0.0
"21366",0.0,0.0
"21367",0.0,0.0
"21368",0.0,0.0
"21369",0.0,0.0
"21370",0.0,0.0
"21371",0.0,0.0
"21372",0.0,0.0
"21373",1.6,1.6
"21374",0.0,0.0
"21375",0.0,0.0
"21376",0.0,0.0
"21377",1.0,1.0
"21378",0.0,0.0
"21379",0.0,0.0
"21380",0.9,0.9
"21381",1.1,1.1
"21382",0.7,0.6
"21383",1.5,1.5
"21384",0.0,0.0
"21385",0.4,0.4
"21386",0.0,0.0
"21387",0.0,0.0
"21388",0.0,0.0
"21389",2.2,2.2
"21390",0.7,0.7
"21391",0.6,0.6
"21392",4.0,3.9
"21393",4.4,4.3
"21394",2.6,2.6
"21395",3.4,3.4
"21396",1.3,1.3
"21397",0.5,0.5
"21398",0.8,0.8
"21399",3.3,4.1
"21400",1.1,1.1
"21401",0.0,0.0
"21402",0.7,0.7
"21403",0.0,0.0
"21406",0.0,0.0
"21407",0.4,0.4
"21408",1.2,1.2
"21409",0.0,0.0
"21410",0.7,0.7
"21411",0.5,0.5
"21412",2.9,2.6
"21413",0.0,0.0
"21414",2.7,2.6
"21415",0.0,0.0
"21416",0.0,0.0
"21417",1.7,1.7
"21418",1.5,1.5
"21419",0.0,0.0
"21420",0.0,0.0
"21421",0.9,0.9
"21422",1.3,1.3
"21424",5.9,5.9
"21425",7.8,7.8
"21426",9.2,9.0
"21427",6.3,6.3
"21428",1.9,1.9
"21429",1.9,1.8
"21430",2.6,2.6
"21431",0.7,0.7
"21432",3.7,3.6
"21437",1.8,1.7
"21438",2.7,2.6
"21439",0.4,0.4
"21440",1.0,1.0
"21441",0.0,0.0
"21442",0.0,0.0
"21443",3.7,3.7
"21444",2.7,2.7
"21445",1.4,1.4
"21446",0.0,0.0
"21447",0.3,0.3
"21448",0.0,0.0
"21450",20.0,20.0
"21452",4.4,4.3
"21454",0.5,0.5
"21455",1.2,1.2
"21456",1.5,1.5
"21457",0.0,0.0
"21458",0.0,0.0
"21459",10.2,10.2
"21460",6.9,6.9
"21461",11.5,11.5
"21462",3.4,3.4
"21463",7.9,7.9
"21464",4.4,4.4
"21465",0.5,0.5
"21466",0.0,0.0
"21467",1.9,1.9
"21468",1.4,1.4
"21469",1.4,1.4
"21470",1.2,1.2
"21471",0.9,0.9
"21472",0.0,0.0
"21473",3.2,3.2
"21474",5.1,5.1
"21475",50.0,50.0
"21476",2.3,2.3
"21477",15.1,15.1
"21478",1.1,1.1
"21479",0.9,0.8
"21480",1.7,1.7
"21481",1.4,1.4
"21482",0.5,0.5
"21484",0.5,0.5
"21485",0.9,0.8
"21486",0.3,0.3
"21488",0.0,0.0
"21489",0.0,0.0
"21490",5.2,5.1
"21491",2.0,2.0
"21493",0.0,0.0
"21494",0.4,0.4
"21495",0.3,0.3
"21496",50.0,50.0
"21497",0.0,0.0
"21498",0.4,0.4
"21499",0.4,0.4
"21500",0.0,0.0
"21503",1.5,1.5
"21504",0.3,0.3
"21506",0.6,0.6
"21507",0.3,0.3
"21508",0.2,0.2
"21509",0.3,0.3
"21511",0.0,0.0
"21518",0.0,0.0
"21519",0.5,0.5
"21520",0.9,0.9
"21523",0.4,0.4
"21524",0.3,0.3
"21525",33.3,33.3
"21527",12.1,11.9
"21528",8.2,8.2
"21529",3.2,3.2
"21530",5.8,5.7
"21531",2.6,2.6
"21532",8.1,7.9
"21533",3.2,3.2
"21534",5.8,5.7
"21535",4.1,4.1
"21536",10.3,10.0
"21537",4.8,4.7
"21538",3.8,3.8
"21539",6.4,6.4
"21540",10.2,10.2
"21541",1.5,1.5
"21542",3.1,3.0
"21543",0.0,0.0
"21544",0.6,0.6
"21545",2.4,2.3
"21547",0.8,0.8
"21548",3.6,3.6
"21549",5.6,5.5
"21550",1.5,1.5
"21551",0.0,0.0
"21552",5.4,5.3
"21553",2.5,2.5
"21554",8.3,8.3
"21555",0.7,0.7
"21556",1.3,1.3
"21557",0.3,0.3
"21558",1.2,1.1
"21559",1.5,1.5
"21560",0.0,0.0
"21561",0.6,0.6
"21562",0.0,0.0
"21563",2.4,2.4
"21564",2.3,2.3
"21576",1.4,1.4
"21577",1.1,1.1
"21578",0.8,0.8
"21579",3.5,3.5
"21580",0.6,0.6
"21581",1.0,1.0
"21582",0.0,0.0
"21584",0.8,0.8
"21585",0.0,0.0
"21586",1.7,1.6
"21587",0.4,0.4
"21588",1.0,1.0
"21589",1.1,1.1
"21590",0.7,0.7
"21591",0.5,0.5
"21592",0.2,0.2
"21593",1.1,1.0
"21594",0.0,0.0
"21595",0.0,0.0
"21596",0.0,0.0
"21609",0.0,0.0
"21610",0.0,0.0
"21611",1.3,1.3
"21612",0.9,0.9
"21613",0.0,0.0
"21614",1.5,1.5
"21615",0.0,0.0
"21616",0.0,0.0
"21617",0.0,0.0
"21618",0.0,0.0
"21619",0.0,0.0
"21620",0.4,0.4
"21621",0.8,0.8
"21622",2.6,2.6
"21623",2.4,2.4
"21624",0.7,0.7
"21625",0.0,0.0
"21626",5.6,5.5
"21627",1.7,1.7
"21628",3.3,3.3
"21629",0.9,0.9
"21630",4.0,4.0
"21631",0.0,0.0
"21632",1.9,1.9
"21633",2.7,2.7
"21634",6.8,6.8
"21635",2.3,2.3
"21636",1.0,1.0
"21637",1.1,1.1
"21638",0.7,0.7
"21639",11.8,11.8
"21640",0.0,0.0
"21641",0.0,0.0
"21642",5.6,5.4
"21643",1.4,1.4
"21644",2.1,2.1
"21645",2.2,2.2
"21647",2.0,2.0
"21648",3.3,3.3
"21649",6.5,6.5
"21650",1.0,1.0
"21651",0.0,0.0
"21652",3.7,3.6
"21653",1.8,1.7
"21654",0.0,0.0
"21655",6.3,6.3
"21656",0.7,0.7
"21657",2.5,2.5
"21658",9.3,9.1
"21659",5.7,5.7
"21661",3.9,3.9
"21662",3.6,3.6
"21663",17.9,17.9
"21664",4.3,4.2
"21665",0.0,0.0
"21666",2.3,2.3
"21667",6.9,6.9
"21668",1.4,1.4
"21669",1.6,1.6
"21670",1.0,1.0
"21671",2.7,2.7
"21672",1.0,1.0
"21673",1.0,1.0
"21674",0.0,0.0
"21675",0.4,0.4
"21676",0.0,0.0
"21677",1.1,1.1
"21678",0.0,0.0
"21679",1.3,1.3
"21680",0.4,0.4
"21681",2.5,2.4
"21682",1.3,1.3
"21683",0.7,0.6
"21684",1.9,1.9
"21685",33.3,33.3
"21686",5.7,5.7
"21687",1.0,0.9
"21688",0.7,0.7
"21689",0.0,0.0
"21690",0.0,0.0
"21691",0.0,0.0
"21692",0.9,0.8
"21693",0.0,0.0
"21694",0.0,0.0
"21695",1.0,1.0
"21696",2.7,2.7
"21697",0.0,0.0
"21698",0.0,0.0
"21699",0.0,0.0
"21700",1.1,1.1
"21701",50.0,50.0
"21702",0.0,0.0
"21703",1.6,1.5
"21704",1.2,1.2
"21705",2.2,2.1
"21706",1.9,1.9
"21707",0.0,0.0
"21708",1.5,1.5
"21709",0.0,0.0
"21710",1.8,2.6
"21711",0.0,0.0
"21713",4.6,4.8
"21714",2.1,2.0
"21715",0.4,0.4
"21716",0.4,0.4
"21717",1.1,1.1
"21718",1.1,1.1
"21719",0.0,0.0
"21720",0.9,0.9
"21721",0.7,0.7
"21722",2.5,2.5
"21723",0.0,0.0
"21724",0.6,0.6
"21725",0.6,0.6
"21726",0.6,0.6
"21728",4.8,4.8
"21729",0.0,0.0
"21730",6.4,6.6
"21731",1.5,1.5
"21732",3.3,3.2
"21733",1.9,1.9
"21734",9.4,9.1
"21735",12.3,12.5
"21736",3.4,3.3
"21737",0.0,0.0
"21738",0.8,0.7
"21739",0.6,0.6
"21740",0.0,0.0
"21741",0.5,0.5
"21742",0.0,0.0
"21743",2.7,2.6
"21744",0.5,0.4
"21745",0.6,0.6
"21746",1.8,1.8
"21747",1.9,1.9
"21749",2.7,2.7
"21750",1.6,1.6
"21752",13.6,13.6
"21754",1.0,0.9
"21755",0.8,0.8
"21756",0.5,0.5
"21757",0.0,0.0
"21758",0.0,0.0
"21759",0.0,0.0
"21760",12.5,11.8
"21761",3.8,3.8
"21763",10.5,10.5
"21764",7.7,7.7
"21765",1.4,1.3
"21766",100.0,100.0
"21767",0.0,0.0
"21768",1.2,1.2
"21769",7.5,7.5
"21770",0.6,0.6
"21772",0.0,0.0
"21773",1.0,1.0
"21774",0.3,0.3
"21775",0.7,0.7
"21777",2.4,2.4
"21779",12.0,12.0
"21780",0.0,0.0
"21781",5.0,4.9
"21784",2.7,2.7
"21785",0.0,0.0
"21786",0.4,0.4
"21787",0.6,0.6
"21788",2.8,2.7
"21789",2.2,2.2
"21790",0.6,0.7
"21791",0.8,0.7
"21792",4.1,4.1
"21793",0.0,0.0
"21794",2.7,2.7
"21795",1.2,1.2
"21796",0.0,0.0
"21801",0.4,0.4
"21802",0.3,0.3
"21803",0.0,0.0
"21804",0.7,0.7
"21805",0.0,0.0
"21806",0.0,0.0
"21807",1.1,1.1
"21808",2.7,3.3
"21809",0.0,0.0
"21810",0.6,0.6
"21811",0.3,0.3
"21812",1.9,1.9
"21813",2.1,2.1
"21814",0.0,0.0
"21815",2.1,2.1
"21816",2.0,1.9
"21817",0.0,0.0
"21818",0.0,0.0
"21819",0.0,0.0
"21820",1.6,1.6
"21821",1.3,1.3
"21822",2.1,2.0
"21823",0.5,0.4
"21824",0.5,0.5
"21825",1.3,1.2
"21826",2.8,2.7
"21827",0.7,0.7
"21828",0.0,0.0
"21829",1.2,1.2
"21830",1.5,1.5
"21832",1.1,1.1
"21833",2.2,2.2
"21836",1.0,1.0
"21837",1.1,1.1
"21838",0.0,0.0
"21839",1.2,1.2
"21841",0.8,0.7
"21842",0.0,0.0
