"invoice_no","invoice_date","stock_code","description","quantity","unit_price","line_total"
"570467","2011-10-10 16:06:00","23290","SPACEBOY CHILDRENS BOWL",8,1.25,10.00
"570467","2011-10-10 16:06:00","23291","DOLLY GIRL CHILDRENS CUP",8,1.25,10.00
"570467","2011-10-10 16:06:00","23292","SPACEBOY CHILDRENS CUP",8,1.25,10.00
"570467","2011-10-10 16:06:00","23293","SET OF 12 FAIRY CAKE BAKING CASES",8,0.83,6.64
"570467","2011-10-10 16:06:00","23309","SET OF 60 I LOVE LONDON CAKE CASES ",24,0.55,13.20
"570467","2011-10-10 16:06:00","23311","VINTAGE CHRISTMAS STOCKING ",6,2.55,15.30
"570467","2011-10-10 16:06:00","23349","ROLL WRAP VINTAGE CHRISTMAS",12,1.25,15.00
"570467","2011-10-10 16:06:00","23351","ROLL WRAP 50'S CHRISTMAS",12,1.25,15.00
"570467","2011-10-10 16:06:00","23353","6 GIFT TAGS VINTAGE CHRISTMAS ",12,0.83,9.96
"570467","2011-10-10 16:06:00","23354","6 GIFT TAGS 50'S CHRISTMAS ",12,0.83,9.96
"570467","2011-10-10 16:06:00","23367","SET 12 COLOUR PENCILS SPACEBOY ",16,0.65,10.40
"570467","2011-10-10 16:06:00","23372","SET 36 COLOUR PENCILS DOLLY GIRL",16,1.25,20.00
"570467","2011-10-10 16:06:00","23434","3 RAFFIA RIBBONS 50'S CHRISTMAS ",10,0.79,7.90
"570467","2011-10-10 16:06:00","23513","EMBROIDERED RIBBON REEL SUSIE ",6,2.08,12.48
"570467","2011-10-10 16:06:00","23514","EMBROIDERED RIBBON REEL SALLY ",6,2.08,12.48
"570467","2011-10-10 16:06:00","23518","EMBROIDERED RIBBON REEL RACHEL ",6,2.89,17.34
"570467","2011-10-10 16:06:00","37448","CERAMIC CAKE DESIGN SPOTTED MUG",12,1.49,17.88
"570467","2011-10-10 16:06:00","37495","FAIRY CAKE BIRTHDAY CANDLE SET",4,3.75,15.00
"570467","2011-10-10 16:06:00","47559B","TEA TIME OVEN GLOVE",10,1.25,12.50
"570467","2011-10-10 16:06:00","47590A","BLUE HAPPY BIRTHDAY BUNTING",3,5.45,16.35
"570467","2011-10-10 16:06:00","47590B","PINK HAPPY BIRTHDAY BUNTING",3,5.45,16.35
"570467","2011-10-10 16:06:00","48185","DOORMAT FAIRY CAKE",2,8.25,16.50
"570467","2011-10-10 16:06:00","84509A","SET OF 4 ENGLISH ROSE PLACEMATS",4,3.75,15.00
"570467","2011-10-10 16:06:00","84987","SET OF 36 TEATIME PAPER DOILIES",12,1.45,17.40
"570467","2011-10-10 16:06:00","84991","60 TEATIME FAIRY CAKE CASES",24,0.55,13.20
"C570867","2011-10-12 16:17:00","16161P","WRAP ENGLISH ROSE ",-25,0.42,-10.50
"C570867","2011-10-12 16:17:00","20750","RED RETROSPOT MINI CASES",-2,7.95,-15.90
"C570867","2011-10-12 16:17:00","21058","PARTY INVITES WOODLAND",-12,0.85,-10.20
"C570867","2011-10-12 16:17:00","21059","PARTY INVITES DINOSAURS",-12,0.85,-10.20
"C570867","2011-10-12 16:17:00","21121","SET/10 RED POLKADOT PARTY CANDLES",-24,1.25,-30.00
"C570867","2011-10-12 16:17:00","21122","SET/10 PINK POLKADOT PARTY CANDLES",-24,1.25,-30.00
"C570867","2011-10-12 16:17:00","21123","SET/10 IVORY POLKADOT PARTY CANDLES",-24,1.25,-30.00
"C570867","2011-10-12 16:17:00","21124","SET/10 BLUE POLKADOT PARTY CANDLES",-24,1.25,-30.00
"C570867","2011-10-12 16:17:00","21210","SET OF 72 RETROSPOT PAPER  DOILIES",-12,1.45,-17.40
"C570867","2011-10-12 16:17:00","21212","PACK OF 72 RETROSPOT CAKE CASES",-24,0.55,-13.20
"C570867","2011-10-12 16:17:00","21231","SWEETHEART CERAMIC TRINKET BOX",-12,1.25,-15.00
"C570867","2011-10-12 16:17:00","21232","STRAWBERRY CERAMIC TRINKET BOX",-12,1.25,-15.00
"C570867","2011-10-12 16:17:00","21498","RED RETROSPOT WRAP ",-25,0.42,-10.50
"C570867","2011-10-12 16:17:00","21499","BLUE POLKADOT WRAP",-25,0.42,-10.50
"C570867","2011-10-12 16:17:00","21524","DOORMAT SPOTTY HOME SWEET HOME",-2,8.25,-16.50
"C570867","2011-10-12 16:17:00","21577","SAVE THE PLANET COTTON TOTE BAG",-6,2.25,-13.50
"C570867","2011-10-12 16:17:00","21668","RED STRIPE CERAMIC DRAWER KNOB",-12,1.45,-17.40
"C570867","2011-10-12 16:17:00","21669","BLUE STRIPE CERAMIC DRAWER KNOB",-12,1.45,-17.40
"C570867","2011-10-12 16:17:00","21671","RED SPOT CERAMIC DRAWER KNOB",-12,1.45,-17.40
"C570867","2011-10-12 16:17:00","21891","TRADITIONAL WOODEN SKIPPING ROPE",-12,1.45,-17.40
"C570867","2011-10-12 16:17:00","21915","RED  HARMONICA IN BOX ",-12,1.25,-15.00
"C570867","2011-10-12 16:17:00","21974","SET OF 36 PAISLEY FLOWER DOILIES",-12,1.45,-17.40
"C570867","2011-10-12 16:17:00","21976","PACK OF 60 MUSHROOM CAKE CASES",-24,0.55,-13.20
"C570867","2011-10-12 16:17:00","22027","TEA PARTY BIRTHDAY CARD",-12,0.42,-5.04
"C570867","2011-10-12 16:17:00","22029","SPACEBOY BIRTHDAY CARD",-12,0.42,-5.04
"C570867","2011-10-12 16:17:00","22046","TEA PARTY  WRAPPING PAPER ",-25,0.42,-10.50
"C570867","2011-10-12 16:17:00","22048","BIRTHDAY BANQUET GIFT WRAP",-25,0.42,-10.50
"C570867","2011-10-12 16:17:00","22050","PINK PAISLEY ROSE GIFT WRAP",-25,0.42,-10.50
"C570867","2011-10-12 16:17:00","22090","PAPER BUNTING RETROSPOT",-6,2.95,-17.70
"C570867","2011-10-12 16:17:00","22138","BAKING SET 9 PIECE RETROSPOT ",-3,4.95,-14.85
"C570867","2011-10-12 16:17:00","22139","RETROSPOT TEA SET CERAMIC 11 PC ",-3,4.95,-14.85
"C570867","2011-10-12 16:17:00","22199","FRYING PAN RED RETROSPOT",-4,4.25,-17.00
"C570867","2011-10-12 16:17:00","22204","MILK PAN BLUE POLKADOT",-4,3.75,-15.00
"C570867","2011-10-12 16:17:00","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",-6,2.95,-17.70
"C570867","2011-10-12 16:17:00","22360","GLASS JAR ENGLISH CONFECTIONERY",-6,2.95,-17.70
"C570867","2011-10-12 16:17:00","22399","MAGNETS PACK OF 4 CHILDHOOD MEMORY",-12,1.25,-15.00
"C570867","2011-10-12 16:17:00","22417","PACK OF 60 SPACEBOY CAKE CASES",-24,0.55,-13.20
"C570867","2011-10-12 16:17:00","22449","SILK PURSE BABUSHKA PINK",-6,3.35,-20.10
"C570867","2011-10-12 16:17:00","22492","MINI PAINT SET VINTAGE ",-36,0.65,-23.40
"C570867","2011-10-12 16:17:00","22551","PLASTERS IN TIN SPACEBOY",-12,1.65,-19.80
"C570867","2011-10-12 16:17:00","22619","SET OF 6 SOLDIER SKITTLES",-4,3.75,-15.00
"C570867","2011-10-12 16:17:00","22649","STRAWBERRY FAIRY CAKE TEAPOT",-8,4.95,-39.60
"C570867","2011-10-12 16:17:00","22668","PINK BABY BUNTING",-5,2.95,-14.75
"C570867","2011-10-12 16:17:00","22706","WRAP COWBOYS  ",-25,0.42,-10.50
"C570867","2011-10-12 16:17:00","22708","WRAP DOLLY GIRL",-25,0.42,-10.50
"C570867","2011-10-12 16:17:00","22712","CARD DOLLY GIRL ",-12,0.42,-5.04
"C570867","2011-10-12 16:17:00","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",-3,4.95,-14.85
"C570867","2011-10-12 16:17:00","22734","SET OF 6 RIBBONS VINTAGE CHRISTMAS",-6,2.89,-17.34
"C570867","2011-10-12 16:17:00","22736","RIBBON REEL MAKING SNOWMEN ",-10,1.65,-16.50
"C570867","2011-10-12 16:17:00","22737","RIBBON REEL CHRISTMAS PRESENT ",-10,1.65,-16.50
"C570867","2011-10-12 16:17:00","22738","RIBBON REEL SNOWY VILLAGE",-10,1.65,-16.50
"C570867","2011-10-12 16:17:00","22739","RIBBON REEL CHRISTMAS SOCK BAUBLE",-10,1.65,-16.50
"C570867","2011-10-12 16:17:00","22818","CARD CHRISTMAS VILLAGE",-12,0.42,-5.04
"C570867","2011-10-12 16:17:00","22848","BREAD BIN DINER STYLE PINK",-1,16.95,-16.95
"C570867","2011-10-12 16:17:00","22922","FRIDGE MAGNETS US DINER ASSORTED",-12,0.85,-10.20
"C570867","2011-10-12 16:17:00","22938","CUPCAKE LACE PAPER SET 6",-12,1.95,-23.40
"C570867","2011-10-12 16:17:00","22949","36 DOILIES DOLLY GIRL",-12,1.45,-17.40
"C570867","2011-10-12 16:17:00","22951","60 CAKE CASES DOLLY GIRL DESIGN",-24,0.55,-13.20
"C570867","2011-10-12 16:17:00","22959","WRAP CHRISTMAS VILLAGE",-25,0.42,-10.50
"C570867","2011-10-12 16:17:00","22972","CHILDREN'S SPACEBOY MUG",-12,1.65,-19.80
"C570867","2011-10-12 16:17:00","22974","CHILDRENS DOLLY GIRL MUG",-12,1.65,-19.80
"C570867","2011-10-12 16:17:00","22983","CARD BILLBOARD FONT",-12,0.42,-5.04
"C570867","2011-10-12 16:17:00","22989","SET 2 PANTRY DESIGN TEA TOWELS",-6,3.25,-19.50
"C570867","2011-10-12 16:17:00","23014","GLASS APOTHECARY BOTTLE ELIXIR",-4,3.95,-15.80
"C570867","2011-10-12 16:17:00","23077","DOUGHNUT LIP GLOSS ",-20,1.25,-25.00
"C570867","2011-10-12 16:17:00","23078","ICE CREAM PEN LIP GLOSS ",-24,1.25,-30.00
"C570867","2011-10-12 16:17:00","23156","SET OF 5 MINI GROCERY MAGNETS",-12,2.08,-24.96
"C570867","2011-10-12 16:17:00","23159","SET OF 5 PANCAKE DAY MAGNETS",-12,2.08,-24.96
"C570867","2011-10-12 16:17:00","23165","LARGE CERAMIC TOP STORAGE JAR",-12,1.65,-19.80
"C570867","2011-10-12 16:17:00","23166","MEDIUM CERAMIC TOP STORAGE JAR",-12,1.25,-15.00
"C570867","2011-10-12 16:17:00","23167","SMALL CERAMIC TOP STORAGE JAR ",-12,0.83,-9.96
"C570867","2011-10-12 16:17:00","23229","VINTAGE DONKEY TAIL GAME ",-6,3.75,-22.50
"C570867","2011-10-12 16:17:00","23254","CHILDRENS CUTLERY DOLLY GIRL ",-4,4.15,-16.60
"C570867","2011-10-12 16:17:00","23255","CHILDRENS CUTLERY CIRCUS PARADE",-4,4.15,-16.60
"C570867","2011-10-12 16:17:00","23256","CHILDRENS CUTLERY SPACEBOY ",-4,4.15,-16.60
"C570867","2011-10-12 16:17:00","23289","DOLLY GIRL CHILDRENS BOWL",-8,1.25,-10.00
"C570867","2011-10-12 16:17:00","23290","SPACEBOY CHILDRENS BOWL",-8,1.25,-10.00
"C570867","2011-10-12 16:17:00","23291","DOLLY GIRL CHILDRENS CUP",-8,1.25,-10.00
"C570867","2011-10-12 16:17:00","23292","SPACEBOY CHILDRENS CUP",-8,1.25,-10.00
"C570867","2011-10-12 16:17:00","23293","SET OF 12 FAIRY CAKE BAKING CASES",-8,0.83,-6.64
"C570867","2011-10-12 16:17:00","23309","SET OF 60 I LOVE LONDON CAKE CASES ",-24,0.55,-13.20
"C570867","2011-10-12 16:17:00","23311","VINTAGE CHRISTMAS STOCKING ",-6,2.55,-15.30
"C570867","2011-10-12 16:17:00","23349","ROLL WRAP VINTAGE CHRISTMAS",-12,1.25,-15.00
"C570867","2011-10-12 16:17:00","23351","ROLL WRAP 50'S CHRISTMAS",-12,1.25,-15.00
"C570867","2011-10-12 16:17:00","23353","6 GIFT TAGS VINTAGE CHRISTMAS ",-12,0.83,-9.96
"C570867","2011-10-12 16:17:00","23354","6 GIFT TAGS 50'S CHRISTMAS ",-12,0.83,-9.96
"C570867","2011-10-12 16:17:00","23367","SET 12 COLOUR PENCILS SPACEBOY ",-16,0.65,-10.40
"C570867","2011-10-12 16:17:00","23372","SET 36 COLOUR PENCILS DOLLY GIRL",-16,1.25,-20.00
"C570867","2011-10-12 16:17:00","23434","3 RAFFIA RIBBONS 50'S CHRISTMAS ",-10,0.79,-7.90
"C570867","2011-10-12 16:17:00","23513","EMBROIDERED RIBBON REEL SUSIE ",-6,2.08,-12.48
"C570867","2011-10-12 16:17:00","23514","EMBROIDERED RIBBON REEL SALLY ",-6,2.08,-12.48
"C570867","2011-10-12 16:17:00","23518","EMBROIDERED RIBBON REEL RACHEL ",-6,2.89,-17.34
"C570867","2011-10-12 16:17:00","37448","CERAMIC CAKE DESIGN SPOTTED MUG",-12,1.49,-17.88
"C570867","2011-10-12 16:17:00","37495","FAIRY CAKE BIRTHDAY CANDLE SET",-4,3.75,-15.00
"C570867","2011-10-12 16:17:00","47559B","TEA TIME OVEN GLOVE",-10,1.25,-12.50
"C570867","2011-10-12 16:17:00","47590A","BLUE HAPPY BIRTHDAY BUNTING",-3,5.45,-16.35
"C570867","2011-10-12 16:17:00","47590B","PINK HAPPY BIRTHDAY BUNTING",-3,5.45,-16.35
"C570867","2011-10-12 16:17:00","48185","DOORMAT FAIRY CAKE",-2,8.25,-16.50
"C570867","2011-10-12 16:17:00","84509A","SET OF 4 ENGLISH ROSE PLACEMATS",-4,3.75,-15.00
"C570867","2011-10-12 16:17:00","84987","SET OF 36 TEATIME PAPER DOILIES",-12,1.45,-17.40
"C570867","2011-10-12 16:17:00","84991","60 TEATIME FAIRY CAKE CASES",-24,0.55,-13.20
