"invoice_no","invoice_date","stock_code","description","quantity","unit_price","line_total"
"C490807","2009-12-08 12:25:00","84510A","SET OF 4 ENGLISH ROSE COASTERS",-10,1.25,-12.50
"C490807","2009-12-08 12:25:00","84596B","SMALL DOLLY MIX DESIGN ORANGE BOWL",-16,1.25,-20.00
"C490807","2009-12-08 12:25:00","84596E","SMALL LICORICE DES PINK BOWL",-16,1.25,-20.00
"C490807","2009-12-08 12:25:00","84692","BOX OF 24 COCKTAIL PARASOLS",-50,0.42,-21.00
"C490807","2009-12-08 12:25:00","85175","CACTI T-LIGHT CANDLES",-96,0.42,-40.32
"C490807","2009-12-08 12:25:00","10138","ASSORTED COLOUR JUMBO PEN",-96,0.42,-40.32
"C490807","2009-12-08 12:25:00","16033","MINI HIGHLIGHTER PENS",-120,0.12,-14.40
"C490807","2009-12-08 12:25:00","20658","RED SPOTTY LUGGAGE TAG",-12,1.25,-15.00
"C490807","2009-12-08 12:25:00","20661","BLUE SPOTTY PURSE ",-12,2.95,-35.40
"C490807","2009-12-08 12:25:00","20665","RED SPOTTY PURSE ",-12,2.95,-35.40
"C490807","2009-12-08 12:25:00","20670","VIP HOLIDAY PURSE",-6,2.95,-17.70
"C490807","2009-12-08 12:25:00","20940","SET/6 GARDEN GNOME T-LIGHT CANDLES",-18,2.95,-53.10
"C490807","2009-12-08 12:25:00","21098","CHRISTMAS TOILET ROLL",-36,1.25,-45.00
"C490807","2009-12-08 12:25:00","21490","SET OF THREE 50'S GIFT WRAPS ",-12,1.95,-23.40
"C490807","2009-12-08 12:25:00","21634","ASSORTED MINI MADRAS NOTEBOOK",-24,1.25,-30.00
"C490807","2009-12-08 12:25:00","21700","BIG DOUGHNUT FRIDGE MAGNETS",-24,0.85,-20.40
"C490807","2009-12-08 12:25:00","21703","BAG 125g SWIRLY MARBLES",-36,0.42,-15.12
"C490807","2009-12-08 12:25:00","21743","STAR PORTABLE TABLE LIGHT ",-24,2.95,-70.80
"C490946","2009-12-08 14:28:00","85217","ASSORTED ICE CREAM FRIDGE MAGNETS",-24,0.65,-15.60
"C490946","2009-12-08 14:28:00","21871","SAVE THE PLANET MUG",-12,1.25,-15.00
"C490946","2009-12-08 14:28:00","21901","KEY FOB , BACK DOOR ",-48,0.65,-31.20
"C490946","2009-12-08 14:28:00","22030","SWALLOWS GREETING CARD",-48,0.42,-20.16
"C490946","2009-12-08 14:28:00","22064","PINK DOUGHNUT TRINKET POT ",-24,1.65,-39.60
"C490946","2009-12-08 14:28:00","22095","LADS ONLY TISSUE BOX",-36,1.06,-38.16
"C490946","2009-12-08 14:28:00","22107","PIZZA PLATE IN BOX",-32,3.39,-108.48
"C490946","2009-12-08 14:28:00","22123","PING MICROWAVE APRON",-12,5.95,-71.40
"C490946","2009-12-08 14:28:00","22174","PHOTO CUBE",-24,1.65,-39.60
"C490946","2009-12-08 14:28:00","35004B","SET OF 3 BLACK FLYING DUCKS",-12,4.65,-55.80
"C490946","2009-12-08 14:28:00","51014A","FEATHER PEN,HOT PINK",-60,0.85,-51.00
"C490946","2009-12-08 14:28:00","51014C","FEATHER PEN,COAL BLACK",-60,0.85,-51.00
"C490946","2009-12-08 14:28:00","51014L","FEATHER PEN,LIGHT PINK",-60,0.85,-51.00
"C490946","2009-12-08 14:28:00","84029E","RED WOOLLY HOTTIE WHITE HEART.",-4,3.75,-15.00
"C490946","2009-12-08 14:28:00","84029G","KNITTED UNION FLAG HOT WATER BOTTLE",-4,3.75,-15.00
"C490946","2009-12-08 14:28:00","84030C","KNITTED RAINBOW HOT WATER BOTTLE",-4,3.75,-15.00
"C490946","2009-12-08 14:28:00","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",-96,0.21,-20.16
"C490946","2009-12-08 14:28:00","84510A","SET OF 4 ENGLISH ROSE COASTERS",-10,1.25,-12.50
"C490946","2009-12-08 14:28:00","84596B","SMALL DOLLY MIX DESIGN ORANGE BOWL",-16,1.25,-20.00
"C490946","2009-12-08 14:28:00","84596E","SMALL LICORICE DES PINK BOWL",-16,1.25,-20.00
"C490946","2009-12-08 14:28:00","84692","BOX OF 24 COCKTAIL PARASOLS",-50,0.42,-21.00
"C490946","2009-12-08 14:28:00","85175","CACTI T-LIGHT CANDLES",-96,0.42,-40.32
"C490946","2009-12-08 14:28:00","10138","ASSORTED COLOUR JUMBO PEN",-96,0.42,-40.32
"C490946","2009-12-08 14:28:00","16033","MINI HIGHLIGHTER PENS",-120,0.12,-14.40
"C490946","2009-12-08 14:28:00","20658","RED SPOTTY LUGGAGE TAG",-12,1.25,-15.00
"C490946","2009-12-08 14:28:00","20661","BLUE SPOTTY PURSE ",-12,2.95,-35.40
"C490946","2009-12-08 14:28:00","20665","RED SPOTTY PURSE ",-12,2.95,-35.40
"C490946","2009-12-08 14:28:00","20670","VIP HOLIDAY PURSE",-6,2.95,-17.70
"C490946","2009-12-08 14:28:00","20940","SET/6 GARDEN GNOME T-LIGHT CANDLES",-18,2.95,-53.10
"C490946","2009-12-08 14:28:00","21098","CHRISTMAS TOILET ROLL",-36,1.25,-45.00
"C490946","2009-12-08 14:28:00","21490","SET OF THREE 50'S GIFT WRAPS ",-12,1.95,-23.40
"C490946","2009-12-08 14:28:00","21634","ASSORTED MINI MADRAS NOTEBOOK",-24,1.25,-30.00
"C490946","2009-12-08 14:28:00","21700","BIG DOUGHNUT FRIDGE MAGNETS",-24,0.85,-20.40
"C490946","2009-12-08 14:28:00","21703","BAG 125g SWIRLY MARBLES",-36,0.42,-15.12
"C490946","2009-12-08 14:28:00","21743","STAR PORTABLE TABLE LIGHT ",-24,2.95,-70.80
"C490946","2009-12-08 14:28:00","21866","UNION JACK FLAG LUGGAGE TAG",-12,1.25,-15.00
"C490946","2009-12-08 14:28:00","21870","I CAN ONLY PLEASE ONE PERSON MUG",-12,1.25,-15.00
"491193","2009-12-10 12:44:00","20661","BLUE SPOTTY PURSE ",12,2.95,35.40
"491193","2009-12-10 12:44:00","20665","RED SPOTTY PURSE ",12,2.95,35.40
"491193","2009-12-10 12:44:00","21634","ASSORTED MINI MADRAS NOTEBOOK",24,1.25,30.00
"491193","2009-12-10 12:44:00","21703","BAG 125g SWIRLY MARBLES",36,0.42,15.12
"491193","2009-12-10 12:44:00","21866","UNION JACK FLAG LUGGAGE TAG",12,1.25,15.00
"491193","2009-12-10 12:44:00","21870","I CAN ONLY PLEASE ONE PERSON MUG",12,1.25,15.00
"491193","2009-12-10 12:44:00","21871","SAVE THE PLANET MUG",12,1.25,15.00
"491193","2009-12-10 12:44:00","21901","KEY FOB , BACK DOOR ",48,0.65,31.20
"491193","2009-12-10 12:44:00","22030","SWALLOWS GREETING CARD",48,0.42,20.16
"491193","2009-12-10 12:44:00","22064","PINK DOUGHNUT TRINKET POT ",24,1.65,39.60
"491193","2009-12-10 12:44:00","22095","LADS ONLY TISSUE BOX",36,1.06,38.16
"491193","2009-12-10 12:44:00","22107","PIZZA PLATE IN BOX",32,3.39,108.48
"491193","2009-12-10 12:44:00","22123","PING MICROWAVE APRON",12,5.95,71.40
"491193","2009-12-10 12:44:00","35004B","SET OF 3 BLACK FLYING DUCKS",12,1.95,23.40
"491193","2009-12-10 12:44:00","51014A","FEATHER PEN,HOT PINK",60,0.85,51.00
"491193","2009-12-10 12:44:00","51014C","FEATHER PEN,COAL BLACK",60,0.85,51.00
"491193","2009-12-10 12:44:00","51014L","FEATHER PEN,LIGHT PINK",60,0.85,51.00
"491193","2009-12-10 12:44:00","84029G","KNITTED UNION FLAG HOT WATER BOTTLE",4,3.75,15.00
"491193","2009-12-10 12:44:00","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",96,0.21,20.16
"491193","2009-12-10 12:44:00","84510A","SET OF 4 ENGLISH ROSE COASTERS",10,1.25,12.50
"491193","2009-12-10 12:44:00","84692","BOX OF 24 COCKTAIL PARASOLS",50,0.42,21.00
"491193","2009-12-10 12:44:00","85175","CACTI T-LIGHT CANDLES",80,0.42,33.60
"491193","2009-12-10 12:44:00","16033","MINI HIGHLIGHTER PENS",120,0.12,14.40
"575908","2011-11-11 15:54:00","16236","KITTY PENCIL ERASERS",28,0.21,5.88
"575908","2011-11-11 15:54:00","16237","SLEEPING CAT ERASERS",30,0.21,6.30
"575908","2011-11-11 15:54:00","16238","PARTY TIME PENCIL ERASERS",28,0.21,5.88
"575908","2011-11-11 15:54:00","21068","VINTAGE BILLBOARD LOVE/HATE MUG",12,1.25,15.00
"575908","2011-11-11 15:54:00","21108","FAIRY CAKE FLANNEL ASSORTED COLOUR",18,0.79,14.22
"575908","2011-11-11 15:54:00","21871","SAVE THE PLANET MUG",12,1.65,19.80
"575908","2011-11-11 15:54:00","21882","SKULLS TAPE",12,0.65,7.80
"575908","2011-11-11 15:54:00","21901","KEY FOB , BACK DOOR ",24,0.65,15.60
"575908","2011-11-11 15:54:00","22064","PINK DOUGHNUT TRINKET POT ",24,1.65,39.60
"575908","2011-11-11 15:54:00","22065","CHRISTMAS PUDDING TRINKET POT ",48,0.39,18.72
"575908","2011-11-11 15:54:00","22190","LOCAL CAFE MUG",12,2.10,25.20
"575908","2011-11-11 15:54:00","22314","OFFICE MUG WARMER CHOC+BLUE",6,2.95,17.70
"575908","2011-11-11 15:54:00","22398","MAGNETS PACK OF 4 SWALLOWS",36,0.39,14.04
"575908","2011-11-11 15:54:00","22553","PLASTERS IN TIN SKULLS",12,1.65,19.80
"575908","2011-11-11 15:54:00","23076","ICE CREAM SUNDAE LIP GLOSS",24,1.25,30.00
"575908","2011-11-11 15:54:00","23445","ICE CREAM BUBBLES",20,0.83,16.60
"575908","2011-11-11 15:54:00","23571","TRADITIONAL NAUGHTS & CROSSES",12,1.65,19.80
"575908","2011-11-11 15:54:00","84006","MAGIC TREE -PAPER FLOWERS",12,0.85,10.20
"575908","2011-11-11 15:54:00","84012","MAGIC SHEEP WOOL GROWING FROM PAPER",24,0.85,20.40
"575908","2011-11-11 15:54:00","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,0.29,13.92
"575908","2011-11-11 15:54:00","10080","GROOVY CACTUS INFLATABLE",24,0.39,9.36
"C577383","2011-11-18 16:48:00","21068","VINTAGE BILLBOARD LOVE/HATE MUG",-1,1.25,-1.25
"C577383","2011-11-18 16:48:00","21871","SAVE THE PLANET MUG",-2,1.65,-3.30
"C577383","2011-11-18 16:48:00","22064","PINK DOUGHNUT TRINKET POT ",-13,1.65,-21.45
