"customer_id","order_return_rate_pct","line_item_return_rate_pct","rate_gap_pct"
"13338",55.6,11.9,43.7
"14938",50.0,6.6,43.4
"13872",50.0,6.6,43.4
"16747",50.0,6.7,43.3
"12409",46.2,2.9,43.3
"16579",50.0,6.7,43.3
"12771",50.0,6.7,43.3
"15788",50.0,6.7,43.3
"12501",50.0,6.9,43.1
"14329",46.4,3.3,43.1
"14112",51.9,8.9,43.0
"13043",50.0,7.1,42.9
"14073",50.0,7.1,42.9
"17053",50.0,7.1,42.9
"13284",50.0,7.1,42.9
"16797",44.4,1.7,42.7
"12943",50.0,7.4,42.6
"12930",50.0,7.4,42.6
"14175",52.9,10.3,42.6
"13430",50.0,7.5,42.5
"13407",50.0,7.6,42.4
"14846",50.0,7.7,42.3
"15391",50.0,7.7,42.3
"16299",50.0,7.7,42.3
"15342",50.0,7.7,42.3
"15648",50.0,7.7,42.3
"16163",57.1,15.0,42.1
"17337",42.9,1.0,41.9
"15655",50.0,8.1,41.9
"12468",50.0,8.2,41.8
"14842",50.0,8.2,41.8
"15922",50.0,8.3,41.7
"14142",50.0,8.3,41.7
"14860",50.0,8.3,41.7
"16302",50.0,8.3,41.7
"13624",50.0,8.3,41.7
"14717",50.0,8.3,41.7
"17010",50.0,8.3,41.7
"15643",50.0,8.3,41.7
"13359",50.0,8.5,41.5
"13396",50.0,8.5,41.5
"15469",50.0,8.5,41.5
"18053",50.0,8.6,41.4
"16573",50.0,8.7,41.3
"12529",50.0,8.7,41.3
"13604",50.0,8.7,41.3
"17476",50.0,8.8,41.2
"15786",44.4,3.3,41.1
"14627",66.7,25.6,41.1
"12505",50.0,8.9,41.1
"15029",50.0,9.1,40.9
"14773",50.0,9.1,40.9
"16160",50.0,9.1,40.9
"18176",50.0,9.1,40.9
"16598",50.0,9.1,40.9
"13826",50.0,9.1,40.9
"17627",50.0,9.1,40.9
"14256",44.4,3.6,40.8
"15308",50.0,9.5,40.5
"13961",50.0,9.5,40.5
"16739",50.0,9.5,40.5
"13345",50.0,9.5,40.5
"14546",45.0,4.7,40.3
"12679",55.6,15.4,40.2
"13175",50.0,9.8,40.2
"12525",62.5,22.4,40.1
"12612",50.0,10.0,40.0
"13701",50.0,10.0,40.0
"12565",50.0,10.0,40.0
"16543",50.0,10.0,40.0
"18111",50.0,10.0,40.0
"18070",50.0,10.0,40.0
"17617",50.0,10.0,40.0
"13736",41.7,1.9,39.8
"12947",45.5,5.8,39.7
"17145",42.9,3.2,39.7
"17714",44.4,4.7,39.7
"14105",44.4,4.8,39.6
"13656",42.9,3.3,39.6
"14286",41.7,2.2,39.5
"16286",50.0,10.5,39.5
"16810",50.0,10.5,39.5
"12585",50.0,10.5,39.5
"16463",42.9,3.5,39.4
"13503",44.4,5.1,39.3
"17115",46.2,7.0,39.2
"18009",42.9,3.8,39.1
"14087",40.0,0.9,39.1
"16054",42.9,3.9,39.0
"15764",42.9,3.9,39.0
"15432",50.0,11.1,38.9
"16101",42.9,4.0,38.9
"12929",50.0,11.1,38.9
"12495",50.0,11.1,38.9
"16077",50.0,11.1,38.9
"16956",50.0,11.1,38.9
"15609",50.0,11.1,38.9
"14295",42.9,4.1,38.8
"14420",42.9,4.1,38.8
"17539",40.0,1.4,38.6
"13370",50.0,11.4,38.6
"13517",40.0,1.4,38.6
"15978",40.0,1.5,38.5
"13352",50.0,11.5,38.5
"15326",50.0,11.6,38.4
"13980",44.4,6.0,38.4
"15382",40.0,1.6,38.4
"12997",50.0,11.6,38.4
"13883",44.0,5.7,38.3
"16067",50.0,11.7,38.3
"13501",40.0,1.7,38.3
"15614",42.9,4.7,38.2
"15294",50.0,11.8,38.2
"12915",50.0,11.8,38.2
"15994",40.0,1.8,38.2
"17169",50.0,11.8,38.2
"16933",43.8,5.7,38.1
"18136",44.4,6.4,38.0
"12494",47.1,9.1,38.0
"17063",43.5,5.5,38.0
"14442",41.7,3.7,38.0
"16533",40.0,2.2,37.8
"12578",42.9,5.1,37.8
"14323",50.0,12.2,37.8
"15296",40.0,2.2,37.8
"14714",42.9,5.1,37.8
"18189",40.0,2.3,37.7
"12424",42.9,5.2,37.7
"17779",40.0,2.4,37.6
"18223",49.0,11.4,37.6
"14909",40.0,2.4,37.6
"15076",40.0,2.4,37.6
"14928",50.0,12.5,37.5
"17506",50.0,12.5,37.5
"15337",50.0,12.5,37.5
"13674",50.0,12.5,37.5
"13814",40.0,2.5,37.5
"18269",50.0,12.5,37.5
"14206",40.0,2.7,37.3
"13282",42.9,5.6,37.3
"13329",42.9,5.6,37.3
"15791",44.4,7.2,37.2
"18193",40.0,2.8,37.2
"14893",40.0,2.8,37.2
"12457",46.2,9.0,37.2
"15596",43.8,6.6,37.2
"15097",40.0,2.9,37.1
"14586",66.7,29.6,37.1
"16795",40.0,2.9,37.1
"15535",40.0,3.0,37.0
"17649",40.0,3.0,37.0
"12474",44.2,7.2,37.0
"15345",50.0,13.0,37.0
"16894",40.0,3.1,36.9
"13735",40.9,4.0,36.9
"15502",47.8,10.9,36.9
"16292",44.4,7.5,36.9
"18163",50.0,13.2,36.8
"15449",40.0,3.2,36.8
"16245",40.0,3.2,36.8
"14356",50.0,13.2,36.8
"13820",40.0,3.3,36.7
"12542",50.0,13.3,36.7
"12818",50.0,13.3,36.7
"14149",66.7,30.0,36.7
"12476",45.5,8.8,36.7
"15533",40.0,3.5,36.5
"12785",40.0,3.6,36.4
"14081",37.5,1.1,36.4
"16875",45.0,8.7,36.3
"13151",40.0,3.7,36.3
"17147",43.8,7.5,36.3
"15238",40.0,3.8,36.2
"17547",50.0,13.9,36.1
"12957",38.1,2.0,36.1
"15706",42.9,6.8,36.1
"12982",52.9,16.8,36.1
"16150",50.0,13.9,36.1
"15101",45.5,9.4,36.1
"16863",40.0,4.1,35.9
"13136",43.5,7.6,35.9
"15639",40.0,4.2,35.8
"13425",37.5,1.7,35.8
"13171",40.0,4.2,35.8
"13343",50.0,14.3,35.7
"17313",50.0,14.3,35.7
"12781",50.0,14.3,35.7
"12462",50.0,14.3,35.7
"18020",50.0,14.3,35.7
"14764",50.0,14.3,35.7
"16622",50.0,14.3,35.7
"16092",40.0,4.3,35.7
"16975",40.0,4.3,35.7
"14625",38.9,3.3,35.6
"17423",40.0,4.4,35.6
"12472",48.6,13.1,35.5
"14305",40.0,4.5,35.5
"15622",43.3,7.8,35.5
"16362",45.5,10.0,35.5
"15839",40.0,4.6,35.4
"14634",42.9,7.6,35.3
"17563",50.0,14.7,35.3
"16670",39.4,4.2,35.2
"13453",40.0,4.8,35.2
"14425",40.0,4.9,35.1
"17612",41.9,6.8,35.1
"12852",50.0,15.0,35.0
"14232",37.5,2.5,35.0
"14521",50.0,15.0,35.0
"16094",42.1,7.1,35.0
"18267",50.0,15.0,35.0
"12697",40.0,5.0,35.0
"17696",43.8,8.8,35.0
"13979",36.4,1.5,34.9
"16550",37.9,3.0,34.9
"18276",40.0,5.1,34.9
"14808",42.9,8.0,34.9
"13300",40.0,5.2,34.8
"16736",37.5,2.7,34.8
"14400",40.0,5.2,34.8
"17411",44.4,9.6,34.8
"12674",42.9,8.1,34.8
"16642",40.0,5.3,34.7
"13830",50.0,15.4,34.6
"13852",50.0,15.4,34.6
"16166",50.0,15.4,34.6
"12434",40.0,5.4,34.6
"16499",38.5,4.0,34.5
"15966",50.0,15.6,34.4
"14338",40.0,5.7,34.3
"16835",40.0,5.7,34.3
"13479",42.9,8.6,34.3
"13107",40.0,5.8,34.2
"16474",36.4,2.3,34.1
"16947",42.9,8.8,34.1
"13584",40.0,5.9,34.1
"15329",45.0,11.0,34.0
"17802",37.5,3.5,34.0
"13186",40.0,6.0,34.0
"14679",40.0,6.0,34.0
"14894",40.0,6.1,33.9
"14292",40.7,6.8,33.9
"14443",37.5,3.6,33.9
"13299",40.0,6.1,33.9
"13816",50.0,16.1,33.9
"14685",38.5,4.6,33.9
"13922",40.0,6.3,33.7
"12705",38.1,4.4,33.7
"13078",40.0,6.4,33.6
"12840",36.4,2.8,33.6
"16554",55.6,22.0,33.6
"17095",36.4,2.8,33.6
"17677",40.0,6.5,33.5
"15676",40.0,6.5,33.5
"14407",37.5,4.0,33.5
"16401",39.5,6.0,33.5
"14475",42.9,9.4,33.5
"13050",37.0,3.5,33.5
"16396",66.7,33.3,33.4
"14441",38.9,5.5,33.4
"15317",50.0,16.7,33.3
"15973",50.0,16.7,33.3
"15836",50.0,16.7,33.3
"17636",50.0,16.7,33.3
"18142",50.0,16.7,33.3
"14038",37.5,4.2,33.3
"13511",50.0,16.7,33.3
"17204",40.0,6.8,33.2
"17340",37.9,4.8,33.1
"17422",45.0,12.0,33.0
"15339",36.4,3.5,32.9
"17746",42.9,10.0,32.9
"14382",33.3,0.4,32.9
"17172",40.0,7.1,32.9
"16227",50.0,17.1,32.9
"15708",35.7,2.9,32.8
"12854",36.4,3.7,32.7
"14629",33.3,0.7,32.6
"13304",42.9,10.3,32.6
"14113",48.4,15.9,32.5
"14474",33.3,0.8,32.5
"12909",38.5,6.0,32.5
"17366",33.3,0.8,32.5
"13310",37.5,5.0,32.5
"13607",33.3,0.8,32.5
"15231",50.0,17.6,32.4
"13224",33.3,0.9,32.4
"15625",35.7,3.4,32.3
"15207",40.0,7.7,32.3
"13047",42.5,10.2,32.3
"12408",38.5,6.2,32.3
"16799",33.3,1.1,32.2
"14189",36.0,3.8,32.2
"16491",33.3,1.1,32.2
"15369",8.3,40.4,-32.1
"17828",50.0,17.9,32.1
"14621",43.8,11.7,32.1
"15429",33.3,1.2,32.1
"14121",33.3,1.2,32.1
"13877",40.0,8.0,32.0
"17776",33.3,1.3,32.0
"14451",33.3,1.3,32.0
"13375",33.3,1.4,31.9
"13081",34.9,3.0,31.9
"15398",33.3,1.4,31.9
"13166",33.3,1.4,31.9
"13014",38.9,7.0,31.9
"12546",33.3,1.5,31.8
"14140",33.3,1.5,31.8
"15563",33.3,1.5,31.8
"13279",50.0,18.2,31.8
"13457",50.0,18.2,31.8
"16581",50.0,18.2,31.8
"16176",42.9,11.1,31.8
"17344",33.3,1.5,31.8
"18197",50.0,18.2,31.8
"13506",37.5,5.8,31.7
"14000",37.5,5.8,31.7
"15877",33.3,1.6,31.7
"13646",33.3,1.7,31.6
"15826",33.3,1.7,31.6
"14188",40.0,8.5,31.5
"12905",33.3,1.8,31.5
"13832",33.3,1.8,31.5
"13937",33.3,1.8,31.5
"13526",50.0,18.5,31.5
"12703",42.9,11.4,31.5
"17096",35.3,3.8,31.5
"15580",42.9,11.4,31.5
"14032",36.0,4.6,31.4
"15128",37.5,6.1,31.4
"16283",33.3,1.9,31.4
"17977",33.3,1.9,31.4
"17442",34.8,3.4,31.4
"16917",33.3,2.0,31.3
"13093",36.8,5.5,31.3
"13066",33.3,2.0,31.3
"15696",38.1,6.8,31.3
"16465",33.3,2.0,31.3
"14290",42.9,11.7,31.2
"12874",33.3,2.1,31.2
"16490",50.0,18.8,31.2
"14301",42.9,11.7,31.2
"14930",33.3,2.1,31.2
"12753",45.5,14.3,31.2
"12822",33.3,2.1,31.2
"16763",33.3,2.2,31.1
"14151",33.3,2.2,31.1
"12693",36.4,5.3,31.1
"15015",35.0,3.9,31.1
"16571",41.2,10.2,31.0
"13650",37.5,6.5,31.0
"13510",35.3,4.3,31.0
"16376",33.3,2.4,30.9
"14655",36.4,5.5,30.9
"13924",45.5,14.6,30.9
"13890",36.4,5.5,30.9
"13458",33.3,2.4,30.9
"16075",33.3,2.4,30.9
"12656",33.3,2.4,30.9
"14043",33.3,2.4,30.9
"13615",33.3,2.4,30.9
"14902",40.0,9.2,30.8
"14793",33.3,2.5,30.8
"17048",36.4,5.6,30.8
"13055",33.3,2.5,30.8
"13198",33.3,2.5,30.8
"13377",33.3,2.6,30.7
"15315",33.3,2.6,30.7
"15597",33.3,2.6,30.7
"12985",33.3,2.6,30.7
"14611",33.3,2.6,30.7
"17622",33.3,2.6,30.7
"15785",38.5,7.8,30.7
"14372",33.3,2.6,30.7
"13405",37.5,6.8,30.7
"13266",36.7,6.1,30.6
"13455",45.5,14.9,30.6
"17499",33.3,2.7,30.6
"15650",33.3,2.7,30.6
"13496",33.3,2.8,30.5
"15115",33.3,2.8,30.5
"15363",33.3,2.8,30.5
"15736",33.3,2.9,30.4
"18158",33.3,2.9,30.4
"14567",33.3,2.9,30.4
"13914",33.3,2.9,30.4
"17473",33.3,2.9,30.4
"17342",42.9,12.5,30.4
"15104",33.3,2.9,30.4
"14011",33.3,3.0,30.3
"16039",33.3,3.0,30.3
"13635",33.3,3.0,30.3
"14456",30.8,0.6,30.2
"16471",33.3,3.1,30.2
"12733",33.3,3.1,30.2
"13320",33.3,3.2,30.1
"15782",33.3,3.2,30.1
"14619",33.3,3.2,30.1
"18056",33.3,3.2,30.1
"15763",33.3,3.2,30.1
"15518",31.8,1.8,30.0
"13733",33.3,3.3,30.0
"16838",33.3,3.3,30.0
"13894",40.0,10.0,30.0
"14244",50.0,20.0,30.0
"12572",33.3,3.3,30.0
"14269",50.0,20.0,30.0
"13420",50.0,20.0,30.0
"17071",35.0,5.0,30.0
"16630",50.0,20.0,30.0
"15079",35.3,5.4,29.9
"15700",33.3,3.4,29.9
"16993",33.3,3.4,29.9
"13623",33.3,3.4,29.9
"14194",33.3,3.4,29.9
"17678",33.3,3.4,29.9
"15264",33.3,3.5,29.8
"14426",37.0,7.2,29.8
"16191",38.5,8.7,29.8
"14430",40.0,10.3,29.7
"14869",33.3,3.6,29.7
"15240",36.8,7.1,29.7
"15840",33.3,3.6,29.7
"13684",33.3,3.6,29.7
"13545",33.3,3.6,29.7
"14296",33.3,3.6,29.7
"17480",33.3,3.6,29.7
"17462",33.3,3.6,29.7
"14102",37.5,7.9,29.6
"14237",33.3,3.7,29.6
"12708",37.9,8.3,29.6
"15351",33.3,3.7,29.6
"15713",33.3,3.7,29.6
"16484",33.3,3.8,29.5
"15682",33.3,3.8,29.5
"15406",33.3,3.9,29.4
"16316",31.6,2.3,29.3
"16768",35.7,6.4,29.3
"15213",33.3,4.0,29.3
"18110",33.3,4.0,29.3
"15341",33.3,4.0,29.3
"13711",40.0,10.7,29.3
"13964",33.3,4.0,29.3
"15253",33.3,4.1,29.2
"13599",36.5,7.3,29.2
"12439",33.3,4.1,29.2
"17652",33.3,4.1,29.2
"16677",33.3,4.1,29.2
"16145",34.5,5.3,29.2
"17527",33.3,4.1,29.2
"12878",33.3,4.1,29.2
"15066",50.0,20.8,29.2
"16518",33.3,4.2,29.1
"14537",33.3,4.2,29.1
"12425",33.3,4.2,29.1
"15664",33.3,4.2,29.1
"17718",33.3,4.2,29.1
"12445",33.3,4.2,29.1
"15146",33.3,4.2,29.1
"14499",30.0,1.0,29.0
"13626",33.3,4.3,29.0
"14227",31.8,2.8,29.0
"13028",33.3,4.3,29.0
"18286",33.3,4.3,29.0
"17213",35.0,6.0,29.0
"13317",38.7,9.7,29.0
"13446",38.9,9.9,29.0
"14796",30.8,1.8,29.0
"14640",37.5,8.6,28.9
"12484",30.8,1.9,28.9
"13048",30.8,1.9,28.9
"14333",50.0,21.1,28.9
"14304",40.0,11.1,28.9
"12531",33.3,4.5,28.8
"16309",33.3,4.5,28.8
"18226",31.6,2.8,28.8
"18024",33.3,4.5,28.8
"15745",33.3,4.6,28.7
"12749",43.8,15.1,28.7
"14229",36.4,7.7,28.7
"13287",57.1,28.4,28.7
"18247",50.0,21.3,28.7
"16735",36.4,7.8,28.6
"13643",33.3,4.7,28.6
"13729",40.0,11.4,28.6
"14910",42.9,14.3,28.6
"17610",37.5,8.9,28.6
"12610",33.3,4.7,28.6
"12886",33.3,4.7,28.6
"14137",50.0,21.4,28.6
"15684",50.0,21.4,28.6
"15135",33.3,4.8,28.5
"14497",33.3,4.8,28.5
"12559",33.3,4.8,28.5
"14505",29.6,1.1,28.5
"12493",33.3,4.8,28.5
"16652",33.3,4.8,28.5
"12463",33.3,4.8,28.5
"15993",30.0,1.5,28.5
"16781",33.3,4.9,28.4
"13519",33.3,5.0,28.3
"15670",33.3,5.0,28.3
"14593",29.4,1.1,28.3
"17069",33.3,5.0,28.3
"15088",33.3,5.0,28.3
"13250",33.3,5.0,28.3
"15059",29.6,1.3,28.3
"14558",40.0,11.8,28.2
"15093",32.4,4.2,28.2
"12519",33.3,5.1,28.2
"16570",35.5,7.3,28.2
"12471",40.8,12.6,28.2
"14389",54.5,26.3,28.2
"16643",33.3,5.2,28.1
"18167",40.0,11.9,28.1
"15021",29.4,1.3,28.1
"15881",37.5,9.4,28.1
"13126",31.6,3.6,28.0
"13362",30.0,2.0,28.0
"17005",33.3,5.3,28.0
"15347",33.3,5.3,28.0
"17094",33.3,5.3,28.0
"18062",33.3,5.3,28.0
"16048",33.3,5.3,28.0
"14133",33.3,5.3,28.0
"13863",33.3,5.4,27.9
"15122",31.3,3.4,27.9
"16755",30.0,2.1,27.9
"16911",33.3,5.4,27.9
"12560",33.3,5.5,27.8
"14231",33.3,5.5,27.8
"13393",33.3,5.5,27.8
"15811",30.0,2.2,27.8
"13134",33.3,5.5,27.8
"13276",28.6,0.8,27.8
"14644",41.7,13.9,27.8
"18075",35.5,7.7,27.8
"13662",35.3,7.5,27.8
"13597",33.3,5.6,27.7
"13627",30.0,2.3,27.7
"14857",30.0,2.3,27.7
"12633",30.0,2.3,27.7
"13594",33.3,5.7,27.6
"15804",31.6,4.0,27.6
"12652",33.3,5.7,27.6
"16955",33.3,5.7,27.6
"12427",40.0,12.5,27.5
"13658",30.8,3.3,27.5
"14870",33.3,5.8,27.5
"18181",28.6,1.1,27.5
"15239",33.3,5.8,27.5
"15321",33.3,5.8,27.5
"16394",44.4,17.0,27.4
"17239",33.3,5.9,27.4
"17231",28.6,1.2,27.4
"13106",33.3,5.9,27.4
"14565",28.6,1.3,27.3
"14771",33.3,6.0,27.3
"15050",28.6,1.3,27.3
"13939",30.0,2.7,27.3
"14496",30.0,2.8,27.2
"17405",40.0,12.8,27.2
"13836",33.3,6.1,27.2
"16232",30.0,2.8,27.2
"17702",33.3,6.1,27.2
"17908",28.6,1.4,27.2
"12802",28.6,1.5,27.1
"16873",29.4,2.3,27.1
"18280",33.3,6.3,27.0
"16498",33.3,6.3,27.0
"12375",33.3,6.3,27.0
"13268",28.6,1.6,27.0
"12779",33.3,6.3,27.0
"18228",33.3,6.3,27.0
"12426",33.3,6.3,27.0
"17322",28.6,1.7,26.9
"14493",28.6,1.7,26.9
"16858",37.5,10.6,26.9
"17032",28.6,1.7,26.9
"15065",28.6,1.8,26.8
"14907",30.4,3.6,26.8
"16705",31.1,4.3,26.8
"13769",31.0,4.2,26.8
"12553",29.4,2.6,26.8
"14136",28.6,1.9,26.7
"13097",28.9,2.2,26.7
"16061",66.7,40.0,26.7
"13534",41.7,15.0,26.7
"17599",66.7,40.0,26.7
"15461",33.3,60.0,-26.7
"15289",28.6,2.0,26.6
"13692",28.6,2.0,26.6
"13005",33.3,6.7,26.6
"15505",28.6,2.0,26.6
"15106",28.6,2.0,26.6
"14226",33.3,6.7,26.6
"17813",28.6,2.0,26.6
"17509",27.3,0.8,26.5
"16124",33.3,6.8,26.5
"13927",33.3,6.8,26.5
"17997",33.3,6.8,26.5
"16940",27.3,0.9,26.4
"13884",28.6,2.2,26.4
"14299",34.1,7.7,26.4
"13734",33.3,6.9,26.4
"13813",33.3,6.9,26.4
"12626",30.8,4.4,26.4
"15110",33.3,7.0,26.3
"16449",33.3,7.0,26.3
"14276",41.7,15.4,26.3
"15521",30.4,4.1,26.3
"15671",30.0,3.7,26.3
"15201",50.0,23.7,26.3
"14390",27.8,1.5,26.3
"13021",29.2,3.0,26.2
"16424",33.3,7.1,26.2
"12406",28.6,2.4,26.2
"17728",28.6,2.4,26.2
"15579",28.6,2.4,26.2
"13651",33.3,7.1,26.2
"12722",33.3,7.1,26.2
"14483",33.3,7.1,26.2
"13421",27.3,1.1,26.2
"13098",31.7,5.5,26.2
"15252",28.6,2.5,26.1
"12598",28.6,2.5,26.1
"16764",27.8,1.7,26.1
"12584",50.0,24.0,26.0
"13958",33.3,7.3,26.0
"13350",33.3,7.3,26.0
"15489",33.3,7.3,26.0
"18218",33.3,7.3,26.0
"12889",33.3,7.4,25.9
"12359",28.6,2.7,25.9
"15602",33.3,7.4,25.9
"14572",26.7,0.8,25.9
"12933",27.3,1.4,25.9
"16037",28.6,2.7,25.9
"14428",28.6,2.8,25.8
"13476",28.6,2.8,25.8
"12719",33.3,7.5,25.8
"13699",33.3,7.5,25.8
"17722",28.6,2.8,25.8
"14534",31.6,5.9,25.7
"16306",30.0,4.3,25.7
"16147",28.6,2.9,25.7
"14211",30.8,5.1,25.7
"13965",40.0,14.3,25.7
"14994",28.6,2.9,25.7
"13982",30.8,5.1,25.7
"16556",29.2,3.6,25.6
"12853",31.3,5.7,25.6
"13611",28.6,3.0,25.6
"15045",33.3,7.7,25.6
"13236",33.3,7.7,25.6
"13988",27.3,1.7,25.6
"18178",26.7,1.1,25.6
"18282",33.3,7.7,25.6
"12428",27.3,1.7,25.6
"18257",29.4,3.8,25.6
"15257",33.3,7.7,25.6
"15322",33.3,7.8,25.5
"16177",33.3,7.8,25.5
"15279",28.6,3.1,25.5
"17119",33.3,7.9,25.4
"17924",42.9,17.5,25.4
"12790",33.3,7.9,25.4
"14049",27.8,2.4,25.4
"14745",29.4,4.1,25.3
"16134",28.6,3.3,25.3
"17353",42.9,17.6,25.3
"17954",26.9,1.6,25.3
"15125",33.3,8.0,25.3
"14064",28.6,3.3,25.3
"16325",29.4,4.2,25.2
"15658",38.5,13.4,25.1
"15730",28.6,3.5,25.1
"12465",33.3,8.2,25.1
"13630",36.4,11.3,25.1
"14981",33.3,8.3,25.0
"14119",33.3,8.3,25.0
"15162",50.0,25.0,25.0
"15409",50.0,25.0,25.0
"15816",33.3,8.3,25.0
"14415",28.1,3.1,25.0
"16772",40.0,15.0,25.0
"14840",33.3,8.3,25.0
"16148",50.0,25.0,25.0
"12895",33.3,8.3,25.0
"14342",33.3,8.3,25.0
"15224",37.5,12.5,25.0
"15724",40.0,15.0,25.0
"17841",26.5,1.6,24.9
"14217",30.3,5.4,24.9
"13717",27.3,2.4,24.9
"16523",28.2,3.4,24.8
"14233",30.0,5.2,24.8
"13983",30.0,5.2,24.8
"13787",33.3,8.5,24.8
"13360",33.3,8.5,24.8
"13554",30.0,5.3,24.7
"17084",25.0,0.4,24.6
"14626",26.7,2.1,24.6
"15729",40.0,15.4,24.6
"17429",28.6,4.0,24.6
"13861",33.3,8.7,24.6
"17528",27.3,2.7,24.6
"14198",30.8,6.2,24.6
"14800",26.1,1.5,24.6
"13042",25.0,0.5,24.5
"14236",28.6,4.1,24.5
"13024",33.3,8.8,24.5
"13659",29.4,4.9,24.5
"13874",30.0,5.5,24.5
"15810",38.5,14.0,24.5
"16001",50.0,25.6,24.4
"13925",33.3,8.9,24.4
"16520",25.0,0.6,24.4
"12615",27.3,2.9,24.4
"16798",25.0,0.6,24.4
"14214",28.6,4.3,24.3
"17593",26.7,2.4,24.3
"13448",25.0,0.7,24.3
"13212",25.0,0.7,24.3
"12709",39.6,15.3,24.3
"14606",26.4,2.1,24.3
"13587",33.3,9.1,24.2
"13485",26.7,2.5,24.2
"16080",33.3,9.1,24.2
"17170",33.3,9.1,24.2
"13164",33.3,9.1,24.2
"12440",33.3,9.1,24.2
"16428",25.0,0.8,24.2
