"customer_id","recency_days","frequency_completed","cancellation_count","monetary_gross","monetary_net","order_return_rate_pct","line_item_return_rate_pct","distinct_variants_purchased","distinct_families_purchased"
"15077",455,2,2,2428.08,2423.88,50.0,5.9,28,20
"15326",333,5,5,1700.52,1529.82,50.0,11.6,94,93
"15091",53,3,3,1046.61,1023.11,50.0,5.0,55,55
"18141",360,2,2,882.47,838.57,50.0,4.5,38,36
"15100",329,7,7,2193.90,1750.10,50.0,30.4,11,11
"15317",676,1,1,129.75,112.05,50.0,16.7,5,5
"15308",270,1,1,310.47,302.27,50.0,9.5,19,19
"15120",129,1,1,358.82,343.82,50.0,4.5,21,21
"15302",721,1,1,308.00,291.05,50.0,6.3,15,15
"15294",399,1,1,233.35,222.30,50.0,11.8,15,15
"15138",384,1,1,502.52,486.59,50.0,6.1,31,31
"15275",30,1,1,615.14,609.19,50.0,2.4,41,41
"15147",218,1,1,623.50,608.65,50.0,3.4,28,28
"15231",595,1,1,250.26,228.36,50.0,17.6,14,14
"15162",728,1,1,312.90,241.50,50.0,25.0,12,12
"15171",324,1,1,1289.50,1034.50,50.0,28.6,5,5
"15176",596,1,1,988.04,985.09,50.0,1.9,52,51
"15201",78,7,7,1842.95,1525.90,50.0,23.7,44,42
"12579",72,1,1,386.42,374.72,50.0,3.4,28,28
"12584",3,9,9,2254.15,1809.95,50.0,24.0,43,43
"12585",233,2,2,1824.10,1766.81,50.0,10.5,76,76
"12607",57,1,1,1579.51,0.00,50.0,50.0,101,100
"12612",57,1,1,668.04,607.59,50.0,10.0,18,8
"18111",582,1,1,405.85,398.90,50.0,10.0,27,26
"12632",520,2,2,714.88,684.88,50.0,5.7,31,31
"18072",154,1,1,247.44,12.24,50.0,47.1,18,17
"18070",668,1,1,314.10,307.75,50.0,10.0,9,9
"18053",65,3,3,571.07,527.77,50.0,8.6,29,29
"18020",543,1,1,190.48,129.28,50.0,14.3,12,11
"12666",358,1,1,1248.42,1020.98,50.0,6.1,31,31
"12675",553,2,2,873.25,849.55,50.0,1.8,110,106
"17904",20,1,1,181.07,168.32,50.0,2.9,33,33
"17900",164,2,2,112.20,15.00,50.0,45.5,4,4
"17828",8,4,4,1165.09,1074.97,50.0,17.9,53,48
"12742",599,1,1,1201.52,1185.02,50.0,1.5,67,60
"12768",431,1,1,168.69,0.00,50.0,50.0,10,9
"12771",464,1,1,226.30,206.50,50.0,6.7,14,14
"12773",563,1,1,124.25,0.00,50.0,50.0,6,6
"12781",21,2,2,786.74,671.72,50.0,14.3,24,24
"18267",659,1,1,269.37,252.87,50.0,15.0,17,17
"16286",476,2,2,328.95,263.65,50.0,10.5,17,16
"14008",374,1,1,509.04,493.74,50.0,3.0,32,31
"16269",427,1,1,717.57,714.59,50.0,1.9,53,53
"16252",365,1,1,295.09,0.00,50.0,50.0,21,21
"14073",20,1,1,151.04,139.54,50.0,7.1,13,13
"14094",439,1,1,311.77,310.82,50.0,2.3,41,41
"14109",22,1,1,144.20,80.20,50.0,35.7,9,9
"16227",218,3,3,1027.22,948.82,50.0,17.1,28,27
"12505",392,1,1,787.20,744.50,50.0,8.9,41,41
"16166",427,2,2,435.83,327.48,50.0,15.4,18,17
"14137",681,1,1,332.70,294.10,50.0,21.4,11,10
"16160",63,2,2,1025.44,1009.45,50.0,9.1,20,20
"14846",422,1,1,437.40,406.80,50.0,7.7,12,10
"16148",295,2,2,386.62,370.37,50.0,25.0,9,9
"12511",414,1,1,3084.02,3065.77,50.0,2.1,190,187
"12513",84,1,1,558.29,532.79,50.0,2.9,34,34
"16116",205,1,1,612.78,592.88,50.0,2.9,34,33
"16108",84,4,4,2235.92,2171.93,50.0,5.6,124,120
"14213",371,1,1,1192.20,0.00,50.0,50.0,5,5
"16077",573,1,1,2300.40,600.00,50.0,11.1,8,8
"16073",291,1,1,122.40,94.35,50.0,50.0,1,1
"16067",562,3,3,3269.11,2900.01,50.0,11.7,60,51
"14244",658,1,1,366.42,354.82,50.0,20.0,16,15
"14269",434,1,1,295.73,261.68,50.0,20.0,16,16
"14288",211,1,1,426.60,413.85,50.0,5.9,16,16
"16001",380,1,1,583.39,519.06,50.0,25.6,29,29
"12529",522,1,1,316.48,311.78,50.0,8.7,21,21
"15973",235,2,2,665.62,457.57,50.0,16.7,7,7
"15966",443,1,1,426.53,399.58,50.0,15.6,27,23
"14319",423,1,1,494.85,476.95,50.0,3.7,26,26
"15941",512,1,1,405.00,230.60,50.0,40.0,6,3
"14323",114,2,2,605.06,574.26,50.0,12.2,32,32
"14333",63,1,1,415.20,351.45,50.0,21.1,15,15
"18176",353,1,1,476.35,448.65,50.0,9.1,30,29
"15940",310,1,1,35.80,4.00,50.0,50.0,1,1
"14356",59,2,2,701.23,666.94,50.0,13.2,33,33
"14359",18,3,3,912.18,882.58,50.0,5.2,44,44
"15935",238,1,1,108.04,-200.78,50.0,66.7,11,11
"15922",371,1,1,369.50,363.60,50.0,8.3,11,11
"15880",368,1,1,329.03,299.03,50.0,1.0,95,92
"15836",44,1,1,137.37,117.47,50.0,16.7,10,10
"15830",28,1,1,576.00,547.70,50.0,4.9,39,39
"12536",7,1,1,4279.71,4151.26,50.0,3.4,259,258
"12542",483,2,2,481.88,423.38,50.0,13.3,39,38
"15788",500,1,1,221.83,215.53,50.0,6.7,14,14
"14488",50,1,1,1064.28,1047.43,50.0,6.1,46,45
"15746",133,1,1,196.88,182.96,50.0,3.4,28,25
"14521",476,1,1,199.45,167.65,50.0,15.0,17,17
"14557",63,1,1,788.38,0.00,50.0,50.0,16,16
"12544",29,1,1,316.70,299.70,50.0,5.3,18,17
"15684",546,3,3,173.95,147.80,50.0,21.4,9,9
"14568",423,1,1,919.70,909.50,50.0,2.1,47,47
"15655",232,1,1,560.67,511.32,50.0,8.1,34,33
"15648",203,2,2,639.50,584.75,50.0,7.7,23,23
"15643",178,3,3,664.00,647.40,50.0,8.3,31,30
"15620",49,4,4,1942.36,1909.93,50.0,5.1,114,114
"15609",182,1,1,298.48,270.03,50.0,11.1,16,15
"14678",570,1,1,403.39,386.44,50.0,4.0,24,24
"18164",30,1,1,399.65,394.70,50.0,4.0,24,24
"15598",34,2,2,548.02,543.02,50.0,5.3,32,32
"14717",732,1,1,81.30,72.80,50.0,8.3,11,9
"14747",247,1,1,328.20,294.30,50.0,5.3,18,18
"14760",293,1,1,89.20,53.80,50.0,28.6,5,5
"14764",43,1,1,278.30,250.55,50.0,14.3,6,5
"14773",588,1,1,140.55,125.70,50.0,9.1,10,10
"14783",654,1,1,307.30,305.35,50.0,5.6,17,17
"14792",63,1,1,6.20,0.00,50.0,50.0,2,2
"15558",638,1,1,202.68,131.88,50.0,4.2,23,23
"15490",429,1,1,210.85,181.35,50.0,3.8,22,21
"14842",34,4,4,2824.69,2456.80,50.0,8.2,128,128
"16810",191,2,2,842.04,786.14,50.0,10.5,34,34
"12467",385,1,1,132.80,0.00,50.0,50.0,9,9
"16747",24,2,2,836.06,826.96,50.0,6.7,34,34
"16739",171,2,2,786.43,772.23,50.0,9.5,33,33
"13604",651,1,1,717.62,713.39,50.0,8.7,21,20
"13612",517,1,1,818.29,777.79,50.0,3.8,50,47
"16714",316,3,3,1482.33,1209.38,50.0,2.7,94,93
"13622",688,1,1,658.95,651.45,50.0,5.9,32,31
"13624",380,1,1,462.08,427.18,50.0,8.3,22,22
"16683",528,1,1,320.25,309.35,50.0,5.3,18,18
"16646",443,1,1,678.80,675.05,50.0,3.3,29,26
"16630",406,1,1,106.80,104.30,50.0,20.0,4,4
"16622",541,1,1,225.40,205.60,50.0,14.3,12,12
"16615",568,1,1,291.50,264.50,50.0,5.0,19,19
"16598",276,1,1,145.05,140.70,50.0,9.1,10,10
"13660",395,1,1,306.64,295.74,50.0,2.4,39,37
"13672",300,3,3,419.92,233.53,50.0,33.3,13,12
"13674",429,1,1,240.68,215.88,50.0,12.5,14,12
"16581",154,1,1,105.84,70.44,50.0,18.2,9,9
"16579",364,1,1,295.05,264.45,50.0,6.7,14,14
"13701",436,1,1,161.00,159.55,50.0,10.0,9,9
"16573",73,2,2,663.61,648.41,50.0,8.7,40,40
"12468",142,5,5,3238.74,3192.55,50.0,8.2,126,121
"16543",582,1,1,292.21,277.81,50.0,10.0,18,16
"13745",150,2,2,777.36,761.27,50.0,5.1,46,46
"13763",62,3,3,5217.44,5181.99,50.0,5.7,50,49
"16541",734,1,1,424.03,419.78,50.0,2.6,38,35
"16536",106,1,1,548.12,538.17,50.0,1.8,49,49
"16490",429,1,1,205.41,179.16,50.0,18.8,13,12
"18199",675,1,1,344.75,342.20,50.0,4.8,20,20
"13816",23,2,2,499.67,483.04,50.0,16.1,24,23
"12487",730,1,1,285.30,259.80,50.0,33.3,2,2
"13826",157,1,1,189.50,179.55,50.0,9.1,10,10
"13829",358,1,1,102.00,0.00,50.0,50.0,1,1
"13830",573,1,1,156.85,135.95,50.0,15.4,11,11
"16404",69,1,1,443.05,430.30,50.0,4.2,23,23
"13850",87,1,1,1595.48,1586.81,50.0,1.1,93,91
"13852",606,1,1,187.35,170.45,50.0,15.4,11,9
"13853",8,1,1,1090.14,1056.94,50.0,4.2,23,23
"16403",301,1,1,177.50,161.05,50.0,33.3,10,10
"16398",144,2,2,1705.80,1631.15,50.0,4.7,75,75
"13872",512,3,3,919.57,891.32,50.0,6.6,51,51
"18197",513,1,1,230.10,221.40,50.0,18.2,9,9
"13915",393,1,1,70.80,31.20,50.0,50.0,2,2
"12495",634,1,1,277.40,243.40,50.0,11.1,16,14
"16355",373,1,1,416.35,349.20,50.0,4.0,47,46
"16302",107,1,1,233.22,212.82,50.0,8.3,11,11
"16299",472,1,1,193.65,178.65,50.0,7.7,12,12
"13961",384,1,1,538.40,498.70,50.0,9.5,19,18
"12501",314,1,1,2025.39,1945.68,50.0,6.9,148,143
"13974",48,2,2,677.72,663.52,50.0,4.4,43,42
"13981",400,1,1,331.14,327.39,50.0,4.3,22,22
"16289",461,1,1,136.31,98.81,50.0,4.5,21,19
"12494",9,9,8,1563.27,1451.92,47.1,9.1,82,79
"12457",57,7,6,2555.91,2032.31,46.2,9.0,62,62
"17115",7,7,6,2761.49,2616.29,46.2,7.0,102,84
"12409",78,7,6,23419.29,23090.47,46.2,2.9,177,171
"13924",1,6,5,1838.85,1682.08,45.5,14.6,90,90
"12947",143,6,5,1603.99,1407.29,45.5,5.8,83,83
"18220",219,6,5,1921.76,1771.70,45.5,21.9,17,17
"13455",24,6,5,2212.99,2080.88,45.5,14.9,79,75
"15538",537,6,5,3358.40,3036.10,45.5,56.3,3,3
"12753",3,6,5,21429.39,21024.01,45.5,14.3,132,128
"15101",8,6,5,1477.94,1303.49,45.5,9.4,52,50
"16362",31,6,5,922.16,816.96,45.5,10.0,67,67
"14105",84,5,4,5988.83,5703.98,44.4,4.8,200,193
"16797",392,5,4,1802.02,1761.02,44.4,1.7,289,285
"17714",320,5,4,1410.18,1376.58,44.4,4.7,69,68
"15786",43,5,4,8501.62,8379.65,44.4,3.3,358,349
"16292",116,5,4,1253.76,1171.46,44.4,7.5,51,51
"13503",70,5,4,1778.04,1706.79,44.4,5.1,157,144
"17411",11,5,4,1425.38,1316.53,44.4,9.6,69,69
"13980",59,5,4,768.82,722.02,44.4,6.0,57,57
"15791",43,5,4,3608.34,3541.79,44.4,7.2,121,120
"18136",62,5,4,1631.36,1531.71,44.4,6.4,77,77
"16394",49,5,4,1555.34,1412.06,44.4,17.0,61,60
"14256",253,5,4,2460.79,2384.14,44.4,3.6,100,99
"17147",22,9,7,3199.95,3069.15,43.8,7.5,99,94
"14621",0,9,7,3000.57,2878.27,43.8,11.7,134,130
"16933",0,9,7,3099.30,3017.65,43.8,5.7,213,187
"12749",3,9,7,6847.36,6278.49,43.8,15.1,259,259
"15596",100,9,7,2727.72,2621.27,43.8,6.6,82,82
"14714",23,4,3,906.24,896.40,42.9,5.1,64,63
"14420",84,4,3,1639.17,1627.72,42.9,4.1,85,85
"12454",52,4,3,16459.78,4098.96,42.9,44.3,23,22
"12703",63,4,3,898.53,802.18,42.9,11.4,55,53
"18009",234,8,6,2144.23,2065.48,42.9,3.8,145,134
"14295",39,4,3,2352.91,2309.06,42.9,4.1,65,63
"14301",107,4,3,1992.18,1956.23,42.9,11.7,37,36
"12424",162,4,3,3340.03,3289.78,42.9,5.2,78,76
"17145",464,4,3,3120.91,3014.64,42.9,3.2,168,164
"14475",71,4,3,1151.15,1025.12,42.9,9.4,40,39
"15221",365,4,3,2062.20,1702.00,42.9,25.6,21,21
"17337",150,4,3,1979.61,1896.06,42.9,1.0,420,408
"15764",80,8,6,4503.08,4453.28,42.9,3.9,187,187
"13479",197,4,3,851.37,808.50,42.9,8.6,45,45
"13656",164,4,3,1078.85,1053.35,42.9,3.3,81,78
"17342",373,4,3,1227.54,1155.84,42.9,12.5,31,31
"15614",427,4,3,3147.36,3008.86,42.9,4.7,73,70
"14634",437,4,3,2124.46,1971.82,42.9,7.6,105,103
"16176",420,4,3,2052.69,1964.04,42.9,11.1,53,51
"15706",59,4,3,1060.56,1001.81,42.9,6.8,50,50
"17924",0,8,6,3257.70,3189.53,42.9,17.5,27,26
"17353",128,4,3,3242.00,3155.55,42.9,17.6,7,7
"16947",235,4,3,946.71,906.31,42.9,8.8,49,48
"14808",39,8,6,2718.60,2277.80,42.9,8.0,176,171
"13329",31,8,6,4808.77,4672.82,42.9,5.6,68,68
"14910",2,4,3,434.35,389.86,42.9,14.3,25,25
"12578",20,4,3,4026.45,3956.45,42.9,5.1,148,146
"12674",11,4,3,1844.60,1796.26,42.9,8.1,51,51
"17746",234,4,3,904.18,873.43,42.9,10.0,32,32
"15580",376,8,6,1375.39,1216.15,42.9,11.4,150,143
"13304",350,4,3,1217.99,1120.79,42.9,10.3,59,57
"16463",20,4,3,1422.40,1383.70,42.9,3.5,74,74
"16101",8,4,3,3229.16,3167.42,42.9,4.0,153,149
"16054",144,4,3,2111.88,2090.68,42.9,3.9,109,105
"13282",17,4,3,1313.19,1228.89,42.9,5.6,42,42
"14290",10,8,6,4516.56,4221.43,42.9,11.7,120,117
"14644",8,7,5,2247.72,2077.47,41.7,13.9,50,50
"14286",23,7,5,8479.76,8396.70,41.7,2.2,270,258
"14442",1,7,5,5367.02,5272.02,41.7,3.7,128,128
"13736",4,7,5,2752.47,2701.27,41.7,1.9,325,308
"14276",87,7,5,2102.68,1933.73,41.7,15.4,75,73
"17317",45,3,2,2600.34,2524.02,40.0,18.2,8,8
"12427",11,3,2,699.80,582.37,40.0,12.5,25,25
"12434",84,3,2,1103.43,1062.48,40.0,5.4,62,61
"12665",324,3,2,259.60,247.45,40.0,22.2,12,12
"12697",20,3,2,757.59,739.02,40.0,5.0,36,36
"12785",2,3,2,904.40,883.31,40.0,3.6,41,41
"12967",2,3,2,2938.52,2472.37,40.0,17.7,47,44
"12994",3,3,2,974.42,902.22,40.0,16.4,52,52
"13107",43,9,6,5253.07,5109.62,40.0,5.8,142,140
"13151",202,3,2,2454.71,2385.66,40.0,3.7,130,127
"13171",7,3,2,468.41,426.81,40.0,4.2,37,37
"13186",39,3,2,1575.89,1539.69,40.0,6.0,69,69
"13299",267,3,2,1218.70,1173.30,40.0,6.1,56,55
"13300",164,3,2,1285.51,1267.21,40.0,5.2,44,43
"13453",165,3,2,781.69,758.99,40.0,4.8,33,31
"13501",242,3,2,2885.11,2840.26,40.0,1.7,90,90
"13517",59,3,2,2128.42,2109.07,40.0,1.4,125,120
"13584",306,3,2,385.70,340.40,40.0,5.9,74,70
"13711",218,9,6,1792.26,1632.61,40.0,10.7,80,76
"13729",435,3,2,724.73,676.43,40.0,11.4,36,36
"13814",55,3,2,2257.32,2239.07,40.0,2.5,56,54
"13820",417,3,2,652.75,632.50,40.0,3.3,68,61
"13877",85,3,2,449.68,446.33,40.0,8.0,23,23
"13894",21,3,2,564.62,535.97,40.0,10.0,25,24
"13922",351,3,2,865.20,826.65,40.0,6.3,30,30
"13965",454,3,2,996.61,777.66,40.0,14.3,23,23
"14087",2,3,2,829.47,786.72,40.0,0.9,175,164
"14122",394,3,2,362.42,309.77,40.0,18.8,12,12
"14188",8,6,4,2054.36,2018.91,40.0,8.5,34,34
"14195",201,6,4,2615.60,2401.40,40.0,23.8,10,10
"14206",238,3,2,1185.01,1145.21,40.0,2.7,62,62
"14304",222,3,2,1725.01,1523.81,40.0,11.1,69,69
"14305",70,3,2,1858.96,1803.76,40.0,4.5,96,94
"14338",157,3,2,928.10,894.10,40.0,5.7,43,43
"14400",140,3,2,1732.47,1703.00,40.0,5.2,71,70
"14425",426,3,2,661.39,635.89,40.0,4.9,35,34
"14430",511,3,2,1220.90,992.10,40.0,10.3,29,23
"14558",652,3,2,655.50,614.10,40.0,11.8,13,13
"14679",371,3,2,1289.44,1272.95,40.0,6.0,49,49
"14893",9,3,2,1809.61,1785.01,40.0,2.8,98,94
"14894",84,3,2,1492.81,1412.21,40.0,6.1,39,38
"14902",20,3,2,1035.62,1000.27,40.0,9.2,51,49
"14909",427,3,2,1404.68,1380.98,40.0,2.4,61,59
"15076",172,3,2,1447.74,1425.84,40.0,2.4,68,68
"15097",3,3,2,908.35,587.05,40.0,2.9,59,59
"15207",409,3,2,683.92,657.27,40.0,7.7,19,19
"15238",28,3,2,1071.99,1056.54,40.0,3.8,49,49
"15344",0,3,2,563.94,476.58,40.0,18.8,21,21
"15449",25,3,2,974.52,971.22,40.0,3.2,47,47
"15533",18,3,2,807.57,746.92,40.0,3.5,73,71
"15535",172,6,4,1044.37,955.12,40.0,3.0,88,83
"15639",133,3,2,1065.08,1028.33,40.0,4.2,61,61
"15676",8,3,2,3435.76,3324.09,40.0,6.5,191,191
"15724",200,3,2,310.85,299.80,40.0,15.0,17,17
"15729",197,3,2,192.55,154.70,40.0,15.4,10,10
"15839",24,3,2,1048.49,1020.74,40.0,4.6,56,56
