"customer_id","cancelled_orders","total_orders","order_return_rate_pct"
"18197",1,2,50.0
"15940",1,2,50.0
"15941",1,2,50.0
"13763",3,6,50.0
"17688",1,2,50.0
"16810",2,4,50.0
"12979",1,2,50.0
"15432",2,4,50.0
"15836",1,2,50.0
"17313",1,2,50.0
"13407",3,6,50.0
"13337",1,2,50.0
"16302",1,2,50.0
"16299",1,2,50.0
"18176",1,2,50.0
"13961",1,2,50.0
"15966",1,2,50.0
"12501",1,2,50.0
"15231",1,2,50.0
"14137",1,2,50.0
"18164",1,2,50.0
"15973",2,4,50.0
"18163",1,2,50.0
"16909",1,2,50.0
"14875",3,6,50.0
"13660",1,2,50.0
"18250",1,2,50.0
"15746",1,2,50.0
"15830",1,2,50.0
"16289",1,2,50.0
"16286",2,4,50.0
"13400",1,2,50.0
"13043",1,2,50.0
"16490",1,2,50.0
"17169",3,6,50.0
"18142",2,4,50.0
"18141",2,4,50.0
"14323",2,4,50.0
"14860",1,2,50.0
"13396",2,4,50.0
"13424",1,2,50.0
"16001",1,2,50.0
"13974",2,4,50.0
"17378",1,2,50.0
"16747",2,4,50.0
"14142",2,4,50.0
"17636",1,2,50.0
"13981",1,2,50.0
"14244",1,2,50.0
"14568",1,2,50.0
"16739",2,4,50.0
"13745",2,4,50.0
"12675",2,4,50.0
"12943",2,4,50.0
"15469",3,6,50.0
"12940",2,4,50.0
"16269",1,2,50.0
"14846",1,2,50.0
"15275",1,2,50.0
"18111",1,2,50.0
"15409",1,2,50.0
"14842",4,8,50.0
"13343",1,2,50.0
"15558",1,2,50.0
"14288",1,2,50.0
"15120",1,2,50.0
"16714",3,6,50.0
"12742",1,2,50.0
"14717",1,2,50.0
"12511",1,2,50.0
"15294",1,2,50.0
"14557",1,2,50.0
"18256",1,2,50.0
"16252",1,2,50.0
"15922",1,2,50.0
"13505",4,8,50.0
"13345",1,2,50.0
"15302",1,2,50.0
"12566",1,2,50.0
"17900",2,4,50.0
"12995",1,2,50.0
"12565",1,2,50.0
"13084",1,2,50.0
"17904",1,2,50.0
"13511",1,2,50.0
"12915",4,8,50.0
"12997",8,16,50.0
"17627",1,2,50.0
"15308",1,2,50.0
"13672",3,6,50.0
"16067",3,6,50.0
"16683",1,2,50.0
"12462",2,4,50.0
"13352",1,2,50.0
"16073",1,2,50.0
"12768",1,2,50.0
"17476",2,4,50.0
"12529",1,2,50.0
"16077",1,2,50.0
"13121",1,2,50.0
"12781",2,4,50.0
"13674",1,2,50.0
"18072",1,2,50.0
"15317",1,2,50.0
"18070",1,2,50.0
"15788",1,2,50.0
"12584",9,18,50.0
"13116",1,2,50.0
"15684",3,6,50.0
"13526",2,4,50.0
"14319",1,2,50.0
"16227",3,6,50.0
"16646",1,2,50.0
"14792",1,2,50.0
"17617",1,2,50.0
"18053",3,6,50.0
"14213",1,2,50.0
"13359",2,4,50.0
"16108",4,8,50.0
"15326",5,10,50.0
"14008",1,2,50.0
"12467",1,2,50.0
"16536",1,2,50.0
"12558",1,2,50.0
"16116",1,2,50.0
"18274",1,2,50.0
"14488",1,2,50.0
"13271",1,2,50.0
"16630",1,2,50.0
"12468",5,10,50.0
"17603",4,8,50.0
"17506",1,2,50.0
"14783",1,2,50.0
"16541",1,2,50.0
"16622",1,2,50.0
"12513",1,2,50.0
"15337",1,2,50.0
"12542",2,4,50.0
"13701",1,2,50.0
"16615",1,2,50.0
"15598",2,4,50.0
"15342",1,2,50.0
"15345",1,2,50.0
"15391",1,2,50.0
"14773",1,2,50.0
"13364",1,2,50.0
"12771",1,2,50.0
"12773",1,2,50.0
"12585",2,4,50.0
"14521",1,2,50.0
"13622",1,2,50.0
"17156",1,2,50.0
"13163",1,2,50.0
"16908",1,2,50.0
"14950",1,2,50.0
"12807",1,2,50.0
"16398",2,4,50.0
"13457",2,4,50.0
"15100",7,14,50.0
"17747",1,2,50.0
"12607",1,2,50.0
"16403",1,2,50.0
"13612",1,2,50.0
"15490",1,2,50.0
"15091",3,6,50.0
"14109",1,2,50.0
"16956",1,2,50.0
"12666",1,2,50.0
"15138",1,2,50.0
"16404",1,2,50.0
"12801",1,2,50.0
"16961",3,6,50.0
"12632",2,4,50.0
"13816",2,4,50.0
"14938",2,4,50.0
"14359",3,6,50.0
"12612",1,2,50.0
"16886",1,2,50.0
"15077",2,4,50.0
"15147",1,2,50.0
"13624",1,2,50.0
"16355",1,2,50.0
"13826",1,2,50.0
"14269",1,2,50.0
"17743",1,2,50.0
"16878",1,2,50.0
"18247",3,6,50.0
"16984",9,18,50.0
"13915",1,2,50.0
"13175",2,4,50.0
"13872",3,6,50.0
"13829",1,2,50.0
"15066",1,2,50.0
"13830",1,2,50.0
"14928",1,2,50.0
"18248",2,4,50.0
"13422",1,2,50.0
"17727",1,2,50.0
"15162",1,2,50.0
"14356",2,4,50.0
"12579",1,2,50.0
"14094",1,2,50.0
"13604",1,2,50.0
"15880",1,2,50.0
"15171",1,2,50.0
"17010",1,2,50.0
"13420",2,4,50.0
"12544",1,2,50.0
"12495",1,2,50.0
"15176",1,2,50.0
"14678",1,2,50.0
"14903",5,10,50.0
"14073",1,2,50.0
"12818",1,2,50.0
"12505",1,2,50.0
"17276",1,2,50.0
"15201",7,14,50.0
"14333",1,2,50.0
"12852",1,2,50.0
"17053",1,2,50.0
"12536",1,2,50.0
"13853",1,2,50.0
"12888",2,4,50.0
"17828",4,8,50.0
"15029",1,2,50.0
"13850",1,2,50.0
"17037",1,2,50.0
"13852",1,2,50.0
"13143",1,2,50.0
"15935",1,2,50.0
"12487",1,2,50.0
"18267",1,2,50.0
"16581",1,2,50.0
"13369",1,2,50.0
"16579",1,2,50.0
"13284",1,2,50.0
"17563",2,4,50.0
"15620",4,8,50.0
"16573",2,4,50.0
"13365",2,4,50.0
"14747",1,2,50.0
"15655",1,2,50.0
"16598",1,2,50.0
"18020",1,2,50.0
"16543",1,2,50.0
"16148",2,4,50.0
"12930",2,4,50.0
"16150",10,20,50.0
"13279",1,2,50.0
"17547",2,4,50.0
"14764",1,2,50.0
"12929",1,2,50.0
"15648",2,4,50.0
"16160",2,4,50.0
"13371",2,4,50.0
"13430",2,4,50.0
"18269",1,2,50.0
"15609",1,2,50.0
"16166",2,4,50.0
"15643",3,6,50.0
"13370",1,2,50.0
"17592",1,2,50.0
"14760",1,2,50.0
"18223",25,51,49.0
"12472",18,37,48.6
"14113",15,31,48.4
"15502",11,23,47.8
"12755",10,21,47.6
"12494",8,17,47.1
"14329",13,28,46.4
"12409",6,13,46.2
"17115",6,13,46.2
"12457",6,13,46.2
"12476",15,33,45.5
"15101",5,11,45.5
"13455",5,11,45.5
"13924",5,11,45.5
"12947",5,11,45.5
"18220",5,11,45.5
"15538",5,11,45.5
"12753",5,11,45.5
"16362",5,11,45.5
"15329",9,20,45.0
"16875",9,20,45.0
"17422",9,20,45.0
"14546",9,20,45.0
"18136",4,9,44.4
"17411",4,9,44.4
"13980",4,9,44.4
"16797",4,9,44.4
"14256",4,9,44.4
"17714",4,9,44.4
"14105",4,9,44.4
"16292",4,9,44.4
"13503",4,9,44.4
"16394",4,9,44.4
"15786",4,9,44.4
"15791",4,9,44.4
"12474",23,52,44.2
"13883",11,25,44.0
"17696",21,48,43.8
"12749",7,16,43.8
"17147",7,16,43.8
"15596",7,16,43.8
"16933",7,16,43.8
"14621",7,16,43.8
"13136",10,23,43.5
"17063",10,23,43.5
"15622",13,30,43.3
"17342",3,7,42.9
"16947",3,7,42.9
"14808",6,14,42.9
"17145",3,7,42.9
"17353",3,7,42.9
"15580",6,14,42.9
"14420",3,7,42.9
"17337",3,7,42.9
"12674",3,7,42.9
"14634",3,7,42.9
"15614",3,7,42.9
"13282",3,7,42.9
"13656",3,7,42.9
"12424",3,7,42.9
"15764",6,14,42.9
"13479",3,7,42.9
"14290",6,14,42.9
"12703",3,7,42.9
"15221",3,7,42.9
"16463",3,7,42.9
"16054",3,7,42.9
"14301",3,7,42.9
"13329",6,14,42.9
"16176",3,7,42.9
"12454",3,7,42.9
"13304",3,7,42.9
"15706",3,7,42.9
"14910",3,7,42.9
"14295",3,7,42.9
"12578",3,7,42.9
"16101",3,7,42.9
"18009",6,14,42.9
"17746",3,7,42.9
"14475",3,7,42.9
"14714",3,7,42.9
"17924",6,14,42.9
"13047",17,40,42.5
"16094",8,19,42.1
"17612",13,31,41.9
"14276",5,12,41.7
"14286",5,12,41.7
"14644",5,12,41.7
"13736",5,12,41.7
"14442",5,12,41.7
"13534",25,60,41.7
"16571",7,17,41.2
"16057",7,17,41.2
"13735",9,22,40.9
"12471",49,120,40.8
"14292",11,27,40.7
"15382",8,20,40.0
"14188",4,10,40.0
"16555",4,10,40.0
"15639",2,5,40.0
"14195",4,10,40.0
"12697",2,5,40.0
"17539",2,5,40.0
"15344",2,5,40.0
"14206",2,5,40.0
"14338",2,5,40.0
"13107",6,15,40.0
"16634",4,10,40.0
"13711",6,15,40.0
"16533",2,5,40.0
"15676",2,5,40.0
"16642",2,5,40.0
"18276",4,10,40.0
"16092",4,10,40.0
"13517",2,5,40.0
"14305",2,5,40.0
"13729",2,5,40.0
"18084",2,5,40.0
"14304",2,5,40.0
"16245",2,5,40.0
"12785",2,5,40.0
"12994",2,5,40.0
"15296",8,20,40.0
"14558",2,5,40.0
"17423",2,5,40.0
"13501",2,5,40.0
"12967",2,5,40.0
"17405",2,5,40.0
"14430",2,5,40.0
"14425",2,5,40.0
"15839",2,5,40.0
"15724",2,5,40.0
"15729",2,5,40.0
"17649",2,5,40.0
"15994",2,5,40.0
"16772",2,5,40.0
"15238",2,5,40.0
"13584",2,5,40.0
"13965",2,5,40.0
"15978",2,5,40.0
"14400",2,5,40.0
"13078",38,95,40.0
"18167",2,5,40.0
"16795",2,5,40.0
"15535",4,10,40.0
"15533",2,5,40.0
"13299",2,5,40.0
"17677",36,90,40.0
"13300",2,5,40.0
"17317",2,5,40.0
"18189",2,5,40.0
"18193",2,5,40.0
"15207",2,5,40.0
"14893",2,5,40.0
"13186",2,5,40.0
"14679",2,5,40.0
"14894",2,5,40.0
"14902",2,5,40.0
"16835",4,10,40.0
"14122",2,5,40.0
"14909",2,5,40.0
"12427",2,5,40.0
"13922",2,5,40.0
"15449",2,5,40.0
"12665",2,5,40.0
"16863",2,5,40.0
"13453",2,5,40.0
"12434",2,5,40.0
"13151",2,5,40.0
"14087",2,5,40.0
"13877",2,5,40.0
"16975",2,5,40.0
"15076",2,5,40.0
"13820",2,5,40.0
"13171",2,5,40.0
"13814",2,5,40.0
"16894",2,5,40.0
"15097",2,5,40.0
"17779",2,5,40.0
"17172",2,5,40.0
"13894",2,5,40.0
"17204",6,15,40.0
"12709",21,53,39.6
"16401",15,38,39.5
"16670",13,33,39.4
"13446",7,18,38.9
"13014",7,18,38.9
"14625",7,18,38.9
"14441",7,18,38.9
"13317",12,31,38.7
"16191",15,39,38.5
"15658",5,13,38.5
"14277",5,13,38.5
"15785",10,26,38.5
"14685",5,13,38.5
"12909",5,13,38.5
"12408",5,13,38.5
"15810",5,13,38.5
"16499",5,13,38.5
"12957",8,21,38.1
"15696",8,21,38.1
"12705",8,21,38.1
"17340",11,29,37.9
"12708",11,29,37.9
"16550",11,29,37.9
"14102",3,8,37.5
"13425",3,8,37.5
"13405",3,8,37.5
"14407",3,8,37.5
"14232",3,8,37.5
"14443",3,8,37.5
"13506",3,8,37.5
"17802",6,16,37.5
"14640",6,16,37.5
"13310",3,8,37.5
"14081",6,16,37.5
"15881",3,8,37.5
"13650",6,16,37.5
"17610",3,8,37.5
"14038",3,8,37.5
"14748",6,16,37.5
"16658",3,8,37.5
"14000",3,8,37.5
"16736",3,8,37.5
"15224",3,8,37.5
"16858",6,16,37.5
"14934",3,8,37.5
"15128",3,8,37.5
"13113",22,59,37.3
"14426",10,27,37.0
"13050",20,54,37.0
"13093",32,87,36.8
"15240",7,19,36.8
"13266",11,30,36.7
"13599",19,52,36.5
"17095",4,11,36.4
"16474",4,11,36.4
"15215",4,11,36.4
"16735",8,22,36.4
"12840",4,11,36.4
"13630",4,11,36.4
"13890",8,22,36.4
"13979",4,11,36.4
"17679",4,11,36.4
"17048",4,11,36.4
"15339",4,11,36.4
"14655",4,11,36.4
"12854",4,11,36.4
"12693",4,11,36.4
"14229",4,11,36.4
"14032",9,25,36.0
"14189",9,25,36.0
"15708",5,14,35.7
"15625",5,14,35.7
"16768",5,14,35.7
"16570",11,31,35.5
"18075",11,31,35.5
"17096",6,17,35.3
"13510",6,17,35.3
"15222",6,17,35.3
"14410",6,17,35.3
"13662",6,17,35.3
"15079",6,17,35.3
"17071",7,20,35.0
"15015",7,20,35.0
"17213",7,20,35.0
"13081",15,43,34.9
"17442",8,23,34.8
"16145",10,29,34.5
"14299",14,41,34.1
"16484",1,3,33.3
"17856",2,6,33.3
"15827",14,42,33.3
"16491",1,3,33.3
"16283",4,12,33.3
"17658",1,3,33.3
"12886",1,3,33.3
"14140",1,3,33.3
"17652",6,18,33.3
"16498",1,3,33.3
"14141",2,6,33.3
"14620",1,3,33.3
"14619",1,3,33.3
"13066",1,3,33.3
"13626",1,3,33.3
"12672",1,3,33.3
"13607",1,3,33.3
"12895",1,3,33.3
"14611",1,3,33.3
"13635",2,6,33.3
"16424",1,3,33.3
"13055",2,6,33.3
"17718",1,3,33.3
"14119",1,3,33.3
"13641",2,6,33.3
"12519",1,3,33.3
"12663",1,3,33.3
"14121",2,6,33.3
"13643",5,15,33.3
"12572",1,3,33.3
"15125",12,36,33.3
"12905",1,3,33.3
"13646",1,3,33.3
"12907",1,3,33.3
"14680",29,87,33.3
"17702",3,9,33.3
"16449",1,3,33.3
"12889",2,6,33.3
"14598",1,3,33.3
"13597",1,3,33.3
"13651",1,3,33.3
"15433",1,3,33.3
"13594",1,3,33.3
"16465",1,3,33.3
"15430",1,3,33.3
"15429",1,3,33.3
"17678",1,3,33.3
"16471",2,6,33.3
"16309",1,3,33.3
"14133",2,6,33.3
"15826",2,6,33.3
"16296",2,6,33.3
"13587",2,6,33.3
"15621",2,6,33.3
"12733",2,6,33.3
"12656",4,12,33.3
"17977",1,3,33.3
"17997",4,12,33.3
"16177",4,12,33.3
"12559",1,3,33.3
"15638",3,9,33.3
"15363",1,3,33.3
"18228",1,3,33.3
"13545",1,3,33.3
"14194",18,54,33.3
"17548",2,6,33.3
"15650",1,3,33.3
"16590",1,3,33.3
"14199",2,6,33.3
"14342",3,9,33.3
"12878",1,3,33.3
"14768",1,3,33.3
"15351",5,15,33.3
"15347",2,6,33.3
"14314",1,3,33.3
"14771",1,3,33.3
"16604",1,3,33.3
"14501",1,3,33.3
"13541",1,3,33.3
"13699",1,3,33.3
"17527",2,6,33.3
"14311",1,3,33.3
"18024",1,3,33.3
"15341",1,3,33.3
"14497",1,3,33.3
"13375",1,3,33.3
"13703",1,3,33.3
"14296",1,3,33.3
"18030",1,3,33.3
"12874",1,3,33.3
"13106",1,3,33.3
"16124",2,6,33.3
"15664",2,6,33.3
"13377",1,3,33.3
"18227",1,3,33.3
"14011",1,3,33.3
"15670",1,3,33.3
"14010",1,3,33.3
"17499",1,3,33.3
"14483",1,3,33.3
"12465",1,3,33.3
"16643",1,3,33.3
"12779",7,21,33.3
"18056",1,3,33.3
"14793",1,3,33.3
"14474",1,3,33.3
"12440",1,3,33.3
"15682",1,3,33.3
"16652",8,24,33.3
"16653",1,3,33.3
"15322",1,3,33.3
"15321",6,18,33.3
"13005",2,6,33.3
"18062",3,9,33.3
"12463",2,6,33.3
"13519",1,3,33.3
"17480",1,3,33.3
"16080",2,6,33.3
"15315",1,3,33.3
"16677",1,3,33.3
"16075",1,3,33.3
"17473",1,3,33.3
"12652",1,3,33.3
"14226",3,9,33.3
"14451",6,18,33.3
"16689",1,3,33.3
"17170",1,3,33.3
"17462",1,3,33.3
"13733",1,3,33.3
"13734",2,6,33.3
"12722",2,6,33.3
"15816",1,3,33.3
"16048",2,6,33.3
"15700",1,3,33.3
"17440",2,6,33.3
"12531",1,3,33.3
"14231",2,6,33.3
"16039",1,3,33.3
"14835",1,3,33.3
"15842",1,3,33.3
"18286",1,3,33.3
"12425",1,3,33.3
"15713",2,6,33.3
"14840",1,3,33.3
"14237",1,3,33.3
"18110",1,3,33.3
"13496",1,3,33.3
"12790",1,3,33.3
"15840",1,3,33.3
"13393",2,6,33.3
"15264",1,3,33.3
"12719",1,3,33.3
"13252",1,3,33.3
"15728",1,3,33.3
"15257",1,3,33.3
"15253",4,12,33.3
"17366",1,3,33.3
"15736",1,3,33.3
"16763",1,3,33.3
"13134",3,9,33.3
"13250",1,3,33.3
"18280",1,3,33.3
"12426",1,3,33.3
"15737",4,12,33.3
"17344",1,3,33.3
"15239",1,3,33.3
"12985",1,3,33.3
"14869",3,9,33.3
"16781",1,3,33.3
"12644",2,6,33.3
"14870",3,9,33.3
"14403",3,9,33.3
"15745",2,6,33.3
"13964",1,3,33.3
"18158",1,3,33.3
"13406",1,3,33.3
"12439",1,3,33.3
"13958",4,12,33.3
"15115",1,3,33.3
"15763",1,3,33.3
"16799",1,3,33.3
"18218",2,6,33.3
"18217",2,6,33.3
"13954",1,3,33.3
"14382",1,3,33.3
"12546",1,3,33.3
"15213",1,3,33.3
"15212",1,3,33.3
"18282",1,3,33.3
"13236",1,3,33.3
"14372",1,3,33.3
"15045",1,3,33.3
"15197",3,9,33.3
"17069",7,21,33.3
"13861",1,3,33.3
"13937",1,3,33.3
"12504",2,6,33.3
"16838",2,6,33.3
"13224",1,3,33.3
"14370",3,9,33.3
"13863",2,6,33.3
"12822",1,3,33.3
"13836",1,3,33.3
"13927",1,3,33.3
"13925",2,6,33.3
"17005",1,3,33.3
"17094",1,3,33.3
"12610",2,6,33.3
"13834",1,3,33.3
"17239",2,6,33.3
"13832",1,3,33.3
"15158",1,3,33.3
"16993",1,3,33.3
"14926",1,3,33.3
"12375",1,3,33.3
"14930",3,9,33.3
"12493",1,3,33.3
"13914",1,3,33.3
"17119",1,3,33.3
"15146",1,3,33.3
"13458",8,24,33.3
"13787",3,9,33.3
"13217",2,6,33.3
"13198",4,12,33.3
"14981",1,3,33.3
"15088",1,3,33.3
"13813",4,12,33.3
"16955",3,9,33.3
"13791",1,3,33.3
"16897",1,3,33.3
"15782",2,6,33.3
"12384",1,3,33.3
"15135",1,3,33.3
"13166",1,3,33.3
"12972",2,6,33.3
"14949",2,6,33.3
"13164",1,3,33.3
"15104",1,3,33.3
"15110",3,9,33.3
"16911",1,3,33.3
"13320",3,9,33.3
"12445",1,3,33.3
"17776",1,3,33.3
"13615",4,12,33.3
"16376",1,3,33.3
"15461",1,3,33.3
"13623",5,15,33.3
"14629",1,3,33.3
"15489",4,12,33.3
"15877",1,3,33.3
"15546",1,3,33.3
"14567",1,3,33.3
"14151",1,3,33.3
"14322",2,6,33.3
"15406",2,6,33.3
"15563",3,9,33.3
"12677",1,3,33.3
"13350",1,3,33.3
"16518",2,6,33.3
"13676",1,3,33.3
"17622",1,3,33.3
"13028",1,3,33.3
"15398",1,3,33.3
"14168",1,3,33.3
"17166",1,3,33.3
"14043",1,3,33.3
"14537",1,3,33.3
"16217",1,3,33.3
"15597",1,3,33.3
"13024",1,3,33.3
"15602",8,24,33.3
"16544",2,6,33.3
"15603",1,3,33.3
"13684",2,6,33.3
"13360",2,6,33.3
"12560",1,3,33.3
"16917",1,3,33.3
"15093",11,34,32.4
"15270",10,31,32.3
"15518",7,22,31.8
"14227",7,22,31.8
"16656",14,44,31.8
"13098",13,41,31.7
"15804",6,19,31.6
"14534",12,38,31.6
"16218",6,19,31.6
"13126",6,19,31.6
"18226",12,38,31.6
"16316",6,19,31.6
"13552",10,32,31.3
"12853",5,16,31.3
"15122",5,16,31.3
"16705",19,61,31.1
"13769",9,29,31.0
"12484",4,13,30.8
"13048",4,13,30.8
"12626",4,13,30.8
"13799",4,13,30.8
"14211",8,26,30.8
"13658",4,13,30.8
"17490",4,13,30.8
"13982",4,13,30.8
"14198",4,13,30.8
"14456",4,13,30.8
"14796",12,39,30.8
"16996",4,13,30.8
"15521",7,23,30.4
"14907",7,23,30.4
"14217",10,33,30.3
"16321",3,10,30.0
"12633",3,10,30.0
"16717",6,20,30.0
"17578",3,10,30.0
"15811",3,10,30.0
"16306",3,10,30.0
"16232",3,10,30.0
"16341",3,10,30.0
"15671",3,10,30.0
"14233",3,10,30.0
"16755",3,10,30.0
"13983",9,30,30.0
"15759",3,10,30.0
"14499",3,10,30.0
"14857",3,10,30.0
"13874",3,10,30.0
"14496",3,10,30.0
"13939",3,10,30.0
"16859",3,10,30.0
"14477",3,10,30.0
"15251",9,30,30.0
"14492",3,10,30.0
"17451",3,10,30.0
"15993",3,10,30.0
"13362",3,10,30.0
"13440",3,10,30.0
"13554",3,10,30.0
"13627",3,10,30.0
"14505",8,27,29.6
"15059",8,27,29.6
"14745",5,17,29.4
"18257",5,17,29.4
"12553",5,17,29.4
"13659",5,17,29.4
"15021",5,17,29.4
"14593",5,17,29.4
"16325",5,17,29.4
"16873",5,17,29.4
"13021",7,24,29.2
"16556",7,24,29.2
"13097",11,38,28.9
"14064",6,21,28.6
"17032",2,7,28.6
"13268",4,14,28.6
"14214",2,7,28.6
"14236",2,7,28.6
"15279",2,7,28.6
"13692",2,7,28.6
"16584",2,7,28.6
"14136",2,7,28.6
"17597",2,7,28.6
"17034",2,7,28.6
"16546",2,7,28.6
"13499",2,7,28.6
"13466",2,7,28.6
"17322",2,7,28.6
"15505",2,7,28.6
"13902",2,7,28.6
"16037",2,7,28.6
"16147",2,7,28.6
"17728",2,7,28.6
"13611",4,14,28.6
"17671",2,7,28.6
"18277",2,7,28.6
"13276",2,7,28.6
"17813",2,7,28.6
"12802",2,7,28.6
"14853",2,7,28.6
"17644",8,28,28.6
"15730",2,7,28.6
"12598",4,14,28.6
"14320",2,7,28.6
"12406",2,7,28.6
"14590",8,28,28.6
"17429",2,7,28.6
"17722",2,7,28.6
"15579",2,7,28.6
"15065",2,7,28.6
"12450",2,7,28.6
"16134",2,7,28.6
"15181",2,7,28.6
"15289",2,7,28.6
"17908",2,7,28.6
"15252",2,7,28.6
"18181",2,7,28.6
"14861",4,14,28.6
"15157",2,7,28.6
"17511",24,84,28.6
"14493",4,14,28.6
"13884",4,14,28.6
"17436",2,7,28.6
"13478",2,7,28.6
"14565",2,7,28.6
"15050",2,7,28.6
"17231",10,35,28.6
"12359",4,14,28.6
"13476",2,7,28.6
"16485",2,7,28.6
"14428",2,7,28.6
"14994",2,7,28.6
"15106",2,7,28.6
"15194",11,39,28.2
"16523",11,39,28.2
"12921",29,103,28.2
"16133",22,78,28.2
"14415",9,32,28.1
"18260",9,32,28.1
"13267",14,50,28.0
"17706",12,43,27.9
"13148",10,36,27.8
"16817",5,18,27.8
"16764",5,18,27.8
"14049",5,18,27.8
"14390",5,18,27.8
"15885",5,18,27.8
"15633",5,18,27.8
"16351",5,18,27.8
"17406",5,18,27.8
"17017",11,40,27.5
"13988",3,11,27.3
"12933",3,11,27.3
"15932",3,11,27.3
"17509",3,11,27.3
"13648",3,11,27.3
"17528",3,11,27.3
"13421",3,11,27.3
"13717",3,11,27.3
"18168",6,22,27.3
"13725",3,11,27.3
"15281",6,22,27.3
"12615",3,11,27.3
"12576",3,11,27.3
"14916",3,11,27.3
"15473",3,11,27.3
"16042",3,11,27.3
"12428",3,11,27.3
"16940",3,11,27.3
"17954",7,26,26.9
"14533",4,15,26.7
"15722",4,15,26.7
"14626",4,15,26.7
"13384",4,15,26.7
"18178",4,15,26.7
"17307",4,15,26.7
"14572",4,15,26.7
"13485",4,15,26.7
"13856",4,15,26.7
"17593",4,15,26.7
"18064",4,15,26.7
"13564",13,49,26.5
"17841",76,287,26.5
"14606",66,250,26.4
"15005",20,76,26.3
"17867",5,19,26.3
"14047",5,19,26.3
"14800",6,23,26.1
"14243",6,23,26.1
"17663",6,23,26.1
"12417",7,27,25.9
"17969",7,27,25.9
"17865",16,62,25.8
"14952",11,43,25.6
"13319",20,78,25.6
"12720",10,39,25.6
"13668",12,47,25.5
"15822",2,8,25.0
"15831",1,4,25.0
"15841",3,12,25.0
"12412",2,8,25.0
"14326",1,4,25.0
"15888",1,4,25.0
"12456",1,4,25.0
"13447",1,4,25.0
"14350",1,4,25.0
"13448",4,16,25.0
"12710",1,4,25.0
"13461",2,8,25.0
"12712",7,28,25.0
"12975",2,8,25.0
"15951",1,4,25.0
"13484",1,4,25.0
"14412",1,4,25.0
"16015",1,4,25.0
"14423",1,4,25.0
"16033",9,36,25.0
"16038",1,4,25.0
"16053",2,8,25.0
"13513",1,4,25.0
"12998",1,4,25.0
"14460",3,12,25.0
"12381",1,4,25.0
"16109",1,4,25.0
"16117",1,4,25.0
"14495",1,4,25.0
"16138",1,4,25.0
"16140",1,4,25.0
"16143",4,16,25.0
"16157",1,4,25.0
"16164",1,4,25.0
"14510",1,4,25.0
"13019",2,8,25.0
"16204",1,4,25.0
"16211",1,4,25.0
"13026",3,12,25.0
"16228",1,4,25.0
"16233",3,12,25.0
"16234",1,4,25.0
"13035",1,4,25.0
"16256",1,4,25.0
"13037",4,16,25.0
"16281",1,4,25.0
"13042",1,4,25.0
"13585",1,4,25.0
"13588",3,12,25.0
"12473",1,4,25.0
"13057",1,4,25.0
"16350",3,12,25.0
"16360",2,8,25.0
"14645",1,4,25.0
"16406",1,4,25.0
"14659",3,12,25.0
"16428",1,4,25.0
"16436",1,4,25.0
"12477",3,12,25.0
"14676",4,16,25.0
"16450",1,4,25.0
"16451",1,4,25.0
"16462",1,4,25.0
"14695",1,4,25.0
"13655",2,8,25.0
"16488",1,4,25.0
"16520",2,8,25.0
