"customer_id","recency_days","first_transaction_date","attempt_count","conversion_status"
"12358",1,"2009-12-08 07:59:00",5,"Converted"
"15701",1,"2011-08-21 12:36:00",4,"Converted"
"13924",1,"2011-09-28 15:07:00",11,"Converted"
"18109",1,"2010-07-01 12:13:00",45,"Converted"
"16426",1,"2011-03-08 15:45:00",10,"Converted"
"18092",1,"2009-12-04 12:37:00",20,"Converted"
"16442",1,"2009-12-13 11:05:00",5,"Converted"
"12523",1,"2009-12-02 10:28:00",30,"Converted"
"16161",1,"2010-02-08 11:06:00",56,"Converted"
"14189",1,"2010-11-16 09:28:00",25,"Converted"
"14739",1,"2009-12-02 13:23:00",28,"Converted"
"13954",1,"2011-09-30 10:52:00",3,"Converted"
"14204",1,"2009-12-02 13:26:00",4,"Converted"
"17097",1,"2010-10-05 14:09:00",10,"Converted"
"12558",1,"2011-12-02 10:41:00",2,"Converted"
"12569",1,"2011-04-01 13:47:00",33,"Converted"
"14719",1,"2011-04-04 14:17:00",6,"Converted"
"14191",1,"2009-12-11 10:47:00",17,"Converted"
"13870",1,"2010-02-08 12:08:00",18,"Converted"
"14698",1,"2011-10-19 12:54:00",5,"Converted"
"14291",1,"2009-12-09 10:46:00",25,"Converted"
"15159",1,"2010-10-04 09:31:00",38,"Converted"
"12615",1,"2009-12-01 12:09:00",11,"Converted"
"12621",1,"2010-02-09 12:01:00",44,"Converted"
"16523",1,"2009-12-08 14:29:00",39,"Converted"
"16891",1,"2009-12-04 12:37:00",11,"Converted"
"15187",1,"2011-05-11 13:49:00",17,"Converted"
"16525",1,"2009-12-02 13:53:00",54,"Converted"
"17870",1,"2010-11-23 11:39:00",14,"Converted"
"13436",1,"2011-12-08 10:33:00",1,"Converted"
"14646",1,"2009-12-02 16:52:00",153,"Converted"
"18273",1,"2010-04-28 12:24:00",4,"Converted"
"15214",1,"2011-04-11 09:46:00",8,"Converted"
"15237",1,"2011-04-26 15:04:00",4,"Converted"
"17856",1,"2011-03-03 11:40:00",6,"Converted"
"17841",1,"2009-12-02 15:41:00",287,"Converted"
"17830",1,"2011-02-24 10:15:00",3,"Converted"
"16368",1,"2010-09-30 11:30:00",3,"Converted"
"12747",1,"2009-12-07 13:23:00",32,"Converted"
"15877",1,"2011-11-22 11:18:00",3,"Converted"
"15883",1,"2011-11-06 14:50:00",2,"Converted"
"15298",1,"2009-12-08 17:04:00",29,"Converted"
"12347",1,"2010-10-31 14:20:00",8,"Converted"
"17735",1,"2010-07-30 13:25:00",29,"Converted"
"12783",1,"2011-09-25 15:35:00",4,"Converted"
"14032",1,"2009-12-14 12:02:00",25,"Converted"
"14138",1,"2011-10-07 09:38:00",2,"Converted"
"14135",1,"2009-12-02 08:58:00",25,"Converted"
"17677",1,"2009-12-11 13:19:00",90,"Converted"
"18223",1,"2009-12-04 12:20:00",51,"Converted"
"16019",1,"2009-12-14 14:12:00",35,"Converted"
"14217",1,"2010-06-30 12:54:00",33,"Converted"
"17631",1,"2009-12-09 14:15:00",7,"Converted"
"14520",1,"2011-02-22 09:15:00",2,"Converted"
"16672",1,"2011-03-18 10:15:00",22,"Converted"
"13468",1,"2009-12-03 13:32:00",86,"Converted"
"17602",1,"2010-03-30 17:25:00",18,"Converted"
"14132",1,"2011-06-09 12:04:00",12,"Converted"
"17590",1,"2011-10-30 14:05:00",3,"Converted"
"17266",1,"2010-03-09 10:42:00",5,"Converted"
"14395",1,"2010-04-18 13:12:00",24,"Converted"
"15443",1,"2010-03-07 12:10:00",16,"Converted"
"15453",1,"2011-06-05 12:37:00",7,"Converted"
"18210",1,"2010-11-22 09:39:00",7,"Converted"
"12935",1,"2010-04-11 15:59:00",19,"Converted"
"15471",1,"2010-06-07 12:17:00",3,"Converted"
"17522",1,"2011-05-05 16:31:00",5,"Converted"
"12950",1,"2011-11-15 13:48:00",3,"Converted"
"13314",1,"2011-09-27 10:20:00",4,"Converted"
"14129",1,"2010-05-09 14:54:00",9,"Converted"
"14085",1,"2009-12-08 13:41:00",33,"Converted"
"17449",1,"2009-12-09 14:16:00",14,"Converted"
"14442",1,"2010-01-18 12:59:00",12,"Converted"
"12375",2,"2011-09-02 14:23:00",3,"Converted"
"18237",2,"2011-07-28 13:05:00",5,"Converted"
"12417",2,"2009-12-06 10:30:00",27,"Converted"
"14794",2,"2010-08-09 15:44:00",13,"Converted"
"18154",2,"2010-08-06 09:18:00",5,"Converted"
"17238",2,"2009-12-01 10:59:00",32,"Converted"
"15498",2,"2009-12-16 17:27:00",48,"Converted"
"12912",2,"2011-10-30 11:35:00",5,"Converted"
"17835",2,"2011-11-16 16:30:00",3,"Converted"
"12362",2,"2011-02-17 10:30:00",13,"Converted"
"12709",2,"2009-12-09 13:49:00",53,"Converted"
"17232",2,"2011-11-25 12:24:00",2,"Converted"
"13109",2,"2010-06-06 12:59:00",7,"Converted"
"16569",2,"2009-12-16 15:05:00",5,"Converted"
"13949",2,"2011-09-06 11:55:00",6,"Converted"
"17412",2,"2009-12-02 13:51:00",19,"Converted"
"16817",2,"2010-10-04 09:06:00",18,"Converted"
"14708",2,"2010-09-10 10:26:00",6,"Converted"
"15194",2,"2009-12-03 10:37:00",39,"Converted"
"12650",2,"2011-12-06 16:34:00",1,"Converted"
"16191",2,"2009-12-11 12:24:00",39,"Converted"
"12720",2,"2010-07-21 09:46:00",39,"Converted"
"13323",2,"2011-09-16 13:23:00",5,"Converted"
"12989",2,"2009-12-10 13:27:00",39,"Converted"
"16539",2,"2010-06-25 15:24:00",10,"Converted"
"12839",2,"2009-12-07 09:18:00",30,"Converted"
"15195",2,"2011-12-07 12:20:00",1,"Converted"
"12826",2,"2009-12-18 10:43:00",14,"Converted"
"13089",2,"2009-12-02 15:44:00",247,"Converted"
"18272",2,"2010-03-04 12:53:00",11,"Converted"
"16554",2,"2009-12-15 09:42:00",18,"Converted"
"17049",2,"2010-03-04 10:23:00",25,"Converted"
"12442",2,"2011-12-06 14:22:00",1,"Converted"
"17091",2,"2009-12-01 13:40:00",23,"Converted"
"13507",2,"2011-07-17 11:50:00",4,"Converted"
"13267",2,"2009-12-07 16:56:00",50,"Converted"
"15136",2,"2011-09-04 16:05:00",5,"Converted"
"16571",2,"2010-03-18 09:12:00",17,"Converted"
"12583",2,"2009-12-06 11:57:00",30,"Converted"
"13225",2,"2009-12-17 09:09:00",17,"Converted"
"15822",2,"2009-12-06 14:34:00",8,"Converted"
"12967",2,"2010-11-21 11:03:00",5,"Converted"
"12828",2,"2011-08-01 16:16:00",6,"Converted"
"14298",2,"2009-12-11 13:49:00",84,"Converted"
"15622",2,"2010-01-07 13:24:00",30,"Converted"
"16201",2,"2010-10-20 12:00:00",6,"Converted"
"16711",2,"2009-12-02 13:22:00",10,"Converted"
"16000",2,"2011-12-07 12:14:00",3,"Converted"
"17883",2,"2010-02-25 20:07:00",8,"Converted"
"17017",2,"2009-12-03 13:22:00",40,"Converted"
"16143",2,"2009-12-10 09:44:00",16,"Converted"
"15984",2,"2009-12-01 13:38:00",32,"Converted"
"13743",2,"2011-03-25 14:46:00",8,"Converted"
"14673",2,"2010-10-26 10:14:00",7,"Converted"
"14868",2,"2010-10-15 14:52:00",13,"Converted"
"15814",2,"2010-04-15 14:31:00",8,"Converted"
"17705",2,"2010-05-12 09:47:00",12,"Converted"
"13014",2,"2010-10-03 11:35:00",18,"Converted"
"14907",2,"2009-12-08 18:35:00",23,"Converted"
"17042",2,"2011-04-06 14:53:00",5,"Converted"
"13362",2,"2010-10-10 15:27:00",10,"Converted"
"17511",2,"2009-12-02 10:52:00",84,"Converted"
"14503",2,"2011-06-14 10:00:00",6,"Converted"
"16016",2,"2010-11-02 13:27:00",14,"Converted"
"17119",2,"2011-10-11 11:03:00",3,"Converted"
"15023",2,"2010-02-03 15:45:00",23,"Converted"
"13685",2,"2011-10-10 12:59:00",7,"Converted"
"16987",2,"2009-12-02 14:34:00",12,"Converted"
"14769",2,"2009-12-16 09:17:00",21,"Converted"
"14534",2,"2010-03-15 14:16:00",38,"Converted"
"14527",2,"2009-12-02 12:06:00",140,"Converted"
"16678",2,"2011-03-02 09:24:00",15,"Converted"
"15969",2,"2010-07-05 13:10:00",6,"Converted"
"16076",2,"2011-05-15 12:31:00",11,"Converted"
"18225",2,"2009-12-04 16:51:00",34,"Converted"
"15750",2,"2009-12-01 16:26:00",24,"Converted"
"16458",2,"2010-05-26 14:38:00",30,"Converted"
"14293",2,"2009-12-10 10:57:00",10,"Converted"
"16313",2,"2011-10-21 09:04:00",2,"Converted"
"14216",2,"2010-10-21 15:07:00",6,"Converted"
"17861",2,"2009-12-10 10:33:00",22,"Converted"
"18219",2,"2009-12-07 13:17:00",19,"Converted"
"14282",2,"2010-02-15 11:22:00",26,"Converted"
"17857",2,"2010-03-08 12:09:00",25,"Converted"
"14141",2,"2011-08-26 14:40:00",6,"Converted"
"12785",2,"2009-12-08 13:56:00",5,"Converted"
"13882",2,"2011-10-06 15:28:00",6,"Converted"
"12820",2,"2009-12-05 13:37:00",13,"Converted"
"17730",2,"2010-04-29 11:48:00",23,"Converted"
"13104",2,"2010-02-24 15:06:00",9,"Converted"
"16495",2,"2011-03-08 16:38:00",3,"Converted"
"15568",2,"2011-09-27 14:37:00",3,"Converted"
"17503",2,"2011-11-01 11:12:00",2,"Converted"
"14871",2,"2009-12-01 11:57:00",9,"Converted"
"14578",2,"2011-12-06 17:18:00",1,"Converted"
"14910",2,"2011-10-16 11:06:00",7,"Converted"
"14087",2,"2009-12-04 15:27:00",5,"Converted"
"13668",2,"2009-12-11 14:28:00",47,"Converted"
"14572",2,"2010-03-28 13:47:00",15,"Converted"
"12753",3,"2010-12-12 11:44:00",11,"Converted"
"16851",3,"2011-10-19 09:48:00",3,"Converted"
"16684",3,"2009-12-07 12:56:00",64,"Converted"
"17426",3,"2010-02-17 13:39:00",17,"Converted"
"12971",3,"2009-12-15 19:04:00",119,"Converted"
"17218",3,"2010-01-25 16:12:00",18,"Converted"
"16597",3,"2011-12-05 15:44:00",1,"Converted"
"12766",3,"2010-10-28 09:29:00",11,"Converted"
"15856",3,"2009-12-03 14:02:00",58,"Converted"
"15145",3,"2011-04-05 15:20:00",4,"Converted"
"17744",3,"2010-11-24 09:34:00",7,"Converted"
"16600",3,"2009-12-18 12:59:00",16,"Converted"
"17346",3,"2010-04-18 12:18:00",27,"Converted"
"12877",3,"2010-01-18 10:23:00",20,"Converted"
"13021",3,"2009-12-05 12:02:00",24,"Converted"
"16057",3,"2009-12-10 12:38:00",17,"Converted"
"12478",3,"2011-12-06 09:56:00",1,"Converted"
"13311",3,"2011-07-12 14:26:00",2,"Converted"
"17250",3,"2011-03-23 16:45:00",2,"Converted"
"14735",3,"2009-12-04 11:32:00",58,"Converted"
"14110",3,"2009-12-01 09:50:00",35,"Converted"
"13173",3,"2009-12-10 12:52:00",13,"Converted"
"17728",3,"2010-09-12 14:58:00",7,"Converted"
"17611",3,"2009-12-01 13:29:00",34,"Converted"
"16620",3,"2009-12-01 14:35:00",6,"Converted"
"15318",3,"2011-12-06 11:30:00",1,"Converted"
"14401",3,"2009-12-14 13:22:00",25,"Converted"
"16013",3,"2009-12-08 10:24:00",91,"Converted"
"17383",3,"2010-09-12 14:54:00",2,"Converted"
"17706",3,"2010-01-19 12:13:00",43,"Converted"
"14825",3,"2010-04-06 14:14:00",27,"Converted"
"14562",3,"2010-02-07 14:10:00",30,"Converted"
"14083",3,"2009-12-18 11:34:00",11,"Converted"
"13083",3,"2010-10-10 13:38:00",3,"Converted"
"14140",3,"2011-11-08 11:20:00",3,"Converted"
"13079",3,"2010-10-18 14:15:00",6,"Converted"
"14096",3,"2011-08-30 10:49:00",17,"Converted"
"17481",3,"2011-09-07 09:57:00",5,"Converted"
"17676",3,"2010-03-30 10:49:00",12,"Converted"
"16790",3,"2011-11-02 11:23:00",8,"Converted"
"13790",3,"2011-12-05 15:48:00",1,"Converted"
"16015",3,"2011-10-21 12:56:00",4,"Converted"
"14543",3,"2009-12-01 13:47:00",49,"Converted"
"17666",3,"2010-06-30 12:03:00",5,"Converted"
"17659",3,"2010-11-18 14:20:00",17,"Converted"
"14547",3,"2011-10-16 14:35:00",9,"Converted"
"14546",3,"2009-12-06 13:10:00",20,"Converted"
"14121",3,"2011-10-11 10:39:00",6,"Converted"
"14737",3,"2010-11-04 11:29:00",4,"Converted"
"16910",3,"2011-09-09 14:14:00",8,"Converted"
"13694",3,"2009-12-04 15:26:00",158,"Converted"
"16968",3,"2011-08-24 10:51:00",2,"Converted"
"15157",3,"2009-12-10 14:44:00",7,"Converted"
"18198",3,"2011-01-07 13:39:00",21,"Converted"
"15854",3,"2009-12-10 12:08:00",21,"Converted"
"16200",3,"2009-12-02 15:04:00",13,"Converted"
"18044",3,"2010-05-28 15:31:00",19,"Converted"
"13985",3,"2010-02-09 13:56:00",24,"Converted"
"18005",3,"2011-10-23 14:40:00",2,"Converted"
"13709",3,"2010-01-11 10:40:00",22,"Converted"
"12628",3,"2011-10-06 09:28:00",4,"Converted"
"16979",3,"2010-09-15 14:30:00",12,"Converted"
"13914",3,"2011-11-03 16:28:00",3,"Converted"
"14113",3,"2009-12-07 10:44:00",31,"Converted"
"14219",3,"2010-08-03 14:42:00",3,"Converted"
"17920",3,"2009-12-06 10:37:00",56,"Converted"
"12957",3,"2009-12-11 12:01:00",21,"Converted"
"15061",3,"2009-12-01 12:18:00",137,"Converted"
"17914",3,"2011-12-06 11:58:00",1,"Converted"
"18015",3,"2011-12-05 14:49:00",1,"Converted"
"16949",3,"2011-01-27 12:11:00",7,"Converted"
"16528",3,"2011-12-06 12:45:00",1,"Converted"
"17290",3,"2009-12-13 13:28:00",8,"Converted"
"14655",3,"2010-04-22 14:29:00",11,"Converted"
"13230",3,"2010-03-18 20:02:00",31,"Converted"
"15097",3,"2010-05-05 14:22:00",5,"Converted"
"15690",3,"2011-08-31 11:40:00",2,"Converted"
"15992",3,"2010-09-12 11:52:00",3,"Converted"
"16904",3,"2010-10-24 16:03:00",20,"Converted"
"17884",3,"2009-12-04 16:22:00",23,"Converted"
"12584",3,"2011-03-04 15:15:00",18,"Converted"
"16353",3,"2009-12-07 13:55:00",41,"Converted"
"14198",3,"2010-01-05 10:07:00",13,"Converted"
"12994",3,"2011-03-16 08:31:00",5,"Converted"
"16764",3,"2011-07-19 17:17:00",18,"Converted"
"17090",3,"2010-07-19 16:02:00",15,"Converted"
"13001",3,"2009-12-03 14:43:00",37,"Converted"
"13255",3,"2010-07-15 13:20:00",4,"Converted"
"13755",3,"2011-10-07 15:45:00",10,"Converted"
"14793",3,"2010-06-22 16:54:00",3,"Converted"
"12682",3,"2009-12-01 09:28:00",52,"Converted"
"12683",3,"2009-12-13 15:01:00",26,"Converted"
"15550",3,"2009-12-03 15:15:00",14,"Converted"
"17404",3,"2010-01-07 11:31:00",26,"Converted"
"16929",3,"2011-07-07 12:39:00",7,"Converted"
"14629",3,"2011-10-23 16:13:00",3,"Converted"
"12479",3,"2011-11-28 13:26:00",3,"Converted"
"12921",3,"2009-12-01 13:43:00",103,"Converted"
"16379",3,"2011-09-22 09:33:00",5,"Converted"
"18283",3,"2010-02-19 17:16:00",22,"Converted"
"13994",3,"2011-07-14 18:28:00",6,"Converted"
"18030",3,"2011-10-28 13:55:00",3,"Converted"
"14071",3,"2011-03-20 11:33:00",9,"Converted"
"14418",3,"2011-08-23 17:18:00",3,"Converted"
"13881",3,"2010-03-04 14:41:00",51,"Converted"
"12716",3,"2011-07-29 13:28:00",2,"Converted"
"15907",3,"2011-05-13 13:01:00",3,"Converted"
"14777",3,"2010-11-01 12:50:00",4,"Converted"
"12723",3,"2011-10-05 15:52:00",5,"Converted"
"14696",3,"2010-10-14 11:43:00",10,"Converted"
"17817",3,"2010-10-13 15:07:00",7,"Converted"
"15274",3,"2011-11-21 14:17:00",2,"Converted"
"14608",3,"2009-12-06 12:34:00",11,"Converted"
"15640",3,"2009-12-14 16:36:00",34,"Converted"
"17811",3,"2010-09-20 11:24:00",60,"Converted"
"13199",3,"2009-12-05 10:11:00",68,"Converted"
"12367",3,"2011-12-05 16:48:00",1,"Converted"
"15031",3,"2009-12-08 13:38:00",16,"Converted"
"15932",3,"2011-02-23 14:50:00",11,"Converted"
"13305",3,"2010-03-10 14:49:00",16,"Converted"
"16133",3,"2010-03-31 12:21:00",78,"Converted"
"16592",3,"2009-12-18 15:57:00",34,"Converted"
"15621",3,"2011-11-18 11:49:00",6,"Converted"
"18167",3,"2011-08-26 11:40:00",5,"Converted"
"12749",3,"2010-07-06 15:05:00",16,"Converted"
"14869",3,"2009-12-16 11:43:00",9,"Converted"
"17593",3,"2009-12-04 14:35:00",15,"Converted"
"15572",4,"2010-04-14 14:38:00",10,"Converted"
"13417",4,"2010-02-08 12:39:00",7,"Converted"
"16500",4,"2010-06-14 14:54:00",10,"Converted"
"13704",4,"2011-09-12 14:40:00",10,"Converted"
"16513",4,"2011-10-27 14:56:00",4,"Converted"
"17954",4,"2009-12-09 13:22:00",26,"Converted"
"17131",4,"2011-09-25 12:42:00",5,"Converted"
"15053",4,"2011-03-03 12:06:00",3,"Converted"
"17936",4,"2011-12-04 13:32:00",1,"Converted"
"14075",4,"2010-08-26 13:42:00",5,"Converted"
"14194",4,"2009-12-10 19:18:00",54,"Converted"
"14658",4,"2011-08-14 15:42:00",2,"Converted"
"12646",4,"2011-10-21 12:52:00",2,"Converted"
"16535",4,"2010-11-19 13:01:00",2,"Converted"
"12381",4,"2011-08-12 09:57:00",4,"Converted"
"14649",4,"2010-01-20 13:10:00",11,"Converted"
"13435",4,"2010-07-27 16:56:00",11,"Converted"
"14456",4,"2011-07-20 13:06:00",13,"Converted"
"12673",4,"2010-11-03 10:46:00",3,"Converted"
"17173",4,"2011-07-31 15:26:00",9,"Converted"
"16873",4,"2010-02-09 14:17:00",17,"Converted"
"15867",4,"2009-12-14 15:16:00",35,"Converted"
"17006",4,"2010-03-05 13:33:00",8,"Converted"
"15033",4,"2011-01-14 13:28:00",11,"Converted"
"17827",4,"2010-03-28 12:20:00",7,"Converted"
"12719",4,"2011-10-05 14:50:00",3,"Converted"
"12724",4,"2010-06-22 14:00:00",7,"Converted"
"15628",4,"2009-12-13 13:39:00",21,"Converted"
"15290",4,"2010-02-24 10:15:00",30,"Converted"
"16931",4,"2010-11-07 13:24:00",23,"Converted"
"16988",4,"2010-11-25 09:22:00",2,"Converted"
"17750",4,"2011-06-28 15:44:00",9,"Converted"
"13630",4,"2011-02-27 12:49:00",11,"Converted"
"12782",4,"2010-07-08 13:31:00",14,"Converted"
"15358",4,"2009-12-07 12:19:00",55,"Converted"
"16642",4,"2010-10-20 14:22:00",5,"Converted"
"14102",4,"2011-10-26 12:46:00",8,"Converted"
"12841",4,"2010-07-08 15:38:00",42,"Converted"
"15392",4,"2010-10-04 12:50:00",8,"Converted"
"14060",4,"2010-03-11 09:47:00",32,"Converted"
"16682",4,"2011-06-05 11:02:00",5,"Converted"
"17254",4,"2010-11-03 14:00:00",3,"Converted"
"16360",4,"2011-09-12 13:50:00",8,"Converted"
"17579",4,"2010-05-10 14:28:00",5,"Converted"
"18180",4,"2011-07-20 08:59:00",6,"Converted"
"12913",4,"2009-12-01 12:18:00",13,"Converted"
"17402",4,"2009-12-16 17:40:00",25,"Converted"
"13126",4,"2010-03-02 12:24:00",19,"Converted"
"12925",4,"2010-04-26 10:32:00",3,"Converted"
"13319",4,"2009-12-06 14:46:00",78,"Converted"
"16811",4,"2011-11-22 17:19:00",2,"Converted"
"14931",4,"2011-04-13 09:32:00",4,"Converted"
