"customer_id","total_orders","cancelled_orders","order_level_rate","total_line_items","cancelled_line_items","line_item_rate","rate_gap"
"16646.0",2,1,0.5000,30,1,0.0333,0.4667
"13905.0",3,2,0.6667,15,3,0.2000,0.4667
"16481.0",3,2,0.6667,20,4,0.2000,0.4667
"13337.0",2,1,0.5000,90,3,0.0333,0.4667
"12533.0",6,4,0.6667,90,18,0.2000,0.4667
"15490.0",2,1,0.5000,29,1,0.0345,0.4655
"15147.0",2,1,0.5000,29,1,0.0345,0.4655
"18284.0",2,1,0.5000,29,1,0.0345,0.4655
"15746.0",2,1,0.5000,29,1,0.0345,0.4655
"14893.0",6,3,0.5000,110,4,0.0364,0.4636
"13377.0",4,2,0.5000,81,3,0.0370,0.4630
"14319.0",2,1,0.5000,27,1,0.0370,0.4630
"13612.0",2,1,0.5000,52,2,0.0385,0.4615
"15558.0",2,1,0.5000,26,1,0.0385,0.4615
"12940.0",4,2,0.5000,103,4,0.0388,0.4612
"18164.0",2,1,0.5000,25,1,0.0400,0.4600
"16355.0",2,1,0.5000,50,2,0.0400,0.4600
"14678.0",2,1,0.5000,25,1,0.0400,0.4600
"18248.0",4,2,0.5000,49,2,0.0408,0.4592
"13400.0",2,1,0.5000,24,1,0.0417,0.4583
"16404.0",2,1,0.5000,24,1,0.0417,0.4583
"13143.0",2,1,0.5000,24,1,0.0417,0.4583
"13853.0",2,1,0.5000,24,1,0.0417,0.4583
"13981.0",2,1,0.5000,23,1,0.0435,0.4565
"13974.0",4,2,0.5000,45,2,0.0444,0.4556
"13365.0",4,2,0.5000,134,6,0.0448,0.4552
"15120.0",2,1,0.5000,22,1,0.0455,0.4545
"18141.0",4,2,0.5000,44,2,0.0455,0.4545
"18250.0",2,1,0.5000,22,1,0.0455,0.4545
"16289.0",2,1,0.5000,22,1,0.0455,0.4545
"16398.0",4,2,0.5000,86,4,0.0465,0.4535
"18199.0",2,1,0.5000,21,1,0.0476,0.4524
"16908.0",2,1,0.5000,21,1,0.0476,0.4524
"14339.0",5,3,0.6000,27,4,0.1481,0.4519
"17156.0",2,1,0.5000,41,2,0.0488,0.4512
"15830.0",2,1,0.5000,41,2,0.0488,0.4512
"16602.0",5,3,0.6000,47,7,0.1489,0.4511
"13271.0",2,1,0.5000,101,5,0.0495,0.4505
"14950.0",2,1,0.5000,20,1,0.0500,0.4500
"12544.0",2,1,0.5000,20,1,0.0500,0.4500
"16615.0",2,1,0.5000,20,1,0.0500,0.4500
"15091.0",6,3,0.5000,60,3,0.0500,0.4500
"17688.0",2,1,0.5000,20,1,0.0500,0.4500
"15137.0",5,3,0.6000,40,6,0.1500,0.4500
"12566.0",2,1,0.5000,20,1,0.0500,0.4500
"13745.0",4,2,0.5000,59,3,0.0508,0.4492
"15620.0",8,4,0.5000,136,7,0.0515,0.4485
"14359.0",6,3,0.5000,58,3,0.0517,0.4483
"14747.0",2,1,0.5000,19,1,0.0526,0.4474
"16683.0",2,1,0.5000,19,1,0.0526,0.4474
"17276.0",2,1,0.5000,57,3,0.0526,0.4474
"16909.0",2,1,0.5000,19,1,0.0526,0.4474
"15598.0",4,2,0.5000,38,2,0.0526,0.4474
"13505.0",8,4,0.5000,227,12,0.0529,0.4471
"16961.0",6,3,0.5000,55,3,0.0545,0.4455
"13257.0",3,2,0.6667,9,2,0.2222,0.4445
"14783.0",2,1,0.5000,18,1,0.0556,0.4444
"16108.0",8,4,0.5000,143,8,0.0559,0.4441
"13121.0",2,1,0.5000,53,3,0.0566,0.4434
"13763.0",6,3,0.5000,53,3,0.0566,0.4434
"14142.0",4,2,0.5000,70,4,0.0571,0.4429
"13503.0",12,6,0.5000,210,12,0.0571,0.4429
"14288.0",2,1,0.5000,17,1,0.0588,0.4412
"13622.0",2,1,0.5000,34,2,0.0588,0.4412
"15077.0",4,2,0.5000,34,2,0.0588,0.4412
"15138.0",2,1,0.5000,33,2,0.0606,0.4394
"12666.0",2,1,0.5000,33,2,0.0606,0.4394
"14488.0",2,1,0.5000,49,3,0.0612,0.4388
"15302.0",2,1,0.5000,16,1,0.0625,0.4375
"12771.0",2,1,0.5000,16,1,0.0625,0.4375
"13295.0",9,5,0.5556,76,9,0.1184,0.4372
"13872.0",6,3,0.5000,61,4,0.0656,0.4344
"14938.0",4,2,0.5000,76,5,0.0658,0.4342
"16747.0",4,2,0.5000,45,3,0.0667,0.4333
"18269.0",2,1,0.5000,15,1,0.0667,0.4333
"15788.0",2,1,0.5000,15,1,0.0667,0.4333
"12781.0",5,3,0.6000,30,5,0.1667,0.4333
"12409.0",13,6,0.4615,272,8,0.0294,0.4321
"12501.0",2,1,0.5000,160,11,0.0688,0.4312
"14329.0",28,13,0.4643,572,19,0.0332,0.4311
"16163.0",14,8,0.5714,85,12,0.1412,0.4302
"14112.0",27,14,0.5185,358,32,0.0894,0.4291
"17053.0",2,1,0.5000,14,1,0.0714,0.4286
"13284.0",2,1,0.5000,14,1,0.0714,0.4286
"17563.0",5,3,0.6000,35,6,0.1714,0.4286
"13043.0",2,1,0.5000,14,1,0.0714,0.4286
"14073.0",2,1,0.5000,14,1,0.0714,0.4286
"16797.0",9,4,0.4444,414,7,0.0169,0.4275
"14175.0",17,9,0.5294,369,38,0.1030,0.4264
"12943.0",4,2,0.5000,27,2,0.0741,0.4259
"12930.0",4,2,0.5000,27,2,0.0741,0.4259
"13407.0",6,3,0.5000,92,7,0.0761,0.4239
"15391.0",2,1,0.5000,13,1,0.0769,0.4231
"16299.0",2,1,0.5000,13,1,0.0769,0.4231
"14846.0",2,1,0.5000,13,1,0.0769,0.4231
"15342.0",2,1,0.5000,26,2,0.0769,0.4231
"12632.0",4,2,0.5000,38,3,0.0789,0.4211
"12468.0",10,5,0.5000,163,13,0.0798,0.4202
"17337.0",7,3,0.4286,548,5,0.0091,0.4195
"15655.0",2,1,0.5000,37,3,0.0811,0.4189
"13359.0",4,2,0.5000,61,5,0.0820,0.4180
"14842.0",8,4,0.5000,158,13,0.0823,0.4177
"13624.0",2,1,0.5000,24,2,0.0833,0.4167
"17010.0",2,1,0.5000,12,1,0.0833,0.4167
"16302.0",2,1,0.5000,12,1,0.0833,0.4167
"15643.0",6,3,0.5000,36,3,0.0833,0.4167
"14860.0",2,1,0.5000,12,1,0.0833,0.4167
"14717.0",2,1,0.5000,12,1,0.0833,0.4167
"15922.0",2,1,0.5000,24,2,0.0833,0.4167
"13396.0",4,2,0.5000,47,4,0.0851,0.4149
"15469.0",6,3,0.5000,47,4,0.0851,0.4149
"18053.0",6,3,0.5000,35,3,0.0857,0.4143
"16573.0",4,2,0.5000,46,4,0.0870,0.4130
"13604.0",2,1,0.5000,23,2,0.0870,0.4130
"12529.0",2,1,0.5000,23,2,0.0870,0.4130
"12679.0",9,5,0.5556,56,8,0.1429,0.4127
"17476.0",4,2,0.5000,34,3,0.0882,0.4118
"15786.0",9,4,0.4444,482,16,0.0332,0.4112
"14627.0",3,2,0.6667,39,10,0.2564,0.4103
"16598.0",2,1,0.5000,11,1,0.0909,0.4091
"14773.0",2,1,0.5000,11,1,0.0909,0.4091
"16160.0",4,2,0.5000,22,2,0.0909,0.4091
"17627.0",2,1,0.5000,11,1,0.0909,0.4091
"18176.0",2,1,0.5000,33,3,0.0909,0.4091
"15029.0",2,1,0.5000,11,1,0.0909,0.4091
"13345.0",2,1,0.5000,22,2,0.0909,0.4091
"17539.0",7,3,0.4286,152,3,0.0197,0.4089
"14256.0",9,4,0.4444,139,5,0.0360,0.4084
"13430.0",4,2,0.5000,54,5,0.0926,0.4074
"17172.0",6,3,0.5000,43,4,0.0930,0.4070
"16739.0",4,2,0.5000,42,4,0.0952,0.4048
"13961.0",2,1,0.5000,21,2,0.0952,0.4048
"15308.0",2,1,0.5000,21,2,0.0952,0.4048
"12612.0",2,1,0.5000,21,2,0.0952,0.4048
"17617.0",2,1,0.5000,21,2,0.0952,0.4048
"12947.0",11,5,0.4545,120,6,0.0500,0.4045
"12525.0",8,5,0.6250,77,17,0.2208,0.4042
"14546.0",20,9,0.4500,834,39,0.0468,0.4032
"13175.0",4,2,0.5000,51,5,0.0980,0.4020
"12915.0",8,4,0.5000,81,8,0.0988,0.4012
"13701.0",2,1,0.5000,10,1,0.1000,0.4000
"12565.0",2,1,0.5000,10,1,0.1000,0.4000
"16543.0",2,1,0.5000,20,2,0.1000,0.4000
"18111.0",2,1,0.5000,30,3,0.1000,0.4000
"18070.0",2,1,0.5000,10,1,0.1000,0.4000
"17714.0",9,4,0.4444,85,4,0.0471,0.3973
"13736.0",12,5,0.4167,568,11,0.0194,0.3973
"12585.0",4,2,0.5000,97,10,0.1031,0.3969
"14105.0",9,4,0.4444,293,14,0.0478,0.3966
"17145.0",7,3,0.4286,186,6,0.0323,0.3963
"16714.0",7,3,0.4286,120,4,0.0333,0.3953
"13656.0",7,3,0.4286,90,3,0.0333,0.3953
"14286.0",12,5,0.4167,510,11,0.0216,0.3951
"12495.0",2,1,0.5000,19,2,0.1053,0.3947
"16810.0",4,2,0.5000,38,4,0.1053,0.3947
"16286.0",4,2,0.5000,19,2,0.1053,0.3947
"16463.0",7,3,0.4286,85,3,0.0353,0.3933
"15648.0",4,2,0.5000,28,3,0.1071,0.3929
"17115.0",13,6,0.4615,129,9,0.0698,0.3917
"15823.0",6,3,0.5000,175,19,0.1086,0.3914
"18009.0",14,6,0.4286,188,7,0.0372,0.3914
"14087.0",5,2,0.4000,223,2,0.0090,0.3910
"16067.0",6,3,0.5000,82,9,0.1098,0.3902
"15764.0",14,6,0.4286,259,10,0.0386,0.3900
"16054.0",7,3,0.4286,127,5,0.0394,0.3892
"12929.0",2,1,0.5000,9,1,0.1111,0.3889
"15432.0",4,2,0.5000,18,2,0.1111,0.3889
"15609.0",2,1,0.5000,18,2,0.1111,0.3889
"13352.0",2,1,0.5000,27,3,0.1111,0.3889
"12959.0",2,1,0.5000,9,1,0.1111,0.3889
"16956.0",2,1,0.5000,18,2,0.1111,0.3889
"16077.0",2,1,0.5000,9,1,0.1111,0.3889
"16101.0",7,3,0.4286,200,8,0.0400,0.3886
"16669.0",5,2,0.4000,162,2,0.0123,0.3877
"14420.0",7,3,0.4286,97,4,0.0412,0.3874
"13980.0",9,4,0.4444,69,4,0.0580,0.3864
"13370.0",2,1,0.5000,88,10,0.1136,0.3864
"13517.0",5,2,0.4000,143,2,0.0140,0.3860
"14808.0",15,7,0.4667,256,21,0.0820,0.3847
"15978.0",5,2,0.4000,131,2,0.0153,0.3847
"15382.0",20,8,0.4000,642,10,0.0156,0.3844
"12997.0",16,8,0.5000,121,14,0.1157,0.3843
"15326.0",10,5,0.5000,146,17,0.1164,0.3836
"18223.0",52,26,0.5000,652,76,0.1166,0.3834
"16947.0",10,5,0.5000,60,7,0.1167,0.3833
"12473.0",9,4,0.4444,179,11,0.0615,0.3829
"15994.0",5,2,0.4000,116,2,0.0172,0.3828
"15446.0",5,2,0.4000,116,2,0.0172,0.3828
"13501.0",5,2,0.4000,116,2,0.0172,0.3828
"15294.0",2,1,0.5000,17,2,0.1176,0.3824
"17169.0",6,3,0.5000,85,10,0.1176,0.3824
"16933.0",16,7,0.4375,307,17,0.0554,0.3821
"15614.0",7,3,0.4286,85,4,0.0471,0.3815
"17095.0",12,5,0.4167,142,5,0.0352,0.3815
"14912.0",11,5,0.4545,68,5,0.0735,0.3810
"18136.0",9,4,0.4444,94,6,0.0638,0.3806
"12494.0",17,8,0.4706,122,11,0.0902,0.3804
"14442.0",12,5,0.4167,190,7,0.0368,0.3799
"17063.0",23,10,0.4348,217,12,0.0553,0.3795
"12510.0",16,7,0.4375,154,9,0.0584,0.3791
"12578.0",7,3,0.4286,181,9,0.0497,0.3789
"15596.0",16,7,0.4375,187,11,0.0588,0.3787
"15296.0",20,8,0.4000,547,12,0.0219,0.3781
"14323.0",4,2,0.5000,41,5,0.1220,0.3780
"16533.0",5,2,0.4000,181,4,0.0221,0.3779
"14714.0",7,3,0.4286,98,5,0.0510,0.3776
"18189.0",5,2,0.4000,88,2,0.0227,0.3773
"12424.0",7,3,0.4286,97,5,0.0515,0.3771
"17779.0",5,2,0.4000,84,2,0.0238,0.3762
"15128.0",9,4,0.4444,132,9,0.0682,0.3762
"16795.0",5,2,0.4000,418,10,0.0239,0.3761
"15076.0",5,2,0.4000,82,2,0.0244,0.3756
"13329.0",14,6,0.4286,132,7,0.0530,0.3756
"14909.0",5,2,0.4000,82,2,0.0244,0.3756
"13814.0",5,2,0.4000,81,2,0.0247,0.3753
"15337.0",2,1,0.5000,24,3,0.1250,0.3750
"16579.0",2,1,0.5000,16,2,0.1250,0.3750
"13674.0",2,1,0.5000,16,2,0.1250,0.3750
"12818.0",2,1,0.5000,16,2,0.1250,0.3750
"17506.0",2,1,0.5000,16,2,0.1250,0.3750
"14928.0",2,1,0.5000,24,3,0.1250,0.3750
"15664.0",7,3,0.4286,74,4,0.0541,0.3745
"13282.0",7,3,0.4286,54,3,0.0556,0.3730
"17828.0",9,5,0.5556,82,15,0.1829,0.3727
"14206.0",5,2,0.4000,73,2,0.0274,0.3726
"16140.0",5,2,0.4000,73,2,0.0274,0.3726
"15791.0",9,4,0.4444,180,13,0.0722,0.3722
"12463.0",7,3,0.4286,88,5,0.0568,0.3718
"16150.0",20,10,0.5000,273,35,0.1282,0.3718
"13136.0",24,11,0.4583,345,30,0.0870,0.3713
"15097.0",5,2,0.4000,68,2,0.0294,0.3706
"14586.0",3,2,0.6667,27,8,0.2963,0.3704
"17649.0",5,2,0.4000,101,3,0.0297,0.3703
"16292.0",9,4,0.4444,67,5,0.0746,0.3698
"15345.0",2,1,0.5000,23,3,0.1304,0.3696
"13735.0",22,9,0.4091,683,27,0.0395,0.3696
"16894.0",5,2,0.4000,197,6,0.0305,0.3695
"12754.0",5,2,0.4000,65,2,0.0308,0.3692
"18163.0",2,1,0.5000,38,5,0.1316,0.3684
"14356.0",4,2,0.5000,38,5,0.1316,0.3684
"13820.0",5,2,0.4000,93,3,0.0323,0.3677
"16245.0",5,2,0.4000,93,3,0.0323,0.3677
"15449.0",5,2,0.4000,62,2,0.0323,0.3677
"13151.0",5,2,0.4000,182,6,0.0330,0.3670
"14149.0",3,2,0.6667,40,12,0.3000,0.3667
"12542.0",4,2,0.5000,45,6,0.1333,0.3667
"16863.0",5,2,0.4000,58,2,0.0345,0.3655
"12785.0",5,2,0.4000,58,2,0.0345,0.3655
"14081.0",16,6,0.3750,951,9,0.0095,0.3655
"15533.0",5,2,0.4000,86,3,0.0349,0.3651
"15535.0",10,4,0.4000,139,5,0.0360,0.3640
"12408.0",14,6,0.4286,170,11,0.0647,0.3639
"13883.0",26,11,0.4231,336,20,0.0595,0.3636
"13343.0",2,1,0.5000,22,3,0.1364,0.3636
"16900.0",5,2,0.4000,82,3,0.0366,0.3634
"16875.0",20,9,0.4500,252,22,0.0873,0.3627
"17147.0",16,7,0.4375,147,11,0.0748,0.3627
"15238.0",5,2,0.4000,52,2,0.0385,0.3615
"17612.0",32,14,0.4375,368,28,0.0761,0.3614
"12982.0",17,9,0.5294,214,36,0.1682,0.3612
"12462.0",4,2,0.5000,72,10,0.1389,0.3611
"12957.0",21,8,0.3810,500,10,0.0200,0.3610
"15706.0",7,3,0.4286,59,4,0.0678,0.3608
"15101.0",11,5,0.4545,64,6,0.0938,0.3607
"18167.0",6,3,0.5000,43,6,0.1395,0.3605
"18193.0",5,2,0.4000,73,3,0.0411,0.3589
"13154.0",5,2,0.4000,97,4,0.0412,0.3588
"13425.0",8,3,0.3750,181,3,0.0166,0.3584
"15639.0",5,2,0.4000,72,3,0.0417,0.3583
"16362.0",11,5,0.4545,104,10,0.0962,0.3583
"13171.0",5,2,0.4000,48,2,0.0417,0.3583
"16092.0",10,4,0.4000,94,4,0.0426,0.3574
"16975.0",5,2,0.4000,47,2,0.0426,0.3574
"14764.0",2,1,0.5000,7,1,0.1429,0.3571
"17313.0",2,1,0.5000,28,4,0.1429,0.3571
"16622.0",2,1,0.5000,14,2,0.1429,0.3571
"18020.0",2,1,0.5000,14,2,0.1429,0.3571
"17032.0",13,5,0.3846,246,7,0.0285,0.3561
"12536.0",5,2,0.4000,273,12,0.0440,0.3560
"17340.0",30,12,0.4000,813,36,0.0443,0.3557
"17423.0",5,2,0.4000,45,2,0.0444,0.3556
"15622.0",30,13,0.4333,462,36,0.0779,0.3554
"12474.0",54,23,0.4259,764,54,0.0707,0.3552
"12472.0",37,18,0.4865,1049,138,0.1316,0.3549
"14305.0",5,2,0.4000,110,5,0.0455,0.3545
"14441.0",19,8,0.4211,165,11,0.0667,0.3544
"15839.0",5,2,0.4000,65,3,0.0462,0.3538
"12697.0",5,2,0.4000,43,2,0.0465,0.3535
"14655.0",12,5,0.4167,110,7,0.0636,0.3531
"16670.0",33,13,0.3939,506,21,0.0415,0.3524
"13453.0",5,2,0.4000,42,2,0.0476,0.3524
"14634.0",7,3,0.4286,118,9,0.0763,0.3523
"14425.0",5,2,0.4000,41,2,0.0488,0.3512
"18267.0",2,1,0.5000,20,3,0.1500,0.3500
"16094.0",19,8,0.4211,211,15,0.0711,0.3500
"17696.0",48,21,0.4375,400,35,0.0875,0.3500
"12852.0",2,1,0.5000,20,3,0.1500,0.3500
"14521.0",2,1,0.5000,20,3,0.1500,0.3500
"14456.0",14,5,0.3571,977,7,0.0072,0.3499
"13050.0",57,22,0.3860,1047,38,0.0363,0.3497
"14232.0",8,3,0.3750,118,3,0.0254,0.3496
"18276.0",10,4,0.4000,99,5,0.0505,0.3495
"14625.0",18,7,0.3889,277,11,0.0397,0.3492
"13979.0",11,4,0.3636,412,6,0.0146,0.3490
"13816.0",4,2,0.5000,33,5,0.1515,0.3485
"13369.0",2,1,0.5000,33,5,0.1515,0.3485
"16401.0",39,16,0.4103,387,24,0.0620,0.3483
"13300.0",5,2,0.4000,58,3,0.0517,0.3483
"16550.0",29,11,0.3793,839,26,0.0310,0.3483
"14400.0",5,2,0.4000,77,4,0.0519,0.3481
"16736.0",8,3,0.3750,147,4,0.0272,0.3478
"16642.0",5,2,0.4000,57,3,0.0526,0.3474
"17728.0",8,3,0.3750,251,7,0.0279,0.3471
"16166.0",4,2,0.5000,26,4,0.1538,0.3462
"13852.0",2,1,0.5000,13,2,0.1538,0.3462
"13830.0",2,1,0.5000,13,2,0.1538,0.3462
"12434.0",5,2,0.4000,74,4,0.0541,0.3459
"16835.0",10,4,0.4000,92,5,0.0543,0.3457
"15502.0",27,13,0.4815,418,57,0.1364,0.3451
"13692.0",8,3,0.3750,99,3,0.0303,0.3447
"15563.0",11,4,0.3636,264,5,0.0189,0.3447
"14994.0",8,3,0.3750,320,10,0.0313,0.3437
"15966.0",2,1,0.5000,32,5,0.1563,0.3437
"14338.0",5,2,0.4000,53,3,0.0566,0.3434
"13584.0",5,2,0.4000,88,5,0.0568,0.3432
"12457.0",14,6,0.4286,93,8,0.0860,0.3426
"13479.0",7,3,0.4286,58,5,0.0862,0.3424
"17677.0",91,37,0.4066,761,49,0.0644,0.3422
"16474.0",11,4,0.3636,368,8,0.0217,0.3419
"13107.0",15,6,0.4000,189,11,0.0582,0.3418
"17802.0",16,6,0.3750,559,19,0.0340,0.3410
"12674.0",7,3,0.4286,91,8,0.0879,0.3407
"14685.0",13,5,0.3846,204,9,0.0441,0.3405
"13186.0",5,2,0.4000,84,5,0.0595,0.3405
"14292.0",27,11,0.4074,207,14,0.0676,0.3398
"13299.0",5,2,0.4000,66,4,0.0606,0.3394
"12592.0",8,3,0.3750,84,3,0.0357,0.3393
"14894.0",5,2,0.4000,49,3,0.0612,0.3388
"16499.0",13,5,0.3846,151,7,0.0464,0.3382
"13078.0",95,38,0.4000,855,54,0.0632,0.3368
"16554.0",18,10,0.5556,214,47,0.2196,0.3360
"12840.0",11,4,0.3636,181,5,0.0276,0.3360
"15676.0",5,2,0.4000,216,14,0.0648,0.3352
"14475.0",7,3,0.4286,53,5,0.0943,0.3343
"13081.0",44,16,0.3636,2430,72,0.0296,0.3340
"16396.0",3,2,0.6667,12,4,0.3333,0.3334
"15836.0",2,1,0.5000,12,2,0.1667,0.3333
"18142.0",4,2,0.5000,18,3,0.1667,0.3333
"13826.0",2,1,0.5000,12,2,0.1667,0.3333
"17636.0",2,1,0.5000,24,4,0.1667,0.3333
"13511.0",2,1,0.5000,6,1,0.1667,0.3333
"14038.0",8,3,0.3750,168,7,0.0417,0.3333
"15317.0",2,1,0.5000,6,1,0.1667,0.3333
"13360.0",7,3,0.4286,73,7,0.0959,0.3327
"13455.0",11,5,0.4545,164,20,0.1220,0.3325
"17204.0",15,6,0.4000,190,13,0.0684,0.3316
"14382.0",3,1,0.3333,303,1,0.0033,0.3300
"17422.0",20,9,0.4500,233,28,0.1202,0.3298
"16227.0",6,3,0.5000,41,7,0.1707,0.3293
"13047.0",42,18,0.4286,442,44,0.0995,0.3291
"15339.0",11,4,0.3636,232,8,0.0345,0.3291
"17746.0",7,3,0.4286,40,4,0.1000,0.3286
"15518.0",23,8,0.3478,464,9,0.0194,0.3284
"12854.0",11,4,0.3636,275,10,0.0364,0.3272
"14629.0",3,1,0.3333,153,1,0.0065,0.3268
"17411.0",9,4,0.4444,85,10,0.1176,0.3268
"13506.0",8,3,0.3750,103,5,0.0485,0.3265
"14679.0",5,2,0.4000,68,5,0.0735,0.3265
"17366.0",3,1,0.3333,136,1,0.0074,0.3259
"12700.0",6,2,0.3333,270,2,0.0074,0.3259
"14474.0",3,1,0.3333,133,1,0.0075,0.3258
"14113.0",31,15,0.4839,145,23,0.1586,0.3253
"14443.0",8,3,0.3750,161,8,0.0497,0.3253
"13304.0",7,3,0.4286,87,9,0.1034,0.3252
"13607.0",3,1,0.3333,123,1,0.0081,0.3252
"15708.0",14,5,0.3571,408,13,0.0319,0.3252
"12909.0",13,5,0.3846,168,10,0.0595,0.3251
"13310.0",8,3,0.3750,100,5,0.0500,0.3250
"14459.0",3,1,0.3333,114,1,0.0088,0.3245
"13224.0",3,1,0.3333,109,1,0.0092,0.3241
"16799.0",3,1,0.3333,107,1,0.0093,0.3240
"15231.0",2,1,0.5000,17,3,0.1765,0.3235
"14189.0",25,9,0.3600,328,12,0.0366,0.3234
"15625.0",14,5,0.3571,177,6,0.0339,0.3232
"12708.0",30,12,0.4000,336,26,0.0774,0.3226
"14295.0",8,3,0.3750,76,4,0.0526,0.3224
"16491.0",3,1,0.3333,88,1,0.0114,0.3219
"17776.0",3,1,0.3333,85,1,0.0118,0.3215
"15429.0",3,1,0.3333,83,1,0.0120,0.3213
"14121.0",6,2,0.3333,161,2,0.0124,0.3209
"14621.0",16,7,0.4375,180,21,0.1167,0.3208
"15329.0",20,9,0.4500,178,23,0.1292,0.3208
"14593.0",18,6,0.3333,629,8,0.0127,0.3206
"12705.0",22,8,0.3636,626,27,0.0431,0.3205
"13093.0",88,33,0.3750,1111,61,0.0549,0.3201
"14451.0",18,6,0.3333,529,7,0.0132,0.3201
"13877.0",5,2,0.4000,25,2,0.0800,0.3200
"15398.0",3,1,0.3333,74,1,0.0135,0.3198
"13375.0",3,1,0.3333,72,1,0.0139,0.3194
"12546.0",3,1,0.3333,70,1,0.0143,0.3190
"13166.0",3,1,0.3333,70,1,0.0143,0.3190
"17344.0",3,1,0.3333,70,1,0.0143,0.3190
"13014.0",18,7,0.3889,242,17,0.0702,0.3187
"14140.0",3,1,0.3333,67,1,0.0149,0.3184
